Code,Genus,Species,Name,Habitat,Type,Forest,Gmin,TLP,LSWC,MajVLA,Nitrogen,Carbon,Phosphorous,Potassium,SD
M229,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,Paracou,-0.175805932,-0.404371177,5.208867382,1.685781247,0.91228271,3.961384435,0.20485005,2.49186371,5.495485431
M209,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Paracou,0.174907448,-0.619608277,5.359882722,1.927396443,0.277631737,3.933393031,-0.559087504,2.482615312,5.534199944
M216,Eschweilera,coriacea,Eschweilera_coriacea,BF,BF,Paracou,0.00620107,-0.420892163,4.971850113,2.062751316,0.371563556,3.948740588,-0.466169761,1.536741419,6.264618519
M232,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Paracou,0.27572293,-0.48693449,5.342638512,1.752013034,0.322083499,3.913621727,-0.532878533,2.433547642,5.546778726
M233,Laetia,procera,Laetia_procera,BF,BF,Paracou,1.153973527,-0.576141343,5.068489022,1.394681314,0.2390169,3.925728652,-0.731991964,1.012836564,6.759463471
M240,Eperua,falcata,Eperua_falcata,BF,BF,Paracou,0.196242745,-0.454458426,4.767705615,1.297259239,-0.105360516,4.003507696,-0.934791654,1.320259932,5.482240205
M8,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,Paracou,0.066750453,-0.498372403,4.771704443,1.737632347,0.285178942,3.993787307,-0.761253344,1.14506514,4.532047921
M21,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,Paracou,-0.245129697,-0.525793051,4.843203138,1.879281781,0.19062036,3.95756982,-0.494815219,1.822343646,5.135044005
M22,Carapa,surinamensis,Carapa_surinamensis,BF,BF,Paracou,-0.070726562,-0.553678195,5.154883391,0.964572387,0.122217633,3.904393978,-0.668500102,1.821342144,NA
M23,Eperua,falcata,Eperua_falcata,BF,BF,Paracou,0.218062209,-0.517149585,4.941593136,1.801675786,0.524728529,3.946037884,-0.349608275,2.113718249,6.155184678
M28,Eperua,falcata,Eperua_falcata,BF,BF,Paracou,0.646342112,-0.642842871,4.701931131,2.064425732,0.609765572,3.968403339,-0.331941734,1.456958214,6.233656293
M35,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,Paracou,0.812882079,-0.668752024,4.785806991,1.486557082,0.378436436,3.931433399,-0.482634083,1.231832192,6.127596721
M36,Carapa,surinamensis,Carapa_surinamensis,BF,BF,Paracou,0.837999375,-0.566744603,4.81823027,0.650674399,0.157003749,3.917209532,-0.611711415,1.869103909,NA
M37,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,Paracou,0.433678031,-0.45048946,5.396544198,1.42945641,1.00795792,3.932021692,0.430134428,2.716611276,5.729100283
M38,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,Paracou,0.878570764,-0.616244538,5.07895167,1.27290946,0.932164081,3.956805148,0.051259187,2.450397134,5.619099387
M39,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,Paracou,0.66111433,-0.704344259,5.526622375,1.519186597,0.989541194,3.935934825,0.309428038,2.610861595,5.759871941
M31,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Paracou,1.496939564,-0.522097853,5.222649948,1.405111197,0.39877612,3.8823882,-0.589252934,1.671779309,5.976936447
M46,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Paracou,0.577770139,-0.563197936,5.560623168,1.629966713,0.270027137,3.889163711,-0.457969944,2.982886782,5.59556889
M47,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Paracou,0.512516925,-0.558449394,5.376916417,1.800658039,0.231111721,3.885268268,-0.385979585,2.837140944,5.482240205
M49,Carapa,surinamensis,Carapa_surinamensis,BF,BF,Paracou,1.003837905,-0.580806807,4.84492461,0.470913471,0.336472237,3.900152833,-0.473358177,1.823497719,NA
M34,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,Paracou,1.635579473,-0.729729802,4.677482475,1.123671938,0.131028262,3.780090334,-0.493035523,1.662334526,6.411776163
M41,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,Paracou,1.227580215,-0.70537215,4.676047947,1.181414995,0.378436436,3.925334019,-0.127533952,2.314382302,6.07002687
M42,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,Paracou,1.031061462,-0.798497696,4.772538837,1.141672033,0.165514438,3.914819093,-0.637726324,1.494346608,6.43261025
M43,Carapa,surinamensis,Carapa_surinamensis,BF,BF,Paracou,0.416746658,-0.494574283,4.714779463,0.566878778,0.357674444,3.932805545,-0.539913623,1.482889186,NA
M44,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,Paracou,1.985026559,-0.758391702,4.844856941,1.763007321,0.198850859,3.881563798,-0.494995318,1.893956937,NA
M64,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Paracou,0.909300096,-0.401590947,5.427360766,1.073074233,0.329303747,3.90941962,-0.733705016,1.942280868,5.225195102
M67,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Paracou,0.019803313,-0.442503956,4.707729482,1.839301462,0.425267735,3.981362484,-0.532527297,1.617602072,5.664561762
M54,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,Paracou,1.319999461,-0.721676327,4.830714852,1.609194422,0.165514438,3.88567903,-0.565457136,1.287637938,6.120579149
M76,Eschweilera,coriacea,Eschweilera_coriacea,BF,BF,Paracou,0.204962928,-0.59582097,4.63949045,1.454775164,0.463734016,3.935739532,-0.715010313,1.603035532,5.799481079
M77,Laetia,procera,Laetia_procera,BF,BF,Paracou,0.369421678,-0.640653166,5.062745655,1.941728339,0.292669614,3.923358515,-0.266765139,2.42390677,NA
M78,Carapa,surinamensis,Carapa_surinamensis,BF,BF,Paracou,0.699193699,-0.562012913,4.897259781,0.402777783,0.223143551,3.907412393,-0.627323807,1.93654081,NA
M73,Carapa,surinamensis,Carapa_surinamensis,BF,BF,Paracou,1.025064028,-0.55606664,4.938854254,1.006203719,0.378436436,3.922171336,-0.532785796,1.719540561,NA
M80,Eschweilera,coriacea,Eschweilera_coriacea,BF,BF,Paracou,-0.000866928,-0.527021755,4.567314621,1.548958062,0.524728529,3.943715452,-0.867471838,1.294203841,6.227347124
M81,Eschweilera,coriacea,Eschweilera_coriacea,BF,BF,Paracou,-0.139013637,-0.512176711,4.740082999,1.829338906,0.405465108,3.932413695,-0.558838335,1.538622547,NA
M83,Eschweilera,coriacea,Eschweilera_coriacea,BF,BF,Paracou,0.802812321,-0.373355054,5.148170411,2.012960529,0.530628251,3.955848485,-0.537060498,1.56118989,5.242289535
M85,Eperua,falcata,Eperua_falcata,BF,BF,Paracou,0.193926037,-0.533142734,4.898814698,1.71220956,0.760805829,3.947583181,-0.136439014,2.268330404,6.047554014
M89,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Paracou,-0.0679665,-0.466271674,5.201786092,2.052613081,0.708035793,3.931629535,-0.308946627,1.853230816,5.769922277
M97,Laetia,procera,Laetia_procera,BF,BF,Paracou,0.591370947,-0.692967164,5.038651807,1.8614779,0.392042088,3.938275377,-0.491246322,1.567937951,NA
M100,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Paracou,-0.074345703,-0.455777922,5.141238905,1.611057289,0.392042088,3.945264339,-0.116873909,2.409416187,5.508557513
M103,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Paracou,0.528230238,-0.471477543,4.937952767,1.625167631,0.412109651,3.955274047,-0.884489321,0.942701775,5.63066021
M111,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Paracou,0.660264868,-0.424980112,4.835388651,1.888784302,0.329303747,3.954315918,-0.643336595,1.270102599,5.74971957
M117,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Paracou,1.110833,-0.361833615,4.888490259,1.835228254,0.139761942,3.961003628,-0.938291558,1.210298516,5.468817184
M118,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Paracou,0.273838062,-0.464965961,4.869209201,1.514255148,0.418710335,3.965563772,-0.800588959,1.438484595,5.242289535
M119,Carapa,surinamensis,Carapa_surinamensis,BF,BF,Paracou,0.829049897,-0.534362447,5.13747644,0.579053738,0.198850859,3.93084476,-0.752060682,1.547911984,NA
M120,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,Paracou,-0.275529486,-0.446504679,5.073355288,1.352594867,0.262364264,3.972176928,-0.294739916,2.564265476,4.598739296
M122,Eschweilera,coriacea,Eschweilera_coriacea,BF,BF,Paracou,0.605560324,-0.547682006,5.204011632,1.382107,-0.15082289,3.892840186,-1.112169505,1.043723027,NA
M123,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,Paracou,0.365454836,-0.485655497,4.762270511,1.663090336,0.285178942,3.924346755,-0.504053814,2.109967162,4.902421709
M124,Eschweilera,coriacea,Eschweilera_coriacea,BF,BF,Paracou,0.445431611,-0.494574283,4.6133913,1.776039476,0.364643114,3.966321779,-0.732579028,0.922513714,6.155184678
M125,Eperua,falcata,Eperua_falcata,BF,BF,Paracou,0.046854875,-0.616244538,4.624319659,2.071511456,0.615185639,3.968781339,-0.167268856,1.718230203,6.270697565
M127,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Paracou,-0.13440252,-0.4518142,5.043889525,1.456929572,0.2390169,3.9523969,-0.265199431,2.014715426,6.001033998
M128,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,Paracou,1.216460717,-0.741689695,4.987641621,1.379740392,0.385262401,3.908617212,-0.189845309,2.396402373,5.952243834
M131,Laetia,procera,Laetia_procera,BF,BF,Paracou,0.435438487,-0.68461085,4.946742253,1.713184884,0.518793793,3.927699485,-0.394637892,1.740718964,6.507086343
M132,Eperua,falcata,Eperua_falcata,BF,BF,Paracou,0.787211341,-0.548884123,4.753354819,2.077052665,0.667829373,3.961574784,-0.168775149,1.993603824,6.239925906
M133,Virola,surinamensis,Virola_surinamensis,BF,BF,Paracou,1.758412441,-0.547682006,5.21212747,2.388996741,0.371563556,3.958715733,-0.065614508,2.67382676,NA
M136,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Paracou,0.894351083,-0.509680969,5.136934262,2.111261927,0.405465108,3.891003638,-0.560465055,2.373014189,4.925952207
M138,Laetia,procera,Laetia_procera,BF,BF,Paracou,0.901316608,-0.563197936,4.972422393,1.263445614,0.364643114,3.922369297,-0.679058571,1.738583639,NA
M139,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Paracou,1.247129324,-0.558449394,5.119557858,1.795278439,-0.051293294,3.891412052,-0.469163415,2.807197586,5.291886476
M143,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,Paracou,1.650175685,-0.663409362,4.895314225,1.385043386,0.277631737,3.901164262,-0.512513583,1.979807516,NA
M144,Carapa,surinamensis,Carapa_surinamensis,BF,BF,Paracou,0.257488089,-0.573800423,5.115422846,1.0838133,0.262364264,3.900557527,-0.230932213,2.338263687,NA
M228,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Paracou,0.55775691,-0.620727014,5.23351321,1.695545781,0.39877612,3.916015027,-0.459240121,2.217464819,5.153736138
B246,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Bafog,0.696081372,0.019753828,4.775936066,1.525512182,0.760805829,3.945264339,-0.291182951,1.883394185,6.252348426
B258,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Bafog,0.657711694,-0.502156152,4.941774557,1.106273747,0.717839793,3.929862924,-0.308523163,1.651581217,6.252348426
B262,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Bafog,0.231252981,-0.534362447,5.075541248,1.326371465,0.837247525,3.934762492,-0.094459265,1.989464531,6.497470884
B264,Eschweilera,coriacea,Eschweilera_coriacea,BF,BF,Bafog,0.576169446,-0.514666239,4.923394073,1.245958842,0.732367894,3.935153423,-0.124430078,1.915546687,5.686540668
B267,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,Bafog,0.370599644,-0.364726443,5.199742664,1.356241795,0.688134639,3.947776175,-0.262814591,2.211589271,5.035953102
B270,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Bafog,1.159778881,-0.484374867,5.011119177,1.660439738,0.542324291,3.949126093,-0.48207621,1.717511769,NA
B274,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Bafog,0.430347621,-0.499635244,4.8042284,1.468834762,0.625938431,3.937300813,-0.363405119,2.11352562,NA
B287,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Bafog,0.679477677,-0.367610927,5.005325221,0.868885418,0.667829373,3.928289978,-0.311609077,1.812301303,6.032286542
B291,Eschweilera,coriacea,Eschweilera_coriacea,BF,BF,Bafog,0.933541872,-0.470178614,4.938952379,1.495274145,0.751416089,3.943134,-0.087102199,1.908639317,6.43775165
B292,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,Bafog,0.574305647,-0.324948955,4.956798417,1.609341854,0.548121409,3.886500048,-0.423592493,1.532964208,NA
B293,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,Bafog,0.479724355,-0.342823453,5.197770801,1.10078692,0.587786665,4.042349267,-0.355320751,1.555782241,NA
B294,Eschweilera,coriacea,Eschweilera_coriacea,BF,BF,Bafog,0.889911848,-0.502156152,4.971912484,1.550942433,0.553885113,3.942164162,-0.214312099,2.131374017,6.396078953
B295,Carapa,surinamensis,Carapa_surinamensis,BF,BF,Bafog,1.329777447,-0.485655497,5.144709789,1.248507488,0.463734016,3.94931879,-0.362842933,1.25044372,NA
B300,Eschweilera,coriacea,Eschweilera_coriacea,BF,BF,Bafog,0.827211181,-0.445172882,4.91915869,1.687675505,0.598836501,3.934762492,-0.347724113,1.934954124,6.12945029
B301,Eschweilera,coriacea,Eschweilera_coriacea,BF,BF,Bafog,0.148661355,-0.437144637,5.002457951,1.556981272,0.444685821,3.925136645,-0.576143004,1.843239205,6.156849264
B304,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Bafog,1.475473283,-0.441166816,5.403509918,1.877952232,0.506817602,3.889163711,-0.749236647,1.676218575,4.743155929
B305,Eschweilera,coriacea,Eschweilera_coriacea,BF,BF,Bafog,0.859531156,-0.348711318,5.076271962,1.652814256,0.683096845,3.941581808,-0.240119753,1.688640854,6.052489249
B308,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,Bafog,0.850972814,-0.309805534,5.002955883,1.564194475,0.593326845,3.944683788,-0.400738143,2.332618338,5.030838001
B309,Eschweilera,coriacea,Eschweilera_coriacea,BF,BF,Bafog,0.665872074,-0.31740591,4.856571499,1.201365748,0.518793793,3.941387614,-0.452915989,1.590042646,6.381792996
B310,Eschweilera,coriacea,Eschweilera_coriacea,BF,BF,Bafog,0.424479843,-0.409908555,4.856845993,1.152856606,0.604315967,3.928880122,-0.357318974,2.017157215,NA
B311,Laetia,procera,Laetia_procera,BF,BF,Bafog,2.02958143,-0.755464487,5.056703026,2.270224963,0.3074847,3.805105723,-0.468300819,1.085544872,6.522492878
B314,Eschweilera,coriacea,Eschweilera_coriacea,BF,BF,Bafog,1.324685677,-0.437144637,4.857335696,1.105023097,0.488580015,3.900962058,-0.481266822,1.734421653,6.001195955
B315,Eschweilera,coriacea,Eschweilera_coriacea,BF,BF,Bafog,0.829668661,-0.363281075,4.781406599,1.023321786,0.657520003,3.920982747,-0.156738651,2.063005321,6.291506149
B318,Laetia,procera,Laetia_procera,BF,BF,Bafog,0.903816856,-0.712537958,4.96080549,2.204864156,0.867100488,3.953356869,0.035367144,1.642030969,6.509914096
B329,Virola,surinamensis,Virola_surinamensis,BF,BF,Bafog,1.690624458,-0.324948955,5.138956387,2.047281318,0.463734016,3.923358515,-0.366561119,2.106474307,5.737778504
B331,Virola,surinamensis,Virola_surinamensis,BF,BF,Bafog,1.157929704,-0.591225191,5.222494078,2.205027242,0.536493371,3.95623126,-0.15958207,2.646929842,NA
B332,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,Bafog,1.015407476,-0.438487162,5.1367997,1.546214184,1.057790294,3.957760897,0.180657663,2.038158373,5.541663625
B333,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,Bafog,0.999731475,-0.353104578,4.86408852,1.055494001,0.457424847,3.992865393,-0.386634026,1.843530828,5.417610977
B334,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Bafog,1.192945931,-0.502156152,5.306032032,1.835475045,0.322083499,3.889981875,-0.533082486,2.584546744,5.275960459
B335,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,Bafog,1.06405535,-0.4518142,5.033356534,1.490011373,0.963174318,3.951436008,0.231801614,2.557552688,5.841768218
B336,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Bafog,0.976345215,-0.427696157,5.66657685,1.563189246,0.21511138,3.856933039,-0.626795082,2.782532245,5.379144696
B337,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Bafog,1.038752583,-0.423619319,5.512674833,1.724946201,0.223143551,3.86388263,-0.538996501,2.844111251,5.084905223
B338,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,Bafog,1.384252277,-0.635157833,5.046846998,1.968908427,1.022450928,3.942164162,0.087678822,2.820833285,5.507762074
B339,Virola,surinamensis,Virola_surinamensis,BF,BF,Bafog,2.34313377,-0.466271674,5.080689824,2.606488442,0.542324291,3.928683446,-0.15915069,2.318483001,NA
B341,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,Bafog,1.106977866,-0.498372403,5.259941337,1.77246544,1.050821625,3.954124181,0.180984658,2.678606265,5.43630311
B342,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,Bafog,0.72662596,-0.360384057,5.116228783,1.671545527,1.208960346,3.959669659,0.112935554,2.711589047,5.574453448
B343,Laetia,procera,Laetia_procera,BF,BF,Bafog,1.473604214,-0.60153615,5.061403817,1.687986723,0.405465108,3.768152635,-0.372691447,2.370435709,6.565312875
B344,Laetia,procera,Laetia_procera,BF,BF,Bafog,1.436620488,-0.616244538,5.025847007,1.92155288,0.488580015,4.05958057,-0.289351801,2.059684352,6.827216416
B345,Virola,surinamensis,Virola_surinamensis,BF,BF,Bafog,1.626254714,-0.629632135,5.024619064,2.304037208,0.223143551,3.952204795,-0.373919861,2.308142994,NA
B346,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Bafog,1.249198337,-0.577309751,5.262840437,1.934711822,0.518793793,3.89406268,-0.380796862,2.524381095,5.359342068
B347,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Bafog,1.746753735,-0.524562835,5.219840016,2.120744078,0.322083499,3.897924081,-0.63955423,2.34142556,5.318520074
B348,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,Bafog,0.778480943,-0.510929618,5.192886848,2.029053905,1.184789985,3.946424432,0.139086789,2.634874486,4.973679588
B349,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Bafog,0.72916421,-0.548884123,5.431336628,1.943152231,0.444685821,3.881151342,-0.282362911,2.884557675,5.398562782
B385,Laetia,procera,Laetia_procera,BF,BF,Bafog,1.23883992,-0.621844501,5.062174692,2.377404879,0.732367894,3.975748696,0.010200735,2.049737138,NA
B389,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,Bafog,2.182470604,-0.358932394,5.13136864,1.32782995,1.047318994,3.915217896,0.221050872,2.739313926,NA
B391,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Bafog,1.539374182,-0.505925638,5.34136632,2.123669384,0.512823626,3.869115504,-0.303632258,2.638387152,NA
B392,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,Bafog,2.335795473,-0.350177884,5.243704357,1.250926386,1.25846099,3.955274047,0.188754018,2.60747183,NA
B394,Laetia,procera,Laetia_procera,BF,BF,Bafog,1.836715786,-0.636259318,5.042591221,1.758429002,0.797507196,4.003872659,-0.064624239,1.877521504,NA
B399,Virola,surinamensis,Virola_surinamensis,BF,BF,Bafog,1.550791121,-0.468877996,5.215417707,2.059818297,0.693147181,3.977997994,-0.217585608,2.373778371,NA
B400,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Bafog,1.425140725,-0.45048946,5.32338113,2.023155526,0.518793793,3.886294857,-0.717654989,1.183420127,NA
B406,Laetia,procera,Laetia_procera,BF,BF,Bafog,0.539724985,-0.523331103,5.071827598,2.220598826,0.862889955,3.85756682,-0.063593454,1.378561281,NA
B407,Laetia,procera,Laetia_procera,BF,BF,Bafog,2.454131241,-0.453137187,5.199717281,1.768635626,0.494696242,3.926517452,-0.469181214,1.310774009,NA
B409,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,Bafog,1.172371605,-0.485655497,5.037012341,1.756516453,1.00795792,3.932805545,-0.090541616,2.119499813,NA
B410,Virola,surinamensis,Virola_surinamensis,BF,BF,Bafog,0.88457713,-0.371922113,5.336622757,1.873075474,0.824175443,3.924741778,-0.071250267,2.185272533,5.43630311
B411,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,Bafog,1.144715035,-0.51962678,5.111967306,2.045531138,1.17557333,3.938275377,0.155302452,2.753665504,NA
B412,Virola,surinamensis,Virola_surinamensis,BF,BF,Bafog,1.454506128,-0.498372403,4.920978239,2.223078466,0.418710335,3.965942847,-0.300074283,2.020039851,NA
B414,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,Bafog,1.578430926,-0.377641599,5.014250086,1.01337332,0.518793793,3.948740588,-0.366124473,1.970608034,5.110880709
B415,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,Bafog,NA,-0.404371177,NA,1.404450335,0.636576829,3.958333908,-0.188113805,2.298946464,NA
B433,Laetia,procera,Laetia_procera,BF,BF,Bafog,2.041867262,-0.709473183,4.980279174,2.149526286,0.688134639,3.945844554,-0.186614929,1.648394234,6.471199584
B435,Virola,surinamensis,Virola_surinamensis,BF,BF,Bafog,2.508580044,-0.539226474,5.090472442,2.348835314,0.494696242,3.969725716,-0.248841195,2.245457536,NA
B436,Virola,surinamensis,Virola_surinamensis,BF,BF,Bafog,NA,-0.492034165,4.999733417,2.507496413,0.553885113,3.938664936,-0.065824633,2.350744454,NA
B437,Virola,surinamensis,Virola_surinamensis,BF,BF,Bafog,1.192247734,-0.468877996,5.383368281,2.308324603,0.58221562,3.944877342,-0.168922868,2.697255309,NA
B441,Laetia,procera,Laetia_procera,BF,BF,Bafog,1.609572103,-0.497107965,5.062567185,1.785500773,0.570979547,3.909620121,-0.271307535,2.094276651,NA
B443,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,Bafog,0.338429605,-0.4518142,5.241268594,1.301011328,0.518793793,3.935153423,-0.510052389,1.611764932,5.723985182
B454,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Bafog,0.414496865,-0.38474526,4.912806345,1.138099107,0.667829373,3.935934825,-0.322480969,1.728477661,6.209492998
B456,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Bafog,1.198362596,-0.607218853,4.769890241,1.004325679,0.688134639,3.986573737,-0.474695853,1.637285726,6.65132575
B459,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Bafog,0.875781189,-0.398802965,4.795497114,0.964260684,0.322083499,3.936520477,-0.479648076,1.005891566,5.958178569
K534,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Kaw,1.806295707,-0.641748617,5.420540309,2.351858401,0.270027137,3.911022505,-0.444475788,2.72461223,5.621706333
K535,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Kaw,1.274621639,-0.669817139,5.158202062,2.325498829,0.198850859,3.89345162,-0.7792144,2.247069783,5.574453448
K536,Virola,surinamensis,Virola_surinamensis,BF,BF,Kaw,2.160815363,-0.490761682,5.25139084,2.746939121,0.31481074,3.96726848,-0.567931399,2.000970292,NA
K539,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,Kaw,2.060509617,-0.587764442,4.838447814,1.407660149,0.438254931,3.825157072,-0.409570541,1.677642114,NA
K540,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,Kaw,1.925908132,-0.669817139,4.975584807,1.966040109,0.412109651,3.920586236,-0.185716566,2.291874493,NA
K541,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,Kaw,2.638342789,-0.710495819,5.040715643,1.23809851,0.3074847,3.853121898,-0.418520409,1.918975797,NA
K542,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,Kaw,1.217964572,-0.744657451,4.977323224,1.34160777,0.451075619,3.905401129,-0.068686557,2.292446603,6.600610657
K543,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,Kaw,1.122472429,-0.686706484,4.936632034,1.257836566,0.412109651,3.862622655,-0.30653646,1.847140456,6.299349327
K544,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Kaw,1.116456159,-0.599253996,5.10179262,1.787491857,0.285178942,3.849721979,-0.452525741,2.657035885,5.541663625
K545,Virola,surinamensis,Virola_surinamensis,BF,BF,Kaw,1.349088494,-0.503414227,5.330979117,1.959092808,0.615185639,3.961765097,-0.040801474,2.507481249,NA
K546,Laetia,procera,Laetia_procera,BF,BF,Kaw,0.84780621,-0.63184608,5.026111583,2.021005425,0.425267735,3.838591727,-0.242683596,2.299979301,7.310950239
K547,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,Kaw,2.384627301,-0.621844501,5.128058561,1.565819603,0.246860078,3.906004933,-0.186101278,2.623957166,6.577217778
K548,Laetia,procera,Laetia_procera,BF,BF,Kaw,1.089470483,-0.574971568,5.106606468,1.812353349,0.300104592,3.936130081,-0.232276413,2.535390193,7.082108666
K549,Laetia,procera,Laetia_procera,BF,BF,Kaw,1.009111896,-0.678297467,5.15737285,1.811354381,0.392042088,3.904192426,-0.515630459,2.622370556,7.124072865
K550,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,Kaw,1.374124577,-0.819797452,4.651491591,2.121798352,0.148420005,3.758172281,-0.623718503,1.642609351,6.944487288
K551,Virola,surinamensis,Virola_surinamensis,BF,BF,Kaw,0.641411832,-0.536797418,5.323299693,2.219392076,0.488580015,3.971046346,-0.475978007,2.118342651,NA
K552,Laetia,procera,Laetia_procera,BF,BF,Kaw,0.283095279,-0.541649645,NA,1.606860521,0.457424847,3.89345162,-0.748781161,2.041438185,NA
K553,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,Kaw,1.766758222,-0.629632135,4.943102784,1.337629867,0.463734016,3.924939231,-0.169487091,2.281778015,6.547185491
K554,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,Kaw,2.444952334,-0.83435156,4.867707512,1.627616755,0.336472237,3.914220589,-0.321056327,2.111195149,6.876664692
K555,Laetia,procera,Laetia_procera,BF,BF,Kaw,0.970532595,-0.617367042,5.041499393,1.997070699,0.553885113,3.916015027,-0.407441459,1.952754125,7.019473095
K556,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Kaw,0.469575839,-0.591225191,5.33103138,NA,0.09531018,3.90479696,-0.836606294,2.756910233,5.472670754
K558,Virola,surinamensis,Virola_surinamensis,BF,BF,Kaw,1.768336848,-0.483092594,5.099645062,2.715189909,0.488580015,3.886705197,0.013929249,2.035071908,NA
K560,Virola,surinamensis,Virola_surinamensis,BF,BF,Kaw,0.98873833,-0.517149585,5.338828593,2.450418221,0.792992516,4.045854353,0.088774351,1.80530274,NA
K561,Virola,surinamensis,Virola_surinamensis,BF,BF,Kaw,1.820464943,-0.522097853,4.947788497,2.770956897,0.506817602,3.920586236,-0.167394838,1.537862559,NA
