Code,Genus,Species,Name,Habitat,Type,Forest,Gmin,TLP,LSWC,MajVLA,Nitrogen,Carbon,Phosphorous,Potassium,SD
K563,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Kaw,0.868748873,-0.640653166,5.353729367,NA,0.21511138,3.927896355,-0.537608633,1.644073453,5.681425568
K565,Virola,surinamensis,Virola_surinamensis,BF,BF,Kaw,2.404787069,-0.477946997,5.226536684,2.367927227,0.494696242,3.979494721,-0.053824598,2.171999333,NA
K566,Virola,surinamensis,Virola_surinamensis,BF,BF,Kaw,1.254665798,-0.493305031,5.332954031,2.482246252,0.39877612,3.911622925,-0.064116753,2.214550347,NA
K567,Virola,surinamensis,Virola_surinamensis,BF,BF,Kaw,0.518156234,-0.517149585,5.086899796,2.28877569,0.392042088,3.998017199,-0.249294175,1.805801866,NA
K570,Laetia,procera,Laetia_procera,BF,BF,Kaw,1.733308878,-0.703315309,5.109702046,1.638113559,0.067658648,3.808660492,-0.39449594,1.613225929,6.960747809
K585,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Kaw,0.319805589,-0.651554055,4.871858167,1.9256488,0.746687947,3.944877342,-0.384132385,1.741787636,6.471199584
K586,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Kaw,-0.347458623,-0.507178983,5.105452019,1.801875248,0.667829373,3.938275377,-0.355791815,1.730361012,5.80402789
K591,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Kaw,0.169674418,-0.394606365,5.049385384,2.010566704,0.662687973,3.933001412,-0.342462563,2.016764753,6.424052805
K592,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Kaw,0.16597789,-0.371922113,4.981943596,1.667779454,0.625938431,3.924741778,-0.214548237,1.908873397,6.259503418
K593,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Kaw,-0.107867656,-0.429051418,5.09857474,1.611664799,0.678033543,3.935153423,0.05106256,2.088623201,6.509914096
K595,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Kaw,-0.353544705,-0.437144637,4.951642964,1.301907865,0.512823626,3.930452141,-0.317614076,1.887414611,6.183517511
K596,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Kaw,0.037489408,-0.457095679,4.925884632,1.50819162,0.620576488,3.951436008,-0.175212544,1.663337162,6.410163693
K597,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Kaw,-0.14846799,-0.485655497,4.811338469,1.824203252,0.732367894,3.947003974,-0.40843849,1.54017214,6.509914096
K598,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Kaw,0.415967762,-0.416787435,5.078420414,1.347156204,0.576613364,3.926911618,-0.003992243,2.055633848,6.2756328
K603,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,Kaw,1.020853249,-0.603813108,5.1051494,1.421318335,0.518793793,3.817932082,-0.350357221,1.64656158,6.471199584
K605,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Kaw,0.981411958,-0.63184608,5.509594388,2.016689342,0.371563556,4.0084235,-0.476562843,2.868640979,5.666826768
K606,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,Kaw,2.051307078,-0.634055134,4.894405551,1.451743323,0.148420005,3.853121898,-0.624476026,1.821353008,6.471199584
K610,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Kaw,1.093421171,-0.612869445,5.378908385,2.151346469,0.412109651,4.004602187,-0.73875891,2.364542043,5.621706333
K611,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Kaw,0.848743529,-0.716609769,5.259446072,2.219175679,0.463734016,3.871825816,-0.763541209,2.170989095,5.524856507
K612,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Kaw,1.459892114,-0.560826483,5.336256971,2.482550066,0.182321557,3.886500048,-0.745398243,2.38641922,5.524856507
K613,Symphonia,globulifera,Symphonia_globulifera,BF,BF,Kaw,0.575662913,-0.557258727,5.218048842,2.427074007,0.292669614,3.877845554,-0.809444918,2.303531252,5.652011682
K614,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,Kaw,-0.021832811,-0.388983361,5.151793363,1.815260103,0.970778917,3.836652698,0.140996822,2.798664302,5.636973805
K615,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,Kaw,0.084642574,-0.517149585,5.102750679,1.732139857,1.033184483,3.935934825,0.278893777,2.719956681,5.901666359
K617,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,Kaw,1.021832391,-0.445172882,5.059272431,1.929012214,1.064710737,3.96271612,0.200180838,2.783979951,6.12945029
K618,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,Kaw,0.794850969,-0.335414535,5.395867762,2.149980476,1.105256831,3.948162052,0.11586589,2.850965716,5.866159671
K619,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,Kaw,0.365970704,-0.330942691,5.14435117,1.545615331,1.050821625,3.886089623,0.212680842,2.695455662,5.866159671
K620,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,Kaw,0.661504799,-0.433106215,5.565089594,1.910545003,1.105256831,3.928486731,0.611514836,2.979271414,5.816766915
K621,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,Kaw,0.94700188,-0.454458426,5.000680577,2.021633616,1.134622726,3.86514102,0.087244199,2.492420442,6.43775165
K622,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,Kaw,0.833093454,-0.38474526,5.332464655,1.999265526,1.266947603,4.026422546,0.360676823,2.643237214,5.80402789
K623,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,Kaw,1.116041186,-0.248452559,5.608857687,2.112344338,0.875468737,3.891003638,0.386825704,2.5426755,6.091709962
K624,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,Kaw,-0.026345105,-0.371922113,5.360292135,1.946835914,0.940007258,3.875151531,0.251325403,2.929922997,6.011667254
K626,Laetia,procera,Laetia_procera,BF,BF,Kaw,1.590696178,-0.68040636,4.993988163,1.889168189,0.647103242,3.814410177,-0.412046781,1.993973224,6.911150868
K627,Laetia,procera,Laetia_procera,BF,BF,Kaw,1.376326598,-0.648296247,5.077057665,1.609541091,0.524728529,3.871617591,-0.506340438,1.403905811,7.038306043
K628,Laetia,procera,Laetia_procera,BF,BF,Kaw,1.144170569,-0.641748617,5.121109313,1.517139933,0.631271777,3.89406268,-0.388165828,1.791532919,NA
K629,Eperua,falcata,Eperua_falcata,BF,BF,Kaw,0.905125836,-0.55248183,4.617880072,2.440996689,0.609765572,3.993418644,-0.350180002,1.322494976,6.784857143
K630,Eperua,falcata,Eperua_falcata,BF,BF,Kaw,0.140751887,-0.609482923,4.764006443,2.460128726,0.779324877,3.952012654,-0.040468397,1.694366692,6.430925685
K631,Eperua,falcata,Eperua_falcata,BF,BF,Kaw,0.714914543,-0.464965961,4.706086441,2.252512853,0.431782416,3.883623531,-0.304115832,1.417525222,6.374572748
K632,Eperua,falcata,Eperua_falcata,BF,BF,Kaw,0.550132679,-0.658038003,4.852453612,2.179926834,0.792992516,3.984715691,-0.119262251,2.046287869,6.183517511
K633,Laetia,procera,Laetia_procera,BF,BF,Kaw,0.923106651,-0.656960261,5.054728732,1.768365785,0.615185639,3.913621727,-0.332261321,1.629954178,NA
K634,Eperua,falcata,Eperua_falcata,BF,BF,Kaw,0.38923274,-0.625189487,4.691379074,1.859302786,0.717839793,3.944490196,-0.09403052,1.760707152,6.541069264
K635,Eperua,falcata,Eperua_falcata,BF,BF,Kaw,1.491744998,-0.740698482,4.796742984,2.014930983,0.693147181,3.964615456,-0.309656002,1.346545922,6.528723428
K636,Eperua,falcata,Eperua_falcata,BF,BF,Kaw,0.291001059,-0.542859032,4.789333379,2.131446294,0.693147181,3.968592357,-0.196693048,2.128284292,6.374572748
K637,Eperua,falcata,Eperua_falcata,BF,BF,Kaw,0.595435119,-0.531921532,4.863702503,1.880870037,0.732367894,3.958142941,-0.177185246,2.194519753,6.417132363
K638,Eperua,falcata,Eperua_falcata,BF,BF,Kaw,0.718985965,-0.560826483,4.956062945,2.19237189,0.712949808,3.951436008,-0.136267972,2.166390838,6.477756984
K639,Eperua,falcata,Eperua_falcata,BF,BF,Kaw,0.078391499,-0.531921532,4.946316482,1.743157293,0.783901544,3.937105786,-0.11427141,2.105622853,6.451265369
K645,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,Kaw,0.119007175,-0.536797418,4.947868713,1.516665852,0.371563556,3.907211448,NA,NA,5.681425568
K646,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,Kaw,-0.014052374,-0.51962678,4.978667045,1.595151734,0.482426149,3.970103217,-0.303228105,2.293916026,5.590453789
K647,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,Kaw,-0.285433536,-0.415415439,5.141171623,1.659635125,0.524728529,3.988428337,-0.520871159,1.829460694,5.737778504
K648,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,Kaw,0.240769694,-0.453137187,5.083810784,1.417766089,0.488580015,3.973306234,-0.092737518,2.494482955,5.590453789
K649,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,Kaw,-0.163119816,-0.47665645,5.030201946,1.436423621,0.548121409,3.977436144,-0.137991022,2.303450102,5.339139361
K650,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,Kaw,0.304105467,-0.447834704,5.006840771,1.500008406,0.530628251,3.980242244,-0.534483619,2.012715038,NA
K653,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,Kaw,1.720652758,-0.662337396,4.874458119,1.424828888,0.548121409,3.939248992,NA,NA,5.507762074
K654,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,Kaw,0.733123377,-0.557258727,4.664879566,1.831638219,0.392042088,3.905803706,NA,NA,5.398562782
K655,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,Kaw,1.19058904,-0.493305031,4.810591217,1.290436151,0.698134722,4.013495974,-0.212348914,2.178830768,5.791124485
K656,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,Kaw,0.283290694,-0.539226474,4.923432626,1.430299136,0.609765572,3.976686519,-0.390379688,1.826747013,5.681425568
F657,Virola,surinamensis,Virola_surinamensis,BF,BF,Paracou,0.949882163,-0.585450605,4.986033811,2.325497053,0.392042088,3.955657042,NA,NA,NA
F659,Virola,surinamensis,Virola_surinamensis,BF,BF,Paracou,1.407397202,-0.51838895,5.166963031,1.928239488,0.488580015,3.970291914,-0.145444059,2.499647087,NA
F662,Virola,surinamensis,Virola_surinamensis,BF,BF,Paracou,1.142792979,-0.534362447,5.165136198,2.284902557,0.737164066,3.923951576,0.083237463,2.324213587,NA
F664,Laetia,procera,Laetia_procera,BF,BF,Paracou,1.957314916,-0.637359591,5.074820003,1.940624349,1.022450928,3.991573284,0.111915429,1.785003441,6.199340626
F681,Virola,surinamensis,Virola_surinamensis,BF,BF,Paracou,1.130260714,-0.608351529,5.161967721,2.563519399,0.576613364,3.965563772,-0.057282045,2.138817874,NA
F682,Virola,surinamensis,Virola_surinamensis,BF,BF,Paracou,1.116888027,-0.588919356,5.273658316,2.340745521,0.746687947,3.966132331,-0.04113548,2.444731972,NA
K599,Eschweilera,coriacea,Eschweilera_coriacea,TF,BF,Kaw,0.549900172,NA,4.935095323,2.131792582,0.806475866,3.961194049,-0.272095534,1.318072321,6.042438913
B265,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,Bafog,1.27953815,NA,5.087605594,1.939644799,0.565313809,3.930059368,-0.375736841,1.799320198,5.454652248
B350,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,Bafog,1.565191102,NA,4.881183189,1.384169297,0.672944473,3.986388087,-0.302104593,2.07914806,5.606202146
M4,Tachigali,melinonii,Tachigali_melinonii,TF,Generalist,Paracou,0.817177219,-0.635157833,4.717048713,1.99363918,0.858661619,3.956805148,-0.397318461,1.877309383,5.686540668
M6,Conceveiba,guianensis,Conceveiba_guianensis,TF,Generalist,Paracou,1.799456841,-0.551284032,4.777744391,1.190997639,0.322083499,3.900759813,-0.666522446,0.911859036,5.63066021
M9,Hymenopus,heteromorphus,Hymenopus_heteromorphus,TF,Generalist,Paracou,1.217065211,-0.471477543,4.973594337,1.527433817,0.277631737,3.94931879,-0.93624579,1.385099188,4.971414581
M10,Conceveiba,guianensis,Conceveiba_guianensis,TF,Generalist,Paracou,2.149337189,-0.637359591,4.722079062,1.328447779,0.587786665,3.877845554,-0.054382221,1.950173558,5.02068563
M11,Hymenopus,heteromorphus,Hymenopus_heteromorphus,TF,Generalist,Paracou,1.321269274,-0.412665788,4.766394077,2.086649179,0.322083499,3.927108643,-0.840491388,0.830218757,5.427431968
M16,Hymenopus,heteromorphus,Hymenopus_heteromorphus,TF,Generalist,Paracou,0.751071025,-0.430404845,4.959771381,1.763595686,-0.040821995,3.925531355,-0.780345429,1.913300848,5.427431968
M17,Bocoa,prouacensis,Bocoa_prouacensis,BF,Generalist,Paracou,1.294299666,-0.668752024,4.183985673,1.202162944,0.530628251,4.023027563,-1.055784467,0.34778484,5.521460918
M19,Hymenopus,heteromorphus,Hymenopus_heteromorphus,TF,Generalist,Paracou,1.553719507,-0.427696157,4.819213253,2.259267375,0.231111721,3.911822985,-0.843239668,1.043792568,5.323635175
M20,Bocoa,prouacensis,Bocoa_prouacensis,TF,Generalist,Paracou,0.379719295,-0.517149585,4.753255652,1.159539429,0.641853886,3.993418644,-0.646377633,1.548469145,5.455211532
M162,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,TF,Generalist,Paracou,1.823626696,-0.442503956,4.806549812,1.583991992,0.732367894,3.977061402,-0.606974856,0.880359601,5.607403348
M163,Tachigali,melinonii,Tachigali_melinonii,TF,Generalist,Paracou,1.031079646,-0.665549853,4.845402883,2.129556602,0.955511445,3.829727763,-0.403590955,1.853580829,5.828191185
M164,Bocoa,prouacensis,Bocoa_prouacensis,BF,Generalist,Paracou,0.799638585,-0.637359591,4.608615245,1.377235519,0.810930216,4.097838451,-0.711735537,1.763132777,5.534199944
M168,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,BF,Generalist,Paracou,1.094925852,-0.419525792,4.852141976,1.288554831,0.760805829,3.885268268,-0.711689834,0.824522899,5.242289535
M169,Tachigali,melinonii,Tachigali_melinonii,TF,Generalist,Paracou,0.42228651,-0.574971568,4.847408663,1.598875233,1.16938136,3.943909194,-0.283574431,1.943563162,NA
M177,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,TF,Generalist,Paracou,1.712848606,-0.609482923,5.326463035,2.059538768,0.867100488,3.97292994,-0.257863477,1.102715257,5.619099387
M179,Hymenopus,heteromorphus,Hymenopus_heteromorphus,BF,Generalist,Paracou,0.788195246,-0.303683366,4.809277696,2.102316622,0.104360015,3.801538272,-0.859846067,0.58938873,5.580301418
M181,Hymenopus,heteromorphus,Hymenopus_heteromorphus,BF,Generalist,Paracou,1.107269972,-0.423619319,4.969017149,1.883386453,0.122217633,3.910822285,-0.836239396,1.812015347,5.398858596
M183,Conceveiba,guianensis,Conceveiba_guianensis,TF,Generalist,Paracou,0.480101549,-0.498372403,4.759480567,0.899428282,0.444685821,3.854605735,-0.401841083,1.808877181,NA
M186,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,TF,Generalist,Paracou,1.636612948,-0.315890449,4.987713929,1.071199773,0.712949808,3.974622147,-0.664862512,0.882236826,5.675611598
M187,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,TF,Generalist,Paracou,1.37487208,-0.383328559,5.058379197,1.684366288,0.845868268,3.997833662,-0.488062194,0.925304239,5.59556889
M192,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,BF,Generalist,Paracou,1.709028795,-0.212106871,5.241772941,1.566406326,0.609765572,3.936715618,-0.461517477,1.055563223,5.369444711
M194,Tachigali,melinonii,Tachigali_melinonii,BF,Generalist,Paracou,0.847768323,-0.819797452,4.698919148,1.902885198,1.091923301,3.982481469,-0.381400748,1.921582122,6.227347124
M195,Conceveiba,guianensis,Conceveiba_guianensis,TF,Generalist,Paracou,-0.030246621,-0.510929618,4.654057488,0.802737206,0.620576488,3.818810624,-0.339947702,1.169161499,NA
M150,Bocoa,prouacensis,Bocoa_prouacensis,BF,Generalist,Paracou,0.835823248,-0.778645747,4.714414649,1.160142592,0.824175443,4.112839145,-0.566099702,1.197739847,5.495485431
M171,Hymenopus,heteromorphus,Hymenopus_heteromorphus,TF,Generalist,Paracou,1.207078579,-0.333926141,4.88516806,1.827411109,0.198850859,4.07787637,-0.761419468,1.310068475,5.354406833
M172,Conceveiba,guianensis,Conceveiba_guianensis,TF,Generalist,Paracou,0.93172864,-0.62296074,4.681279939,0.968672962,0.727548607,3.807994935,-0.234347246,1.180987768,NA
M173,Hymenopus,heteromorphus,Hymenopus_heteromorphus,TF,Generalist,Paracou,1.080771647,-0.398802965,5.004018115,2.167018916,0.19062036,3.862832761,-0.746919379,1.730134223,5.172085276
M176,Conceveiba,guianensis,Conceveiba_guianensis,BF,Generalist,Paracou,0.308294644,-0.656960261,5.094980732,0.930674816,0.940007258,3.884034969,0.509877414,2.554400868,NA
M185,Hymenopus,heteromorphus,Hymenopus_heteromorphus,TF,Generalist,Paracou,1.049187814,-0.423619319,5.009925042,1.730931451,0.277631737,4.030339232,-0.733185495,1.428514266,5.242289535
M196,Hymenopus,heteromorphus,Hymenopus_heteromorphus,BF,Generalist,Paracou,0.413201256,-0.379066374,4.72690186,1.938426989,0.2390169,3.975748696,-0.748845813,1.249784353,5.675611598
M198,Hymenopus,heteromorphus,Hymenopus_heteromorphus,TF,Generalist,Paracou,0.737042265,-0.4518142,4.747488857,1.81491951,0.139761942,3.921577218,-0.756786581,1.44183658,5.427431968
M199,Bocoa,prouacensis,Bocoa_prouacensis,TF,Generalist,Paracou,0.307987356,-0.515908683,4.926633928,1.02624596,0.647103242,3.999667515,-0.598407273,1.500137416,5.243829181
M200,Hymenopus,heteromorphus,Hymenopus_heteromorphus,TF,Generalist,Paracou,0.778035812,-0.379066374,4.848319481,1.978490491,0.086177696,3.937885665,-0.924859674,1.363496544,5.259096653
M224,Hymenopus,heteromorphus,Hymenopus_heteromorphus,BF,Generalist,Paracou,2.02757597,-0.380489122,4.738450297,1.943524604,0.067658648,3.930059368,-0.760393327,1.479786556,NA
M211,Conceveiba,guianensis,Conceveiba_guianensis,BF,Generalist,Paracou,0.755789068,-0.610613039,5.016648512,0.871796921,0.708035793,3.883623531,0.084461667,2.11959382,NA
M212,Hymenopus,heteromorphus,Hymenopus_heteromorphus,BF,Generalist,Paracou,2.309453804,-0.437144637,4.833793098,2.320529254,0.113328685,3.726175239,-0.773326117,1.602237296,5.291886476
M214,Hymenopus,heteromorphus,Hymenopus_heteromorphus,BF,Generalist,Paracou,2.077450308,-0.419525792,4.722708747,2.030443165,0.223143551,3.943909194,-0.843721358,0.934933202,5.413247333
M215,Hymenopus,heteromorphus,Hymenopus_heteromorphus,BF,Generalist,Paracou,0.982294498,-0.426339057,4.805497823,1.864554006,0.076961041,3.948933359,-0.977273633,0.755634253,5.508557513
M234,Conceveiba,guianensis,Conceveiba_guianensis,BF,Generalist,Paracou,0.59017544,-0.659114586,4.883327542,0.795263257,0.357674444,3.805328267,-0.409225925,1.027722919,5.413247333
M236,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,BF,Generalist,Paracou,1.12412309,-0.297523486,5.339911223,1.54131261,0.845868268,3.907010464,-0.155232976,1.295185318,5.90095054
M238,Hymenopus,heteromorphus,Hymenopus_heteromorphus,BF,Generalist,Paracou,1.388856895,-0.592376117,4.742758463,1.872010381,0.173953307,3.761432647,-0.733136189,0.94143208,6.062139505
M239,Hymenopus,heteromorphus,Hymenopus_heteromorphus,BF,Generalist,Paracou,0.213319006,-0.459725995,4.730577417,1.922459195,0.076961041,3.952204795,-0.762460891,1.094912887,NA
M241,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,BF,Generalist,Paracou,1.676806518,-0.341346055,5.120578493,1.773307072,0.672944473,3.97724879,-0.516013486,0.816711123,5.708046873
M242,Bocoa,prouacensis,Bocoa_prouacensis,TF,Generalist,Paracou,0.837475399,-0.616244538,4.702334101,1.113721149,0.978326123,3.981735618,-0.317393914,1.934676795,5.534199944
M243,Conceveiba,guianensis,Conceveiba_guianensis,TF,Generalist,Paracou,0.711987134,-0.604949646,4.817516456,0.986116184,0.536493371,3.75630443,-0.181323054,1.889949001,NA
M217,Tachigali,melinonii,Tachigali_melinonii,TF,Generalist,Paracou,0.907396955,-0.502156152,4.90166977,2.140042692,1.266947603,3.975373321,-0.276957036,1.887613495,6.148358713
M219,Tachigali,melinonii,Tachigali_melinonii,BF,Generalist,Paracou,0.099350423,-0.729729802,5.048096126,2.140935043,1.166270937,3.845669505,-0.256570798,2.047011062,NA
M220,Tachigali,melinonii,Tachigali_melinonii,BF,Generalist,Paracou,0.854203356,-0.639556512,4.952742728,2.083030716,1.181727195,3.978372386,-0.322463762,2.224653311,NA
M230,Tachigali,melinonii,Tachigali_melinonii,BF,Generalist,Paracou,0.612161025,-0.647207949,4.710361387,1.847818628,0.978326123,3.865769621,-0.498549424,1.824541238,5.943875584
M244,Tachigali,melinonii,Tachigali_melinonii,BF,Generalist,Paracou,0.506236513,-0.610613039,4.78017672,2.090006695,1.029619417,4.027848571,-0.457655335,1.59934712,NA
M24,Hymenopus,heteromorphus,Hymenopus_heteromorphus,BF,Generalist,Paracou,1.007510062,-0.345771719,4.668199444,1.710409446,0.039220713,3.851423383,-0.923391262,1.575271487,5.207803359
M26,Hymenopus,heteromorphus,Hymenopus_heteromorphus,BF,Generalist,Paracou,NA,-0.350177884,4.655710247,2.186640971,-0.020202707,3.9213791,-0.904748028,1.160619262,5.534199944
M27,Bocoa,prouacensis,Bocoa_prouacensis,BF,Generalist,Paracou,0.811170619,-0.583131402,4.551452903,1.808197862,0.58221562,4.005148983,-0.87834024,1.09132127,5.172085276
M40,Bocoa,prouacensis,Bocoa_prouacensis,BF,Generalist,Paracou,0.72573467,-0.668752024,NA,1.681140294,0.837247525,3.956613889,-0.239801514,2.408052507,5.153736138
M32,Tachigali,melinonii,Tachigali_melinonii,TF,Generalist,Paracou,0.518364388,-0.477946997,4.727060331,1.771648268,1.085189268,3.952780998,-0.394353142,1.733008979,5.607403348
M45,Conceveiba,guianensis,Conceveiba_guianensis,BF,Generalist,Paracou,0.712724283,-0.591225191,4.924924162,1.206052467,0.31481074,3.874321138,-0.064975942,1.777852061,5.59556889
M48,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,BF,Generalist,Paracou,1.520890523,-0.294429259,5.226651103,1.863193623,0.875468737,3.946424432,-0.425202563,1.109865536,5.291886476
M52,Hymenopus,heteromorphus,Hymenopus_heteromorphus,BF,Generalist,Paracou,0.89974058,-0.414041558,4.725719171,1.907078832,-0.020202707,3.879912952,-0.802585409,1.411039861,5.918342282
M53,Bocoa,prouacensis,Bocoa_prouacensis,BF,Generalist,Paracou,1.77603275,-0.600395724,4.621674242,1.077864788,0.593326845,4.002046508,-0.788361152,0.908245409,5.190103782
M60,Conceveiba,guianensis,Conceveiba_guianensis,BF,Generalist,Paracou,0.310404133,-0.659114586,4.896304293,0.843276659,0.451075619,3.869950229,-0.097203256,1.580178646,5.789724904
M61,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,TF,Generalist,Paracou,0.852696832,-0.335414535,5.579828689,1.718824025,1.078409581,3.939443601,-0.004539306,1.925514911,5.546778726
M65,Tachigali,melinonii,Tachigali_melinonii,BF,Generalist,Paracou,0.878495099,-0.580806807,4.724708125,1.648600409,1.184789985,3.974434266,-0.184926973,1.773820128,6.352137897
M66,Protium,stevensonii,Protium_stevensonii,BF,Generalist,Paracou,2.155878972,-0.781505983,4.550463705,1.189834622,0.21511138,3.795489189,-0.667784571,1.794522092,6.092005776
M68,Bocoa,prouacensis,Bocoa_prouacensis,BF,Generalist,Paracou,-0.268988003,-0.608351529,NA,1.114443957,0.88376754,3.98098921,-0.124067261,2.102573904,5.259096653
M69,Tachigali,melinonii,Tachigali_melinonii,BF,Generalist,Paracou,0.847954096,-0.758391702,4.743320395,1.706127572,1.101940079,3.956805148,-0.231691895,2.396812533,6.288716071
M57,Conceveiba,guianensis,Conceveiba_guianensis,TF,Generalist,Paracou,0.744231594,-0.530698837,4.777996808,1.195564865,0.536493371,3.88094505,-0.363237781,1.058707727,5.44141821
M63,Bocoa,prouacensis,Bocoa_prouacensis,TF,Generalist,Paracou,0.995495475,-0.530698837,4.736792132,0.73179954,0.854415328,3.973306234,-0.627505759,2.093575565,NA
M70,Conceveiba,guianensis,Conceveiba_guianensis,BF,Generalist,Paracou,1.229053863,-0.442503956,4.976436457,1.338718581,0.708035793,3.874528801,-0.031400819,2.1106483,NA
M75,Bocoa,prouacensis,Bocoa_prouacensis,BF,Generalist,Paracou,0.74855265,-0.514666239,4.742678286,0.719087583,0.593326845,4.008786674,-0.741073582,1.360383271,5.100728338
M79,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,TF,Generalist,Paracou,0.97064615,-0.295977569,5.55950671,1.983952211,1.00063188,3.925334019,-0.390216723,1.32954173,5.014899693
M72,Conceveiba,guianensis,Conceveiba_guianensis,BF,Generalist,Paracou,0.383733915,-0.528248952,5.011409661,1.0774973,0.357674444,3.867443962,0.021846681,2.057782463,5.398858596
M82,Conceveiba,guianensis,Conceveiba_guianensis,BF,Generalist,Paracou,0.552638201,-0.659114586,4.958359763,1.077834632,0.631271777,3.856933039,-0.195908969,1.201120849,4.74827103
M84,Conceveiba,guianensis,Conceveiba_guianensis,BF,Generalist,Paracou,0.287443072,-0.606084893,4.911661746,0.975856305,0.371563556,3.911022505,-0.394880086,0.926683133,NA
M87,Protium,stevensonii,Protium_stevensonii,TF,Generalist,Paracou,1.860275514,-0.743669178,NA,1.729758638,0.131028262,3.806884687,-0.729008444,1.680565371,NA
M90,Conceveiba,guianensis,Conceveiba_guianensis,BF,Generalist,Paracou,0.262123675,-0.48693449,5.060005607,1.161274644,0.672944473,3.881151342,0.01055241,1.865087896,5.153736138
M91,Conceveiba,guianensis,Conceveiba_guianensis,TF,Generalist,Paracou,0.863268949,-0.578476796,4.898887758,0.814124383,0.500775288,3.874943997,-0.09342092,1.70199488,NA
M95,Tachigali,melinonii,Tachigali_melinonii,BF,Generalist,Paracou,1.018134432,-0.591225191,4.734193809,1.707548062,0.963174318,3.977061402,-0.358333509,2.152004633,5.856099973
M102,Hymenopus,heteromorphus,Hymenopus_heteromorphus,TF,Generalist,Paracou,1.435782695,-0.414041558,4.882575382,1.761804724,0.2390169,3.930452141,-0.865810827,0.836087567,5.455211532
M110,Protium,stevensonii,Protium_stevensonii,TF,Generalist,Paracou,1.98334182,-0.785306948,4.666738363,1.536464673,0.173953307,3.809325607,-0.871848153,1.414343156,6.008939178
M115,Tachigali,melinonii,Tachigali_melinonii,TF,Generalist,Paracou,1.122013949,-0.578476796,4.800914585,1.883474666,1.156881197,3.961765097,-0.323271085,1.916422319,5.960542637
M134,Bocoa,prouacensis,Bocoa_prouacensis,BF,Generalist,Paracou,0.685716271,-0.612869445,4.816054904,0.765462484,0.832909123,3.982295058,-0.651838137,2.084875545,5.384259796
M137,Bocoa,prouacensis,Bocoa_prouacensis,BF,Generalist,Paracou,-0.052859533,-0.380489122,5.255134776,1.127190115,0.604315967,3.939443601,0.028213901,2.570829499,NA
