"","Code","Genus","Species","Name","Habitat","Type","Forest","Gmin","TLP","LSWC","MajVLA","N","C","P","K","SD","TWI"
"283",611,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Kaw",2.336709,-2.04748,192.3749,9.199744198,1.59,48.03,0.466013251275227,8.76695109780439,250.850340136054,9.898855
"284",612,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Kaw",4.305495,-1.75212,207.7337,11.97175429,1.2,48.74,0.474545277777778,10.874485,250.850340136054,9.898855
"285",613,"Symphonia","globulifera","Symphonia_globulifera","BF","BF","Kaw",1.778309,-1.74588,184.5737,11.325694645,1.34,48.32,0.445105067642493,10.0094660678643,284.863945578231,9.898855
"286",614,"Pterocarpus","officinalis","Pterocarpus_officinalis","BF","BF","Kaw",0.9784038,-1.47548,172.741,6.1426736975,2.64,46.37,1.15142098827191,16.4226963481741,280.612244897959,11.116259
"287",615,"Pterocarpus","officinalis","Pterocarpus_officinalis","BF","BF","Kaw",1.088328,-1.67724,164.4737,5.652737025,2.81,51.21,1.3216669447225,15.1796646646647,365.646258503401,11.116259
"288",617,"Pterocarpus","officinalis","Pterocarpus_officinalis","BF","BF","Kaw",2.778281,-1.56076,157.4759,6.8827082395,2.9,52.6,1.22162365412365,16.1833016983017,459.183673469388,11.116259
"289",618,"Pterocarpus","officinalis","Pterocarpus_officinalis","BF","BF","Kaw",2.214111,-1.39852,220.4934,8.5846907875,3.02,51.84,1.12284527777778,17.304485,352.891156462585,11.116259
"290",619,"Pterocarpus","officinalis","Pterocarpus_officinalis","BF","BF","Kaw",1.441913,-1.39228,171.4602,4.690857169,2.86,48.72,1.23698979308815,14.8122666000998,352.891156462585,11.116259
"291",620,"Pterocarpus","officinalis","Pterocarpus_officinalis","BF","BF","Kaw",1.937706,-1.54204,261.1486,6.7567702525,3.02,50.83,1.84322146367301,19.673477591737,335.884353741497,11.116259
"292",621,"Pterocarpus","officinalis","Pterocarpus_officinalis","BF","BF","Kaw",2.577969,-1.57532,148.5142,7.550649725,3.11,47.71,1.09116310827876,12.0905050952982,625,11.116259
"293",622,"Pterocarpus","officinalis","Pterocarpus_officinalis","BF","BF","Kaw",2.300424,-1.46924,206.9474,7.383631025,3.55,56.06,1.43429985294118,14.0586408529412,331.632653061225,11.116259
"294",623,"Pterocarpus","officinalis","Pterocarpus_officinalis","BF","BF","Kaw",3.052745,-1.28204,272.8324,8.2676006375,2.4,48.96,1.47229985294118,12.7136408529412,442.176870748299,11.116259
"295",624,"Pterocarpus","officinalis","Pterocarpus_officinalis","BF","BF","Kaw",0.9739989,-1.45052,212.7871,7.006483357,2.56,48.19,1.28572839614888,18.7261884759892,408.163265306122,11.116259
"296",626,"Laetia","procera","Laetia_procera","BF","BF","Kaw",4.907164,-1.97468,147.5236,6.61386491,1.91,45.35,0.662293292880497,7.34465783970073,1003.40136054422,9.967717
"297",627,"Laetia","procera","Laetia_procera","BF","BF","Kaw",3.960327,-1.91228,160.3017,5.0005159195,1.69,48.02,0.602697155785391,4.07106978315802,1139.45578231293,9.967717
"298",628,"Laetia","procera","Laetia_procera","BF","BF","Kaw",3.139836,-1.8998,167.5211,4.559167008,1.88,49.11,0.678299852941177,5.99864085294118,NA,6.350865
"299",629,"Eperua","falcata","Eperua_falcata","BF","BF","Kaw",2.472243,-1.73756,101.2791,11.484481495,1.84,54.24,0.70456125608138,3.75277278490344,884.353741496599,9.967717
"300",630,"Eperua","falcata","Eperua_falcata","BF","BF","Kaw",1.151139,-1.83948,117.2146,11.70631835,2.18,52.04,0.960339513427749,5.44319765528589,620.748299319728,7.249273
"301",631,"Eperua","falcata","Eperua_falcata","BF","BF","Kaw",2.044012,-1.59196,110.6184,9.511607101,1.54,48.6,0.737775403748674,4.12689464222563,586.734693877551,9.967717
"302",632,"Eperua","falcata","Eperua_falcata","BF","BF","Kaw",1.733483,-1.931,128.0542,8.845659037,2.21,53.77,0.887575002947071,7.73911909112342,484.69387755102,7.249273
"303",633,"Laetia","procera","Laetia_procera","BF","BF","Kaw",2.517098,-1.92892,156.762,5.8612669595,1.85,50.08,0.717299852941176,5.10364085294118,NA,6.816395
"304",634,"Eperua","falcata","Eperua_falcata","BF","BF","Kaw",1.475848,-1.8686,109.0034,6.4192596145,2.05,51.65,0.910254980431392,5.81654912750493,693.027210884354,7.249273
"305",635,"Eperua","falcata","Eperua_falcata","BF","BF","Kaw",4.444845,-2.0974,121.1153,7.500209725,2,52.7,0.733699303985199,3.84412466594226,684.52380952381,7.249273
"306",636,"Eperua","falcata","Eperua_falcata","BF","BF","Kaw",1.337766,-1.72092,120.2212,8.4270459865,2,52.91,0.821442738418013,8.40044173641401,586.734693877551,9.064654
"307",637,"Eperua","falcata","Eperua_falcata","BF","BF","Kaw",1.81382,-1.7022,129.5028,6.559209136,2.08,52.36,0.837624603733709,8.97568947399319,612.244897959184,7.249273
"308",638,"Eperua","falcata","Eperua_falcata","BF","BF","Kaw",2.052351,-1.75212,142.0335,8.956431614,2.04,52.01,0.872608766090312,8.72673094936523,650.510204081633,7.249273
"309",639,"Eperua","falcata","Eperua_falcata","BF","BF","Kaw",1.081546,-1.7022,140.6559,5.7153600305,2.19,51.27,0.892015821298579,8.21221642010097,633.503401360544,7.249273
"310",645,"Iryanthera","hostmannii","Iryanthera_hostmannii","BF","BF","Kaw",1.126378,-1.71052,140.8744,4.557006105,1.45,49.76,NA,NA,293.367346938776,9.064654
"311",646,"Iryanthera","hostmannii","Iryanthera_hostmannii","BF","BF","Kaw",0.9860459,-1.6814,145.2806,4.9290769225,1.62,52.99,0.738430637622365,9.91368401093571,267.857142857143,9.064654
"312",647,"Iryanthera","hostmannii","Iryanthera_hostmannii","BF","BF","Kaw",0.7516883,-1.515,170.9159,5.2573922055,1.69,53.97,0.594002851515419,6.2305255901461,310.374149659864,7.597216
"313",648,"Iryanthera","hostmannii","Iryanthera_hostmannii","BF","BF","Kaw",1.272228,-1.57324,161.3879,4.1278887955,1.63,53.16,0.911432703885349,12.115467651464,267.857142857143,7.597216
"314",649,"Iryanthera","hostmannii","Iryanthera_hostmannii","BF","BF","Kaw",0.8494894,-1.61068,152.9639,4.205627968,1.73,53.38,0.871106512710242,10.0086538336917,208.333333333333,7.597216
"315",650,"Iryanthera","hostmannii","Iryanthera_hostmannii","BF","BF","Kaw",1.355412,-1.56492,149.4319,4.481726743,1.7,53.53,0.585971796534245,7.48360806907934,NA,7.597216
"316",653,"Iryanthera","hostmannii","Iryanthera_hostmannii","BF","BF","Kaw",5.588175,-1.93932,130.9032,4.1571464435,1.73,51.38,NA,NA,246.598639455782,8.069429
"317",654,"Iryanthera","hostmannii","Iryanthera_hostmannii","BF","BF","Kaw",2.081572,-1.74588,106.1528,6.244107499,1.48,49.69,NA,NA,221.08843537415,9.564647
"318",655,"Iryanthera","hostmannii","Iryanthera_hostmannii","BF","BF","Kaw",3.289018,-1.63772,122.8042,3.634371345,2.01,55.34,0.808682487965246,8.83596891511095,327.380952380952,6.350865
"319",656,"Iryanthera","hostmannii","Iryanthera_hostmannii","BF","BF","Kaw",1.327491,-1.71468,137.4737,4.1799493785,1.84,53.34,0.676799852941176,6.21364085294118,293.367346938776,8.069429
"320",657,"Virola","surinamensis","Virola_surinamensis","BF","BF","Paracou",2.58540498597349,-1.7958,146.3548,10.231764555,1.48,52.23,NA,NA,NA,9.992872
"321",659,"Virola","surinamensis","Virola_surinamensis","BF","BF","Paracou",4.0853083236195,-1.67932,175.3814,6.8773918465,1.63,53,0.864638257297932,12.1781953645299,NA,9.992872
"322",662,"Virola","surinamensis","Virola_surinamensis","BF","BF","Paracou",3.13551357200859,-1.70636,175.0613,9.8247288265,2.09,50.6,1.08679985294118,10.2186408529412,NA,8.757085
"323",664,"Laetia","procera","Laetia_procera","BF","BF","Paracou",7.08029034475951,-1.89148,159.9434,6.9630970145,2.78,54.14,1.11841827121239,5.95960045339457,492.424242424242,9.992872
"324",681,"Virola","surinamensis","Virola_surinamensis","BF","BF","Paracou",3.09646368503302,-1.8374,174.5075,12.98142383,1.78,52.75,0.944327689096628,8.48939615486374,NA,12.178541
"325",682,"Virola","surinamensis","Virola_surinamensis","BF","BF","Paracou",3.0553312841752,-1.80204,195.1285,10.3889788745,2.11,52.78,0.959699100692909,11.5274595016954,NA,12.178541
"326",265,"Iryanthera","hostmannii","Iryanthera_hostmannii","BF","BF","Bafog",3.594979,NA,162.0015,6.9562796555,1.76,50.91,0.686783042394015,6.04553630210189,233.843537414966,7.77657
"327",350,"Iryanthera","hostmannii","Iryanthera_hostmannii","BF","BF","Bafog",4.783589,NA,131.7865,3.99150877,1.96,53.86,0.739260739260739,7.99765249036678,272.108843537415,11.113003
"328",4,"Tachigali","melinonii","Tachigali_melinonii","TF","Generalist","Paracou",2.26409975129416,-1.88732,111.8377,7.34220481,2.36,52.29,0.672119947604791,6.53589559342853,294.871794871795,5.82837
"329",6,"Conceveiba","guianensis","Conceveiba_guianensis","TF","Generalist","Paracou",6.04636243863351,-1.73548,118.836,3.290362163,1.38,49.44,0.513491169839679,2.48894527516572,278.846153846154,7.018794
"330",9,"Hymenopus","heteromorphus","Hymenopus_heteromorphus","TF","Generalist","Paracou",3.3772616241762,-1.60236,144.5455,4.60634093,1.32,51.9,0.39209709040959,3.99522216245293,144.230769230769,8.124021
"331",10,"Conceveiba","guianensis","Conceveiba_guianensis","TF","Generalist","Paracou",8.57917014259307,-1.89148,112.4017,3.775178924,1.8,48.32,0.94707004740519,7.02990756947643,151.515151515152,7.018794
"332",11,"Hymenopus","heteromorphus","Hymenopus_heteromorphus","TF","Generalist","Paracou",3.74817582317171,-1.51084,117.4948,8.057869401,1.38,50.76,0.43149843828086,2.2938204743782,227.564102564103,5.708247
"333",16,"Hymenopus","heteromorphus","Hymenopus_heteromorphus","TF","Generalist","Paracou",2.11926859152893,-1.53788,142.5612,5.8333747135,0.96,50.68,0.458247692115768,6.77541655151236,227.564102564103,7.018794
"334",17,"Bocoa","prouacensis","Bocoa_prouacensis","BF","Generalist","Paracou",3.64843995433143,-1.9518,65.6269,3.3273059225,1.7,55.87,0.347919389027431,1.41592756570113,250,8.069946
"335",19,"Hymenopus","heteromorphus","Hymenopus_heteromorphus","TF","Generalist","Paracou",4.72902716143243,-1.53372,123.8676,9.576070931,1.26,49.99,0.4303141875,2.83996738461538,205.128205128205,5.82837
"336",20,"Bocoa","prouacensis","Bocoa_prouacensis","TF","Generalist","Paracou",1.46187417656575,-1.67724,115.9612,3.1884644245,1.9,54.24,0.523940247252747,4.70426312149389,233.974358974359,5.82837
"337",162,"Jacaranda","copaia subsp. copaia","Jacaranda_copaia subsp. copaia","TF","Generalist","Paracou",6.19428253934471,-1.5566,122.3089,4.8743754905,2.08,53.36,0.544997072521623,2.41176682349587,272.435897435897,6.838751
"338",163,"Tachigali","melinonii","Tachigali_melinonii","TF","Generalist","Paracou",2.80409162664477,-1.94556,127.1545,8.411136503,2.6,46.05,0.667917273482959,6.38263377271108,339.74358974359,6.838751
"339",164,"Bocoa","prouacensis","Bocoa_prouacensis","BF","Generalist","Paracou",2.22473673006934,-1.89148,100.3451,3.9639282625,2.25,60.21,0.490791670831251,5.83067501963304,253.205128205128,8.119463
"340",168,"Jacaranda","copaia subsp. copaia","Jacaranda_copaia subsp. copaia","BF","Generalist","Paracou",2.98896104862227,-1.52124,128.0143,3.6275403585,2.14,48.68,0.49081410192147,2.28079233798783,189.102564102564,10.655679
"341",169,"Tachigali","melinonii","Tachigali_melinonii","TF","Generalist","Paracou",1.52544551694905,-1.77708,127.4098,4.9474645505,3.22,51.62,0.753087066666667,6.98359035714286,NA,7.270682
"342",177,"Jacaranda","copaia subsp. copaia","Jacaranda_copaia subsp. copaia","TF","Generalist","Paracou",5.54473376172185,-1.83948,205.7091,7.842351829,2.38,53.14,0.772700716308512,3.01233419004783,275.641025641026,7.776605
"343",179,"Hymenopus","heteromorphus","Hymenopus_heteromorphus","BF","Generalist","Paracou",2.19942342332892,-1.35484,122.643,8.1851097685,1.11,44.77,0.423227225827925,1.80288602810071,265.151515151515,10.254378
"344",181,"Hymenopus","heteromorphus","Hymenopus_heteromorphus","BF","Generalist","Paracou",3.02608580846314,-1.52748,143.8854,6.575735621,1.13,49.94,0.433337072275079,6.12277451892124,221.153846153846,8.819272
"345",183,"Conceveiba","guianensis","Conceveiba_guianensis","TF","Generalist","Paracou",1.61623852152435,-1.64604,116.6853,2.458197314,1.56,47.21,0.669087066666667,6.10359035714286,NA,7.322223
"346",186,"Jacaranda","copaia subsp. copaia","Jacaranda_copaia subsp. copaia","TF","Generalist","Paracou",5.13773822144414,-1.37148,146.6009,2.918879393,2.04,53.23,0.51434423878606,2.41629850639605,291.666666666667,6.814266
"347",187,"Jacaranda","copaia subsp. copaia","Jacaranda_copaia subsp. copaia","TF","Generalist","Paracou",3.95457082348011,-1.46716,157.3353,5.3890347555,2.33,54.48,0.613814696058784,2.52263562839966,269.230769230769,6.146863
"348",192,"Jacaranda","copaia subsp. copaia","Jacaranda_copaia subsp. copaia","BF","Generalist","Paracou",5.52359433153997,-1.23628,189.0049,4.7894056665,1.84,51.25,0.630326413838989,2.87359317080125,214.74358974359,7.607164
"349",194,"Tachigali","melinonii","Tachigali_melinonii","BF","Generalist","Paracou",2.33443133725787,-2.27004,109.8284,6.7052124285,2.98,53.65,0.682904162504163,6.83175859854431,506.410256410256,10.254378
"350",195,"Conceveiba","guianensis","Conceveiba_guianensis","TF","Generalist","Paracou",0.970206230789452,-1.66684,105.0102,2.231641037,1.86,45.55,0.711807547797174,3.21929212682579,NA,10.254378
"351",150,"Bocoa","prouacensis","Bocoa_prouacensis","BF","Generalist","Paracou",2.30671226368358,-2.17852,111.5435,3.190388168,2.28,61.12,0.567735463471459,3.31262142500535,243.589743589744,9.54106
"352",171,"Hymenopus","heteromorphus","Hymenopus_heteromorphus","TF","Generalist","Paracou",3.34370200796961,-1.39644,132.3127,6.217768681,1.22,59.02,0.467003060545576,3.70642750213858,211.538461538462,5.989002
"353",172,"Conceveiba","guianensis","Conceveiba_guianensis","TF","Generalist","Paracou",2.53889422173705,-1.86444,107.9081,2.6344461295,2.07,45.06,0.791087066666667,3.25759035714286,NA,6.266085
"354",173,"Hymenopus","heteromorphus","Hymenopus_heteromorphus","TF","Generalist","Paracou",2.9469526806118,-1.49004,149.0107,8.73221374,1.21,47.6,0.473823978655995,5.64141106267419,176.282051282051,6.266085
"355",176,"Conceveiba","guianensis","Conceveiba_guianensis","BF","Generalist","Paracou",1.36110197055075,-1.92892,163.2007,2.536220081,2.56,48.62,1.66508706666667,12.8635903571429,NA,9.54106
"356",185,"Hymenopus","heteromorphus","Hymenopus_heteromorphus","TF","Generalist","Paracou",2.85533111747469,-1.52748,149.8935,5.6459103465,1.32,56.28,0.48037631403859,4.17249536641004,189.102564102564,6.266085
"357",196,"Hymenopus","heteromorphus","Hymenopus_heteromorphus","BF","Generalist","Paracou",1.51164922317648,-1.46092,112.9451,6.9478133855,1.27,53.29,0.472912066666667,3.48959035714286,291.666666666667,9.54106
"358",198,"Hymenopus","heteromorphus","Hymenopus_heteromorphus","TF","Generalist","Paracou",2.08974545222829,-1.57116,115.2944,6.1405819025,1.15,50.48,0.469171652492913,4.22845458443507,227.564102564103,6.266085
"359",199,"Bocoa","prouacensis","Bocoa_prouacensis","TF","Generalist","Paracou",1.36068378471382,-1.67516,137.9145,2.790570235,1.91,54.58,0.549686439545758,4.48230496707701,189.393939393939,5.989002
"360",200,"Hymenopus","heteromorphus","Hymenopus_heteromorphus","TF","Generalist","Paracou",2.17719164988709,-1.46092,127.5259,7.23181825,1.09,51.31,0.396587066666667,3.90984035714286,192.307692307692,6.06824
"361",224,"Hymenopus","heteromorphus","Hymenopus_heteromorphus","BF","Generalist","Paracou",7.59565193391752,-1.463,114.257,6.9833210865,1.07,50.91,0.467482517482518,4.39200813472242,NA,8.45702
"362",211,"Conceveiba","guianensis","Conceveiba_guianensis","BF","Generalist","Paracou",2.12929101602384,-1.84156,150.9047,2.3912038005,2.03,48.6,1.08813113223278,8.32775423425999,NA,7.006417
"363",212,"Hymenopus","heteromorphus","Hymenopus_heteromorphus","BF","Generalist","Paracou",10.068923550262,-1.54828,125.6868,10.181061246,1.12,41.52,0.461475591075591,4.96412623091195,198.717948717949,7.006417
"364",214,"Hymenopus","heteromorphus","Hymenopus_heteromorphus","BF","Generalist","Paracou",7.9840859805727,-1.52124,112.4725,7.6174614,1.25,51.62,0.43010695970696,2.54704331382903,224.358974358974,7.006417
"365",215,"Hymenopus","heteromorphus","Hymenopus_heteromorphus","BF","Generalist","Paracou",2.67057684945964,-1.53164,122.1803,6.453057218,1.08,51.88,0.376335730935731,2.12896139574711,246.794871794872,9.54106
"366",234,"Conceveiba","guianensis","Conceveiba_guianensis","BF","Generalist","Paracou",1.80430493501482,-1.93308,132.0694,2.2150240405,1.43,44.94,0.664164164164164,2.79469483769484,224.358974358974,8.391022
"367",236,"Jacaranda","copaia subsp. copaia","Jacaranda_copaia subsp. copaia","BF","Generalist","Paracou",3.07751695874495,-1.34652,208.4942,4.670717077,2.33,49.75,0.856215676485272,3.65167263390628,365.384615384615,9.54106
"368",238,"Hymenopus","heteromorphus","Hymenopus_heteromorphus","BF","Generalist","Paracou",4.01026327936504,-1.80828,114.7503,6.5013534685,1.19,43.01,0.4804,2.56365014285714,429.292929292929,9.54106
"369",239,"Hymenopus","heteromorphus","Hymenopus_heteromorphus","BF","Generalist","Paracou",1.23777944681967,-1.58364,113.361,6.837753178,1.08,52.05,0.466516966067864,2.98892229826062,NA,10.237195
"370",241,"Jacaranda","copaia subsp. copaia","Jacaranda_copaia subsp. copaia","BF","Generalist","Paracou",5.34844849782306,-1.40684,167.4322,5.890300833,1.96,53.37,0.596895343014522,2.26304470992203,301.282051282051,8.124021
"371",242,"Bocoa","prouacensis","Bocoa_prouacensis","TF","Generalist","Paracou",2.31052645041325,-1.85196,110.2041,3.04567073,2.66,53.61,0.728043912175649,6.92180652979755,253.205128205128,5.708247
"372",243,"Conceveiba","guianensis","Conceveiba_guianensis","TF","Generalist","Paracou",2.03803709056223,-1.83116,123.6576,2.680802484,1.71,42.79,0.834165834165834,6.6190311117454,NA,7.018794
"373",217,"Tachigali","melinonii","Tachigali_melinonii","TF","Generalist","Paracou",2.47786413900809,-1.65228,134.5142,8.4998004965,3.55,53.27,0.758087066666667,6.60359035714286,467.948717948718,6.936626
"374",219,"Tachigali","melinonii","Tachigali_melinonii","BF","Generalist","Paracou",1.10445325705875,-2.07452,155.7257,8.5073886835,3.21,46.79,0.773700216558387,7.74471799814379,NA,8.119463
"375",220,"Tachigali","melinonii","Tachigali_melinonii","BF","Generalist","Paracou",2.34950191807265,-1.89564,141.5627,8.028764987,3.26,53.43,0.724362181090545,9.25027528049739,NA,10.655679
"376",230,"Tachigali","melinonii","Tachigali_melinonii","BF","Generalist","Paracou",1.84441291701151,-1.9102,111.0923,6.345961513,2.66,47.74,0.607411116675013,6.19995006795908,381.410256410256,10.655679
"377",244,"Tachigali","melinonii","Tachigali_melinonii","BF","Generalist","Paracou",1.65903567157721,-1.84156,119.1254,8.0849692915,2.8,56.14,0.632765531062124,4.94979974234183,NA,7.270682
"378",24,"Hymenopus","heteromorphus","Hymenopus_heteromorphus","BF","Generalist","Paracou",2.73877314173068,-1.41308,106.5058,5.531225752,1.04,47.06,0.397169847804391,4.83205327805927,182.692307692308,13.681671
"379",26,"Hymenopus","heteromorphus","Hymenopus_heteromorphus","BF","Generalist","Paracou",NA,-1.41932,105.1839,8.905249824,0.98,50.47,0.404643831331331,3.19190929390929,253.205128205128,13.681671
"380",27,"Bocoa","prouacensis","Bocoa_prouacensis","BF","Generalist","Paracou",2.25054097054871,-1.79164,94.77,6.099445479,1.79,54.88,0.415471923461731,2.97820648785931,176.282051282051,7.951713
"381",40,"Bocoa","prouacensis","Bocoa_prouacensis","BF","Generalist","Paracou",2.06624855245699,-1.9518,NA,5.3716777705,2.31,52.28,0.786784011482776,11.1122989362111,173.076923076923,7.876588
"382",32,"Tachigali","melinonii","Tachigali_melinonii","TF","Generalist","Paracou",1.67927875342185,-1.61276,112.963,5.880538078,2.96,52.08,0.674115955588822,5.65765208045448,272.435897435897,7.018794
"383",45,"Conceveiba","guianensis","Conceveiba_guianensis","BF","Generalist","Paracou",2.03953998151264,-1.8062,137.6789,3.3402727545,1.37,48.15,0.93709000748503,5.91713311837863,269.230769230769,8.124021
"384",48,"Jacaranda","copaia subsp. copaia","Jacaranda_copaia subsp. copaia","BF","Generalist","Paracou",4.57629868220244,-1.34236,186.1683,6.44428456,2.4,51.75,0.653637368815592,3.03395040941068,198.717948717949,8.124021
"385",52,"Hymenopus","heteromorphus","Hymenopus_heteromorphus","BF","Generalist","Paracou",2.45896512375903,-1.51292,112.8116,6.733390678,0.98,48.42,0.448168765586035,4.10021684250911,371.794871794872,7.876588
"386",53,"Bocoa","prouacensis","Bocoa_prouacensis","BF","Generalist","Paracou",5.90637779808216,-1.82284,101.6641,2.9383987435,1.81,54.71,0.4545891875,2.47996738461538,179.487179487179,7.018794
"387",60,"Conceveiba","guianensis","Conceveiba_guianensis","BF","Generalist","Paracou",1.36397623014614,-1.93308,133.7944,2.323969369,1.57,47.94,0.907371559059059,4.85582320782321,326.923076923077,11.244987
"388",61,"Jacaranda","copaia subsp. copaia","Jacaranda_copaia subsp. copaia","TF","Generalist","Paracou",2.34596500297814,-1.39852,265.0262,5.5779650565,2.94,51.39,0.995470981028457,6.85867936556704,256.410256410256,6.146161
"389",65,"Tachigali","melinonii","Tachigali_melinonii","BF","Generalist","Paracou",2.40727426918793,-1.78748,112.6976,5.19969728,3.27,53.22,0.831164979114453,5.89332366630863,573.717948717949,9.227782
"390",66,"Protium","stevensonii","Protium_stevensonii","BF","Generalist","Paracou",8.6354771839962,-2.18476,94.6763,3.2865376415,1.24,44.5,0.512843488410872,6.01659865647109,442.307692307692,9.227782
"391",68,"Bocoa","prouacensis","Bocoa_prouacensis","BF","Generalist","Paracou",0.764152422751897,-1.8374,NA,3.0478729605,2.42,53.57,0.883320425815036,8.18721592529227,192.307692307692,9.678321
"392",69,"Tachigali","melinonii","Tachigali_melinonii","BF","Generalist","Paracou",2.33486505269987,-2.13484,114.8148,5.507592375,3.01,52.29,0.793190471430951,10.9880963089884,538.461538461538,9.227782
"393",57,"Conceveiba","guianensis","Conceveiba_guianensis","TF","Generalist","Paracou",2.10482345417932,-1.70012,118.866,3.305424363,1.71,48.47,0.695421055916126,2.88264341948615,230.769230769231,6.401391
"394",63,"Bocoa","prouacensis","Bocoa_prouacensis","TF","Generalist","Paracou",2.70606479640767,-1.70012,114.0677,2.0788181595,2.35,53.16,0.533921871345029,8.11387504475475,NA,6.401391
"395",70,"Conceveiba","guianensis","Conceveiba_guianensis","BF","Generalist","Paracou",3.41799411679532,-1.5566,144.9569,3.8141528465,2.03,48.16,0.969087066666667,8.25359035714286,NA,10.622149
"396",75,"Bocoa","prouacensis","Bocoa_prouacensis","BF","Generalist","Paracou",2.11393819225825,-1.67308,114.7411,2.0525595655,1.81,55.08,0.476601969621098,3.89768688747407,164.141414141414,10.206395
"397",79,"Jacaranda","copaia subsp. copaia","Jacaranda_copaia subsp. copaia","TF","Generalist","Paracou",2.6396495168709,-1.34444,259.6947,7.271424474,2.72,50.67,0.676910156510157,3.77931104609676,150.641025641026,9.552659
"398",72,"Conceveiba","guianensis","Conceveiba_guianensis","BF","Generalist","Paracou",1.46775484204365,-1.69596,150.1162,2.937319115,1.43,47.82,1.02208706666667,7.82859035714286,221.153846153846,10.639692
"399",82,"Conceveiba","guianensis","Conceveiba_guianensis","BF","Generalist","Paracou",1.73783172438147,-1.93308,142.3601,2.938310135,1.88,47.32,0.822087066666667,3.32384035714286,115.384615384615,10.639692
"400",84,"Conceveiba","guianensis","Conceveiba_guianensis","BF","Generalist","Paracou",1.33301470456655,-1.83324,135.865,2.653438391,1.45,49.95,0.673760827494161,2.52611647361647,NA,10.639692
"401",87,"Protium","stevensonii","Protium_stevensonii","TF","Generalist","Paracou",6.42550684596758,-2.10364,NA,5.639292631,1.14,45.01,0.482387066666667,5.36859035714286,NA,6.746623
"402",90,"Conceveiba","guianensis","Conceveiba_guianensis","BF","Generalist","Paracou",1.29968727081395,-1.62732,157.5914,3.1940018965,1.96,48.48,1.01060828323313,6.4565033638706,173.076923076923,11.244987
"403",91,"Conceveiba","guianensis","Conceveiba_guianensis","TF","Generalist","Paracou",2.37089838605502,-1.78332,134.1405,2.2571983655,1.65,48.18,0.91081004156276,5.48487816173851,NA,10.639692
"404",95,"Tachigali","melinonii","Tachigali_melinonii","BF","Generalist","Paracou",2.76802600447404,-1.8062,113.7717,5.5154214145,2.62,53.36,0.698839966749792,8.60208514428215,349.358974358974,10.639692
"405",102,"Hymenopus","heteromorphus","Hymenopus_heteromorphus","TF","Generalist","Paracou",4.20293333694408,-1.51292,131.9701,5.8229367115,1.27,50.93,0.420710290939318,2.30732205201283,233.974358974359,5.588491
"406",110,"Protium","stevensonii","Protium_stevensonii","TF","Generalist","Paracou",7.2669874140671,-2.19308,106.3503,4.6481285345,1.19,45.12,0.418177977677828,4.11378346541015,407.051282051282,5.588491
"407",115,"Tachigali","melinonii","Tachigali_melinonii","TF","Generalist","Paracou",3.07103288206958,-1.78332,121.6216,6.576315707,3.18,52.55,0.723777622610141,6.79659885999288,387.820512820513,7.270682
"408",134,"Bocoa","prouacensis","Bocoa_prouacensis","BF","Generalist","Paracou",1.98519326329804,-1.84572,123.477,2.149988481,2.3,53.64,0.521087066666667,8.04359035714286,217.948717948718,7.270682
"409",137,"Bocoa","prouacensis","Bocoa_prouacensis","BF","Generalist","Paracou",0.94851323832553,-1.463,191.5473,3.086970271,1.83,51.39,1.02861568234902,13.076667024167,NA,10.077485
"410",141,"Tachigali","melinonii","Tachigali_melinonii","BF","Generalist","Paracou",3.12331017514387,-1.87276,133.3333,5.3031198335,2.8,51.92,0.660587066666667,9.67859035714286,333.333333333333,10.655679
"411",145,"Protium","stevensonii","Protium_stevensonii","TF","Generalist","Paracou",2.13846298516319,-2.11612,105.6165,5.5295643515,1.34,47.34,0.517881771094403,7.98856176154673,435.897435897436,6.196265
"412",155,"Bocoa","prouacensis","Bocoa_prouacensis","TF","Generalist","Paracou",6.98544394125322,-1.4422,99.2789,2.9644772015,2.15,62.76,0.421651241046144,3.98159955736418,NA,6.196265
"413",188,"Jacaranda","copaia subsp. copaia","Jacaranda_copaia subsp. copaia","TF","Generalist","Paracou",1.17811067440785,-1.5254,176.5152,3.297187325,1.75,55.23,0.454370808283233,2.22053141998282,291.666666666667,8.819272
"414",249,"Conceveiba","guianensis","Conceveiba_guianensis","TF","Generalist","Bafog",3.503858,-1.65228,171.5801,1.9504379855,2.45,46.41,0.967467467467467,7.78843858143858,166.666666666667,6.107582
"415",254,"Conceveiba","guianensis","Conceveiba_guianensis","TF","Generalist","Bafog",2.5643,-1.8894,139.9065,3.4075466,1.61,48.26,0.774937343358396,6.80766931614751,445.51282051282,6.107582
"416",257,"Protium","stevensonii","Protium_stevensonii","TF","Generalist","Bafog",3.157043,-2.18476,133.0747,3.6519060945,1.62,47.16,0.749624436654982,11.2375064024608,705.128205128205,6.107582
"417",276,"Conceveiba","guianensis","Conceveiba_guianensis","TF","Generalist","Bafog",4.929486,-1.46716,125.4709,2.0472135125,2.08,50.62,0.863,7.70565014285714,330.128205128205,6.107582
"418",277,"Protium","stevensonii","Protium_stevensonii","TF","Generalist","Bafog",4.31204,-2.21804,116.3226,3.9338113365,1.73,46.7,0.896793587174349,5.87239493272259,829.081632653061,7.381081
