Code,DateField,Plot,Subplot,idTree,FieldNbr,Species_Name,Forest,TreeHeight,TreeDawkins,BranchHeight,BranchDawkins,CrownPosition,CommentField,CommentLab,Site,Genus,Species,Habitat,FW,SW,DW,Comment_Lab,LSWC,FvFm,LA,gmin,Ptlp
301,2021-03-03T00:00:00Z,3,52,5107,15,Esc.cor,Bafog,18,3,14,2,inf,,,Bafog,Eschweilera,coriacea,BF,2.6328,2.6679,1.0724,,1.48778440880269,827,,,-1.5458975
302,2021-03-03T00:00:00Z,3,52,42935,80,Con.gui,Bafog,15,2,15,2,sup,,,Bafog,Conceveiba,guianensis,BF,2.1353,2.2254,0.9232,,1.41052859618718,799,,,-1.795585
303,2021-03-03T00:00:00Z,3,44,4667,3,Hym.het,Bafog,18,2,18,2,sup,,,Bafog,Hymenopus,heteromorphus,BF,2.1311,2.2856,0.8516,,1.6838891498356,780,,,-1.7296675
304,2021-03-03T00:00:00Z,3,44,42653,57,Sym.glo,Bafog,15,3,15,3,sup,,,Bafog,Symphonia,globulifera,BF,0.5701,0.5751,0.1785,,2.2218487394958,821,,,-1.55189
305,2021-03-03T00:00:00Z,3,44,15582,17,Esc.cor,Bafog,14,2,12,2,inf,,,Bafog,Eschweilera,coriacea,BF,0.915299999999999,0.9473,0.3641,,1.60175775885746,816,,,-1.420055
306,2021-03-03T00:00:00Z,3,44,15586,24,Vir.mic,Bafog,26,4,23,4,sup,,,Bafog,Virola,michelii,BF,1.2964,1.3418,0.5454,,1.46021268793546,816,,,-1.69571
307,2021-03-03T00:00:00Z,3,37,42419,50,Vir.mic,Bafog,14,3,12,2,inf,,,Bafog,Virola,michelii,BF,0.9795,0.9322,0.3476,,1.68181818181818,819,,,-1.539905
308,2021-03-03T00:00:00Z,3,37,42426,57,Iry.hos,Bafog,11,2,9,2,inf,,,Bafog,Iryanthera,hostmannii,BF,1.7027,1.7457,0.7015,,1.48852459016393,819,,,-1.36812
309,2021-03-03T00:00:00Z,3,37,4636,13,Esc.cor,Bafog,26,4,24,4,middle,,,Bafog,Eschweilera,coriacea,BF,3.5213,3.4996,1.531,,1.28582625734814,834,,,-1.3781075
310,2021-03-03T00:00:00Z,3,37,4632,3,Esc.cor,Bafog,20,3,18,2,inf,,,Bafog,Eschweilera,coriacea,BF,2.4406,2.5276,1.1056,,1.28617945007236,752,,,-1.5059475
311,2021-03-03T00:00:00Z,3,37,3475,17,Lae.pro,Bafog,28,5,26,5,sup,,,Bafog,Laetia,procera,BF,2.2352,2.3774,0.9248,,1.57071799307959,782,,,-2.1032
312,2021-03-03T00:00:00Z,3,36,15532,27,Hym.het,Bafog,16,3,12,2,inf,,,Bafog,Hymenopus,heteromorphus,BF,2.4271,2.6084,1.1221,,1.32457000267356,800,,,-1.667745
313,2021-03-04T00:00:00Z,3,21,4556,1,Hym.het,Bafog,15,2,13,2,inf,TMS BF1,,Bafog,Hymenopus,heteromorphus,BF,1.9651,2.0523,0.7932,,1.58736762481089,838,121.34009,3.556011964,-1.5419025
314,2021-03-04T00:00:00Z,3,45,5095,10,Esc.cor,Bafog,17,3,15,2,middle,moche,,Bafog,Eschweilera,coriacea,BF,2.9326,2.9557,1.2925,,1.2868085106383,751,117.3926609,3.761002573,-1.5458975
315,2021-03-04T00:00:00Z,3,36,3466,17,Esc.cor,Bafog,18,3,14,3,inf,D1 rare 78,,Bafog,Eschweilera,coriacea,BF,1.7016,1.7169,0.783,,1.19272030651341,815,117.3268016,2.292559166,-1.44003
316,2021-03-04T00:00:00Z,3,20,41772,49,Vir.mic,Bafog,11,3,10,3,middle,,,Bafog,Virola,michelii,BF,1.4531,1.4907,0.5586,,1.66863587540279,820,64.08340258,5.85039032,-1.34415
317,2021-03-04T00:00:00Z,3,21,41790,78,Chr.pri,Bafog,12,1,10,1,sup,,,Bafog,Chrysophyllum,prieurii,BF,6.4003,6.508,2.4783,,1.62599362466207,831,246.1275857,13.11457765,-1.8135625
318,2021-03-04T00:00:00Z,3,21,3258,3,Lae.pro,Bafog,28,4,28,4,sup,,,Bafog,Laetia,procera,BF,1.4373,1.4713,0.6062,,1.42708677004289,805,45.85321727,2.46900944,-2.07124
318,2021-03-04T00:00:00Z,3,21,3258,3,Lae.pro,Bafog,28,4,28,4,sup,,,Bafog,Laetia,procera,BF,1.4373,1.4713,0.6062,,1.42708677004289,805,45.85321727,2.46900944,-2.0173075
319,2021-03-04T00:00:00Z,3,15,15386,32,Lic.mem,Bafog,18,2,16,2,middle,,,Bafog,Licania,membranacea,TF,1.834,2.0055,0.8793,,1.28079153872399,908,58.64604702,6.426741493,-2.0252975
320,2021-03-04T00:00:00Z,3,14,4518,2,Jac.cop,Bafog,24,3,20,3,inf,,,Bafog,Jacaranda,copaia,TF,0.4229,0.4323,0.1609,,1.68676196395277,892,27.2480831,3.118657891,-1.4659975
321,2021-03-04T00:00:00Z,3,14,41539,35,Tac.mel,Bafog,30,5,25,3,inf,,,Bafog,Tachigali,melinonii,TF,0.4847,0.498,0.2401,,1.07413577675968,774,15.08188516,3.88305035,-1.499955
321,2021-03-04T00:00:00Z,3,14,41539,35,Tac.mel,Bafog,30,5,25,3,inf,,,Bafog,Tachigali,melinonii,TF,0.4847,0.498,0.2401,,1.07413577675968,774,15.08188516,3.88305035,-1.9613775
322,2021-03-04T00:00:00Z,3,6,3060,8,Tac.mel,Bafog,30,5,28,5,sup,,,Bafog,Tachigali,melinonii,TF,0.4909,0.4831,0.237,,1.03839662447257,834,14.2415315,3.035935668,-1.6937125
323,2021-03-04T00:00:00Z,3,14,,,Tac.mel,Bafog,29,5,22,4,middle,1 tacmel supplémentaire non renseigne,,Bafog,Tachigali,melinonii,TF,0.1668,0.1714,0.0795,,1.1559748427673,836,9.714350531,4.816842614,-1.74365
324,2021-03-04T00:00:00Z,3,6,15309,17,Chr.pri,Bafog,17,2,14,2,middle,,,Bafog,Chrysophyllum,prieurii,TF,4.3263,4.5033,1.8621,,1.41839858224585,826,91.89509847,1.544962656,-2.1091925
325,2021-03-04T00:00:00Z,3,8,15322,27,Pro.ste,Bafog,15,2,14,2,middle,,,Bafog,Protium,stevensonii,TF,0.904999999999999,0.9313,0.4937,,0.886368239821754,840,31.09320142,17.60484471,-2.21506
326,2021-03-04T00:00:00Z,3,8,3096,15,Pro.ste,Bafog,26,3,20,2,middle,,,Bafog,Protium,stevensonii,TF,0.539300000000001,0.5537,0.3082,,0.796560674886437,837,40.00416394,6.654341939,-2.46275
327,2021-03-04T00:00:00Z,3,8,15326,31,Vir.mic,Bafog,22,2,20,2,sup,,,Bafog,Virola,michelii,TF,0.745800000000001,0.798,0.2721,,1.93274531422271,811,57.18503684,4.37983885,-2.0173075
328,2021-03-04T00:00:00Z,3,24,41941,68,Gus.hex,Bafog,13,3,12,2,sup,,,Bafog,Gustavia,hexapetala,TF,2.3466,2.4362,0.9188,,1.65150195907706,803,65.05065871,3.239326394,-2.019305
329,2021-03-05T00:00:00Z,5,58,26512,2,Vir.sur,Bafog,16,3,13,2,middle,,,Bafog,Virola,surinamensis,BF,1.5986,1.6051,0.5933,,1.70537670655655,796,65.34446609,5.42286613,-1.388095
330,2021-03-05T00:00:00Z,5,57,265510,57,Chr.pri,Bafog,15,2,12,2,inf,,,Bafog,Chrysophyllum,prieurii,BF,1.7812,1.8103,0.7661,,1.36300744028195,826,61.65016904,6.479841387,-1.9214275
331,2021-03-05T00:00:00Z,5,48,26207,30,Vir.sur,Bafog,32,5,25,2,inf,,,Bafog,Virola,surinamensis,BF,1.2393,1.2683,0.4444,,1.8539603960396,814,63.16179152,3.183336311,-1.7935875
332,2021-03-05T00:00:00Z,5,38,25882,4,Pte.off,Bafog,38,5,30,3,middle,,,Bafog,Pterocarpus,officinalis,BF,0.5388,0.5552,0.2055,,1.70170316301703,834,64.47955854,4.375465272,-1.547895
333,2021-03-05T00:00:00Z,5,37,25869,15,Iry.hos,Bafog,14,2,12,3,sup,,,Bafog,Iryanthera,hostmannii,BF,0.6363,0.6416,0.2795,,1.29552772808587,793,66.2067199,2.717551991,-1.4260475
334,2021-03-05T00:00:00Z,5,37,25857,2,Sym.glo,Bafog,38,5,31,3,middle,,,Bafog,Symphonia,globulifera,BF,1.5408,1.5575,0.5165,,2.01548886737657,851,31.30059012,3.296779086,-1.6457725
335,2021-03-05T00:00:00Z,5,48,26196,9,Pte.off,Bafog,23,2,21,3,middle,,,Bafog,Pterocarpus,officinalis,BF,0.411100000000001,0.4154,0.1639,,1.53447223917023,820,22.59167105,2.987352077,-1.56787
336,2021-03-05T00:00:00Z,5,48,26197,11,Sym.glo,Bafog,22,3,20,2,inf,,,Bafog,Symphonia,globulifera,BF,1.3701,1.3706,0.3523,,2.89043428895827,813,64.65007231,2.654736001,-1.531915
337,2021-03-05T00:00:00Z,5,49,26235,20,Sym.glo,Bafog,20,2,16,2,inf,,,Bafog,Symphonia,globulifera,BF,1.493,1.5109,0.4344,,2.47813075506446,799,43.29579546,2.825690484,-1.5259225
338,2021-03-05T00:00:00Z,5,49,26224,9,Pte.off,Bafog,23,2,20,2,sup,,,Bafog,Pterocarpus,officinalis,BF,0.4688,0.4689,0.1835,,1.55531335149864,870,30.14547146,3.991840176,-1.87149
339,2021-03-05T00:00:00Z,5,49,26221,6,Vir.sur,Bafog,34,5,30,4,sup,,,Bafog,Virola,surinamensis,BF,2.0188,2.0636,0.791,,1.60884955752212,833,26.98596417,10.41381635,-1.5898425
340,2021-03-05T00:00:00Z,5,60,26562,32,Tac.mel,Bafog,25,4,23,2,middle,,,Bafog,Tachigali,melinonii,BF,0.212399999999999,0.2197,0.103,,1.13300970873786,823,23.75887637,3.945749844,-1.7056975
341,2021-03-05T00:00:00Z,5,60,26555,19,Pte.off,Bafog,18,3,16,2,middle,,,Bafog,Pterocarpus,officinalis,BF,0.738399999999999,0.7613,0.2603,,1.92470226661544,798,27.17382166,3.025202472,-1.63978
342,2021-03-05T00:00:00Z,5,50,26257,43,Pte.off,Bafog,26,3,22,2,inf,,,Bafog,Pterocarpus,officinalis,BF,0.661899999999999,0.6865,0.2574,,1.66705516705517,837,41.07823186,2.068091204,-1.436035
343,2021-03-05T00:00:00Z,5,40,25945,7,Lae.pro,Bafog,20,2,18,2,sup,,,Bafog,Laetia,procera,BF,4.1952,4.3101,1.6718,,1.5781193922718,865,105.9832835,4.364939025,-1.811565
