"","Code","idTree","Name","Genus","Species","Family","ptlp_Bartlett2012","ptlp_Marechaux2016","Name_Site","Habitat","Type","gmin","DateField","Plot","SubPlot","FieldNbr","midribVLA","SecondaryVLA","TertiaryVLA","MajVLA","%N","%C","%S","P (g/kg)","Fe (g/kg)","Mn (g/kg)","Mg (g/kg)","Al (g/kg)","Ca (g/kg)","Na (g/kg)","K (g/kg)","Cr (mg/kg)","Cu (mg/kg)","Ni (mg/kg)","Pb (mg/kg)","Rb (mg/kg)","Sr (mg/kg)","Zn (mg/kg)","LSWC","SD","fvfm"
"146","M67","101138","Eschweilera_coriacea","Eschweilera","coriacea","Lecythidaceae",-1.5566,-1.5538875,"Paracou","TF","Generalist",1.02000069942948,"29/10/2020","6","1","538",0.265666267,1.4369588085,4.5895163475,6.2921414235,1.53,53.59,0.3,0.587119268495428,0.125119739113754,0.0251528844555278,1.88154463840399,0.0941187032418953,1.12158204488778,1.59487709298183,5.0409878874243,1.25867981831136,4.26195226220164,1.61359600997506,0,31.0822942643392,34.9709362956246,16.8129675810474,110.8003,288.461538461538,0.819
"147","M68","101016","Bocoa_prouacensis","Bocoa","prouacensis","Fabaceae",-1.8374,-1.82355,"Paracou","BF","Generalist",0.764152422751897,"29/10/2020","6","1","405",0.2403429645,1.2246306665,1.5828993295,3.0478729605,2.42,53.57,0.145,0.883320425815036,0.0792989405803777,0.16410256154358,2.36950948103792,0.0333223552894212,1.58621357285429,0.314235814086113,8.18721592529227,1.35103943897918,4.61338038209296,2.6124001996008,0,36.8488023952096,26.2408818726184,7.02594810379242,NA,192.307692307692,0.661
"148","M69","101485","Tachigali_melinonii","Tachigali","melinonii","Fabaceae",-2.13484,-2.1091925,"Paracou","BF","Generalist",2.33486505269987,"29/10/2020","6","1","890",0.5688033015,1.9407632385,2.998025835,5.507592375,3.01,52.29,0.125,0.793190471430951,0.173021027947565,0.130790371480926,1.49949875062469,0.0290744627686157,2.30373413293353,0.236196187620476,10.9880963089884,16.7975577389877,15.4373884486328,2.04982008995502,0,51.9240379810095,21.362682295216,10.0849575212394,114.8148,538.461538461538,0.824
"149","M54","249664","Protium_opacum subsp. rabelianum","Protium","opacum subsp. rabelianum","Burseraceae",-2.05788,-2.035285,"Paracou","BF","BF",3.74341935797763,"30/10/2020","6","1","2962",0.2045542345,1.3372487135,3.4569797485,4.998782696,1.18,48.7,0.167,0.568100388276553,0.167865689712759,0.0212074148296593,1.84797160988644,0.137152486791765,9.45735425396247,1.85520140280561,3.62421581624788,9.79812807281229,5.30871743486974,2.32307196210603,0,8.94789579158317,85.5079249407907,8.18086172344689,125.3005,455.128205128205,0.829
"150","M56","100766","Chrysophyllum_prieurii","Chrysophyllum","prieurii","Sapotaceae",-2.0662,-2.043275,"Paracou","TF","Generalist",2.02289816482053,"30/10/2020","6","1","149",0.1387089875,0.6841663915,4.367297769,5.1901731475,1.69,51.55,0.106,0.557743059029515,0.0701900533600133,0.0134117058529265,2.34194663998666,0.054005184410387,14.270574832871,0.27848024012006,3.22382929926502,2.71276403201601,8.50985492746373,2.30111637637,0,4.32666333166583,188.831324753286,6.88544272136068,111.6904,157.051282051282,0.804
"151","M57","100765","Conceveiba_guianensis","Conceveiba","guianensis","Euphorbiaceae",-1.70012,-1.691715,"Paracou","TF","Generalist",2.10482345417932,"30/10/2020","6","1","148",0.158223386,0.601873459,2.545327518,3.305424363,1.71,48.47,0.099,0.695421055916126,0.160389374271925,0.091462805791313,3.20846297220835,0.0865982843915944,13.0288962011528,0.154708936595107,2.88264341948615,3.05167763354968,5.76944583125312,1.58499832070077,0,3.28507239141288,104.530113920029,8.85621567648527,118.866,230.769230769231,0.82
"152","M62","102878","Chrysophyllum_prieurii","Chrysophyllum","prieurii","Sapotaceae",-2.39484,-2.35888,"Paracou","TF","Generalist",3.39421361485087,"30/10/2020","6","3","75",0.1861876955,1.036178233,5.640520247,6.862886175,1.48,55.41,0.095,0.464702431421446,0.222423898586866,0.0268528678304239,1.72097323358271,0.25404307413285,7.65430378598957,0.371761596009975,5.81443130634951,2.37923206982544,6.79610972568579,4.28491353434595,0,10.857855361596,105.17397415552,6.41596009975062,100.6535,118.589743589744,0.834
"153","M63","103035","Bocoa_prouacensis","Bocoa","prouacensis","Fabaceae",-1.70012,-1.691715,"Paracou","TF","Generalist",2.70606479640767,"30/10/2020","6","3","236",0.2063630925,0.812842732,1.059612334,2.0788181595,2.35,53.16,0.12,0.533921871345029,0.0851454019664546,0.0235346031746032,1.5656626566416,0.0534877192982456,0.566803007518797,0.441518080916577,8.11387504475475,4.5345395333572,3.53644826351593,1.43459147869674,0,21.6992481203008,7.05349737981317,6.00250626566416,114.0677,NA,0.823
"154","M70","103472","Conceveiba_guianensis","Conceveiba","guianensis","Euphorbiaceae",-1.5566,-1.5538875,"Paracou","BF","Generalist",3.41799411679532,"30/10/2020","6","3","697",0.1641124835,0.5933295255,3.0567108375,3.8141528465,2.03,48.16,0.103,0.969087066666667,0.0756325384615385,0.0848057666666667,2.9317485,0.011044,10.367386,0.0346592857142857,8.25359035714286,4.82048151785714,9.75760714285714,2.85111,0,28.23,104.640863636364,11.61,144.9569,NA,0.824
"155","M74","102971","Licania_membranacea","Licania","membranacea","Chrysobalanaceae",-1.95804,-1.939405,"Paracou","TF","TF",3.34900976871588,"30/10/2020","6","3","171",0.1818068645,0.7074893125,3.0945827085,3.983878885,1.25,49.9,0.214,0.405703511399567,0.10008241483928,0.160589881843901,1.74413230154768,0.045136295556665,6.81716025961058,1.49262534769275,12.1453722986948,7.37025946199748,6.58273304329221,2.45240139790315,0,50.5242136794808,85.8121454182363,7.00199700449326,157.7732,NA,0.793
"156","M75","103117","Bocoa_prouacensis","Bocoa","prouacensis","Fabaceae",-1.67308,-1.6657475,"Paracou","BF","Generalist",2.11393819225825,"30/10/2020","6","3","324",0.172988807,0.9352091135,0.9443616445,2.0525595655,1.81,55.08,0.119,0.476601969621098,0.119636993952467,0.0498405274578535,1.53905708562844,0.114876314471708,1.01190385578368,0.284140496458974,3.89768688747407,1.65180672794907,2.41422848558552,1.3029193790686,0,19.3840761141713,12.1040196658624,6.80520781171758,114.7411,164.141414141414,0.818
"157","M76","103259","Eschweilera_coriacea","Eschweilera","coriacea","Lecythidaceae",-1.81452,-1.8015775,"Paracou","BF","Generalist",1.22747955955655,"30/10/2020","6","3","473",0.1602820595,0.979902062,3.1433361455,4.283520267,1.59,51.2,0.217,0.489187066666667,0.147157538461538,0.478005766666667,1.9917485,0.135304,4.584636,0.131114285714286,4.96809035714286,1.78917901785714,4.51260714285714,0.83615,0,35.27,221.790863636364,17.475,103.4916,330.128205128205,0.818
"158","M77","103275","Laetia_procera","Laetia","procera","Salicaceae",-1.89772,-1.8814775,"Paracou","BF","BF",1.44689759979749,"30/10/2020","6","3","489",0.211595752,1.2912092755,5.4679834255,6.970788453,1.34,50.57,0.098,0.765852919586253,0.0829404789404789,0.0711268935602269,2.61586436436436,0.035019019019019,4.66805405405405,1.82218647218647,11.2898802373802,3.21279431216931,5.82343057343057,1.51776776776777,0,84.2342342342343,75.1660296660297,10.8183183183183,158.0238,NA,0.83
"159","M78","103288","Carapa_surinamensis","Carapa","surinamensis","Meliaceae",-1.7542,-1.74365,"Paracou","BF","BF",2.01212967141741,"30/10/2020","6","3","502",0.1459268395,0.6605141865,0.689533398,1.495974424,1.25,49.77,0.178,0.534019028609448,0.174882772915707,0.0144368928809049,2.80863123752495,0.120662674650699,10.9155548902196,0.668527231251782,6.93472091531223,3.89559532720274,6.11537639007699,1.47000499001996,0,10.1447105788423,129.681500635093,10.2195608782435,133.9223,NA,0.827
"160","M79","103499","Jacaranda_copaia subsp. copaia","Jacaranda","copaia subsp. copaia","Bignoniaceae",-1.34444,-1.3501425,"Paracou","TF","Generalist",2.6396495168709,"30/10/2020","6","3","726",0.410317053,1.80199693,5.0591104915,7.271424474,2.72,50.67,0.35,0.676910156510157,0.240591946515023,0.0316591075591076,3.79845004995005,0.214514485514486,3.87675924075924,2.08977451120308,3.77931104609676,3.88698952832881,15.5120950478093,1.23087412587413,0,11.7732267732268,60.4803832531105,11.1838161838162,259.6947,150.641025641026,0.829
"161","M72","104032","Conceveiba_guianensis","Conceveiba","guianensis","Euphorbiaceae",-1.69596,-1.68772,"Paracou","BF","Generalist",1.46775484204365,"03/11/2020","6","4","105",0.146079027,0.580538952,2.2107011355,2.937319115,1.43,47.82,0.105,1.02208706666667,0.133882538461538,0.0515057666666667,2.3512485,0.196254,7.457386,0.0542142857142857,7.82859035714286,9.68404818452381,7.95010714285714,0.9344,0,30.0075,53.2658636363636,6.835,150.1162,221.153846153846,0.819
"162","M73","104806","Carapa_surinamensis","Carapa","surinamensis","Meliaceae",-1.7438,-1.7336625,"Paracou","BF","BF",2.78727391797541,"03/11/2020","6","4","2803",0.1826582945,0.7963289945,1.7562104135,2.735197702,1.46,50.51,0.25,0.586967517943582,0.187689072069643,0.016846035720247,1.58512618928393,0.177219829744617,7.7089494241362,1.3333643322126,5.581963302096,2.63319380857,6.18688747406825,1.96533800701052,0,8.47771657486229,72.5496881686166,7.52128192288433,139.6102,NA,0.824
"163","M80","104037","Eschweilera_coriacea","Eschweilera","coriacea","Lecythidaceae",-1.69388,-1.6857225,"Paracou","BF","Generalist",0.999133447887129,"03/11/2020","6","4","110",0.2427098275,1.278446204,3.1854076455,4.706563677,1.69,51.61,0.188,0.420012066666667,0.147582538461538,0.128455766666667,1.8552485,0.168354,3.475636,0.135214285714286,3.64809035714286,2.72331901785714,7.60510714285715,0.631895,0,21.045,105.040863636364,11.365,96.2852,506.410256410256,0.798
"164","M81","104123","Eschweilera_coriacea","Eschweilera","coriacea","Lecythidaceae",-1.66892,-1.6617525,"Paracou","BF","Generalist",0.870216161100369,"03/11/2020","6","4","196",0.304938256,1.6985750765,4.226253502,6.2297668345,1.5,51.03,0.185,0.571873003168251,0.0616133451341055,0.332171852592963,1.65207453726863,0.0113046523261631,2.75426313156578,0.0487386550418066,4.65816944186379,5.65746024798113,14.317265775745,4.53583791895948,0,37.0585292646323,135.45859293283,17.263631815908,114.4437,NA,0.823
"165","M82","104116","Conceveiba_guianensis","Conceveiba","guianensis","Euphorbiaceae",-1.93308,-1.915435,"Paracou","BF","Generalist",1.73783172438147,"03/11/2020","6","4","189",0.202156371,0.6938070375,2.0423467265,2.938310135,1.88,47.32,0.138,0.822087066666667,0.125932538461538,0.193180766666667,3.0612485,0.095604,19.032386,0.222264285714286,3.32384035714286,2.80605901785714,6.75760714285714,0.841645,0,6.185,173.340863636364,14.165,142.3601,115.384615384615,0.834
"166","M83","104783","Eschweilera_coriacea","Eschweilera","coriacea","Lecythidaceae",-1.4526,-1.4540125,"Paracou","BF","Generalist",2.23180867271813,"03/11/2020","6","4","2351",0.3041451895,1.3794697245,5.8018305425,7.485445457,1.7,52.24,0.309,0.584463762310132,0.124995031008051,0.0456041729260558,3.47796544817226,0.0551367050575864,3.67364646970456,2.2482366406753,4.76448708777452,9.84938893459236,10.9590457114243,1.33824737105659,0,24.2613920881322,67.7925524650613,20.7210816224337,172.1163,189.102564102564,0.769
"167","M84","236720","Conceveiba_guianensis","Conceveiba","guianensis","Euphorbiaceae",-1.83324,-1.819555,"Paracou","BF","Generalist",1.33301470456655,"03/11/2020","6","4","2969",0.1353499755,0.4557800765,2.062308339,2.653438391,1.45,49.95,0.108,0.673760827494161,0.210493031493031,0.141046813480147,3.28653503503504,0.186465465465465,13.8011871871872,0.283547833547834,2.52611647361647,4.0237819664903,3.78639353639354,3.19981481481481,0,3.52452452452452,181.172035672036,8.85135135135135,135.865,NA,0.819
"168","M85","104225","Eperua_falcata","Eperua","falcata","Fabaceae",-1.70428,-1.69571,"Paracou","BF","BF",1.21400648786583,"03/11/2020","6","4","298",0.229096548,1.6281240345,3.6839709765,5.541191559,2.14,51.81,0.133,0.872459526192859,0.0682257642257642,0.27407984651318,2.13688538538539,0.0247987987987988,6.57896496496496,0.108973258973259,9.66325361075361,4.47968954073121,10.4655727155727,3.13668668668669,0,33.4209209209209,75.1660296660297,9.06656656656657,134.1307,423.076923076923,0.761
"169","M86","104374","Chrysophyllum_prieurii","Chrysophyllum","prieurii","Sapotaceae",-1.92476,-1.907445,"Paracou","TF","Generalist",4.03989409115585,"03/11/2020","6","4","450",0.123840522,0.6171564155,2.4678645365,3.208861474,1.93,51.67,0.307,0.911220236312198,0.067905679941626,0.0264960226327176,1.80254468297554,0.0102236645032451,3.91451422865702,0.100613365665787,13.413470151915,4.01097505527423,10.0874759289637,1.73884173739391,0,57.0644033949076,25.0158398765488,18.1028457314029,NA,112.179487179487,0.734
"170","M87","104726","Protium_stevensonii","Protium","stevensonii","Burseraceae",-2.10364,-2.07923,"Paracou","TF","Generalist",6.42550684596758,"03/11/2020","6","4","2050",0.2459111615,1.2419909585,4.151390511,5.639292631,1.14,45.01,0.177,0.482387066666667,0.113007538461538,0.190155766666667,2.6212485,0.053904,3.235386,0.617864285714286,5.36859035714286,8.96731485119048,7.62510714285714,3.632235,0,14.855,39.3233636363636,7.53,NA,NA,0.822
"171","M88","203357","Virola_michelii","Virola","michelii","Myristicaceae",-1.7334,-1.723675,"Paracou","TF","Generalist",2.14565996692782,"03/11/2020","6","4","2930",0.3426166655,1.6713479495,5.746271819,7.7602364345,2.11,53.23,0.45,0.678926529931633,0.152183630276677,0.201856695014174,4.3054012006003,0.106457228614307,5.18998099049525,1.0158722218252,5.79148610019295,6.0515572965054,10.125169727721,3.42449224612306,0,30.4302151075538,49.9308290508891,23.8769384692346,155.03,272.435897435897,0.815
"172","M89","178762","Eschweilera_coriacea","Eschweilera","coriacea","Lecythidaceae",-1.59404,-1.5898425,"Paracou","TF","Generalist",0.934291771456393,"03/11/2020","6","4","2895",0.248269286,1.2231281985,6.3168283215,7.788225806,2.03,50.99,0.426,0.734219956688323,0.116824126398339,0.025967782775279,2.88230734632684,0.111298350824588,2.68604297851075,3.45663596773042,6.38040015706432,3.30322990290569,5.02509459555936,0.653418290854573,0,54.2228885557222,30.7379946390441,20.8545727136432,181.5963,320.51282051282,0.814
"173","M90","104801","Conceveiba_guianensis","Conceveiba","guianensis","Euphorbiaceae",-1.62732,-1.6218025,"Paracou","BF","Generalist",1.29968727081395,"03/11/2020","6","4","2653",0.175002054,0.543700347,2.475299496,3.1940018965,1.96,48.48,0.11,1.01060828323313,0.0761348080776939,0.0617292251169005,3.27830511022044,0.00311022044088176,8.68475551102205,0.0592327512167192,6.4565033638706,3.57875402590896,10.2756584597767,0.714123246492986,0,18.9178356713427,101.343550737839,12.2144288577154,157.5914,173.076923076923,0.831
"174","M91","104363","Conceveiba_guianensis","Conceveiba","guianensis","Euphorbiaceae",-1.78332,-1.771615,"Paracou","TF","Generalist",2.37089838605502,"03/11/2020","6","4","439",0.1254202805,0.5077724895,1.6240055955,2.2571983655,1.65,48.18,0.115,0.91081004156276,0.0484863226549012,0.0573623607647548,1.92094613466334,0.0255551122194514,7.72806583541147,0.0578197363733523,5.48487816173851,2.19787433202707,7.48888493053082,1.11313715710723,0,11.5162094763092,106.873679437769,12.6234413965087,134.1405,NA,0.8
"175","M92","104378","Chrysophyllum_prieurii","Chrysophyllum","prieurii","Sapotaceae",-2.4822,-2.442775,"Paracou","TF","Generalist",0.941058177659374,"03/11/2020","6","4","454",0.1612507985,0.8314139085,4.80576492,5.7984296275,2.06,53.17,0.106,0.676940948563794,0.0554183752119624,0.0178815297261189,1.66808466933868,0.0117875751503006,9.03545691382766,0.263240767248783,7.30820677068423,2.90665733252219,9.99509733753221,1.32339679358717,0,18.2565130260521,110.812488613591,5.98697394789579,111.1265,266.025641025641,0.797
"176","M93","104500","Chrysophyllum_prieurii","Chrysophyllum","prieurii","Sapotaceae",-2.34908,-2.314935,"Paracou","TF","Generalist",1.34549330729531,"03/11/2020","6","4","594",0.1290669195,0.7169981535,4.442866502,5.2889315745,2.1,53.41,0.112,0.717445789561447,0.0456128448839805,0.00994073703518426,1.30640170085043,0.00706253126563281,5.68522861430715,0.42692774958908,7.33725898663618,1.10586445008218,11.0506324590867,1.3216008004002,0,22.4312156078039,83.2324798763018,6.7783891945973,115.9338,176.767676767677,0.802
"177","M94","104355","Licania_membranacea","Licania","membranacea","Chrysobalanaceae",-1.9206,-1.90345,"Paracou","TF","TF",3.92759724557281,"03/11/2020","6","4","431",0.232575213,1.280719927,3.344658025,4.8579531645,1.75,47.4,0.142,0.6132002669336,0.0921246631246631,0.0216824491157825,1.90465315315315,0.0295585585585586,6.27866466466467,0.313728013728014,8.97256292006292,6.22307125577959,6.87448162448162,2.46458958958959,0,27.9079079079079,69.2100737100737,10.487987987988,145.0477,NA,0.817
"178","M95","104215","Tachigali_melinonii","Tachigali","melinonii","Fabaceae",-1.8062,-1.7935875,"Paracou","BF","Generalist",2.76802600447404,"03/11/2020","6","4","288",0.4914286755,1.889785552,3.1342071875,5.5154214145,2.62,53.36,0.109,0.698839966749792,0.0431945520813351,0.0752675976724855,0.693514713216958,0.00433316708229427,0.613851371571072,0.0805628785179907,8.60208514428215,1.57224340933381,10.5287851799074,1.84694763092269,0,40.6758104738155,2.82779415098617,7.38403990024938,113.7717,349.358974358974,0.809
"179","M96","104562","Iryanthera_sagotiana","Iryanthera","sagotiana","Myristicaceae",-1.59404,-1.5898425,"Paracou","TF","TF",3.257,"03/11/2020","6","4","658",0.347600639,1.8727380325,5.9977193205,8.218057992,1.6,54.01,0.124,0.824736539746159,0.0395967319253893,0.0624807281229125,3.6320125250501,0.00585571142284569,1.58455511022044,0.907178643000286,9.91341719152591,2.50511174133982,8.75010735757229,3.0988627254509,0,23.812625250501,16.0204044452541,20.8066132264529,158.2896,163.461538461538,0.682
"180","M97","104319","Laetia_procera","Laetia","procera","Salicaceae",-1.99964,-1.979355,"Paracou","BF","BF",1.80646328325047,"03/11/2020","6","4","395",0.183899436,1.3140429605,4.935295035,6.433237432,1.48,51.33,0.111,0.611863339986693,0.0621831721173039,0.0507542581503659,3.84755339321357,0.0500538922155689,6.21994610778443,1.65979469632164,4.79674686341603,1.65767367051611,6.46467778728258,2.63289920159681,0,9.41117764471058,81.9769098167302,6.74900199600798,154.2619,NA,0.807
"181","M98","145049","Iryanthera_sagotiana","Iryanthera","sagotiana","Myristicaceae",-1.60444,-1.59983,"Paracou","TF","TF",0.680277179590521,"04/11/2020","14","4","807",0.31244608,1.7376812095,6.774644008,8.8247712975,1.26,54.39,0.116,0.63045661005661,0.054153385076462,0.0438269397269397,4.79295554445555,0.0368571428571429,1.72865734265734,1.5103539317825,7.25633402311974,1.47617034750963,4.74286427857857,3.26654345654346,0,21.0789210789211,18.1926709653982,19.5604395604396,152.264,118.589743589744,0.824
"182","M99","145228","Vouacapoua_americana","Vouacapoua","americana","Fabaceae",-2.12652,-2.1012025,"Paracou","TF","TF",1.44498746636337,"04/11/2020","14","4","991",0.407560097,1.6789343015,5.907814423,7.994308821,2.19,53.96,0.13,0.770127321309285,0.0783893170957299,0.0435077822311289,0.930609719438878,0.0597234468937876,0.98886372745491,0.253270827369024,5.419429215574,1.73513679144002,6.00461637560836,0.885290581162325,0,9.93486973947896,12.2578793951539,14.8496993987976,93.5798,NA,0.78
"183","M100","145138","Eschweilera_coriacea","Eschweilera","coriacea","Lecythidaceae",-1.5774,-1.5738625,"Paracou","TF","Generalist",0.928350705112684,"04/11/2020","14","4","897",0.2019587375,1.0200419185,3.7861027865,5.0081034425,1.48,51.69,0.206,0.889697369297369,0.0448127257358027,0.0117390276390276,2.18806043956044,0.00545854145854146,1.05682917082917,1.82304124446982,11.1274628942486,2.70019881903811,8.16194519765948,1.12222777222777,0,52.3726273726274,13.0553083280356,13.4715284715285,170.9274,246.794871794872,0.824
"184","M101","145139","Poraqueiba_guianensis","Poraqueiba","guianensis","Metteniusaceae",-2.01836,-1.9973325,"Paracou","TF","TF",1.74104492295051,"04/11/2020","14","4","898",0.2757853855,1.309822604,5.077607958,6.6632159475,1.12,51.68,0.149,0.664590181394575,0.0539765736011368,0.0127716092527875,6.64777683474788,0.0343175237144284,5.62894258612082,0.406754154482562,6.4439244704372,3.59290216461023,5.23974752157478,1.22175736395407,0,19.5107338991513,62.9963690827395,9.97254118821767,137.3893,349.358974358974,0.792
"185","M102","145294","Hymenopus_heteromorphus","Hymenopus","heteromorphus","Chrysobalanaceae",-1.51292,-1.51194,"Paracou","TF","Generalist",4.20293333694408,"04/11/2020","14","4","2539",0.23556873,1.233077785,4.3542901965,5.8229367115,1.27,50.93,0.222,0.420710290939318,0.0858179934778438,0.0226291936824605,3.13890124688279,0.072672319201995,2.7155970074813,1.9210616316352,2.30732205201283,3.43488430708942,9.59112931955825,2.19937655860349,0,4.57905236907731,29.3350260711857,5.61097256857855,131.9701,233.974358974359,0.828
"186","M103","145148","Eschweilera_coriacea","Eschweilera","coriacea","Lecythidaceae",-1.60236,-1.5978325,"Paracou","TF","Generalist",1.69592826163092,"04/11/2020","14","4","907",0.16054692,0.905751987,4.012971504,5.079270411,1.51,52.21,0.475,0.412924991658325,0.198506044506044,0.0428986653319987,3.47922772772773,0.235564564564565,3.30143743743744,2.09320749320749,2.56690726440726,1.50523425210925,2.96507221507222,1.39062062062062,0,7.49249249249249,59.550414050414,10.5305305305305,139.4844,278.846153846154,0.812
"187","M105","144423","Casearia_javitensis","Casearia","javitensis","Salicaceae",-1.70428,-1.69571,"Paracou","TF","TF",2.95791606268719,"04/11/2020","14","4","180",0.2854519005,0.8973133945,2.5243250375,3.7070903325,1.56,53.08,0.122,0.424438190286094,0.170441655151236,0.0695167332002661,2.30863123752495,0.179894211576846,4.505624750499,0.147419446820644,2.80547939834616,3.49837975834046,8.38084545195324,2.0860379241517,0,6.39720558882236,59.7713209943749,14.7455089820359,90.2105,307.692307692308,0.804
"188","M106","144254","Dicorynia_guianensis","Dicorynia","guianensis","Fabaceae",-1.45884,-1.460005,"Paracou","TF","TF",7.2152937636833,"04/11/2020","14","4","11",0.1613552355,1.0109027805,2.195857575,3.368115591,1.83,50.62,0.176,0.482513296721584,0.404400937055955,0.17851299717091,1.30728756864703,0.448331502745881,2.86833349975037,1.24250053491192,5.11591648241923,6.69954886123196,4.99012195991727,1.70407888167748,0,19.9051422865701,51.8131439204829,10.1472790813779,160.057,NA,0.806
"189","M108","144866","Vouacapoua_americana","Vouacapoua","americana","Fabaceae",-2.12652,-2.1012025,"Paracou","TF","TF",7.68972223412113,"04/11/2020","14","4","624",0.2909325455,0.905520992,3.8659602215,5.0624137595,2.03,53.3,0.139,0.90299005672339,0.198180719180719,0.0694752419085752,1.93868718718719,0.213417417417417,1.76665265265265,0.208873158873159,2.41600636350636,3.32292193979694,9.52212927212927,0.792927927927928,0,4.91641641641642,25.2411047411047,17.0870870870871,77.3905,NA,0.831
"190","M109","145008","Vouacapoua_americana","Vouacapoua","americana","Fabaceae",-2.14732,-2.1211775,"Paracou","TF","TF",2.13976855648411,"04/11/2020","14","4","766",0.3469663895,1.494819482,3.02764358,4.869429452,2,53.5,0.12,0.729451792562948,0.105835456189633,0.0670893113223278,0.705601300650325,0.0778429214607304,1.78677938969485,0.3494890302294,6.26672371900236,3.44867335453441,8.01411419995712,2.81219609804903,0,10.1300650325163,23.5251261994634,12.7813906953477,83.0418,NA,0.795
"191","M110","174162","Protium_stevensonii","Protium","stevensonii","Burseraceae",-2.19308,-2.1651225,"Paracou","TF","Generalist",7.2669874140671,"04/11/2020","14","4","2572",0.2453701115,1.0225801345,3.3801782885,4.6481285345,1.19,45.12,0.218,0.418177977677828,0.207178948987045,0.199456038647343,3.53398150924538,1.07206796601699,4.80848175912044,1.4976154779753,4.11378346541015,5.62840065086505,5.22999214678375,3.59319340329835,0,7.97101449275362,59.8609331697788,6.36431784107946,106.3503,407.051282051282,0.801
"192","M111","144753","Eschweilera_coriacea","Eschweilera","coriacea","Lecythidaceae",-1.52956,-1.52792,"Paracou","TF","Generalist",1.93530486747321,"04/11/2020","14","4","511",0.220102185,0.995681331,5.3955428995,6.611326415,1.39,52.16,0.284,0.525535994677312,0.0439196990634117,0.036757252162342,2.83358133732535,0.00688023952095808,1.17303992015968,2.29801824921585,3.56121792130026,2.74270860065583,8.26357998289136,0.986272455089821,0,23.3408183632735,42.1839956450735,13.5878243512974,125.8875,314.102564102564,0.784
"193","M112","144939","Vouacapoua_americana","Vouacapoua","americana","Fabaceae",-1.96428,-1.9453975,"Paracou","TF","TF",1.52515183799052,"04/11/2020","14","4","697",0.3635367765,1.4086207305,3.8572248055,5.6293823125,2.09,54.14,0.132,0.769587066666667,0.124132538461538,0.0979557666666667,0.9927485,0.072204,1.230886,0.572364285714286,4.01009035714286,2.42263401785714,10.9451071428571,1.900545,0,7.795,21.0933636363636,16.59,96.0206,NA,0.823
"194","M113","144945","Gustavia_hexapetala","Gustavia","hexapetala","Lecythidaceae",-1.7854,-1.7736125,"Paracou","TF","TF",5.42438269997081,"04/11/2020","14","4","703",0.3094478035,1.1482268415,4.1750679035,5.6327425485,2.24,50.31,0.447,0.770930670660676,0.0825087752985906,0.0137102013646197,4.31577483774338,0.0677523714428358,8.68435946080879,0.156080165466087,10.6875590186149,2.61376836530918,7.28667712716639,0.923954068896655,0,51.7973040439341,293.700313166614,14.1487768347479,243.707,304.48717948718,0.788
"195","M114","144726","Licania_membranacea","Licania","membranacea","Chrysobalanaceae",-2.17228,-2.1451475,"Paracou","TF","TF",5.2838498559599,"04/11/2020","14","4","484",0.294218932,1.7094025015,4.2853364295,6.2889578625,1.26,50.39,0.136,0.391516308512411,0.0653498635297736,0.431140196568382,2.26711494252874,0.0409735132433783,8.49813693153423,1.02835011065896,5.5358224459199,3.30076863354037,7.07906760905262,1.91698650674663,0,12.543728135932,98.3416927899687,5.3448275862069,112.259,NA,0.837
"196","M115","205904","Tachigali_melinonii","Tachigali","melinonii","Fabaceae",-1.78332,-1.771615,"Paracou","TF","Generalist",3.07103288206958,"04/11/2020","14","4","3013",0.4096374115,1.7521158505,4.4145624445,6.576315707,3.18,52.55,0.12,0.723777622610141,0.0642469211586419,0.265242660016625,0.9394,0.0289366583541147,2.38342743142145,0.414478090488066,6.79659885999288,1.98156261132882,16.5113288208051,1.17728678304239,0,25.4214463840399,13.786397642258,11.6109725685786,121.6216,387.820512820513,0.693
"197","M107","142693","Poraqueiba_guianensis","Poraqueiba","guianensis","Metteniusaceae",-1.85404,-1.83953,"Paracou","TF","TF",2.9904218852317,"05/11/2020","14","2","487",0.1966357355,1.115899073,3.103292752,4.4158275605,0.86,52.82,0.125,0.468389651143382,0.0445243249489619,0.00819305625104323,3.3803189784677,0.0512809213820731,6.98286029043565,0.339473495958223,4.04465734315759,1.37715224622648,3.60801917161457,0.941962944416625,0,10.5708562844266,82.2642600264033,7.09313970956435,129.5871,358.974358974359,0.825
"198","M117","142689","Eschweilera_coriacea","Eschweilera","coriacea","Lecythidaceae",-1.43596,-1.4380325,"Paracou","TF","Generalist",3.03688706780644,"05/11/2020","14","2","483",0.221642189,1.063791012,4.9811311485,6.2665643495,1.15,52.51,0.349,0.391295770895771,0.144063474986552,0.0419088578088578,2.57067782217782,0.133370629370629,2.4888971028971,1.7603539317825,3.35448587127159,1.86225676109605,2.99411302982732,1.02474525474525,2.82378121878122,14.0659340659341,53.886976659704,11.6483516483517,132.753,237.179487179487,0.755
