"","Code","idTree","Name","Genus","Species","Family","ptlp_Bartlett2012","ptlp_Marechaux2016","Name_Site","Habitat","Type","gmin","DateField","Plot","SubPlot","FieldNbr","midribVLA","SecondaryVLA","TertiaryVLA","MajVLA","%N","%C","%S","P (g/kg)","Fe (g/kg)","Mn (g/kg)","Mg (g/kg)","Al (g/kg)","Ca (g/kg)","Na (g/kg)","K (g/kg)","Cr (mg/kg)","Cu (mg/kg)","Ni (mg/kg)","Pb (mg/kg)","Rb (mg/kg)","Sr (mg/kg)","Zn (mg/kg)","LSWC","SD","fvfm"
"11","M13","146431","Dicorynia_guianensis","Dicorynia","guianensis","Fabaceae",-1.31532,-1.3221775,"Paracou","TF","TF",4.62410905307648,"26/10/2020","15","2","174",0.2399887745,1.500403236,2.53387524,4.2742672505,1.88,53.17,0.117,0.710109132933533,0.0797650757954356,0.0618690654672664,0.777886723305014,0.0336163736313661,1.43172368361274,0.137422288855572,6.80056710106485,4.80754471097784,10.128035982009,2.50735214211076,0,17.9860069965018,18.2677752033074,13.4427786106947,157.8594,NA,0.814
"12","M14","146475","Dicorynia_guianensis","Dicorynia","guianensis","Fabaceae",-1.33612,-1.3421525,"Paracou","TF","TF",3.00655978432399,"26/10/2020","15","2","218",0.311391576,1.660683584,2.418404907,4.390480067,2.12,52.4,0.108,0.7534641875,0.115279958333333,0.04627,0.857775666666667,0.0341281818181818,1.54343954545455,0.102941,6.68896738461539,9.69981515,10.2706,2.48801081818182,0,21.465,20.1419090909091,10.6545,157.9045,278.846153846154,0.818
"13","M15","147620","Casearia_javitensis","Casearia","javitensis","Salicaceae",-2.04748,-2.0252975,"Paracou","TF","TF",2.22991395999395,"26/10/2020","15","3","135",0.1957718675,0.7998282645,2.2853219175,3.2809220505,1.4,51.51,0.079,0.548141974538193,0.0676784406723248,0.0294707938092861,1.33976601764021,0.030437525529887,4.77976989061862,0.0991422865701448,3.38339229617113,6.49508918289233,10.8418372441338,2.71031534516407,0,9.54068896655017,42.9250215585712,9.93959061407888,103.9659,352.564102564103,0.797
"14","M16","148282","Hymenopus_heteromorphus","Hymenopus","heteromorphus","Chrysobalanaceae",-1.53788,-1.53591,"Paracou","TF","Generalist",2.11926859152893,"26/10/2020","15","3","798",0.261319896,1.2167137845,4.355341033,5.8333747135,0.96,50.68,0.138,0.458247692115768,0.0519760063206919,0.0172055888223553,3.04119328010645,0.0284363091997823,4.91361232081292,0.132725548902196,6.77541655151236,2.79892230538922,8.65079840319361,0.99433215387407,0,20.7734530938124,52.7314461985121,6.72604790419162,142.5612,227.564102564103,0.747
"15","M17","147574","Bocoa_prouacensis","Bocoa","prouacensis","Fabaceae",-1.9518,-1.9334125,"Paracou","BF","Generalist",3.64843995433143,"26/10/2020","15","3","89",0.383592788,1.5065442725,1.437168862,3.3273059225,1.7,55.87,0.12,0.347919389027431,0.105491230257689,0.104812967581047,1.37783108894431,0.0861627748809794,0.864777601450918,0.603482294264339,1.41592756570113,1.22279566084788,2.26992518703242,1.94648959419633,0,3.36209476309227,13.8547721605078,3.10174563591022,65.6269,250,0.789
"16","M18","148283","Chrysophyllum_prieurii","Chrysophyllum","prieurii","Sapotaceae",-2.67772,-2.63054,"Paracou","TF","Generalist",0.897533342255546,"26/10/2020","15","3","799",0.327076567,1.2998702545,7.532606517,9.159553339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.9318,224.358974358974,0.785
"17","M19","147656","Hymenopus_heteromorphus","Hymenopus","heteromorphus","Chrysobalanaceae",-1.53372,-1.531915,"Paracou","TF","Generalist",4.72902716143243,"26/10/2020","15","3","171",0.379723696,2.1859626785,7.0103845545,9.576070931,1.26,49.99,0.204,0.4303141875,0.183954958333333,0.069,2.40227566666667,0.170353181818182,3.16843954545455,1.054991,2.83996738461538,7.14819848333333,7.3331,5.23269581818182,0,4.9695,33.9294090909091,8.0245,123.8676,205.128205128205,0.744
"18","M20","148077","Bocoa_prouacensis","Bocoa","prouacensis","Fabaceae",-1.67724,-1.6697425,"Paracou","TF","Generalist",1.46187417656575,"26/10/2020","15","3","593",0.2454432025,0.931822164,2.011199059,3.1884644245,1.9,54.24,0.109,0.523940247252747,0.149930028305028,0.0446303696303696,1.13514052614053,0.168110071746435,1.06837117428027,1.28270829170829,4.70426312149389,2.53687577422577,4.18391608391608,2.37949132685496,0,23.7737262737263,13.0163926982109,6.19330669330669,115.9612,233.974358974359,0.788
"19","M156","144042","Poraqueiba_guianensis","Poraqueiba","guianensis","Metteniusaceae",-2.09948,-2.075235,"Paracou","TF","TF",1.72846590511377,"09/11/2020","14","3","814",0.2091832325,1.0107810135,3.30745374,4.527417986,1.12,50.19,0.137,0.386825241425242,0.113593944517021,0.0187120546120546,5.00274575424576,0.223955044955045,5.80657942057942,0.367796489225061,3.59025010703582,2.35295606179535,3.92368345939775,1.26763236763237,0,12.0729270729271,61.7790845518118,6.01148851148851,119.0406,298.076923076923,0.822
"20","M157","143500","Protium_opacum subsp. rabelianum","Protium","opacum subsp. rabelianum","Burseraceae",-2.31372,-2.2809775,"Paracou","BF","BF",3.07,"09/11/2020","14","3","271",0.3445546495,1.751753425,4.200868001,6.2971760755,1.14,51.46,0.18,0.5205665001665,0.0643182202412972,0.0196760905760906,1.48026823176823,0.0693846153846154,5.94144455544456,0.999864421292993,5.43815220493792,1.31143008776937,2.94965748537177,0.817672327672328,0,7.80719280719281,54.985877758605,4.9000999000999,132.8876,349.358974358974,NA
"21","M158","144184","Iryanthera_hostmannii","Iryanthera","hostmannii","Myristicaceae",-1.671,-1.66375,"Paracou","BF","BF",1.42105119131966,"09/11/2020","14","3","2659",0.1950646495,1.083970101,3.3739210595,4.6529558095,1.48,50.95,0.107,0.845241824841825,0.05210543302851,0.0836720945720946,2.74250599400599,0.0791248751248751,5.75662937062937,0.058106179534751,11.3672231340089,1.42102549236478,8.14196517767946,2.57309190809191,0,55.2447552447552,55.5353283080556,20.6693306693307,131.4822,118.589743589744,0.801
"22","M159","143542","Eschweilera_coriacea","Eschweilera","coriacea","Lecythidaceae",-1.69388,-1.6857225,"Paracou","TF","Generalist",1.13993917390648,"09/11/2020","14","3","314",0.239431497,1.1934061685,5.355810193,6.788647858,1.35,54.47,0.383,0.407040586960147,0.156885981452265,0.0609362347840587,2.81215457728864,0.181194597298649,2.41234217108554,1.54313585364111,3.18768419924248,1.85700752161795,4.09965697134281,1.28818409204602,0,19.1445722861431,62.4220746737005,10.4902451225613,125.8674,492.424242424242,0.812
"23","M160","143554","Poraqueiba_guianensis","Poraqueiba","guianensis","Metteniusaceae",-2.03916,-2.0173075,"Paracou","TF","TF",4.19157732313851,"09/11/2020","14","3","326",0.260763445,1.256630627,3.404743833,4.922137905,1.13,47.68,0.14,0.640087066666667,0.0406225384615385,0.00748076666666667,6.4727485,0.033849,3.058636,0.376264285714286,5.61859035714286,1.72012151785714,4.29760714285714,0.456195,0,24.9075,40.8983636363636,7.6675,172.1575,304.48717948718,0.813
"24","M161","143929","Chrysophyllum_prieurii","Chrysophyllum","prieurii","Sapotaceae",-2.23676,-2.20707,"Paracou","BF","Generalist",1.22351079241515,"09/11/2020","14","3","701",0.1303132395,0.6430487925,2.946946365,3.720308397,1.89,52.38,0.124,0.530617684351018,0.0901977361977362,0.0167575241908575,2.1493978978979,0.0671211211211211,14.1114974974975,0.328292578292578,5.38897933647934,4.07873191644025,8.27338052338052,3.22084084084084,0,10.9259259259259,152.893757393757,5.60560560560561,142.8831,173.076923076923,0.802
"25","M162","143947","Jacaranda_copaia subsp. copaia","Jacaranda","copaia subsp. copaia","Bignoniaceae",-1.5566,-1.5538875,"Paracou","TF","Generalist",6.19428253934471,"09/11/2020","14","3","719",0.3300261955,1.7274393455,2.8169099495,4.8743754905,2.08,53.36,0.354,0.544997072521623,0.108266006448641,0.0276454757152362,4.72579690618762,0.138477045908184,5.87563473053892,0.476561163387511,2.41176682349587,1.28013624536641,14.0644781864842,1.86328343313373,0,3.89670658682635,93.653556523317,10.9580838323353,122.3089,272.435897435897,0.794
"26","M163","143969","Tachigali_melinonii","Tachigali","melinonii","Fabaceae",-1.94556,-1.92742,"Paracou","TF","Generalist",2.80409162664477,"09/11/2020","14","3","741",0.690041861,2.2322741855,5.488820456,8.411136503,2.6,46.05,0.117,0.667917273482959,0.0539975446000384,0.146689044056525,1.41570922693267,0.00829825436408978,2.61459950124688,0.282458140363377,6.38263377271108,2.30314615247595,12.8729248307802,0.765715710723192,0,25.3142144638404,21.0557243255498,10.3441396508728,127.1545,339.74358974359,0.802
"27","M164","143250","Bocoa_prouacensis","Bocoa","prouacensis","Fabaceae",-1.89148,-1.875485,"Paracou","BF","Generalist",2.22473673006934,"09/11/2020","14","3","20",0.2872121015,1.195661976,2.4810541845,3.9639282625,2.25,60.21,0.122,0.490791670831251,0.0584533118056357,0.0471172080626354,3.01474112943528,0.056175912043978,1.36020589705147,0.582073249089741,5.83067501963304,2.05302500535447,3.30095666452488,1.95099450274863,0,24.5502248875562,17.0823224751261,4.65867066466767,100.3451,253.205128205128,0.805
"28","M165","143346","Laetia_procera","Laetia","procera","Salicaceae",-2.07868,-2.05526,"Paracou","BF","BF",0.861663981071753,"09/11/2020","14","3","116",0.1498475165,1.0095423075,3.4261684505,4.5855582735,1.42,45.43,0.093,0.864383642129862,0.0449750009629829,0.0420638624603572,2.958185778668,0.00411016524787181,2.84615523284927,0.803068889047857,12.3621335574791,2.36796847056299,7.98708777451892,2.58218327491237,0,51.5272909364046,43.3659125051213,13.0395593390085,157.5031,782.828282828283,0.822
"29","M166","143641","Poraqueiba_guianensis","Poraqueiba","guianensis","Metteniusaceae",-1.83116,-1.8175575,"Paracou","TF","TF",1.44544975458304,"09/11/2020","14","3","413",0.179695164,0.986224133,3.2553125415,4.421231839,0.93,53.18,0.152,0.378265331998665,0.0562137522137522,0.0088295962629296,4.40114964964965,0.077031031031031,4.09423023023023,0.170885170885171,2.60894930644931,2.28537188974689,3.58118833118833,0.68511011011011,0,9.98998998998999,50.7416052416053,6.13363363363363,133.7578,352.564102564103,0.778
"30","M167","143877","Eschweilera_coriacea","Eschweilera","coriacea","Lecythidaceae",-1.63772,-1.63179,"Paracou","BF","Generalist",0.752451762210041,"09/11/2020","14","3","649",0.18174156,0.981171823,4.697256609,5.8601699915,1.69,54.88,0.187,0.603380306054557,0.129623291877783,0.482141483699268,1.80763323353293,0.0655229540918164,6.21495608782435,0.1633875106929,5.56246542629028,1.8904880417736,18.4556957513544,1.10163672654691,0,32.3627744510978,244.701460714934,14.7055888223553,113.8375,435.897435897436,0.8
"31","M168","144204","Jacaranda_copaia subsp. copaia","Jacaranda","copaia subsp. copaia","Bignoniaceae",-1.52124,-1.51993,"Paracou","BF","Generalist",2.98896104862227,"09/11/2020","14","3","2679",0.3911536865,1.007191569,2.229195103,3.6275403585,2.14,48.68,0.293,0.49081410192147,0.112990013495277,0.0271285881370092,3.19724160401003,0.159527819548872,4.3527679197995,0.678560687432868,2.28079233798783,1.43438247404225,15.8321876118869,2.9740701754386,0,4.16992481203008,56.7326953748006,6.65413533834587,128.0143,189.102564102564,0.795
"32","M169","144207","Tachigali_melinonii","Tachigali","melinonii","Fabaceae",-1.77708,-1.7656225,"Paracou","TF","Generalist",1.52544551694905,"09/11/2020","14","3","2682",0.378414045,1.479070485,3.08998002,4.9474645505,3.22,51.62,0.179,0.753087066666667,0.0769075384615385,0.387355766666667,1.7227485,0.008604,4.997386,0.252314285714286,6.98359035714286,5.48774818452381,11.7626071428571,0.580275,0,35.7925,23.6183636363636,9.985,127.4098,NA,0.83
"33","M170","144835","Iryanthera_sagotiana","Iryanthera","sagotiana","Myristicaceae",-1.5982,-1.5938375,"Paracou","TF","TF",1.00698750909141,"09/11/2020","14","4","593",0.377409131,2.0682526575,6.721798679,9.1674604675,1.11,48.76,0.112,0.584756579826319,0.073078695853245,0.0526109886439546,4.60896643286573,0.0690420841683367,1.91271142284569,1.53643716003435,6.11582200114515,0.950868254365874,6.56573862009734,1.92845691382766,0,17.0991983967936,22.821506649663,14.3787575150301,164.2501,73.7179487179487,0.817
"34","M175","144269","Dicorynia_guianensis","Dicorynia","guianensis","Fabaceae",-1.45468,-1.45601,"Paracou","TF","TF",2.68313164210749,"09/11/2020","14","4","26",0.1813278815,1.099401115,3.948591995,5.2293209915,2.36,52.05,0.115,1.01559486409872,0.0590870820025397,0.0481298315824579,0.913705352676338,0.00531665832916458,1.0263991995998,0.0176681197741728,7.14216143786179,2.6752041199171,10.2552347602373,3.78828914457229,0,34.5172586293147,9.93082905088908,10.7053526763382,156.9881,NA,0.834
"35","M140","126739","Poraqueiba_guianensis","Poraqueiba","guianensis","Metteniusaceae",-1.95596,-1.9374075,"Paracou","TF","TF",3.85035238455184,"12/11/2020","11","1","216",0.233860421,1.1103458825,3.095570837,4.4397771405,1.06,51.46,0.157,0.453060536398468,0.0806172298466152,0.0155130101615859,5.9097936031984,0.101403298350825,7.60858170914543,0.542592989219676,4.43087491968302,1.42482160705362,4.63029199685871,0.338305847076462,0,13.1134432783608,77.3521875425924,10.3298350824588,121.2291,314.102564102564,0.831
"36","M177","128304","Jacaranda_copaia subsp. copaia","Jacaranda","copaia subsp. copaia","Bignoniaceae",-1.83948,-1.8255475,"Paracou","TF","Generalist",5.54473376172185,"12/11/2020","11","2","558",0.483420463,1.7995446875,5.5593866785,7.842351829,2.38,53.14,0.167,0.772700716308512,0.101156959981548,0.0197209062135599,2.88430634682659,0.0457511244377811,2.52887156421789,1.29271792675091,3.01233419004783,8.9079442124176,11.8266937959592,5.76738630684658,0,10.9945027486257,34.6985143791741,9.10544727636182,205.7091,275.641025641026,0.822
"37","M178","131244","Pterocarpus_officinalis","Pterocarpus","officinalis","Fabaceae",-1.40476,-1.40807,"Paracou","BF","BF",3.99580882142404,"12/11/2020","11","4","2848",0.2272356725,0.9653079275,3.083099218,4.275642818,2.79,52.03,0.164,1.48331203471875,0.0757461576980856,0.0364254047738274,2.22007861792689,0.00669404106159239,2.04445267901853,0.0315065455325846,14.0396498318907,6.06437808498462,12.431254023893,8.0508462694041,0,92.3885828743115,13.0203942277052,22.1982974461693,209.2991,NA,0.817
"38","M179","226979","Hymenopus_heteromorphus","Hymenopus","heteromorphus","Chrysobalanaceae",-1.35484,-1.36013,"Paracou","BF","Generalist",2.19942342332892,"12/11/2020","11","2","2979",0.402441448,1.496030307,6.2866380135,8.1851097685,1.11,44.77,0.13,0.423227225827925,0.119752909097892,0.0308245298718589,1.85396754867698,0.081282076884673,2.59624163754368,0.670358747592896,1.80288602810071,4.70290715712146,9.65312745167962,3.01279580629056,0,4.83125312031952,29.0248263967685,6.92960559161258,122.643,265.151515151515,0.829
"39","M181","130974","Hymenopus_heteromorphus","Hymenopus","heteromorphus","Chrysobalanaceae",-1.52748,-1.5259225,"Paracou","BF","Generalist",3.02608580846314,"12/11/2020","11","4","994",0.300311771,1.3571390115,4.918284838,6.575735621,1.13,49.94,0.228,0.433337072275079,0.067533839220369,0.0192346185945585,2.02929243865799,0.00610816224336505,2.14209914872309,0.787545604120467,6.12277451892124,5.35005660276129,8.26500464983189,1.12421131697546,0,16.9654481722584,21.8185915236491,9.02603905858788,143.8854,221.153846153846,0.842
"40","M182","131011","Pterocarpus_officinalis","Pterocarpus","officinalis","Fabaceae",-1.62108,-1.61581,"Paracou","BF","BF",1.70457737886202,"12/11/2020","11","4","1032",0.296633639,1.3638603075,4.8601277425,6.520621689,3.09,52.03,0.157,1.4728777500416,0.0826086255232536,0.188073656182393,2.78906490264603,0.0124603095356965,2.59249725411882,0.0337486627202054,18.630644390557,4.35863856001712,19.7429926538763,11.5690164752871,0,184.223664503245,23.4307175600236,37.8282576135796,280.2897,375,0.809
"41","M183","127971","Conceveiba_guianensis","Conceveiba","guianensis","Euphorbiaceae",-1.64604,-1.63978,"Paracou","TF","Generalist",1.61623852152435,"12/11/2020","11","2","196",0.2019767815,0.6535118805,1.6027086515,2.458197314,1.56,47.21,0.121,0.669087066666667,0.0575325384615385,0.0364907666666667,1.8977485,0.008729,6.202386,0.0486142857142857,6.10359035714286,2.26885901785714,5.87760714285714,5.03967,0,13.62,66.7908636363636,10.305,116.6853,NA,0.803
