Code,idTree,Genus,Species,Name,Forest,Habitat,Type,HabitatType,Gmin,FvFm,TLP,LA,SLA,LSWC,FW,SW,DW,Midrib VLA,2VLA,3VLA,MajVLA,MidribWidth,SecundaryWidth,TreeHeight,TreeDawkins,BranchHeight,BranchDawkins,CrownPosition,LT,CC,LDMC,Xutm,Yutm,Latitude,Longitude,DBH,TWI
521,,Iryanthera,sagotiana,Iryanthera_sagotiana,Kaw,TF,TF,TFTF,2.78187984,0.86,-1.5458975,53.92112326,83.10900626,1.296393342,1.4729,1.4899,0.6488,0.287104726,1.532916396,,,0.022545675,0.01396762,24,5,15,4,Inf,,,,"368,699.27","504,895.29",,,,
522,,Iryanthera,sagotiana,Iryanthera_sagotiana,Kaw,TF,TF,TFTF,0.80325617,0.826,-1.6617525,50.059978,84.83304186,1.543467209,1.4813,1.5009,0.5901,0.290445961,1.799398753,6.661162581,8.751007296,0.018495963,0.0097536,23,3,15,2,Inf,,,,"369,253.50","504,974.30",,,,
523,,Vouacapoua,americana,Vouacapoua_americana,Kaw,TF,TF,TFTF,2.73366411,0.879,-1.99134,43.81966664,234.9579981,1.143699732,0.3905,0.3998,0.1865,0.314673993,1.56750166,4.010729632,5.892905285,0.039557325,0.01076484,25,2,12,2,Inf,,,,"368,645.25","504,839.65",,,,
524,,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,Kaw,TF,Generalist,TFGeneralist,6.99819689,0.82,-1.715685,12.67784259,40.34959449,2.498726926,0.9519,1.0993,0.3142,0.450574706,1.821540904,3.952306436,6.224422047,0.049545081,0.01057989,35,5,33,5,Sup,,,,"368,644.62","504,862.99",,,,
525,,Licania,membranacea,Licania_membranacea,Kaw,TF,TF,TFTF,5.10239811,0.799,-2.1032,30.45061702,50.25683614,1.225449744,1.2364,1.3484,0.6059,0.337475781,1.415905052,6.313610457,8.06699129,0.039259669,0.01104503,32,4,28,3,Mid,,,,"368,834.68","504,259.23",,,,
526,,Gustavia,hexapetala,Gustavia_hexapetala,Kaw,TF,TF,TFTF,2.98605579,0.825,-1.91144,81.48641717,131.5782612,1.677054739,1.5965,1.6579,0.6193,0.229657572,1.006400151,2.668150274,3.904207997,0.034151094,0.01229439,14,3,13,2,Sup,,,,"368,906.23","504,114.17",,,,
527,,Poraqueiba,guianensis,Poraqueiba_guianensis,Kaw,TF,TF,TFTF,2.13052205,0.767,-1.8575075,69.25250514,42.27095473,1.481596777,3.8742,4.0656,1.6383,0.215856546,0.915806769,3.852631426,4.98429474,0.05441315,0.02081371,13,4,12,3,Sup,,,,"368,924.51","504,094.02",,,,
528,,Tachigali,melinonii,Tachigali_melinonii,Kaw,TF,Generalist,TFGeneralist,1.99919035,0.863,-1.67973,13.50450802,137.3805495,1.248219736,0.21,0.221,0.0983,0.54243752,2.159103217,5.747218708,8.448759444,0.038123019,0.00999728,37,5,35,5,Sup,,,,"368,927.41","504,109.16",,,,
529,,Bocoa,prouacensis,Bocoa_prouacensis,Kaw,TF,Generalist,TFGeneralist,5.30636335,0.876,-1.8974575,25.2179347,126.4690807,1.263791374,0.3572,0.4514,0.1994,0.325692465,1.903378857,4.058456452,6.287527774,0.038654038,0.01156573,35,5,31,4,Mid,,,,"368,925.62","504,032.98",,,,
530,,Licania,membranacea,Licania_membranacea,Kaw,TF,TF,TFTF,5.21134331,0.78,-2.23903,75.04995197,105.097258,1.348130514,1.4555,1.6768,0.7141,0.205850076,0.972914095,2.808201828,3.986965999,0.031515844,0.01185069,18,2,15,2,Inf,,,,"368,925.22","504,129.62",,,,
531,,Licania,membranacea,Licania_membranacea,Kaw,TF,TF,TFTF,6.50256976,0.865,-1.9973325,66.43261285,120.9404931,1.761514655,1.2285,1.5169,0.5493,0.209761956,1.098670245,4.863039369,6.17147157,0.018093531,0.01017588,16,3,14,2,Mid,,,,"368,911.52","504,022.17",,,,
532,,,,_,Kaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,,,,_,Kaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,,Symphonia,globulifera,Symphonia_globulifera,Kaw,BF,BF,BFBF,6.24689503,0.764,-1.883475,41.67699452,83.87400789,2.260012075,1.4861,1.6199,0.4969,0.30694207,3.804153159,6.39397901,10.50507424,0.031230094,0.00650081,24,4,21,4,Sup,,,,"357,834.42","521,519.91",,,,
535,,Symphonia,globulifera,Symphonia_globulifera,Kaw,BF,BF,BFBF,3.65184683,0.746,-1.93541,24.5925995,72.41637073,1.738515901,0.9196,0.93,0.3396,0.416990963,5.341945841,4.47284592,10.23178272,0.038365113,0.01175306,26,5,24,5,Sup,,,,"357,843.33","521,539.57",,,,
536,,Virola,surinamensis,Virola_surinamensis,Kaw,BF,BF,BFBF,8.85380238,0.791,-1.627795,26.35492965,118.449122,1.908314607,0.6565,0.6471,0.2225,0.402542804,2.757937281,12.43434481,15.59482489,0.044702413,0.01120378,13,5,13,5,Sup,,,,"357,828.88","521,523.90",,,,
537,,Virola,surinamensis,Virola_surinamensis,Kaw,BF,BF,BFBF,3.49227342,0.616,-1.6697425,57.88803191,57.00446274,1.600689316,2.5265,2.641,1.0155,0.328969644,1.836403006,8.492706545,10.6580792,0.054239319,0.01377712,13,5,12,5,Sup,,,,"357,829.76","521,521.13",,,,
538,,Carapa,guianensis,Carapa_guianensis,Kaw,BF,BF,BFBF,1.84706269,0.807,-1.87948,66.26376742,70.29146857,1.231993211,2.0172,2.1041,0.9427,0.216038267,1.336842134,3.550368164,5.103248565,0.072380475,0.01286828,26,5,20,4,Inf,,,,"355,555.00","521,671.52",,,,
539,,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,Kaw,BF,BF,BFBF,7.84996927,0.796,-1.787595,81.45897771,77.54305351,1.262732032,2.2451,2.377,1.0505,0.221530092,1.237390069,2.627462521,4.086382682,0.050848419,0.02162572,18,2,16,3,Mid,,,,"355,555.45","521,671.96",,,,
540,,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,Kaw,BF,BF,BFBF,6.86137687,0.823,-1.93541,60.01532982,86.48988301,1.448335495,1.7086,1.6989,0.6939,0.265004449,1.458582985,5.4187501,7.142337534,0.043672919,0.01085453,22,3,18,3,Mid,,,,"355,559.54","521,665.77",,,,
541,,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,Kaw,BF,BF,BFBF,16.7642627,0.802,-2.0133125,79.05127083,105.261346,1.545805593,1.8486,1.9119,0.751,0.211672361,1.17901384,2.058362693,3.449048894,0.084306569,0.02262426,15,3,15,3,Sup,,,,"355,575.06","521,662.42",,,,
542,,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,Kaw,BF,BF,BFBF,3.47500116,0.824,-2.0812275,77.87266557,91.88515112,1.450855457,1.7039,2.0771,0.8475,0.21195237,1.274411382,2.338824836,3.825188589,0.086985475,0.0169545,14,3,14,3,Sup,,,,"355,576.00","521,687.29",,,,
543,,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,Kaw,BF,BF,BFBF,3.15103528,0.807,-1.96737,70.8008337,144.8462228,1.393003273,1.0798,1.1697,0.4888,0.239935185,1.18026454,2.097602991,3.517802716,0.04688205,0.01902222,14,3,12,3,Mid,,,,"355,570.65","521,677.68",,,,
544,,Symphonia,globulifera,Symphonia_globulifera,Kaw,BF,BF,BFBF,3.16971412,0.807,-1.80757,32.82203617,77.92506213,1.643162393,1.0672,1.1133,0.4212,0.331191993,2.903043185,2.74021371,5.974448888,0.042115581,0.01226423,26,5,16,4,Mid,,,,"355,581.87","521,685.96",,,,
545,,Virola,surinamensis,Virola_surinamensis,Kaw,BF,BF,BFBF,3.85391107,0.822,-1.64777,77.95105756,83.4861921,2.066402485,2.7892,2.8631,0.9337,0.234561903,1.851910725,5.006416908,7.092889536,0.085763894,0.01969691,25,5,24,5,Sup,,,,"355,567.96","521,659.44",,,,
546,,Laetia,procera,Laetia_procera,Kaw,BF,BF,BFBF,2.33451978,0.792,-1.8654975,56.5982424,55.40156852,1.523394675,2.5471,2.5779,1.0216,0.196237302,1.445110542,5.904560123,7.545907967,0.101748431,0.03958828,28,5,26,5,Sup,,,,"355,568.87","521,674.70",,,,
547,,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,Kaw,BF,BF,BFBF,10.9004659,0.831,-1.84752,73.14983984,97.3384429,1.686892881,2.028,2.0192,0.7515,0.248640473,1.295024543,3.242931422,4.786596438,0.066682938,0.0367157,16,4,10,3,Inf,,,,"355,584.34","521,700.55",,,,
548,,Laetia,procera,Laetia_procera,Kaw,BF,BF,BFBF,2.97269956,0.826,-1.7656225,87.76647139,97.18355818,1.651090688,2.2914,2.3942,0.9031,0.157452314,1.171549717,4.79584235,6.124844381,0.139406313,0.02985214,19,4,17,4,Sup,,,,"355,583.44","521,691.59",,,,
549,,Laetia,procera,Laetia_procera,Kaw,BF,BF,BFBF,2.74316372,0.811,-1.95139,81.85369592,80.60432882,1.737075332,2.6954,2.7795,1.0155,0.167933891,1.223349716,4.727445309,6.118728916,0.131767263,0.03487976,15,4,13,4,Mid,,,,"355,587.23","521,704.74",,,,
550,,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,Kaw,BF,BF,BFBF,3.95161587,0.804,-2.23903,22.72562617,38.20717244,1.047410894,1.2271,1.2178,0.5948,0.466396982,1.955231854,5.924504447,8.346133282,0.073128188,0.03189129,26,5,20,4,Mid,,,,"355,580.47","521,645.05",,,,
551,,Virola,surinamensis,Virola_surinamensis,Kaw,BF,BF,BFBF,1.89916028,0.791,-1.7017025,23.81115323,91.26543975,2.050594097,0.7562,0.7959,0.2609,0.437092415,2.780256605,5.984386187,9.201735207,0.077383481,0.01723073,37,5,34,5,Mid,,,,"355,553.49","521,632.71",,,,
552,,Laetia,procera,Laetia_procera,Kaw,BF,BF,BFBF,1.32723161,0.859,-1.7096925,111.6465711,128.669553,1.786562176,0.7806,2.4179,0.8677,0.155919488,0.902539286,3.92867086,4.987129635,0.100091875,0.04089479,17,3,13,3,Inf,,,,"355,573.68","521,636.10",,,,
553,,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,Kaw,BF,BF,BFBF,5.5327115,0.829,-1.8615025,89.72266456,116.175922,1.402045837,1.4953,1.8551,0.7723,0.199863142,1.123406956,2.486732484,3.810002582,0.085791675,0.03871039,14,3,10,3,Mid,,,,"355,598.52","521,628.76",,,,
554,,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,Kaw,BF,BF,BFBF,26.1699144,0.786,-2.27099,44.08614797,58.23028394,1.300224541,2.3085,1.7415,0.7571,0.325953801,1.64788751,3.11788411,5.09172542,0.086702106,0.03449955,20,4,17,3,Mid,,,,"355,595.17","521,619.15",,,,
555,,Laetia,procera,Laetia_procera,Kaw,BF,BF,BFBF,2.63934979,0.807,-1.83953,61.35886418,73.78410796,1.547017797,2.4085,2.1181,0.8316,0.18635732,1.430514755,5.750570928,7.367443003,0.109643863,0.03313827,27,5,27,5,Sup,,,,"355,594.19","521,628.66",,,,
556,,Symphonia,globulifera,Symphonia_globulifera,Kaw,BF,BF,BFBF,1.63712434,0.706,-1.7935875,19.34585219,37.84399881,2.066510172,1.1978,1.5676,0.5112,0.386016393,3.907736771,,,0.041913175,0.0180213,38,5,38,5,Sup,,,,"355,562.32","521,614.68",,,,
557,,Carapa,guianensis,Carapa_guianensis,Kaw,BF,BF,BFBF,3.28102104,0.796,-1.8575075,154.9022242,146.5628008,1.367111363,2.7378,2.5018,1.0569,0.154085762,1.073346566,2.556033983,3.783466311,0.140908088,0.02801858,12,4,8,3,Inf,,,,"355,577.48","521,589.99",,,,
558,,Virola,surinamensis,Virola_surinamensis,Kaw,BF,BF,BFBF,5.86109735,0.81,-1.61581,25.02202405,70.94421335,1.639637085,0.9645,0.931,0.3527,0.478351399,2.963799776,11.66532767,15.10747885,0.040102631,0.01667193,17,5,16,4,Sup,,,,"357,372.06","521,330.47",,,,
559,,Carapa,guianensis,Carapa_guianensis,Kaw,BF,BF,BFBF,1.90844271,0.803,-1.771615,47.17030132,73.29133207,1.607520199,1.6987,1.6782,0.6436,0.297937423,1.823609767,5.189495044,7.311042234,0.076209525,0.01923098,15,2,15,2,Sup,,,,"357,372.37","521,325.72",,,,
560,,Virola,surinamensis,Virola_surinamensis,Kaw,BF,BF,BFBF,2.68784116,0.812,-1.6697425,48.69742403,56.47387688,2.08268584,2.292,2.6582,0.8623,0.373933101,2.380946119,8.838315005,11.59319422,0.111024988,0.04844891,16,4,16,4,Sup,,,,"357,376.71","521,326.60",,,,
561,,Virola,surinamensis,Virola_surinamensis,Kaw,BF,BF,BFBF,6.17472868,0.75525,-1.6777325,14.27490719,19.01292913,1.408630794,2.176,1.8084,0.7508,0.672176609,3.498830957,11.80290452,15.97391209,0.046860619,0.01281906,19,5,18,5,Sup,,,,"357,364.50","521,325.19",,,,
562,,Carapa,guianensis,Carapa_guianensis,Kaw,BF,BF,BFBF,1.27172122,0.811,-1.8854725,61.35992138,47.36754777,1.745329628,3.0995,3.5563,1.2954,0.232405523,1.554944659,3.082642502,4.869992685,0.084221638,0.01639491,18,4,16,4,Sup,,,,"357,368.73","521,332.81",,,,
563,,Symphonia,globulifera,Symphonia_globulifera,Kaw,BF,BF,BFBF,2.38392639,0.754,-1.8814775,30.10576766,83.67361773,2.113952196,1.3079,1.1204,0.3598,0.353037713,5.522345357,,,0.0531876,0.01379061,24,5,23,4,Mid,,,,"357,348.12","521,343.45",,,,
564,,Carapa,guianensis,Carapa_guianensis,Kaw,BF,BF,BFBF,2.96514859,0.844,-1.9134375,172.9436729,81.06861337,1.372615197,4.9401,5.0615,2.1333,0.161400042,0.9218511,2.587693149,3.670944291,0.1218184,0.03784706,18,3,16,4,Sup,,,,"357,350.78","521,341.68",,,,
565,,Virola,surinamensis,Virola_surinamensis,Kaw,BF,BF,BFBF,11.0760716,0.832,-1.60782,70.66301056,58.16364356,1.86147008,3.0824,3.4764,1.2149,0.328692107,1.839204114,8.507345759,10.67524198,0.162113383,0.05195888,12,2,12,2,Sup,,,,"357,349.11","521,342.57",,,,
566,,Virola,surinamensis,Virola_surinamensis,Kaw,BF,BF,BFBF,3.50666624,0.812,-1.63179,37.72393791,54.04575632,2.070487106,2.1553,2.1432,0.698,0.373875572,2.367822851,9.226419232,11.96811765,0.052656581,0.01527413,16,4,14,2,Mid,,,,"357,341.24","521,346.12",,,,
567,,Virola,surinamensis,Virola_surinamensis,Kaw,BF,BF,BFBF,1.67892924,0.7806666667,-1.6697425,41.9815806,67.25661743,1.618872156,1.8985,1.6347,0.6242,0.350125737,2.228238053,7.284491308,9.862855098,0.032743934,0.01551226,19,5,17,4,Mid,,,,"357,980.20","509,509.30",,,,
568,,,,_,Kaw,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,,,,_,Kaw,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,,Laetia,procera,Laetia_procera,Kaw,BF,BF,BFBF,5.65934906,0.788,-1.99933,96.29278624,94.69248327,1.65621005,2.8918,2.7011,1.0169,0.164513964,1.148641811,3.832297983,5.145453758,0.130246438,0.04178776,14,4,14,4,Sup,,,,"357,324.84","521,352.45",,,,
571,,Carapa,guianensis,Carapa_guianensis,Kaw,BF,BF,BFBF,2.10871223,0.796,-2.0372825,41.22548459,27.00831013,1.399174528,3.2806,3.6621,1.5264,0.296210631,1.951587459,8.719177109,10.9669752,0.063063438,0.01928813,23,5,20,4,Mid,,,,"357,421.49","521,311.14",,,,
572,,Tachigali,melinonii,Tachigali_melinonii,Kaw,TF,Generalist,TFGeneralist,1.5459854,0.794,-1.71968,13.00462999,162.3549312,1.262172285,0.1487,0.1812,0.0801,0.658775255,1.896496145,9.739212884,12.29448428,0.03889375,0.01253808,28,5,20,3,Inf,,,,"358,212.22","509,274.35",,,,
573,,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,Kaw,TF,Generalist,TFGeneralist,4.02904267,0.808,-1.35214,9.678652518,68.88720653,2.165836299,0.5457,0.4448,0.1405,0.561183542,2.220119021,7.632630039,10.4139326,0.0379857,0.00904399,23,4,19,4,Inf,,,,"357,991.63","509,260.59",,,,
574,,Tachigali,melinonii,Tachigali_melinonii,Kaw,TF,Generalist,TFGeneralist,2.1544937,0.844,-1.747645,14.86269079,235.1691581,1.452531646,0.3581,0.155,0.0632,0.491044363,1.703037469,11.24808517,13.442167,0.025892125,0.01488043,19,4,15,3,Mid,,,,"358,211.98","509,263.19",,,,
575,,Tachigali,melinonii,Tachigali_melinonii,Kaw,TF,Generalist,TFGeneralist,2.14236006,0.841,-1.60782,16.19591393,73.21841741,1.181283906,0.5672,0.4825,0.2212,0.442564805,1.855624915,6.09354799,8.39173771,0.035230594,0.01408351,35,5,28,4,Mid,,,,"358,119.60","509,226.53",,,,
576,,Protium,stevensonii,Protium_stevensonii,Kaw,TF,Generalist,TFGeneralist,4.13115821,0.813,-2.0812275,27.42453436,106.5858312,0.9195491644,0.1423,0.4939,0.2573,0.372891139,1.813752953,1.976804259,4.163448351,0.033397031,0.01420733,20,4,17,3,Inf,,,,"358,141.47","509,226.38",,,,
577,,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,Kaw,TF,Generalist,TFGeneralist,1.72364505,0.81,-1.348145,14.86666382,140.2515455,2.099056604,0.6376,0.3285,0.106,0.491170067,1.749288274,8.035088128,10.27554647,0.0318008,0.01138317,32,5,32,5,Sup,,,,"358,257.83","509,276.03",,,,
578,,Iryanthera,sagotiana,Iryanthera_sagotiana,Kaw,TF,TF,TFTF,0.69958125,0.819,-1.3022025,38.20140545,52.84466102,1.492460921,1.3757,1.8018,0.7229,0.29785026,1.849558852,,,0.05749925,0.01469946,25,4,16,4,Inf,,,,"358,273.25","509,280.44",,,,
579,,Licania,membranacea,Licania_membranacea,Kaw,TF,TF,TFTF,2.70490481,0.811,-1.64777,63.25753856,133.9634446,1.452774248,1.4965,1.1582,0.4722,0.226789164,1.074683246,3.120717111,4.422189521,0.030564138,0.01886664,18,4,16,4,Mid,,,,"358,245.23","509,367.94",,,,
580,,Poraqueiba,guianensis,Poraqueiba_guianensis,Kaw,TF,TF,TFTF,1.79120682,0.828,-1.8814775,44.04881689,72.97683381,1.625082836,1.548,1.5845,0.6036,0.297917396,1.301116909,3.432729166,5.03176347,0.0757555,0.03083719,24,5,18,4,Inf,,,,"358,258.38","509,341.16",,,,
581,,Iryanthera,sagotiana,Iryanthera_sagotiana,Kaw,TF,TF,TFTF,23.2343963,0.786,-1.611815,32.76343372,48.82049429,1.522723886,1.9482,1.693,0.6711,0.374733101,1.870776577,9.617063093,11.86257277,0.023948231,0.00754459,29,5,25,4,Inf,,,,"358,247.64","509,412.28",,,,
582,228348,Iryanthera,sagotiana,Iryanthera_sagotiana,Kaw,TF,TF,TFTF,0.74032986,0.818,-1.5099425,43.99407406,102.9582824,1.671191201,0.9138,1.1414,0.4273,0.29621013,1.847093,7.604280851,9.747583981,0.036212463,0.0100838,23,3,21,3,Mid,,,,"358,016.00","509,470.90",,,,
583,228463,Poraqueiba,guianensis,Poraqueiba_guianensis,Kaw,TF,TF,TFTF,2.49049158,0.8,-1.57586,98.81722676,100.3934032,2.113684852,3.2716,3.0648,0.9843,0.191627954,1.047807159,2.544320015,3.783755128,0.110684469,0.03211513,14,2,12,2,Inf,,,,"357,992.10","509,456.70",,,,
584,228208,Gustavia,hexapetala,Gustavia_hexapetala,Kaw,TF,TF,TFTF,1.31107895,0.785,-1.899455,113.4341922,325.5860855,2.657003444,1.2766,1.2741,0.3484,0.197588573,0.897011537,2.01452571,3.109125819,0.050966688,0.01998345,14,3,11,3,Inf,,,,"358,035.30","509,486.00",,,,
585,228431,Eschweilera,coriacea,Eschweilera_coriacea,Kaw,TF,Generalist,TFGeneralist,1.37686006,0.833,-1.9014525,24.3644107,52.58884243,1.305633499,1.1066,1.0682,0.4633,0.385252277,1.606907761,4.867437693,6.859597732,0.11923395,0.01251188,20,2,17,2,Mid,,,,"357,997.20","509,467.80",,,,
586,228391,Eschweilera,coriacea,Eschweilera_coriacea,Kaw,TF,Generalist,TFGeneralist,0.70648125,0.791,-1.6537625,92.23053882,122.1434761,1.649185538,1.8976,2.0004,0.7551,0.219658864,1.253828425,4.587515406,6.061002696,0.100404613,0.01900396,19,2,16,2,Inf,,,,"358,001.30","509,465.80",,,,
587,228447,Bocoa,prouacensis,Bocoa_prouacensis,Kaw,TF,Generalist,TFGeneralist,2.70538315,0.788,-1.547895,85.78129769,162.8965015,1.354158754,0.9692,1.2397,0.5266,0.187920623,1.12225473,4.244878076,5.55505343,0.071719281,0.01676876,12,3,11,2,Mid,,,,"357,967.80","509,483.20",,,,
588,228227,Gustavia,hexapetala,Gustavia_hexapetala,Kaw,TF,TF,TFTF,0.84354623,0.804,-1.5818525,79.15500046,150.1422619,2.074544765,1.5944,1.6209,0.5272,0.213222626,1.04463574,2.58817494,3.846033306,0.062525275,0.03302794,14,3,12,2,Mid,,,,"357,992.40","509,507.90",,,,
589,228279,Gustavia,hexapetala,Gustavia_hexapetala,Kaw,TF,TF,TFTF,3.6365056,0.748,-1.9014525,36.16925352,155.432976,2.409110443,0.754,0.7933,0.2327,0.370048604,1.600238096,3.188456623,5.158743323,0.036129913,0.0142367,15,2,13,2,Mid,,,,"357,980.20","509,509.30",,,,
590,228529,Gustavia,hexapetala,Gustavia_hexapetala,Kaw,TF,TF,TFTF,2.78507956,0.825,-1.667745,80.53283163,213.0498191,2.480952381,1.2542,1.3158,0.378,0.219859239,0.929596705,2.254836539,3.404292484,0.075942825,0.02670334,18,4,13,2,Inf,,,,"357,945.10","509,476.30",,,,
591,228580,Eschweilera,coriacea,Eschweilera_coriacea,Kaw,TF,Generalist,TFGeneralist,1.26253976,0.841,-1.483975,40.62546562,111.211239,1.559266356,1.1906,0.9349,0.3653,0.299439797,2.026804398,5.141303845,7.46754804,0.040756681,0.01092914,14,4,12,3,Inf,,,,"357,929.50","509,475.80",,,,
592,228337,Eschweilera,coriacea,Eschweilera_coriacea,Kaw,TF,Generalist,TFGeneralist,1.18054678,0.828,-1.452015,75.17268988,117.0367272,1.457574342,1.2202,1.5785,0.6423,0.219136703,1.186428077,3.894820191,5.300384971,0.041042431,0.01336993,12,2,7,2,Inf,,,,"357,972.20","509,506.60",,,,
593,228578,Eschweilera,coriacea,Eschweilera_coriacea,Kaw,TF,Generalist,TFGeneralist,0.89774636,0.841,-1.5339125,101.7045622,166.646833,1.637883008,1.5742,1.6099,0.6103,0.199341147,1.160574613,3.651231077,5.011146837,0.078584425,0.01027906,18,4,8,3,Inf,,,,"357,933.70","509,473.30",,,,
594,228374,Virola,michelii,Virola_michelii,Kaw,TF,Generalist,TFGeneralist,13.1194839,0.773,-1.6377825,101.1726933,264.0895153,2.125554685,1.494,1.1974,0.3831,0.206467626,1.351407157,3.675539006,5.233413789,0.119406194,0.0266827,8,2,6,2,Inf,,,,"357,963.60","509,503.30",,,,
595,228344,Eschweilera,coriacea,Eschweilera_coriacea,Kaw,TF,Generalist,TFGeneralist,0.70219461,0.795,-1.5458975,131.9039864,114.1432904,1.414070613,2.5433,2.7897,1.1556,0.174792725,1.082114253,2.419396896,3.676303873,0.073401238,0.02860754,13,4,8,3,Inf,,,,"357,956.40","509,515.00",,,,
596,228576,Eschweilera,coriacea,Eschweilera_coriacea,Kaw,TF,Generalist,TFGeneralist,1.03820086,0.782,-1.57586,103.3360534,84.90350292,1.378111905,2.5714,2.8944,1.2171,0.194919744,1.0878617,3.235770698,4.518552142,0.091653519,0.01411208,23,4,16,3,Inf,,,,"357,941.30","509,470.70",,,,
597,228575,Eschweilera,coriacea,Eschweilera_coriacea,Kaw,TF,Generalist,TFGeneralist,0.86202762,0.825,-1.619805,34.87649779,75.26218772,1.228959862,1.3282,1.0329,0.4634,0.286112226,1.306400568,4.605342127,6.197854922,0.074620438,0.01767999,14,3,11,3,Mid,,,,"357,941.60","509,468.30",,,,
598,228574,Eschweilera,coriacea,Eschweilera_coriacea,Kaw,TF,Generalist,TFGeneralist,1.51583744,0.817,-1.515935,183.5405566,135.2646154,1.605203036,3.1371,3.535,1.3569,0.14383042,0.767115917,2.935525048,3.846471384,0.058439844,0.02308225,14,2,8,2,Inf,,,,"357,944.70","509,465.20",,,,
599,228608,Eschweilera,coriacea,Eschweilera_coriacea,Kaw,TF,Generalist,TFGeneralist,1.73308048,0.785,-2.1491425,28.80642928,64.82094797,1.390864086,1.2721,1.0625,0.4444,0.420155402,1.940466909,6.069342363,8.429964675,0.057995344,0.01477407,24,2,10,3,Inf,,,,"357,938.40","509,465.30",,,,
600,228495,Virola,michelii,Virola_michelii,Kaw,TF,Generalist,TFGeneralist,7.09452555,0.778,-1.6337875,109.7547087,252.7163452,2.093714023,0.9377,1.3436,0.4343,0.171306415,1.153311623,1.678208287,3.002826325,0.092954475,0.0186563,13,3,8,3,Mid,,,,"357,937.20","509,487.10",,,,
601,,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Kaw,BF,Generalist,BFGeneralist,6.91699555,0.847,-1.276235,104.9201871,134.7030262,1.346642701,2.1785,1.8278,0.7789,0.159496801,1.065341017,2.743969362,3.96880718,0.129669381,0.03766423,13,4,10,3,Inf,,,,"355,580.47","521,587.88",,,,
602,,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Kaw,BF,Generalist,BFGeneralist,3.16496678,0.807,-1.39209,101.801878,81.03954625,1.570768986,2.9002,3.2294,1.2562,0.161740317,1.11031683,2.961220282,4.233277429,0.111597281,0.01915001,18,4,15,3,Mid,,,,"355,554.52","521,593.91",,,,
603,,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,Kaw,BF,BF,BFBF,2.94703478,0.833,-1.81556,107.2774493,216.7221198,1.648686869,1.5223,1.3111,0.495,0.211220581,1.17233695,2.759020617,4.142578148,0.121515188,0.03722449,19,4,16,2,Inf,,,,"355,569.09","521,615.32",,,,
604,,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Kaw,BF,Generalist,BFGeneralist,3.92348161,0.815,-1.396085,63.26411364,82.50406056,1.557381325,1.6575,1.961,0.7668,0.212704309,1.37584144,2.06577036,3.654316109,0.097057369,0.02660094,17,4,15,3,Mid,,,,"355,559.39","521,587.48",,,,
605,,Symphonia,globulifera,Symphonia_globulifera,Kaw,BF,BF,BFBF,2.66822109,0.904,-1.8654975,37.39179644,100.7050806,2.470509022,1.1389,1.2886,0.3713,0.374040719,2.976858231,4.162510437,7.513409387,0.051636613,0.01735852,20,5,18,5,Sup,,,,"355,557.72","521,585.60",,,,
606,,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,Kaw,BF,BF,BFBF,8.01657267,0.817,-1.8694925,44.1766682,83.24226154,1.335406067,1.5814,1.2394,0.5307,0.259903304,1.70658897,2.304060707,4.270552981,0.106506963,0.03124359,12,4,8,4,Mid,,,,"355,606.79","521,605.41",,,,
607,,Carapa,guianensis,Carapa_guianensis,Kaw,BF,BF,BFBF,2.52172666,0.9,-1.675735,105.9166014,157.9901572,1.872016706,1.8947,1.9254,0.6704,0.178146803,0.924970546,2.274601782,3.377719131,0.108023025,0.04322683,12,5,12,5,Sup,,,,"355,615.43","521,595.45",,,,
608,,Carapa,guianensis,Carapa_guianensis,Kaw,BF,BF,BFBF,1.77544632,0.866,-1.587845,50.16397603,94.63115644,1.615544237,1.2664,1.3865,0.5301,0.270442944,1.429892377,2.783787639,4.48412296,0.073032938,0.02078038,34,5,15,3,Inf,,,,"355,599.91","521,598.91",,,,
