Code,idTree,Genus,Species,Name,Forest,Habitat,Type,HabitatType,Gmin,FvFm,TLP,LA,SLA,LSWC,FW,SW,DW,Midrib VLA,2VLA,3VLA,MajVLA,MidribWidth,SecundaryWidth,TreeHeight,TreeDawkins,BranchHeight,BranchDawkins,CrownPosition,LT,CC,LDMC,Xutm,Yutm,Latitude,Longitude,DBH,TWI
179,226979,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Paracou,BF,Generalist,BFGeneralist,2.20049185,0.829,,28.59569167,75.73011564,1.226430085,0.8366,0.8407,0.3776,0.402441,1.49603,6.286638,8.18511,0.019778333,0.00784417,15,2,13,4,Mid,,,,"286,324.38","581,403.50",,,,
180,226634,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,Paracou,BF,Generalist,BFGeneralist,4.41573075,0.783,-1.5259225,28.77295556,70.9567338,1.410850801,0.9464,0.9776,0.4055,0.305035,1.28806,1.947742,3.540837,0.046854167,0.01687583,13,5,13,4,Inf,,,,"286,291.31","581,430.25",,,,
181,130974,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Paracou,BF,Generalist,BFGeneralist,3.03103206,0.842,-1.61581,33.42787639,122.761206,1.438854205,0.66,0.6641,0.2723,0.300312,1.357139,4.918285,6.575736,0.028891667,0.0139825,18,2,16,3,Mid,,,,"286,358.00","581,289.63",,,,
182,131011,Pterocarpus,officinalis,Pterocarpus_officinalis,Paracou,BF,BF,BFBF,1.70142049,0.809,-1.63978,38.11861528,240.0416579,2.802896725,0.6008,0.6039,0.1588,0.296634,1.36386,4.860128,6.520622,0.046253333,0.01766583,23,3,19,4,Inf,,,,"286,354.25","581,320.94",,,,
183,127971,Conceveiba,guianensis,Conceveiba_guianensis,Paracou,TF,Generalist,TFGeneralist,1.61316308,0.803,-1.8654975,82.84362778,115.9625249,1.166853303,1.5261,1.548,0.7144,0.201977,0.653512,1.602709,2.458197,0.073345,0.04179083,15,2,14,3,Sup,,,,"286,248.88","581,376.44",,,,
184,127386,Poraqueiba,guianensis,Poraqueiba_guianensis,Paracou,TF,TF,TFTF,6.33800927,0.809,-1.5259225,72.14482639,86.27699879,1.167065295,1.7952,1.8121,0.8362,0.199413,1.000994,3.064714,4.265121,0.1341675,0.07212917,18,4,16,4,Mid,,,,"286,188.56","581,402.25",,,,
185,141112,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Paracou,TF,Generalist,TFGeneralist,2.85051122,0.815,-1.37611,45.8924125,108.5697007,1.498935415,1.0428,1.0563,0.4227,0.25005,1.359266,4.036594,5.64591,0.030675,0.0157,16,3,13,3,Mid,,,,"285,570.06","583,113.94",,,,
186,226623,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,Paracou,TF,Generalist,TFGeneralist,5.13933657,0.831,-1.467995,32.71756944,87.22359223,1.466009064,0.9294,0.925,0.3751,0.343925,1.571534,1.00342,2.918879,0.047513333,0.02195875,22,4,21,4,Sup,,,,"286,171.75","581,334.56",,,,
187,184588,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,Paracou,TF,Generalist,TFGeneralist,1.33215481,0.8,-1.523925,22.78785833,170.5678019,1.573353293,0.3434,0.3438,0.1336,0.392979,2.050731,2.945325,5.389035,0.047050833,0.01439083,17,4,16,4,Sup,,,,"286,252.97","581,326.81",,,,
188,130578,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,Paracou,TF,Generalist,TFGeneralist,,0.812,-2.035285,25.44101944,137.6678541,1.765151515,0.5077,0.511,0.1848,0.344282,1.40615,1.546756,3.297187,0.042025833,0.0127275,24,3,20,3,Sup,,,,"286,301.31","581,325.81",,,,
189,129933,Virola,michelii,Virola_michelii,Paracou,TF,Generalist,TFGeneralist,1.68988394,0.691,-2.0252975,41.48415972,141.3429633,1.247359455,0.6319,0.6596,0.2935,0.295897,1.883851,4.320344,6.500092,0.064234167,0.01853333,25,4,22,4,Mid,,,,"286,251.44","581,275.13",,,,
190,130118,Virola,michelii,Virola_michelii,Paracou,TF,Generalist,TFGeneralist,2.9322277,0.776,-1.851515,26.97386111,64.51533392,1.305190146,0.9554,0.9638,0.4181,0.416311,2.123852,3.356086,5.896249,0.07001,0.01245583,26,3,23,3,Mid,,,,"286,262.63","581,256.69",,,,
191,129381,Poraqueiba,guianensis,Poraqueiba_guianensis,Paracou,TF,TF,TFTF,0.88954381,0.803,-1.2462725,59.57279167,51.17058209,1.406373475,2.7495,2.8015,1.1642,0.259534,1.189643,3.71373,5.162907,0.127524167,0.04637833,17,4,14,3,Sup,,,,"286,188.59","581,251.63",,,,
192,130018,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,Paracou,BF,Generalist,BFGeneralist,5.51353559,0.816,-1.723675,11.95795,83.21468337,1.890048713,0.4111,0.4153,0.1437,0.538209,1.662746,2.588451,4.789406,0.041063333,0.01311167,28,4,24,4,Sup,,,,"286,165.22","581,223.69",,,,
193,129031,Virola,michelii,Virola_michelii,Paracou,TF,Generalist,TFGeneralist,2.88592215,0.785,-2.23903,109.1769472,134.3385594,1.475944383,2.0079,2.0122,0.8127,0.229775,1.280255,3.600907,5.110937,0.074315833,0.0175,18,2,15,3,Mid,,,,"286,134.56","581,279.19",,,,
194,128754,Tachigali,melinonii,Tachigali_melinonii,Paracou,BF,Generalist,BFGeneralist,2.34369556,0.79,-1.659755,13.86851667,108.1787572,1.098283931,0.2662,0.269,0.1282,0.576319,2.227726,3.901167,6.705212,0.0301875,0.01073333,29,5,24,5,Mid,,,,"286,344.44","581,401.88",,,,
195,128369,Conceveiba,guianensis,Conceveiba_guianensis,Paracou,TF,Generalist,TFGeneralist,0.96922445,0.807,-1.4620025,132.3172681,225.4895502,1.050102249,1.1838,1.203,0.5868,0.124175,0.493841,1.613625,2.231641,0.095843333,0.0538075,16,2,16,3,Mid,,,,"286,302.34","581,389.19",,,,
196,137892,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Paracou,BF,Generalist,BFGeneralist,1.51436345,0.8,-2.2689925,40.10415278,192.993998,1.129451396,0.4663,0.4425,0.2078,0.31905,1.372505,5.256258,6.947813,0.023541667,0.01589083,23,2,20,3,Inf,,,,"285,463.31","583,255.44",,,,
197,138966,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,Paracou,BF,BF,BFBF,8.02591143,0.848,-1.56787,31.71303333,115.9102096,1.142909357,0.5661,0.5863,0.2736,0.34493,1.861012,3.174356,5.380298,0.052105,0.011135,16,4,15,3,Sup,,,,"285,597.91","583,211.69",,,,
198,140467,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Paracou,TF,Generalist,TFGeneralist,2.09397431,0.18,-1.667745,49.13065139,128.0110771,1.152944242,0.8204,0.8263,0.3838,0.242511,1.378539,4.519533,6.140582,0.031975833,0.0129975,22,2,18,3,Sup,,,,"285,561.81","583,114.00",,,,
199,140512,Bocoa,prouacensis,Bocoa_prouacensis,Paracou,TF,Generalist,TFGeneralist,1.35746128,0.762,-1.4620025,54.28561389,118.4241141,1.379144852,1.096,1.0906,0.4584,0.212791,0.820374,1.757405,2.79057,0.053823333,0.01357667,25,4,22,4,Mid,,,,"285,582.22","583,091.63",,,,
200,138434,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Paracou,TF,Generalist,TFGeneralist,2.18284881,0.811,-1.9853475,26.4097875,105.0508652,1.275258552,0.5685,0.572,0.2514,0.317243,1.796324,5.118251,7.231818,0.02504,0.01244833,26,4,24,4,Mid,,,,"285,536.00","583,194.38",,,,
201,137902,Eperua,falcata,Eperua_falcata,Paracou,BF,BF,BFBF,0.8933056,0.789,-1.739655,19.87802361,70.66485464,1.227159616,0.6138,0.6265,0.2813,0.467239,3.386811,6.142772,9.996822,0.053183333,0.00617667,26,4,22,5,Sup,,,,"285,470.00","583,240.75",,,,
202,138104,Eperua,falcata,Eperua_falcata,Paracou,BF,BF,BFBF,0.89949948,0.799,-1.73566,35.60192639,123.2326978,1.567324334,0.7342,0.7417,0.2889,0.345003,2.939284,6.958727,10.24301,0.0587875,0.00848667,22,4,18,4,Mid,,,,"285,468.56","583,251.81",,,,
203,138158,Eschweilera,coriacea,Eschweilera_coriacea,Paracou,BF,Generalist,BFGeneralist,1.26741538,0.819,-1.835535,100.4772569,108.7651623,1.721584759,2.4842,2.5142,0.9238,0.199952,0.952125,2.471662,3.623739,0.032523333,0.01327167,16,2,16,2,Sup,,,,"285,478.91","583,272.88",,,,
204,138157,Laetia,procera,Laetia_procera,Paracou,BF,BF,BFBF,3.36934888,0.824,-1.6417775,65.49411389,56.36326496,1.442340792,2.791,2.838,1.162,0.197772,1.153966,5.199888,6.551626,0.16772,0.04508333,27,4,25,4,Sup,,,,"285,485.25","583,270.63",,,,
205,138138,Iryanthera,hostmannii,Iryanthera_hostmannii,Paracou,BF,BF,BFBF,0.83346505,0.803,-1.827545,69.09739861,148.7885414,1.396640827,1.1004,1.113,0.4644,0.247549,1.349491,3.11864,4.71568,0.035436667,0.01262833,13,2,8,2,Inf,,,,"285,468.63","583,297.38",,,,
206,138128,Carapa,surinamensis,Carapa_surinamensis,Paracou,BF,BF,BFBF,1.29411343,0.821,-1.7096925,151.6654852,96.31389166,1.486187845,3.7639,3.915,1.5747,0.175597,0.84186,1.599826,2.617282,0.102744058,0.03185795,20,2,16,3,Mid,,,,"285,466.66","583,288.94",,,,
207,138143,Symphonia,globulifera,Symphonia_globulifera,Paracou,BF,BF,BFBF,1.39559204,0.747,-1.7216775,48.70284861,112.6859061,2.409301249,1.4498,1.4735,0.4322,0.290142,2.695785,1.75305,4.738978,0.0407125,0.015835,23,2,17,3,Mid,,,,"285,476.03","583,291.88",,,,
208,138955,Carapa,surinamensis,Carapa_surinamensis,Paracou,BF,BF,BFBF,1.34452501,0.828,-1.843525,158.1918083,65.03795105,1.492003454,5.843,6.0613,2.4323,0.137855,0.678896,1.154057,1.970809,0.12674,0.03819417,18,2,16,3,Mid,,,,"285,597.28","583,225.13",,,,
209,137579,Symphonia,globulifera,Symphonia_globulifera,Paracou,BF,BF,BFBF,0.998055,0.782,-2.2410275,31.98713056,108.9108974,2.12700034,0.9724,0.9184,0.2937,0.376799,3.376773,3.118024,6.871596,0.0563775,0.01515333,30,5,22,4,Mid,,,,"285,432.16","583,166.50",,,,
210,137314,Chrysophyllum,prieurii,Chrysophyllum_prieurii,Paracou,BF,Generalist,BFGeneralist,0.83274909,0.81,-1.827545,135.1460486,122.9830272,1.258076258,2.4685,2.4814,1.0989,0.15219,0.816162,4.662531,5.630883,0.133443333,0.03072167,18,3,16,3,Sup,,,,"285,401.75","583,184.75",,,,
211,137018,Conceveiba,guianensis,Conceveiba_guianensis,Paracou,BF,Generalist,BFGeneralist,2.12929102,0.831,-1.5458975,146.0648292,251.7057197,1.509047045,1.4521,1.456,0.5803,0.140282,0.576413,1.674509,2.391204,0.0747175,0.0393675,17,2,12,3,Sup,,,,"285,342.59","583,258.56",,,,
212,137209,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Paracou,BF,Generalist,BFGeneralist,10.9626944,0.801,-1.883475,14.28882778,98.13755342,1.256868132,0.3469,0.3286,0.1456,0.457948,2.25519,7.467923,10.18106,0.031689167,0.01094833,16,2,14,2,Sup,,,,"285,369.69","583,250.81",,,,
213,138956,Eperua,falcata,Eperua_falcata,Paracou,BF,BF,BFBF,2.7281683,0.817,-1.51993,18.76083611,116.5269324,1.437267081,0.393,0.3924,0.161,0.420728,3.13364,6.297768,9.852135,0.071669167,0.00897833,16,2,14,3,Mid,,,,"285,597.44","583,224.63",,,,
214,137431,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Paracou,BF,Generalist,BFGeneralist,7.95367758,0.819,-1.5299175,24.73128333,90.72370995,1.124724872,0.5836,0.5792,0.2726,0.327048,1.929027,5.361386,7.617461,0.02815,0.01385,27,3,22,3,Mid,,,,"285,394.50","583,245.44",,,,
215,137892,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Paracou,BF,Generalist,BFGeneralist,2.67057685,0.821,-1.5219275,45.82584028,123.3535405,1.221803499,0.841,0.8254,0.3715,0.274396,1.230881,4.94778,6.453057,0.03271,0.02089917,12,2,10,2,Mid,,,,"285,463.31","583,255.44",,,,
216,137869,Eschweilera,coriacea,Eschweilera_coriacea,Paracou,BF,Generalist,BFGeneralist,0.88140697,0.814,-1.6457725,70.774825,98.02607341,1.442936288,1.7548,1.7638,0.722,0.207983,1.215521,6.444082,7.867586,0.036099167,0.0147575,25,3,19,3,Mid,,,,"285,451.84","583,283.75",,,,
217,226808,Tachigali,melinonii,Tachigali_melinonii,Paracou,TF,Generalist,TFGeneralist,2.47786414,0.822,-1.819555,10.25636667,103.8093792,1.3451417,0.2373,0.2317,0.0988,0.661874,2.076685,5.761242,8.4998,0.028336667,0.01154333,22,4,18,4,Sup,,,,"285,741.81","583,378.63",,,,
218,237384,Casearia,javitensis,Casearia_javitensis,Paracou,TF,TF,TFTF,0.74796498,0.806,-2.051265,75.60529167,67.17484822,0.9168369614,2.1212,2.1574,1.1255,0.221977,0.75994,2.129921,3.111838,0.054503333,0.02950917,12,2,9,3,Mid,,,,"285,747.09","583,371.38",,,,
219,143348,Tachigali,melinonii,Tachigali_melinonii,Paracou,BF,Generalist,BFGeneralist,1.10445326,0.788,-1.87948,16.01965,116.8464624,1.557257476,0.3408,0.3506,0.1371,0.512013,2.504069,5.491307,8.507389,0.034186667,0.01357583,24,4,16,3,Mid,,,,"285,779.41","583,219.25",,,,
220,180531,Tachigali,melinonii,Tachigali_melinonii,Paracou,BF,Generalist,BFGeneralist,2.34950192,0.843,-1.8635,21.92407917,143.9532447,1.415627052,0.3905,0.3679,0.1523,0.44178,1.528513,6.058472,8.028765,0.04357,0.01021667,20,4,16,4,Mid,,,,"285,794.81","583,252.44",,,,
221,138754,Pterocarpus,officinalis,Pterocarpus_officinalis,Paracou,BF,BF,BFBF,2.18697937,0.804,-1.95139,30.010125,54.1308171,1.466810967,1.3217,1.3676,0.5544,0.25242,1.466365,2.282583,4.001367,0.018931667,0.01134583,18,3,15,3,Inf,,,,"285,560.53","583,287.88",,,,
222,138533,Eschweilera,coriacea,Eschweilera_coriacea,Paracou,BF,Generalist,BFGeneralist,1.3998269,0.759,-1.683725,92.38942083,112.83515,1.187835857,1.7406,1.7914,0.8188,0.17796,0.938024,3.116097,4.232081,0.044100833,0.01238917,28,4,23,3,Mid,,,,"285,512.78","583,312.25",,,,
223,138957,Symphonia,globulifera,Symphonia_globulifera,Paracou,BF,BF,BFBF,1.43294754,0.811,-1.464,43.22969028,190.8595597,2.003532009,0.6801,0.6803,0.2265,0.257699,2.794057,2.838728,5.890484,0.061793333,0.01743417,21,4,21,4,Sup,,,,"285,598.31","583,233.31",,,,
224,138814,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Paracou,BF,Generalist,BFGeneralist,7.59565193,0.798,-1.779605,24.86420139,62.41014405,1.142570281,0.8338,0.8536,0.3984,0.321954,1.606784,5.054583,6.983321,0.034724167,0.01350667,18,2,16,2,Mid,,,,"285,587.22","583,216.19",,,,
225,138941,Eperua,falcata,Eperua_falcata,Paracou,BF,BF,BFBF,0.54232753,0.808,-1.755635,54.09061944,159.6064309,1.115078194,0.7127,0.7168,0.3389,0.268101,2.259363,3.920454,6.447918,0.074214167,0.00882167,11,2,9,3,Mid,,,,"285,593.81","583,249.13",,,,
226,138828,Pterocarpus,officinalis,Pterocarpus_officinalis,Paracou,BF,BF,BFBF,1.54707379,0.832,-1.5618775,51.86173056,156.3513131,1.749472415,0.883,0.912,0.3317,0.26215,1.060986,4.955396,6.278532,0.067926667,0.0149175,18,2,15,2,Inf,,,,"285,583.13","583,250.50",,,,
227,138668,Pterocarpus,officinalis,Pterocarpus_officinalis,Paracou,BF,BF,BFBF,1.421754,0.836,-1.8455225,25.90080139,76.58427377,1.591070373,0.8519,0.8763,0.3382,0.288252,1.238995,2.850086,4.377334,0.027048333,0.01503167,23,3,20,3,Sup,,,,"285,552.09","583,255.94",,,,
228,138663,Symphonia,globulifera,Symphonia_globulifera,Paracou,BF,BF,BFBF,,0.736,-1.4979575,26.75370694,42.60822893,1.874502309,1.7705,1.8049,0.6279,0.37481,2.568922,2.505887,5.449619,0.065844167,0.0224225,27,4,26,4,Sup,,,,"285,553.44","583,251.69",,,,
229,138769,Pterocarpus,officinalis,Pterocarpus_officinalis,Paracou,BF,BF,BFBF,0.62716531,0.828,-1.8934625,35.24366944,152.3062638,1.828867761,0.635,0.6546,0.2314,0.241357,1.213752,3.941557,5.396665,0.026806667,0.01834083,25,4,25,4,Sup,,,,"285,554.72","583,267.25",,,,
230,141512,Tachigali,melinonii,Tachigali_melinonii,Paracou,BF,Generalist,BFGeneralist,1.84441292,0.829,-1.9693675,23.40301111,99.08133409,1.110922947,0.6576,0.4986,0.2362,0.400267,1.539754,4.40594,6.345962,0.042916667,0.01366917,32,5,20,4,Mid,,,,"285,790.63","583,289.13",,,,
231,141752,Chrysophyllum,prieurii,Chrysophyllum_prieurii,Paracou,BF,Generalist,BFGeneralist,0.97369305,0.819,-1.6218025,92.90786944,156.7536181,1.588155897,1.5067,1.534,0.5927,0.168647,1.032698,4.704403,5.905748,0.157509167,0.04855333,25,4,18,3,Mid,,,,"285,821.72","583,318.13",,,,
232,137980,Symphonia,globulifera,Symphonia_globulifera,Paracou,BF,BF,BFBF,1.31748278,0.761,-1.76762,50.64997083,126.8151498,2.090635954,1.2957,1.2344,0.3994,0.275237,3.091679,2.399282,5.766199,0.0508525,0.01017583,22,5,18,4,Mid,,,,"285,436.28","583,200.81",,,,
233,138018,Laetia,procera,Laetia_procera,Paracou,BF,BF,BFBF,1.43030423,0.816,-1.915435,72.21024861,54.67159949,1.589339794,3.3749,3.42,1.3208,0.174421,1.095356,2.763913,4.033689,0.147065,0.04311917,22,4,20,4,Mid,,,,"285,427.91","583,202.94",,,,
234,137163,Conceveiba,guianensis,Conceveiba_guianensis,Paracou,BF,Generalist,BFGeneralist,2.32082877,0.789,-2.290965,336.8354195,91.48910001,1.320694245,8.504,8.5441,3.6817,0.073683,0.392,1.749341,2.215024,0.082807175,0.04791604,16,2,12,3,Inf,,,,"285,383.88","583,200.69",,,,
235,137064,Virola,michelii,Virola_michelii,Paracou,BF,Generalist,BFGeneralist,0.05113485,0.751,-1.35214,73.05825694,96.79154338,1.209194489,1.6117,1.6675,0.7548,0.270748,1.263745,3.089654,4.624148,0.053398333,0.01275833,28,4,26,5,Mid,,,,"285,374.03","583,207.56",,,,
236,137855,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,Paracou,BF,Generalist,BFGeneralist,0.67207644,0.819,-2.35888,15.13114306,116.8428035,2.084942085,0.4001,0.3995,0.1295,0.43506,1.946318,2.289339,4.670717,0.0588425,0.01887917,24,4,20,3,Inf,,,,"285,436.81","583,275.94",,,,
237,137648,Chrysophyllum,prieurii,Chrysophyllum_prieurii,Paracou,BF,Generalist,BFGeneralist,0.58715921,0.818,-1.795585,111.9397306,90.66148097,1.323398396,2.7903,2.8687,1.2347,0.171594,0.797814,5.725288,6.694696,0.127505833,0.018355,25,4,21,2,Inf,,,,"285,420.06","583,252.38",,,,
238,137705,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Paracou,BF,Generalist,BFGeneralist,2.51508952,0.828,-1.579855,35.79757778,207.8837269,1.147502904,0.3613,0.3698,0.1722,0.24862,1.347158,4.905575,6.501353,0.018629167,0.013635,15,3,14,2,Sup,,,,"285,439.31","583,250.00",,,,
239,205863,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Paracou,BF,Generalist,BFGeneralist,1.23777945,0.808,-1.571865,35.67892083,82.19055709,1.133609767,0.9151,0.9262,0.4341,0.290152,1.513476,5.034125,6.837753,0.018645833,0.01180167,16,3,16,3,Sup,,,,"285,445.41","583,155.44",,,,
240,141162,Eperua,falcata,Eperua_falcata,Paracou,BF,BF,BFBF,1.21682225,0.794,-1.4100675,104.4755639,86.48639395,1.176490066,2.5834,2.6292,1.208,0.181484,0.859685,2.618085,3.659254,0.087356667,0.01344417,21,3,16,4,Mid,,,,"285,754.72","583,272.75",,,,
241,146077,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,Paracou,BF,Generalist,BFGeneralist,5.36652708,0.796,-1.8375325,16.179675,67.55605428,1.674321503,0.6337,0.6405,0.2395,0.411324,2.065231,3.413746,5.890301,0.055835833,0.01780333,27,5,26,4,Sup,,,,"286,368.88","583,747.94",,,,
242,146708,Bocoa,prouacensis,Bocoa_prouacensis,Paracou,TF,Generalist,TFGeneralist,2.29958341,0.758,-1.8175575,54.70655417,85.8815607,1.102040816,1.3347,1.339,0.637,0.228103,1.07158,1.745988,3.045671,0.075911667,0.02123583,26,3,21,4,Sup,,,,"286,466.72","583,682.75",,,,
243,146701,Conceveiba,guianensis,Conceveiba_guianensis,Paracou,TF,Generalist,TFGeneralist,2.03413122,0.816,-1.827545,95.86432222,58.49665745,1.236575543,3.5782,3.6653,1.6388,0.167384,0.544047,1.969372,2.680802,0.074166667,0.02077417,25,4,20,3,Sup,,,,"286,462.59","583,677.88",,,,
244,145292,Tachigali,melinonii,Tachigali_melinonii,Paracou,BF,Generalist,BFGeneralist,1.65903567,0.753,,12.00450417,63.24817791,1.191253952,0.4129,0.4159,0.1898,0.508741,2.063546,5.512683,8.084969,0.0267775,0.01296333,26,4,16,4,Inf,,,,"285,918.00","583,303.13",,,,
245,4451,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,Bafog,TF,Generalist,TFGeneralist,6.8214829,0.822,,10.8325993,37.41830501,1.540932642,0.7118,0.7356,0.2895,0.54137207,2.21788192,4.40527743,7.16453141,0.03413443,0.0133477,26,5,24,4,Sup,,,,"168,681.48","607,305.00",,,,
246,15283,Eschweilera,coriacea,Eschweilera_coriacea,Bafog,TF,Generalist,TFGeneralist,2.00587732,0.812,-1.00058,56.0425101,160.3046628,1.186212815,0.748,0.7643,0.3496,0.24921518,1.42595132,2.92233122,4.59749772,0.05566093,0.01436449,13,3,14,4,Mid,,,,"168,677.67","607,305.50",,,,
247,41396,Vouacapoua,americana,Vouacapoua_americana,Bafog,TF,TF,TFTF,3.32482477,0.828,-1.3860975,39.5400873,128.2519861,0.8812844632,0.5585,0.58,0.3083,0.38555663,1.7155356,4.95407184,7.05516406,0.06336665,0.01609804,12,2,10,3,Inf,,,,"168,691.69","607,311.75",,,,
248,41678,Casearia,javitensis,Casearia_javitensis,Bafog,TF,TF,TFTF,7.39566727,0.765,-0.9186825,43.3434302,148.4364048,1.954794521,0.768,0.8628,0.292,0.29298083,0.80060462,4.10758229,5.20116774,0.09452928,0.02023745,16,2,14,2,Mid,,,,"168,709.75","607,308.44",,,,
249,41670,Conceveiba,guianensis,Conceveiba_guianensis,Bafog,TF,Generalist,TFGeneralist,3.50385829,0.816,-1.6457725,276.885882,132.9009705,1.715801094,5.3164,5.6581,2.0834,0.08523149,0.50480147,1.36040502,1.95043799,0.02487454,0.00914321,7,3,6,3,Mid,,,,"168,722.30","607,327.00",,,,
250,41655,Gustavia,hexapetala,Gustavia_hexapetala,Bafog,TF,TF,TFTF,1.77418045,0.783,-1.7696175,88.6321413,188.9408256,1.965252611,1.3294,1.391,0.4691,0.21679078,1.05145579,1.27828519,2.54653176,0.05639197,0.01507252,13,2,11,2,Mid,,,,"168,720.30","607,309.31",,,,
251,41659,Virola,michelii,Virola_michelii,Bafog,TF,Generalist,TFGeneralist,8.7278725,0.736,-1.683725,43.0120044,93.16007018,1.530214425,1.0982,1.1682,0.4617,0.28549687,1.90333865,4.0813852,6.27022072,0.06106716,0.01287224,24,4,18,3,Mid,,,,"168,729.19","607,308.63",,,,
252,15399,Iryanthera,sagotiana,Iryanthera_sagotiana,Bafog,TF,TF,TFTF,1.37174234,0.809,-1.6138125,24.9382704,114.1862198,1.61996337,0.576,0.5722,0.2184,0.38910983,2.05986617,4.77271771,7.22169371,0.09210834,0.01313101,20,2,16,2,Inf,,,,"168,736.58","607,294.81",,,,
253,41699,Licania,membranacea,Licania_membranacea,Bafog,TF,TF,TFTF,3.97664298,0.816,-1.8934625,83.0182185,178.5722059,1.690901269,1.1858,1.251,0.4649,0.17314311,0.79570031,7.55889608,8.5277395,0.06194663,0.01707594,23,2,19,2,Mid,,,,"168,732.78","607,298.06",,,,
254,4543,Conceveiba,guianensis,Conceveiba_guianensis,Bafog,TF,Generalist,TFGeneralist,2.56430042,0.777,-1.8734875,83.0876463,90.32247668,1.399065116,2.1148,2.2069,0.9199,0.21104661,0.90324686,2.29325314,3.4075466,0.06597015,0.01510824,16,3,16,3,Sup,,,,"168,727.34","607,299.75",,,,
255,15406,Protium,stevensonii,Protium_stevensonii,Bafog,TF,Generalist,TFGeneralist,7.28969883,0.835,,42.4162849,90.01758256,0.9537351443,0.8927,0.9206,0.4712,0.29741513,1.23496189,2.87092806,4.40330507,0.11540278,0.02095077,18,3,16,2,Mid,,,,"168,729.69","607,300.19",,,,
256,41416,Chrysophyllum,prieurii,Chrysophyllum_prieurii,Bafog,TF,Generalist,TFGeneralist,19.1456277,0.775,-2.115185,70.8527804,51.02094074,1.31698711,2.9312,3.2176,1.3887,0.23710771,1.3039674,2.96837368,4.50944879,0.05408692,0.03872627,20,2,18,2,Inf,,,,"168,706.94","607,291.13",,,,
257,41420,Protium,stevensonii,Protium_stevensonii,Bafog,TF,Generalist,TFGeneralist,3.15704344,0.83,-2.1571325,48.7650297,140.1293957,1.330747126,0.7731,0.8111,0.348,0.29930256,1.46525037,1.88735317,3.65190609,0.07782719,0.03267313,16,2,13,2,Sup,,,,"168,704.13","607,289.31",,,,
258,15353,Eschweilera,coriacea,Eschweilera_coriacea,Bafog,TF,Generalist,TFGeneralist,1.93036993,0.789,-1.6457725,97.3527602,128.9611342,1.400185455,1.7274,1.8119,0.7549,0.18402533,1.07216995,1.76687737,3.02307265,0.0556133,0.02913936,21,3,18,3,Mid,,,,"168,699.08","607,294.19",,,,
259,41201,Dicorynia,guianensis,Dicorynia_guianensis,Bafog,TF,TF,TFTF,4.42329129,0.788,-1.49596,82.6323259,102.648852,1.703478261,2.0386,2.1763,0.805,0.18877512,1.3641578,2.8294555,4.38238842,0.11050349,0.05117941,18,2,16,3,Mid,,,,"168,677.66","607,255.19",,,,
260,3145,Iryanthera,sagotiana,Iryanthera_sagotiana,Bafog,TF,TF,TFTF,3.15238356,0.819,-1.6018275,50.6895786,109.9318556,1.521145088,1.1354,1.1625,0.4611,0.27588368,1.6498548,4.34800779,6.27374627,0.07176691,0.03670856,16,3,16,3,Sup,,,,"168,706.31","607,239.69",,,,
261,41508,Tachigali,melinonii,Tachigali_melinonii,Bafog,TF,Generalist,TFGeneralist,,0.795,,33.6811297,117.5606621,1.217801047,0.6062,0.6354,0.2865,0.3012986,1.44233626,4.25110894,5.9947438,0.08578533,0.03279616,19,3,15,3,Mid,,,,"168,713.88","607,239.38",,,,
262,15306,Eschweilera,coriacea,Eschweilera_coriacea,Bafog,TF,Generalist,TFGeneralist,1.26017804,0.824,-1.6977075,87.9662328,123.1502629,1.600587988,1.7937,1.8576,0.7143,0.22621635,1.12093707,2.42019517,3.7673486,0.07563247,0.02570718,18,3,14,2,Inf,,,,"168,702.38","607,230.00",,,,
263,4472,Poraqueiba,guianensis,Poraqueiba_guianensis,Bafog,TF,TF,TFTF,2.75774181,0.823,-1.8095675,68.5565993,83.4326388,1.39661677,1.8637,1.9693,0.8217,0.19901294,0.82940673,4.59835409,5.62677376,0.07366159,0.04015502,19,2,15,3,Mid,,,,"168,698.09","607,229.13",,,,
