Code,Genus,Species,Name,Habitat,Type,HabitatType,Forest,Gmin,TLP,LA,SLA,LSWC,MajVLA,MidribWidth,SecundaryWidth,TreeHeight,TreeDawkins,TWI
21,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,BFBF,Paracou,-0.231468709476204,-0.521008600822259,3.68743313091483,3.67028107209726,0.238032648041435,1.879281826756,-3.75658745140538,-4.19317113730394,2.484906649788,2,2.61605701731237
34,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,BFBF,Paracou,1.6377326072906,-0.718456676009686,4.71009500674468,4.64918807184116,0.072311908882698,1.12367198834532,-2.22938884276104,-3.42823451298996,3.13549421592915,4,2.22221873145025
35,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,BFBF,Paracou,0.81451275569594,-0.659286576321768,3.7993127688423,4.07085905938468,0.180636415182535,1.48655702980825,-2.50489509026638,-3.71645622188417,2.89037175789616,3,1.94859135854138
37,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,BFBF,Paracou,0.391026680532642,-0.448443176629496,3.50430774261966,5.17402658593869,0.791373973859628,1.42945633575001,-3.72271205644254,-4.55828660008924,2.77258872223978,3,2.08986891343387
38,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,BFBF,Paracou,0.882574407180828,-0.60842363902327,4.42651647773945,4.92459041758028,0.473781247271783,1.27290951423586,-2.6921153380899,-3.94687328286389,2.83321334405622,4,2.06389486722955
39,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,BFBF,Paracou,0.654080951073448,-0.69381071037534,3.38817391550662,4.20779176012052,0.921452150495164,1.51918667457682,-3.64687415996891,-4.32842293133776,2.89037175789616,4,2.08986891343387
41,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,BFBF,Paracou,1.22797165632007,-0.694808300136578,4.65439747682596,4.50365259013354,0.0708775082498473,1.18141487667356,-2.50450750152224,-4.04607853538865,2.89037175789616,2,2.22221873145025
42,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,BFBF,Paracou,1.03104960468956,-0.785310368320583,4.68296719447855,4.44300585823818,0.167368698477311,1.14167209741331,-2.45020575487227,-3.62084704372211,3.2188758248682,2,2.22221873145025
44,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,BFBF,Paracou,1.98692885199863,-0.746305172817296,4.15385839304665,4.00699131723709,0.239687007406853,1.76300739482742,-2.72901851264436,-3.7364953080556,2.70805020110221,4,2.36294134939194
46,Symphonia,globulifera,Symphonia_globulifera,BF,BF,BFBF,Paracou,0.578890253369715,-0.55712554700051,3.71002618722663,4.35286055391299,0.95545292442817,1.62996674656649,-2.71365336454455,-3.98917406461656,3.2188758248682,4,2.09482516956428
47,Symphonia,globulifera,Symphonia_globulifera,BF,BF,BFBF,Paracou,0.512875595138147,-0.55253794183059,3.17400850626895,4.64673259538723,0.771746329443144,1.80065809211472,-2.90042209374967,-3.94803885963252,3.46573590279973,4,2.09482516956428
54,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,BFBF,Paracou,1.31787029301219,-0.710635858228642,4.44478701335275,5.49632489463494,0.225544787388807,1.60919448280751,-2.56741907570651,-3.75865834872185,2.63905732961526,3,2.36294134939194
64,Symphonia,globulifera,Symphonia_globulifera,BF,BF,BFBF,Paracou,0.907158011246634,-0.401431985993999,4.48435142216813,5.08491942143498,0.822190394209125,1.07307428550247,-2.35379944312935,-3.67889625251389,2.484906649788,4,2.22221873145025
77,Laetia,procera,Laetia_procera,BF,BF,BFBF,Paracou,0.364374751193054,-0.632057372436136,4.15306626352208,4.21260397623828,0.457575304995566,1.94172827433618,-1.99700170695093,-3.58113167024974,3.46573590279973,5,2.25681953144898
97,Laetia,procera,Laetia_procera,BF,BF,BFBF,Paracou,0.591370944800575,-0.682771034060162,4.08913139074465,4.20780232046233,0.433481669557715,1.86147783303735,-2.12135440598224,-3.4025483938683,3.46573590279973,5,2.41992239376984
116,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,BFBF,Paracou,0.0154809001109925,-0.363275859877952,4.00569717598167,3.94808886336136,0.120956195295932,1.6387188119866,-3.11814475105925,-4.17788944535922,2.56494935746154,2,2.25994392185829
120,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,BFBF,Paracou,-0.27552948188501,-0.39337734457241,4.01868891868366,3.97381115990558,0.468185359928097,1.35259485799654,-3.94170931579851,-4.69902272866178,2.484906649788,2,2.43069975533795
123,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,BFBF,Paracou,0.336766707546108,-0.490900939021104,3.76601659857012,4.48243240606942,0.157099974572877,1.66309033189653,-3.91678432252986,-4.6069217190269,2.30258509299405,2,1.99167829983793
128,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,BFBF,Paracou,1.21646071774185,-0.56055249194835,4.49031546799639,5.5429988247761,0.382471147502259,1.37974043096245,-2.79961740010715,-4.26158048159801,3.3322045101752,4,2.38902377352436
131,Laetia,procera,Laetia_procera,BF,BF,BFBF,Paracou,0.395373653564183,-0.543299106236067,4.10176076721378,4.16790056971833,0.341572152527409,1.71318494713131,-2.14818444726801,-3.14081585074314,3.52636052461616,4,2.43069975533795
133,Virola,surinamensis,Virola_surinamensis,BF,BF,BFBF,Paracou,1.75841244136183,-0.605157143020082,3.14216347280638,4.27878920367271,0.606957019298856,2.38899670682837,-2.71980653680081,-4.29401575735117,3.58351893845611,5,1.99167829983793
136,Symphonia,globulifera,Symphonia_globulifera,BF,BF,BFBF,Paracou,0.893553296478561,-0.38117241553912,2.88224740938504,4.45728389510181,0.531764292081824,2.11126198351454,-2.91353804206862,-4.40413564763388,3.66356164612965,4,2.36609294254709
138,Laetia,procera,Laetia_procera,BF,BF,BFBF,Paracou,0.904369276871563,-0.55253794183059,4.62189976842828,4.04883200819887,0.36725194944411,1.26344570434183,-1.946788866014,-3.24278436991988,3.25809653802148,4,2.31030368785123
139,Symphonia,globulifera,Symphonia_globulifera,BF,BF,BFBF,Paracou,1.33863574538299,-0.661350739170199,3.61281382447725,4.22217147930752,0.514387417239038,1.79527843705839,-2.91495137072125,-3.85155510177371,3.29583686600433,4,2.31030368785123
143,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,BFBF,Paracou,1.65589002358172,-0.567371349951185,4.58738210646056,4.92987241540734,0.290143828574567,1.38504332890532,-2.54562314657481,-3.59166200339858,2.89037175789616,3,2.36609294254709
148,Laetia,procera,Laetia_procera,BF,BF,BFBF,Paracou,0.718421214336159,-0.479836378929083,4.6959261347449,4.86162659052262,0.676786045749566,0.995850984723538,-2.26965012264095,-3.3459518128109,2.83321334405622,2,2.25560457886981
149,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,BFBF,Paracou,0.185779637401774,-0.765997934174099,3.44410967886563,4.88169733437307,0.390903459699688,1.37478766225411,-3.15299054695229,-4.23217110868477,3.3322045101752,4,2.25560457886981
157,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,BFBF,Paracou,2.80352027115371,-0.509074090727184,3.61004196605194,4.3009915630684,0.284333827150895,1.84010127893339,-2.20839675130577,-3.20906981135897,2.89037175789616,3,2.36609294254709
158,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,BFBF,Paracou,0.35139687239293,-0.522194255285789,4.61452041932701,4.80507578104807,0.273700942807726,1.53750271655303,-3.56286373353108,-4.38509774571144,2.484906649788,2,2.36609294254709
165,Laetia,procera,Laetia_procera,BF,BF,BFBF,Paracou,-0.148889898700973,-0.597493566788926,4.81384597096261,4.92332607158143,0.454274752526839,1.522911799503,-1.89697554865063,-3.53916718088561,3.2188758248682,3,2.09426406947773
178,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,BFBF,Paracou,1.38389779665201,-0.307580283414991,3.57954140118662,5.1213206651469,0.738593978191404,1.4529345004351,-3.60542719327079,-3.99712729297849,2.56494935746154,5,2.17693934507166
182,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,BFBF,Paracou,0.531463484510523,-0.494562086496218,3.64070275277936,5.48081248294846,1.03065342720877,1.87496977016139,-3.07362175275539,-4.03612301371014,3.13549421592915,3,2.17693934507166
197,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,BFBF,Paracou,2.08267523639884,-0.449718010327879,3.45672774254775,4.75281583578149,0.133577078715404,1.68274376297428,-2.95449436553775,-4.49766197827281,2.77258872223978,4,2.13499685269516
204,Laetia,procera,Laetia_procera,BF,BF,BFBF,Paracou,1.21471951501419,-0.495779496367419,4.1819602743114,4.03181761588168,0.36626734363017,1.87971326311446,-1.78545935667958,-3.09924272386081,3.29583686600433,4,2.25560457886981
205,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,BFBF,Paracou,-0.18216350928412,-0.602973536141645,4.2355170833372,5.0025261124956,0.334069944049485,1.55089312625927,-3.34000820394328,-4.37181257622366,2.56494935746154,2,2.25560457886981
207,Symphonia,globulifera,Symphonia_globulifera,BF,BF,BFBF,Paracou,0.333318726674205,-0.543299106236067,3.88573752141919,4.72460435632854,0.879336767463063,1.55582150064507,-3.20122010837979,-4.14553259899153,3.13549421592915,2,2.25560457886981
209,Symphonia,globulifera,Symphonia_globulifera,BF,BF,BFBF,Paracou,-0.00194689396874458,-0.80693446605095,3.46533365176874,4.69053009254631,0.754712696294952,1.92739639366392,-2.87568513624454,-4.18953496919948,3.40119738166216,5,2.32602769537879
221,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,BFBF,Paracou,0.78252130863688,-0.668541939152601,3.40153482472184,3.99140365582829,0.3830906338785,1.38663605273666,-3.96691925635968,-4.47890500344402,2.89037175789616,3,2.25994392185829
223,Symphonia,globulifera,Symphonia_globulifera,BF,BF,BFBF,Paracou,0.359733539662319,-0.38117241553912,3.76652753413335,5.2515378681924,0.694911627422652,1.77333816746234,-2.78395980059689,-4.04932320537915,3.04452243772342,4,2.27809176452028
226,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,BFBF,Paracou,0.436365269225195,-0.445888623246055,3.94858114930994,5.05210548233907,0.559314265243556,1.83713619519267,-2.68932658219685,-4.20522025856804,2.89037175789616,2,2.27809176452028
227,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,BFBF,Paracou,0.351891320634962,-0.612762435231532,3.25427390988275,4.33839175240041,0.464406980030897,1.47643986327095,-3.61012990220602,-4.19759597027853,3.13549421592915,3,2.25994392185829
229,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,BFBF,Paracou,-0.46654512078678,-0.638407163568933,3.56228592290149,5.02589338712405,0.603697065784513,1.68578117018877,-3.6191046537464,-3.99862555690741,3.2188758248682,4,2.25994392185829
232,Symphonia,globulifera,Symphonia_globulifera,BF,BF,BFBF,Paracou,0.275722931139236,-0.569634008987535,3.92493865484721,4.84273051284763,0.737468303869142,1.75201311128109,-2.97882599348763,-4.58773997849876,3.09104245335832,5,2.32602769537879
233,Laetia,procera,Laetia_procera,BF,BF,BFBF,Paracou,0.357887169895864,-0.649944750884033,4.2795819833475,4.00134436972372,0.46331870614385,1.39468134186498,-1.91688061306404,-3.14378760117519,3.09104245335832,4,2.32602769537879
267,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,BFBF,Bafog,0.370599312388234,-0.366050109416003,3.55249609277579,4.91429298229529,0.594572505563243,1.35624179517211,-2.42798733119571,-3.58728722955511,2.39789527279837,2,2.05111541580551
292,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,BFBF,Bafog,0.574305529142571,-0.327932303546477,4.06755228483589,4.55890213210122,0.351627904090195,1.10078691911108,-3.33103551371789,-4.27408672850583,2.70805020110221,2,1.99892008723785
293,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,BFBF,Bafog,0.479724045056604,-0.345053172005853,4.07761557305695,4.70460055136323,0.592600551444448,1.55094243288476,-3.77037762045376,-4.38648375288424,2.89037175789616,3,2.05754235789421
304,Symphonia,globulifera,Symphonia_globulifera,BF,BF,BFBF,Bafog,1.4754732991259,-0.439473542960524,4.51663390801863,6.23980058578107,0.798339614866003,1.87795223263388,-2.84355399477427,-4.00743043996156,2.70805020110221,3,1.99892008723785
308,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,BFBF,Bafog,0.850972890612192,-0.313437534651492,3.88689088686917,4.2414252663088,0.397785421433933,1.5641944743891,-2.74387314920248,-4.34433092990886,2.39789527279837,2,1.91478778358562
311,Laetia,procera,Laetia_procera,BF,BF,BFBF,Bafog,2.02958145922691,-0.743459994433535,4.31888374186055,4.39706152292457,0.451532835253958,2.27022496340636,-2.35609526389014,-3.65234580943619,3.3322045101752,5,1.91478778358562
318,Laetia,procera,Laetia_procera,BF,BF,BFBF,Bafog,0.903817033766021,-0.701763701491935,3.76363840344317,4.26418371780161,0.355635142562626,2.20486415685037,-2.97201477037465,-4.0085223419992,3.3322045101752,4,2.05111541580551
329,Virola,surinamensis,Virola_surinamensis,BF,BF,BFBF,Bafog,1.69062448195585,-0.327932303546477,4.1439909327581,4.66604603847564,0.533786028593239,2.04728131740974,-2.28545475858428,-4.06896984085741,2.77258872223978,3,2.40811586415758
331,Virola,surinamensis,Virola_surinamensis,BF,BF,BFBF,Bafog,1.15792980090263,-0.584217804087566,4.10790690315979,4.91893712437645,0.617324105556067,2.20502724166757,-2.67222486109452,-4.40074473028721,3.46573590279973,5,2.40811586415758
332,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,BFBF,Bafog,1.47601286158366,-0.436895943409649,4.16592018353745,5.74822942858329,0.53162961013304,1.54621418311217,-2.45573149394486,-3.34807347886109,3.63758615972639,5,2.40811586415758
333,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,BFBF,Bafog,0.999731471384959,-0.354906631395264,4.1630761769178,5.43782916330479,0.258918124176443,1.05549399995902,-2.63224357604799,-3.7841123169073,2.63905732961526,2,2.40811586415758
334,Symphonia,globulifera,Symphonia_globulifera,BF,BF,BFBF,Bafog,1.1929459585084,-0.498209878850702,3.43164074078795,4.09232073121039,0.700861780055274,1.8354750445027,-2.61599736614461,-3.21502748921975,3.63758615972639,5,2.40811586415758
335,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,BFBF,Bafog,1.09438740306111,-0.449718010327879,2.9934971876093,4.80199598084165,0.428186503790013,1.49001137246408,-2.22142888241811,-3.41350663057612,3.13549421592915,2,2.31789638461929
336,Symphonia,globulifera,Symphonia_globulifera,BF,BF,BFBF,Bafog,0.976345214721663,-0.426518586750439,4.16988076159265,5.21315295522759,1.06140676383043,1.56318924512378,-3.3115798287013,-4.11068799144872,3.09104245335832,3,2.31789638461929
337,Symphonia,globulifera,Symphonia_globulifera,BF,BF,BFBF,Bafog,1.03875275243238,-0.422599145203,3.70359010496064,4.53737961532306,0.907504548184693,1.72494620103628,-2.56483544394993,-3.9660774767797,2.99573227355399,2,2.31789638461929
338,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,BFBF,Bafog,1.38425232257765,-0.626734905040564,3.40563577739537,5.10117638888289,0.441677037548113,1.96890842811826,-3.12877601367176,-3.29690547676548,3.13549421592915,2,2.31789638461929
339,Virola,surinamensis,Virola_surinamensis,BF,BF,BFBF,Bafog,2.34313342447199,-0.463634954721937,3.29840254959928,3.53285986081376,0.475519363031036,2.60648843881356,-2.37926399793433,-3.03805101263775,3.52636052461616,5,2.31789638461929
341,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,BFBF,Bafog,1.10697802147435,-0.494562086496218,3.30219763409928,4.6481181010809,0.654771289084343,1.77246544077355,-3.04381430850611,-3.91930646554441,2.89037175789616,3,2.31789638461929
342,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,BFBF,Bafog,0.726626056254052,-0.361885843588062,3.71495375319917,5.07207773701928,0.511058696835455,1.67154552630932,-3.29424855803351,-3.92471774372474,3.25809653802148,3,2.31789638461929
343,Laetia,procera,Laetia_procera,BF,BF,BFBF,Bafog,1.47360422126732,-0.594191112575113,4.63350511338667,4.11960422310375,0.456233880063346,1.68798672202813,-2.84743365511313,-4.04892750917233,2.99573227355399,2,2.31789638461929
344,Laetia,procera,Laetia_procera,BF,BF,BFBF,Bafog,1.43662057828897,-0.60842363902327,3.95335307885445,4.22345721903216,0.420676998657086,1.92155288033804,-2.79302933540567,-4.01805263378084,3.2188758248682,4,2.31789638461929
345,Virola,surinamensis,Virola_surinamensis,BF,BF,BFBF,Bafog,1.62625472583682,-0.621383957332687,3.27798829407559,4.34046153612783,0.419448670895498,2.3040372081643,-2.69942569926708,-3.90541091356713,3.3322045101752,4,2.31789638461929
346,Symphonia,globulifera,Symphonia_globulifera,BF,BF,BFBF,Bafog,1.24919844311644,-0.570763421537487,3.54071572335458,3.9180307880464,0.65767036175714,1.93471182262238,-2.68298877848184,-3.64928957834033,3.13549421592915,4,2.31789638461929
347,Symphonia,globulifera,Symphonia_globulifera,BF,BF,BFBF,Bafog,1.74675373680486,-0.519821538913313,3.0608805728016,3.70714416746269,0.614669723069918,2.12074407792142,-2.54255199156988,-3.8555027951968,3.52636052461616,5,2.31789638461929
348,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,BFBF,Bafog,0.778480993308527,-0.506670001114477,3.21621656817726,5.05884836777908,0.587716516538302,2.02905390548113,-2.43752559222885,-3.89833955234489,2.70805020110221,2,2.31789638461929
349,Symphonia,globulifera,Symphonia_globulifera,BF,BF,BFBF,Bafog,0.729164069830655,-0.543299106236067,4.04844973476714,4.81653600199158,0.826166478300964,1.94315223092143,-3.01851851941666,-4.18294694965243,3.55534806148941,5,2.31789638461929
385,Laetia,procera,Laetia_procera,BF,BF,BFBF,Bafog,1.23883993128373,-0.613844199221409,3.85476448069492,4.2256832450505,0.457004713268712,2.37740488031866,-2.38439348356858,-2.94986026783218,3.2188758248682,4,2.37606616940397
389,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,BFBF,Bafog,2.18247061087728,-0.360493892463122,3.52121489974296,4.35938785235316,0.526198187589379,1.32782994983642,-3.5287973713168,-4.62703141074277,3.40119738166216,5,2.37606616940397
391,Symphonia,globulifera,Symphonia_globulifera,BF,BF,BFBF,Bafog,1.53937423784208,-0.501844413164057,2.96243706904719,3.96755901462796,0.736196201611432,2.1236693845086,-3.44953756708721,-4.70486566718645,3.40119738166216,5,2.37606616940397
392,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,BFBF,Bafog,2.33579523069817,-0.352101250530753,3.94318310549026,5.43973886086769,0.638533931627251,1.25092638586664,-3.23640583152405,-4.1603593725385,3.25809653802148,4,2.37606616940397
394,Laetia,procera,Laetia_procera,BF,BF,BFBF,Bafog,1.83671583663836,-0.627801667225077,4.21870853445365,4.56940140671483,0.437420875771006,1.75842900272805,-3.03887926044223,-3.69448513663477,3.3322045101752,5,2.40811586415758
399,Virola,surinamensis,Virola_surinamensis,BF,BF,BFBF,Bafog,1.55079109759238,-0.466144630378326,3.78717559875753,4.4697785654418,0.610247304492132,2.05981829781849,-2.30587068464375,-3.04002361262973,3.55534806148941,5,2.40811586415758
400,Symphonia,globulifera,Symphonia_globulifera,BF,BF,BFBF,Bafog,1.42514064360584,-0.448443176629496,3.20361843256353,4.82816998280768,0.718211149223163,2.0231555267481,-3.46642381936008,-4.11185050092777,3.17805383034795,4,2.10878216114067
406,Laetia,procera,Laetia_procera,BF,BF,BFBF,Bafog,0.539724921203401,-0.518633066213529,4.21713602290096,5.02614308955544,0.466657592860389,2.22059882641625,-4.33338352893606,-4.46873987429269,3.46573590279973,5,2.40811586415758
407,Laetia,procera,Laetia_procera,BF,BF,BFBF,Bafog,2.45413158486545,-0.450991220894308,4.33264602309968,3.90744364930849,0.59454706645119,1.76863562539293,-3.01522706823549,-4.35151062080269,3.09104245335832,4,2.40811586415758
409,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,BFBF,Bafog,1.17237158003975,-0.482305771628828,3.27144604703635,4.39383886436986,0.431842262620835,1.75651645267332,-3.25773516332518,-4.11471401813527,3.09104245335832,4,2.0653976690304
410,Virola,surinamensis,Virola_surinamensis,BF,BF,BFBF,Bafog,0.884577257713391,-0.372952246927757,5.08794213346198,4.89517531880649,0.731452403540783,1.87307547360748,-2.71910649730966,-4.07259794334962,3.3322045101752,3,2.52991836714909
411,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,BFBF,Bafog,1.1447151754987,-0.515059149735462,3.02299542338326,5.14827150140689,0.506797420937387,2.04553113824084,-2.46581038955736,-4.02576017415314,2.99573227355399,2,2.52991836714909
412,Virola,surinamensis,Virola_surinamensis,BF,BF,BFBF,Bafog,1.45450613696438,-0.494562086496218,3.86850595542284,4.22732605570796,0.315808209691827,2.22307846660326,-3.46244117637657,-4.16540864862311,3.46573590279973,3,2.0653976690304
414,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,BFBF,Bafog,1.57843088275726,-0.378439860371915,4.38060335729499,4.99106517123633,0.40907975440864,1.01337331821943,-2.33044325314746,-3.66895173660265,2.19722457733622,2,1.86720877413075
415,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,BFBF,Bafog,0.981892095494498,-0.40410251353101,3.97574844673088,4.27361554424102,0.531436114307937,1.40445033440558,-3.01962361225005,-4.3098317484455,2.30258509299405,3,2.54244374932488
433,Laetia,procera,Laetia_procera,BF,BF,BFBF,Bafog,2.04186731562245,-0.698788737012302,3.50110092609906,4.51942438353836,0.375108645627571,2.1495262868557,-3.71408855005888,-4.07413672291775,3.52636052461616,5,2.40811586415758
435,Virola,surinamensis,Virola_surinamensis,BF,BF,BFBF,Bafog,2.50857988119726,-0.533974117989699,3.30170521352169,4.18867989106179,0.485302367670634,2.34883531041849,-3.26666631387939,-4.27797080975499,3.55534806148941,5,2.31789638461929
436,Virola,surinamensis,Virola_surinamensis,BF,BF,BFBF,Bafog,3.34885303335652,-0.488452706101763,3.22192556567753,3.430673236708,0.394563117078685,2.50749641065825,-3.34884129723607,-4.3602956717341,3.58351893845611,5,2.31789638461929
437,Virola,surinamensis,Virola_surinamensis,BF,BF,BFBF,Bafog,1.19224772444697,-0.466144630378326,3.81649653443457,5.03490638655828,0.778198007685707,2.30832460046402,-3.28976540468398,-4.24327180796515,3.3322045101752,3,2.31789638461929
441,Laetia,procera,Laetia_procera,BF,BF,BFBF,Bafog,1.60957214942391,-0.493343192731533,4.24186968429333,4.07263336704803,0.457397059256305,1.78550077271672,-3.4064199958006,-4.25204383084961,3.17805383034795,4,2.52991836714909
443,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,BFBF,Bafog,0.338429462860865,-0.449718010327879,4.32230895724028,4.60732791227257,0.636098272613869,1.30101132877272,-3.22627916206527,-4.3376875045328,2.63905732961526,2,1.86720877413075
534,Symphonia,globulifera,Symphonia_globulifera,BF,BF,BFBF,Kaw,1.83208454510469,-0.633118474900202,3.72994928639988,4.42931576677374,0.815370156130169,2.35185840138289,-3.46637309776533,-5.03582849445978,3.17805383034795,4,2.29241911510073
535,Symphonia,globulifera,Symphonia_globulifera,BF,BF,BFBF,Kaw,1.29523302045119,-0.660319190341922,3.20244556434556,4.2824323888905,0.55303181884907,2.32549882871096,-3.26060674796391,-4.4436416467649,3.25809653802148,5,2.29241911510073
536,Virola,surinamensis,Virola_surinamensis,BF,BF,BFBF,Kaw,2.18084701420542,-0.487226338275665,3.2716553409809,4.77448351835674,0.646220447662859,2.74693912139782,-3.10772779671669,-4.4915040576214,2.56494935746154,5,2.29241911510073
537,Virola,surinamensis,Virola_surinamensis,BF,BF,BFBF,Kaw,1.25055293388122,-0.512669422923148,4.0585106604496,4.0431295584113,0.470434358723518,2.3663182148847,-2.91434919073855,-4.28474603378849,2.56494935746154,5,2.29241911510073
539,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,BFBF,Kaw,2.06050961713697,-0.580871141026929,4.40009955254663,4.35083331124371,0.233277653292739,1.40766014888704,-2.97890624841634,-3.83387193192077,2.89037175789616,2,2.1009781219182
540,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,BFBF,Kaw,1.92590813151079,-0.660319190341922,4.0946000265883,4.46002744766493,0.370414962587672,1.96604010848677,-3.13102707149273,-4.52317277460861,3.09104245335832,3,2.17628641709981
541,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,BFBF,Kaw,2.81924940042442,-0.699781375542957,4.37009663980709,4.6564462670251,0.435545193579858,1.2380985101372,-2.47329549292959,-3.78873249711336,2.70805020110221,3,2.17628641709981
542,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,BFBF,Kaw,1.24559481282965,-0.732957863877369,4.3550750000291,4.52053943975663,0.372153352969782,1.34160777037681,-2.44201412828892,-4.07722199366538,2.63905732961526,3,2.1009781219182
543,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,BFBF,Kaw,1.14773105915803,-0.676697625428873,4.25987077605407,4.97567264717882,0.331462044631534,1.25783656628924,-3.06012040600051,-3.96214750943315,2.63905732961526,3,2.1009781219182
544,Symphonia,globulifera,Symphonia_globulifera,BF,BF,BFBF,Kaw,1.15364140085716,-0.591983401825096,3.49110012426158,4.3557476229839,0.496622673587995,1.78749185724555,-3.16733751175019,-4.40106838351151,3.25809653802148,5,2.1009781219182
545,Virola,surinamensis,Virola_surinamensis,BF,BF,BFBF,Kaw,1.34908849499839,-0.499422858640647,4.35608116257019,4.42468125406244,0.725809165246574,1.9590928084345,-2.45615717690687,-3.92729350833276,3.2188758248682,5,2.17628641709981
546,Laetia,procera,Laetia_procera,BF,BF,BFBF,Kaw,0.847806208299364,-0.623527773554886,4.03597793172345,4.01460790598726,0.420941183492637,2.02100542520482,-2.28525187492574,-3.22922216412235,3.3322045101752,5,2.1009781219182
547,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,BFBF,Kaw,2.3888055314409,-0.613844199221409,4.29250993799005,4.57819400777916,0.522888304751654,1.56581960311732,-2.70780616088245,-3.30455082248338,2.77258872223978,4,2.1009781219182
548,Laetia,procera,Laetia_procera,BF,BF,BFBF,Kaw,1.08947048273723,-0.568503319422463,4.47467955287915,4.57660154260454,0.501436092340108,1.81235334892435,-1.97036249473709,-3.51149874992097,2.94443897916644,4,2.1009781219182
549,Laetia,procera,Laetia_procera,BF,BF,BFBF,Kaw,1.00911189664896,-0.668541939152601,4.40493345759305,4.38955235555475,0.552202855546299,1.81135438148891,-2.02671807168115,-3.35584856069898,2.70805020110221,4,2.1009781219182
550,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,BF,BF,BFBF,Kaw,1.37412457627486,-0.806042736365622,3.12349319391936,3.64302325831549,0.0463213042014514,2.12179835160811,-2.61554137779922,-3.4454223472261,3.25809653802148,5,2.17628641709981
551,Virola,surinamensis,Virola_surinamensis,BF,BF,BFBF,Kaw,0.641411830585483,-0.531629220513291,3.17015409401716,4.51377218085661,0.718129554753324,2.21939207572699,-2.55898194493716,-4.06106086137694,3.61091791264422,5,2.17628641709981
552,Laetia,procera,Laetia_procera,BF,BF,BFBF,Kaw,0.283095276668945,-0.53631352978279,4.71533826666365,4.85724751284635,0.580293201047964,1.60686052081206,-2.3016667647865,-3.19675260791048,2.83321334405622,3,2.17628641709981
