Code,Forest,idTree,specCode,Species,Genus,Name,gmin.slope,Code_Meas_quality,R2,beta,Leaf_area,Vpsat.kPa_mean,VPD_mean,T.cels_mean,RH.perc_mean,t0,timeMeas_chosen.h,timeMeas_chosen.min,time_start,time_end,nMeas_chosen,nMeas_total,first_chosen_meas,last_chosen_meas,mass_start,mass_end,mass_Loss_Meas_chosen,file
536,Kaw,NA,l,surinamensis,Virola,Virola_surinamensis,8.67821066920884,adj.PartofCurve,1,-0.00106778563826457,26.37,3.57824853832871,0.0216018032229715,27.05,38.8333333333333,2021-10-07 16:37:47,2.21666666666667,133,2021-10-07 16:53:00,2021-10-07 19:06:00,6,9,2,7,0.8701,0.7278,0.1423,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211007_gmin.csv
537,Kaw,NA,l,surinamensis,Virola,Virola_surinamensis,3.29295248060897,1,1,-8.72600748979934e-4,56.75,3.54695718797757,0.0216177505318442,26.9,38.25,2021-10-07 16:38:51,1.5,90,2021-10-07 17:37:00,2021-10-07 19:07:00,4,9,4,7,2.1636,2.0846,0.0790000000000002,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211007_gmin.csv
538,Kaw,NA,l,guianensis,Carapa,Carapa_guianensis,1.84706269148495,1,1,-5.55055327739483e-4,66.13,3.57113438948092,0.021037898990933,27.01,40.4,2021-10-08 11:13:50,6.26666666666667,376,2021-10-08 11:30:00,2021-10-08 17:46:00,10,12,2,11,1.561,1.3502,0.2108,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211008_gmin.csv
539,Kaw,NA,l,opacum subsp. rabelianum,Protium,Protium_opacum subsp. rabelianum,7.84996926886979,1,1,-0.00280706366237482,81.56,3.5081876976421,0.0202980041720426,26.7142857142857,41.4285714285714,2021-10-08 11:14:17,2.75,165,2021-10-08 11:30:00,2021-10-08 14:15:00,7,12,2,8,1.681,1.229,0.452,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211008_gmin.csv
540,Kaw,NA,l,opacum subsp. rabelianum,Protium,Protium_opacum subsp. rabelianum,6.86137687461531,1,1,-0.00192324898995294,59.95,3.62585092046359,0.0216461817174122,27.2714285714286,39.5714285714286,2021-10-08 11:14:52,4.15,249,2021-10-08 12:15:00,2021-10-08 16:24:00,7,12,4,10,1.4482,0.9802,0.468,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211008_gmin.csv
541,Kaw,NA,l,opacum subsp. rabelianum,Protium,Protium_opacum subsp. rabelianum,13.99,adj.PartofCurve,1,-0.00563018475149622,79.23,3.46364076822502,0.01997491236052,26.5,41.6,2021-10-08 11:15:39,1.78333333333333,107,2021-10-08 11:31:00,2021-10-08 13:18:00,5,12,2,6,1.8232,1.223,0.6002,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211008_gmin.csv
542,Kaw,NA,l,opacum subsp. rabelianum,Protium,Protium_opacum subsp. rabelianum,3.38030036940277,adj.PartofCurve,1,-0.00121027936468443,77.42,3.59204080665253,0.0214103327816368,27.1111111111111,39.6666666666667,2021-10-08 11:16:13,6.01666666666667,361,2021-10-08 11:46:00,2021-10-08 17:47:00,9,12,3,11,1.7829,1.3594,0.4235,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211008_gmin.csv
543,Kaw,NA,l,opacum subsp. rabelianum,Protium,Protium_opacum subsp. rabelianum,3.07244121341309,adj.PartofCurve,1,-9.93486861191942e-4,70.78,3.57307605851861,0.0211501882124321,27.02,40.1,2021-10-08 11:17:52,6.23333333333333,374,2021-10-08 11:33:00,2021-10-08 17:47:00,10,12,2,11,1.378,1.006,0.372,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211008_gmin.csv
544,Kaw,NA,l,globulifera,Symphonia,Symphonia_globulifera,3.05401206985234,adj.PartofCurve,1,-4.59080429454943e-4,32.84,3.56874530597961,0.0211914722853049,27,39.9,2021-10-08 11:18:54,6.23333333333333,374,2021-10-08 11:33:00,2021-10-08 17:47:00,10,12,2,11,1.0061,0.8345,0.1716,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211008_gmin.csv
545,Kaw,NA,l,surinamensis,Virola,Virola_surinamensis,3.85391106657131,1,1,-0.00139782813208953,76.69,3.63456019747663,0.0218957385740672,27.3142857142857,39,2021-10-08 11:20:04,4.96666666666667,298,2021-10-08 12:50:00,2021-10-08 17:48:00,7,12,5,11,2.7771,2.3588,0.4183,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211008_gmin.csv
546,Kaw,NA,l,procera,Laetia,Laetia_procera,2.33451978371948,1,1,-6.13202852712683e-4,56.7,3.59195817746564,0.0214471603036052,27.1111111111111,39.5555555555556,2021-10-08 11:20:56,5.95,357,2021-10-08 11:51:00,2021-10-08 17:48:00,9,12,3,11,2.0575,1.8355,0.222,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211008_gmin.csv
547,Kaw,NA,l,opacum subsp. rabelianum,Protium,Protium_opacum subsp. rabelianum,10.8550162574314,adj.PartofCurve,1,-0.0035163376079228,73.14,3.51085527302707,0.0205046037111634,26.7285714285714,40.8571428571429,2021-10-08 11:22:11,2.71666666666667,163,2021-10-08 11:36:00,2021-10-08 14:19:00,7,12,2,8,1.8826,1.331,0.5516,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211008_gmin.csv
548,Kaw,NA,l,procera,Laetia,Laetia_procera,2.97269955981167,1,1,-0.00121624059546171,87.62,3.61035934946213,0.0216177990899232,27.2,39.375,2021-10-08 11:24:19,5.4,324,2021-10-08 12:24:00,2021-10-08 17:48:00,8,12,4,11,3.4237,3.0236,0.4001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211008_gmin.csv
549,Kaw,NA,l,procera,Laetia,Laetia_procera,2.74316371740031,1,1,-0.00104379105220025,82.2,3.5894909914882,0.021430695862471,27.1,39.5555555555556,2021-10-08 11:26:17,5.88333333333333,353,2021-10-08 11:56:00,2021-10-08 17:49:00,9,12,3,11,2.9724,2.5956,0.3768,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211008_gmin.csv
550,Kaw,NA,l,opacum subsp. rabelianum,Protium,Protium_opacum subsp. rabelianum,3.95161587411121,1,1,-3.91592489568845e-4,22.45,3.51674748072548,0.0204357008184339,26.7571428571429,41.1428571428571,2021-10-08 11:28:16,2.61666666666667,157,2021-10-08 11:43:00,2021-10-08 14:20:00,7,12,2,8,0.5658,0.5048,0.0609999999999999,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211008_gmin.csv
551,Kaw,NA,l,surinamensis,Virola,Virola_surinamensis,1.89916028297665,1,1,-2.13944814754756e-4,23.95,3.63135755207341,0.0217761388478707,27.3,39.2857142857143,2021-10-08 11:29:01,4.83333333333333,290,2021-10-08 13:00:00,2021-10-08 17:50:00,7,12,5,11,0.8289,0.7666,0.0623,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211008_gmin.csv
552,Kaw,NA,l,procera,Laetia,Laetia_procera,1.3272316131531,1,1,-6.88728411672584e-4,111.82,3.62621499277194,0.0214846380922993,27.275,40,2021-10-08 11:31:52,5.3,318,2021-10-08 12:32:00,2021-10-08 17:50:00,8,12,4,11,2.3545,2.1321,0.2224,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211008_gmin.csv
553,Kaw,NA,l,opacum subsp. rabelianum,Protium,Protium_opacum subsp. rabelianum,5.85185217179517,adj.PartofCurve,1,-0.00230912343470483,89.83,3.5011853537592,0.020336614276828,26.6833333333333,41.1666666666667,2021-10-08 11:32:09,2.13333333333333,128,2021-10-08 11:48:00,2021-10-08 13:56:00,6,12,2,7,1.8972,1.6088,0.2884,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211008_gmin.csv
554,Kaw,NA,l,opacum subsp. rabelianum,Protium,Protium_opacum subsp. rabelianum,11.53,adj.PartofCurve,0.99,-0.00449545068027211,44.28,3.48811519030516,0.0202465901206622,26.62,41.2,2021-10-08 11:32:18,1.7,102,2021-10-08 11:48:00,2021-10-08 13:30:00,5,12,2,6,1.3982,0.9486,0.4496,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211008_gmin.csv
555,Kaw,NA,l,procera,Laetia,Laetia_procera,2.63934978925186,1,1,-7.56574875656172e-4,62.35,3.59192272918918,0.0212845638697461,27.11,40,2021-10-08 11:34:18,6.03333333333333,362,2021-10-08 11:49:00,2021-10-08 17:51:00,10,12,2,11,2.1664,1.8932,0.2732,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211008_gmin.csv
556,Kaw,NA,l,globulifera,Symphonia,Symphonia_globulifera,1.59931568187227,adj.PartofCurve,1,-1.44458567109399e-4,19.5,3.61303981384948,0.0214447379965112,27.2111111111111,39.8888888888889,2021-10-08 11:37:19,5.73333333333333,344,2021-10-08 12:07:00,2021-10-08 17:51:00,9,12,3,11,0.9455,0.8952,0.0503,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211008_gmin.csv
557,Kaw,NA,lml,guianensis,Carapa,Carapa_guianensis,3.28102103979789,1,1,-0.00234329669753584,155.36,3.59817857784661,0.0212826303209023,27.14,40.1,2021-10-08 11:37:51,6,360,2021-10-08 11:52:00,2021-10-08 17:52:00,10,12,2,11,4.421,3.5667,0.8543,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211008_gmin.csv
558,Kaw,NA,l,surinamensis,Virola,Virola_surinamensis,5.86109735239099,1,1,-6.51395963634017e-4,25.09,3.75655147955279,0.0205074525629741,27.8857142857143,44.7142857142857,2021-10-11 13:38:18,2.68333333333333,161,2021-10-11 13:57:00,2021-10-11 16:38:00,7,11,2,8,0.874,0.7693,0.1047,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211011_gmin.csv
559,Kaw,NA,l,guianensis,Carapa,Carapa_guianensis,1.90844270940554,1,1,-3.99688613177602e-4,47,3.73078149571486,0.0206296110310374,27.7666666666667,44,2021-10-11 13:39:55,3.38333333333333,203,2021-10-11 15:08:00,2021-10-11 18:31:00,6,11,5,10,1.1373,1.0552,0.0821000000000001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211011_gmin.csv
560,Kaw,NA,l,surinamensis,Virola,Virola_surinamensis,2.6878411646025002,1,1,-5.85967606901634e-4,48.68,3.7271366327522,0.0207331689489338,27.75,43.6666666666667,2021-10-11 13:41:53,3.35,201,2021-10-11 15:10:00,2021-10-11 18:31:00,6,11,5,10,1.6952,1.577,0.1182,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211011_gmin.csv
561,Kaw,NA,l,surinamensis,Virola,Virola_surinamensis,6.1747286805851,1,1,-3.90332405502441e-4,14.34,3.73558657828919,0.0204086287803684,27.7888888888889,44.6666666666667,2021-10-11 13:43:33,4.55,273,2021-10-11 13:58:00,2021-10-11 18:31:00,9,11,2,10,0.5294,0.4224,0.107,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211011_gmin.csv
562,Kaw,NA,l,guianensis,Carapa,Carapa_guianensis,1.27172121576956,1,1,-3.50288962800461e-4,61.39,3.71626420128751,0.0207722314186153,27.7,43.4,2021-10-11 13:45:23,2.78333333333333,167,2021-10-11 15:45:00,2021-10-11 18:32:00,5,11,6,10,1.5734,1.5141,0.0592999999999999,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211011_gmin.csv
563,Kaw,NA,l,globulifera,Symphonia,Symphonia_globulifera,2.3839263932898,1,1,-3.19984422229788e-4,30.39,3.73551270785774,0.020448033265294,27.7888888888889,44.5555555555556,2021-10-11 13:47:48,4.5,270,2021-10-11 14:02:00,2021-10-11 18:32:00,9,11,2,10,1.0841,0.9975,0.0866,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211011_gmin.csv
564,Kaw,NA,l,guianensis,Carapa,Carapa_guianensis,2.96514859006378,1,1,-0.00229283456988169,172.04,3.73491842779042,0.0208086101804994,27.7857142857143,43.5714285714286,2021-10-11 13:48:41,3.71666666666667,223,2021-10-11 14:49:00,2021-10-11 18:32:00,7,11,4,10,5.916,5.4008,0.5152,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211011_gmin.csv
565,Kaw,NA,l,surinamensis,Virola,Virola_surinamensis,11.076071588418,1,0.99,-0.0034839174184594,70.19,3.71191254232874,0.0207468947835895,27.68,43.4,2021-10-11 13:49:56,2.73333333333333,164,2021-10-11 15:49:00,2021-10-11 18:33:00,5,11,6,10,2.3253,1.7633,0.562,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211011_gmin.csv
566,Kaw,NA,l,surinamensis,Virola,Virola_surinamensis,3.50666624423687,1,1,-5.99104134536994e-4,37.9,3.74160598704848,0.0208696383313918,27.8166666666667,43.5,2021-10-11 13:50:30,2.61666666666667,157,2021-10-11 14:51:00,2021-10-11 17:28:00,6,11,4,9,1.4305,1.3368,0.0937000000000001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211011_gmin.csv
567,Kaw,NA,l,surinamensis,Virola,Virola_surinamensis,1.67892924192023,1,1,-3.13212146357907e-4,41.88,3.70318685874594,0.0206227120656549,27.64,43.6,2021-10-11 13:53:41,2.68333333333333,161,2021-10-11 15:53:00,2021-10-11 18:34:00,5,11,6,10,1.5234,1.4729,0.0505,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211011_gmin.csv
570,Kaw,NA,l,procera,Laetia,Laetia_procera,5.65934905841999,1,1,-0.00243542874143288,96.34,3.74107205767962,0.0206799056317614,27.8142857142857,44,2021-10-11 13:55:03,3.05,183,2021-10-11 14:25:00,2021-10-11 17:28:00,7,11,3,9,3.9376,3.4925,0.4451,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211011_gmin.csv
571,Kaw,NA,l,guianensis,Carapa,Carapa_guianensis,1.92637590116774,1,1,-3.49884193029786e-4,41.1,3.68374748160991,0.0204591559537752,27.55,43.75,2021-10-11 13:56:45,2.15,129,2021-10-11 16:26:00,2021-10-11 18:35:00,4,11,7,10,1.3989,1.3535,0.0454000000000001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211011_gmin.csv
572,Kaw,NA,l,melinonii,Tachigali,Tachigali_melinonii,1.54598539507559,1,1,-8.70856671048739e-5,12.97,3.62326873702733,0.0201070134748863,27.2625,43.75,2021-10-12 14:24:12,3.81666666666667,229,2021-10-12 14:39:00,2021-10-12 18:28:00,8,10,2,9,0.1867,0.1674,0.0193,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211012_gmin.csv
573,Kaw,NA,l,copaia subsp. copaia,Jacaranda,Jacaranda_copaia subsp. copaia,4.02904267131008,potential_measurement_error,0.99,-1.70537761141835e-4,9.73,3.66414247252771,0.0201396583436834,27.4571428571429,44.2857142857143,2021-10-12 14:27:25,2.68333333333333,161,2021-10-12 14:43:00,2021-10-12 17:24:00,7,10,2,8,0.2487,0.2211,0.0276,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211012_gmin.csv
574,Kaw,NA,l,melinonii,Tachigali,Tachigali_melinonii,2.15449370375795,1,1,-1.3781621310847e-4,14.71,3.62851655378761,0.0201320805389928,27.2875,43.75,2021-10-12 14:29:23,3.75,225,2021-10-12 14:44:00,2021-10-12 18:29:00,8,10,2,9,0.2413,0.2107,0.0306,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211012_gmin.csv
575,Kaw,NA,l,melinonii,Tachigali,Tachigali_melinonii,2.14236005970179,1,1,-1.49515900931936e-4,16.05,3.62851655378761,0.0201310362585967,27.2875,43.75,2021-10-12 14:30:33,3.73333333333333,224,2021-10-12 14:45:00,2021-10-12 18:29:00,8,10,2,9,0.337,0.3039,0.0331,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211012_gmin.csv
576,Kaw,NA,l,stevensonii,Protium,Protium_stevensonii,3.99156296283165,adj.PartofCurve,1,-4.76575649059981e-4,27.38,3.66407924519831,0.0201883892097688,27.4571428571429,44.1428571428571,2021-10-12 14:32:11,2.73333333333333,164,2021-10-12 14:47:00,2021-10-12 17:31:00,7,10,2,8,0.6526,0.5746,0.078,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211012_gmin.csv
577,Kaw,NA,l,copaia subsp. copaia,Jacaranda,Jacaranda_copaia subsp. copaia,1.44712150232545,1,1,-9.49277025476241e-5,14.85,3.54125123741913,0.02045068073171,26.875,41.5,2021-10-12 14:33:25,1.96666666666667,118,2021-10-12 16:32:00,2021-10-12 18:30:00,4,10,6,9,0.3552,0.3439,0.0113,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211012_gmin.csv
578,Kaw,NA,l,sagotiana,Iryanthera,Iryanthera_sagotiana,0.699581247569488,1,1,-1.17905116217818e-4,38.13,3.59603718406003,0.0204632181765032,27.1333333333333,42.3333333333333,2021-10-12 14:34:58,2.93333333333333,176,2021-10-12 15:35:00,2021-10-12 18:31:00,6,10,4,9,0.9816,0.9609,0.0207000000000001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211012_gmin.csv
579,Kaw,NA,l,membranacea,Licania,Licania_membranacea,2.70490480725627,1,1,-7.50003256753112e-4,63.34,3.62862486488779,0.0202665280120347,27.2875,43.375,2021-10-12 14:37:39,3.65,219,2021-10-12 14:52:00,2021-10-12 18:31:00,8,10,2,9,1.1973,1.0326,0.1647,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211012_gmin.csv
580,Kaw,NA,l,guianensis,Poraqueiba,Poraqueiba_guianensis,1.79368255631904,1,1,-3.47319440733813e-4,44.2,3.62325394617414,0.0202818463325531,27.2625,43.25,2021-10-12 14:41:00,3.58333333333333,215,2021-10-12 14:56:00,2021-10-12 18:31:00,8,10,2,9,1.1494,1.0736,0.0757999999999999,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211012_gmin.csv
581,Kaw,NA,l,sagotiana,Iryanthera,Iryanthera_sagotiana,NA,1,1,-1.10247986041503e-4,32.83,3.62239153671058,0.0203124960096055,27.2571428571429,43.1428571428571,2021-10-12 14:42:52,3.55,213,2021-10-12 14:58:00,2021-10-12 18:31:00,7,9,2,8,0.8442,0.8208,0.0234,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211012_gmin.csv
582,Kaw,228348,l,sagotiana,Iryanthera,Iryanthera_sagotiana,0.740329855684181,1,1,-1.53276054263011e-4,43.86,3.61947381202794,0.0218537851807511,27.25,38.8333333333333,2021-10-13 13:55:44,3.35,201,2021-10-13 14:55:00,2021-10-13 18:16:00,6,10,4,9,0.9782,0.9475,0.0306999999999999,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211013_gmin.csv
583,Kaw,228463,l,guianensis,Poraqueiba,Poraqueiba_guianensis,2.49049157551391,1,1,-0.00115238959561888,98.75,3.59418822047455,0.0216931888059013,27.1285714285714,38.8571428571429,2021-10-13 13:56:23,3.85,231,2021-10-13 14:26:00,2021-10-13 18:17:00,7,10,3,9,2.0679,1.8029,0.265,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211013_gmin.csv
584,Kaw,228208,l,hexapetala,Gustavia,Gustavia_hexapetala,0.970106546230863,1,1,-5.24302831658701e-4,113.75,3.63793148840017,0.0219967040430397,27.3375,38.75,2021-10-13 13:58:22,1.53333333333333,92,2021-10-13 14:58:00,2021-10-13 16:30:00,4,10,4,7,2.9211,2.8723,0.0488,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211013_gmin.csv
585,Kaw,228431,l,coriacea,Eschweilera,Eschweilera_coriacea,1.37686006116726,1,1,-1.59710914025394e-4,24.38,3.63434703440209,0.02202710085352,27.32,38.6,2021-10-13 13:59:10,2.8,168,2021-10-13 15:30:00,2021-10-13 18:18:00,5,10,5,9,0.5496,0.5229,0.0266999999999999,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211013_gmin.csv
586,Kaw,228391,l,coriacea,Eschweilera,Eschweilera_coriacea,0.706481245146004,1,1,-3.03407122947621e-4,92.06,3.5859381466198,0.0215973473654013,27.0875,39,2021-10-13 13:59:54,4.06666666666667,244,2021-10-13 14:15:00,2021-10-13 18:19:00,8,10,2,9,1.8503,1.7764,0.0739000000000001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211013_gmin.csv
587,Kaw,228447,l,prouacensis,Bocoa,Bocoa_prouacensis,2.70538314679102,1,1,-0.00106976708029524,85.07,3.5806082801166,0.0215194052949708,27.0625,39.125,2021-10-13 14:01:19,4.08333333333333,245,2021-10-13 14:16:00,2021-10-13 18:21:00,8,10,2,9,1.722,1.4585,0.2635,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211013_gmin.csv
588,Kaw,228227,l,hexapetala,Gustavia,Gustavia_hexapetala,0.843546229886045,1,1,-3.18705612217659e-4,79.51,3.63363313953745,0.0219991204641142,27.3166666666667,38.6666666666667,2021-10-13 14:02:11,3.31666666666667,199,2021-10-13 15:02:00,2021-10-13 18:21:00,6,10,4,9,2.0089,1.9456,0.0633000000000001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211013_gmin.csv
589,Kaw,228279,l,hexapetala,Gustavia,Gustavia_hexapetala,3.63650559958893,1,1,-6.28566036060041e-4,36.32,3.64696625747721,0.0220326664110338,27.38,38.8,2021-10-13 14:03:17,1.98333333333333,119,2021-10-13 15:03:00,2021-10-13 17:02:00,5,10,4,8,0.8017,0.7279,0.0738,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211013_gmin.csv
590,Kaw,228529,l,hexapetala,Gustavia,Gustavia_hexapetala,2.65688739016413,adj.PartofCurve,0.99,-0.00100037368927549,80.59,3.59154118182719,0.0216298847966475,27.1142857142857,39,2021-10-13 14:04:05,2.71666666666667,163,2021-10-13 14:21:00,2021-10-13 17:04:00,7,10,2,8,2.1666,2.0034,0.1632,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211013_gmin.csv
