Code,Forest,idTree,specCode,Species,Genus,Name,gmin.slope,Code_Meas_quality,R2,beta,Leaf_area,Vpsat.kPa_mean,VPD_mean,T.cels_mean,RH.perc_mean,t0,timeMeas_chosen.h,timeMeas_chosen.min,time_start,time_end,nMeas_chosen,nMeas_total,first_chosen_meas,last_chosen_meas,mass_start,mass_end,mass_Loss_Meas_chosen,file
591,Kaw,228580,l,coriacea,Eschweilera,Eschweilera_coriacea,1.18491854171385,adj.PartofCurve,0.99,-2.25592525068368e-4,40.66,3.59143448643026,0.021677793976788,27.1142857142857,38.8571428571429,2021-10-13 14:05:09,2.65,159,2021-10-13 14:25:00,2021-10-13 17:04:00,7,10,2,8,0.8659,0.8316,0.0343,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211013_gmin.csv
592,Kaw,228337,l,coriacea,Eschweilera,Eschweilera_coriacea,1.18054678009831,1,1,-4.19688616416003e-4,74.7,3.6469879653253,0.0220327971295663,27.38,38.8,2021-10-13 14:06:07,1.98333333333333,119,2021-10-13 15:06:00,2021-10-13 17:05:00,5,9,3,7,1.447,1.3973,0.0497000000000001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211013_gmin.csv
593,Kaw,228578,l,coriacea,Eschweilera,Eschweilera_coriacea,0.897746356328907,1,1,-4.23767814885802e-4,101.07,3.5831270791479,0.0216221213805084,27.075,38.875,2021-10-13 14:07:46,4.01666666666667,241,2021-10-13 14:22:00,2021-10-13 18:23:00,8,10,2,9,2.1996000000000002,2.098,0.1016,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211013_gmin.csv
594,Kaw,228374,l,michelii,Virola,Virola_michelii,5.6987,4,0.98,-0.00632903225806453,100.75,3.56696355641245,0.0215979916118796,27,38.6666666666667,2021-10-13 14:08:44,1.03333333333333,62,2021-10-13 14:37:00,2021-10-13 15:39:00,3,10,3,5,2.2217,1.8293,0.3924,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211013_gmin.csv
595,Kaw,228344,l,coriacea,Eschweilera,Eschweilera_coriacea,0.702194614973427,1,1,-4.33290395559728e-4,131.85,3.58300600907506,0.0216664461887362,27.075,38.75,2021-10-13 14:10:16,4,240,2021-10-13 14:25:00,2021-10-13 18:25:00,8,10,2,9,2.8115,2.7087,0.1028,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211013_gmin.csv
596,Kaw,228576,l,coriacea,Eschweilera,Eschweilera_coriacea,1.03820086019741,1,1,-5.01430844583675e-4,103.21,3.59743391367627,0.0216647724390279,27.1428571428571,39,2021-10-13 14:12:22,2.75,165,2021-10-13 14:27:00,2021-10-13 17:12:00,7,10,2,8,3.0489,2.9687,0.0802,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211013_gmin.csv
597,Kaw,228575,l,coriacea,Eschweilera,Eschweilera_coriacea,0.862027621757939,1,1,-1.41153921355338e-4,35.01,3.5883630105831,0.021653390280913,27.1,38.875,2021-10-13 14:13:38,3.96666666666667,238,2021-10-13 14:28:00,2021-10-13 18:26:00,8,10,2,9,0.8192,0.7857,0.0335000000000001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211013_gmin.csv
598,Kaw,228574,l,coriacea,Eschweilera,Eschweilera_coriacea,1.51583743798147,1,1,-0.00130946877588649,182.41,3.61746410654745,0.0219250263344567,27.24,38.6,2021-10-13 14:17:57,2.63333333333333,158,2021-10-13 15:48:00,2021-10-13 18:26:00,5,10,5,9,3.5367,3.3306,0.2061,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211013_gmin.csv
599,Kaw,228608,l,coriacea,Eschweilera,Eschweilera_coriacea,1.73308047801526,1,1,-2.31865961460221e-4,28.21,3.62659800644307,0.0219564149671178,27.2833333333333,38.6666666666667,2021-10-13 14:18:29,3.11666666666667,187,2021-10-13 15:20:00,2021-10-13 18:27:00,6,10,4,9,0.7895,0.7461,0.0434,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211013_gmin.csv
600,Kaw,228495,l,michelii,Virola,Virola_michelii,7.6725615314268,1,1,-0.003980478714111,109.4,3.64588917384985,0.0219545152620771,27.375,39,2021-10-13 14:19:00,1.46666666666667,88,2021-10-13 15:20:00,2021-10-13 16:48:00,4,10,4,7,1.8891,1.5398,0.3493,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211013_gmin.csv
601,Kaw,NA,l,heteromorphus,Hymenopus,Hymenopus_heteromorphus,6.91699555173887,1,1,-0.00362545020704365,103.18,3.80011404424594,0.0235177177428166,28.0833333333333,37.3333333333333,2021-10-14 14:36:12,2.2725,136.35,2021-10-14 14:50:43,2021-10-14 17:07:04,6,10,2,7,2.7595,2.2642,0.4953,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211014_gmin.csv
602,Kaw,NA,l,heteromorphus,Hymenopus,Hymenopus_heteromorphus,3.16496677874683,1,1,-0.00163369848124076,100.77,3.77958626919781,0.0237147057216722,27.9857142857143,36.4285714285714,2021-10-14 14:37:32,3.69333333333333,221.6,2021-10-14 15:06:09,2021-10-14 18:47:45,7,10,3,9,2.2007,1.8384,0.3623,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211014_gmin.csv
603,Kaw,NA,l,opacum subsp. rabelianum,Protium,Protium_opacum subsp. rabelianum,2.77556219886107,1,1,-0.00153534064185935,106.52,3.76163840085129,0.0240419048065929,27.9,35.25,2021-10-14 14:38:39,2.17055555555556,130.233333333333,2021-10-14 16:38:30,2021-10-14 18:48:44,4,10,6,9,1.5705,1.3692,0.2013,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211014_gmin.csv
604,Kaw,NA,l,heteromorphus,Hymenopus,Hymenopus_heteromorphus,3.9234816131223,1,1,-0.00125829274430724,63.08,3.77728287625388,0.0235377331473027,27.975,36.875,2021-10-14 14:39:51,3.95888888888889,237.533333333333,2021-10-14 14:54:01,2021-10-14 18:51:33,8,10,2,9,1.5538,1.2535,0.3003,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211014_gmin.csv
605,Kaw,NA,l,globulifera,Symphonia,Symphonia_globulifera,2.66822109472642,1,1,-5.16475294211286e-4,37.75,3.78296082334696,0.0237387054229159,28,36.4285714285714,2021-10-14 14:40:39,3.705,222.3,2021-10-14 15:09:59,2021-10-14 18:52:17,7,10,3,9,1.466,1.3501,0.1159,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211014_gmin.csv
606,Kaw,NA,l,opacum subsp. rabelianum,Protium,Protium_opacum subsp. rabelianum,7.77806103214526,rapid_weight_loss,1,-0.00174127908152489,44.12,3.77728287625388,0.0234913394908318,27.975,37,2021-10-14 14:41:41,3.94638888888889,236.783333333333,2021-10-14 14:56:20,2021-10-14 18:53:07,8,10,2,9,1.0387,0.6349,0.4038,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211014_gmin.csv
607,Kaw,NA,l,guianensis,Carapa,Carapa_guianensis,2.52172665812883,1,1,-0.0013696153660878,105.84,3.81942009418948,0.0237572970505246,28.1714285714286,37,2021-10-14 14:42:17,2.79444444444444,167.666666666667,2021-10-14 14:56:53,2021-10-14 17:44:33,7,10,2,8,3.0524,2.8223,0.2301,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211014_gmin.csv
608,Kaw,NA,l,guianensis,Carapa,Carapa_guianensis,1.77544631809581,1,1,-4.56288896903678e-4,50.18,3.82209568688964,0.0237108949958493,28.1833333333333,37.1666666666667,2021-10-14 14:42:54,2.24222222222222,134.533333333333,2021-10-14 14:57:25,2021-10-14 17:11:57,6,10,2,7,1.2957,1.2358,0.0599000000000001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211014_gmin.csv
609,Kaw,NA,l,guianensis,Carapa,Carapa_guianensis,2.49454037977277,1,1,-7.13309041734431e-4,55.98,3.78001652347587,0.0236483337196178,27.9875,36.625,2021-10-14 14:43:36,3.95472222222222,237.283333333333,2021-10-14 14:57:57,2021-10-14 18:55:14,8,10,2,9,1.7112,1.5422,0.169,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211014_gmin.csv
610,Kaw,NA,l,globulifera,Symphonia,Symphonia_globulifera,2.98446733177651,adj.PartofCurve,1,-5.13940634097538e-4,33.78,3.78001652347587,0.0236011263652484,27.9875,36.75,2021-10-14 14:44:17,3.95666666666667,237.4,2021-10-14 14:58:31,2021-10-14 18:55:55,8,10,2,9,1.2924,1.17,0.1224,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211014_gmin.csv
611,Kaw,NA,l,globulifera,Symphonia,Symphonia_globulifera,2.33670919257587,1,1,-4.17497014703547e-4,34.69,3.816264041947,0.0238446337631057,28.1571428571429,36.7142857142857,2021-10-14 14:45:00,2.80805555555556,168.483333333333,2021-10-14 14:59:08,2021-10-14 17:47:37,7,10,2,8,1.6762,1.6061,0.0700999999999998,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211014_gmin.csv
612,Kaw,NA,l,globulifera,Symphonia,Symphonia_globulifera,4.30549492320095,1,1,-4.82433270591142e-4,21.98,3.78001652347587,0.0236011263652484,27.9875,36.75,2021-10-14 14:45:42,3.95722222222222,237.433333333333,2021-10-14 14:59:45,2021-10-14 18:57:11,8,10,2,9,0.7921,0.6786,0.1135,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211014_gmin.csv
613,Kaw,NA,l,globulifera,Symphonia,Symphonia_globulifera,1.77830877620261,1,1,-3.12398490171177e-4,34.46,3.78001652347587,0.0236011263652484,27.9875,36.75,2021-10-14 14:46:30,3.95527777777778,237.316666666667,2021-10-14 15:00:33,2021-10-14 18:57:52,8,10,2,9,1.3694,1.2952,0.0742,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211014_gmin.csv
614,Kaw,NA,Pteoff,officinalis,Pterocarpus,Pterocarpus_officinalis,0.97840376760915,adj.PartofCurve,1,-1.9791084590197e-4,40.06,3.92950329610373,0.0233768926518373,28.6571428571429,39.7142857142857,2021-10-18 14:59:56,2.73333333333333,164,2021-10-18 15:16:00,2021-10-18 18:00:00,7,9,2,8,0.7945,0.7619,0.0326,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211018_gmin.csv
615,Kaw,NA,Pteoff,officinalis,Pterocarpus,Pterocarpus_officinalis,1.08832825192651,adj.PartofCurve,1,-1.06281311913985e-4,19.34,3.92950329610373,0.0233768926518373,28.6571428571429,39.7142857142857,2021-10-18 15:01:20,2.73333333333333,164,2021-10-18 15:16:00,2021-10-18 18:00:00,7,9,2,8,0.475,0.4575,0.0175,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211018_gmin.csv
616,Kaw,NA,Pteoff,guianensis,Carapa,Carapa_guianensis,1.88390853528534,potential_measurement_error,1,-4.76719369797194e-4,50.28,3.85372240623884,0.0232998950258285,28.325,38.75,2021-10-18 15:02:56,1.48333333333333,89,2021-10-18 16:32:00,2021-10-18 18:01:00,4,9,5,8,1.6519,1.6092,0.0427,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211018_gmin.csv
617,Kaw,NA,Pteoff,officinalis,Pterocarpus,Pterocarpus_officinalis,2.77828117260497,adj.PartofCurve,1,-1.96897525499349e-4,13.98,3.92626633836776,0.0234694623002007,28.6428571428571,39.4285714285714,2021-10-18 15:04:24,2.7,162,2021-10-18 15:21:00,2021-10-18 18:03:00,7,9,2,8,0.3386,0.308,0.0306,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211018_gmin.csv
618,Kaw,NA,l,officinalis,Pterocarpus,Pterocarpus_officinalis,2.21411078268171,adj.PartofCurve,1,-1.05756626536337e-4,9.43,3.92298000844633,0.0234499973648319,28.6285714285714,39.4285714285714,2021-10-18 15:05:59,2.75,165,2021-10-18 15:21:00,2021-10-18 18:06:00,7,9,2,8,0.1766,0.1593,0.0173,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211018_gmin.csv
619,Kaw,NA,l,officinalis,Pterocarpus,Pterocarpus_officinalis,1.44191289383514,adj.PartofCurve,1,-4.2138614492384e-4,57.75,3.91975936934844,0.0234280146489069,28.6142857142857,39.4285714285714,2021-10-18 15:08:35,2.71666666666667,163,2021-10-18 15:24:00,2021-10-18 18:07:00,7,9,2,8,1.2032,1.1349,0.0683,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211018_gmin.csv
620,Kaw,NA,l,officinalis,Pterocarpus,Pterocarpus_officinalis,1.93770571304431,adj.PartofCurve,1,-1.56826826196473e-4,16.02,3.9131034441118002,0.0233892486480222,28.5857142857143,39.4285714285714,2021-10-18 15:11:02,2.75,165,2021-10-18 15:25:00,2021-10-18 18:10:00,7,9,2,8,0.2896,0.2636,0.026,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211018_gmin.csv
621,Kaw,NA,l,officinalis,Pterocarpus,Pterocarpus_officinalis,2.57796907438346,adj.PartofCurve,1,-3.13919929608446e-4,23.61,3.9131034441118002,0.0238776425716399,28.5857142857143,38.1428571428571,2021-10-18 15:12:17,2.75,165,2021-10-18 15:26:00,2021-10-18 18:11:00,7,9,2,8,0.4351,0.3835,0.0516,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211018_gmin.csv
622,Kaw,NA,l,officinalis,Pterocarpus,Pterocarpus_officinalis,2.30042384358674,adj.PartofCurve,1,-1.45380244755245e-4,12.55,3.90994739186932,0.0233131017068487,28.5714285714286,39.5714285714286,2021-10-18 15:13:17,2.75,165,2021-10-18 15:28:00,2021-10-18 18:13:00,7,9,2,8,0.2106,0.1866,0.024,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211018_gmin.csv
623,Kaw,NA,l,officinalis,Pterocarpus,Pterocarpus_officinalis,3.05274454736018,1,1,-1.54705298720219e-4,10.08,3.9131034441118002,0.0232755762142068,28.5857142857143,39.7142857142857,2021-10-18 15:14:10,2.75,165,2021-10-18 15:28:00,2021-10-18 18:13:00,7,9,2,8,0.2138,0.1883,0.0255,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211018_gmin.csv
624,Kaw,NA,l,officinalis,Pterocarpus,Pterocarpus_officinalis,0.97399894131733,1,1,-1.2339232888539e-4,25.24,3.90664446503092,0.0232373486726805,28.5571428571429,39.7142857142857,2021-10-18 15:15:30,2.75,165,2021-10-18 15:29:00,2021-10-18 18:14:00,7,9,2,8,0.4563,0.4362,0.0201,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211018_gmin.csv
625,Kaw,NA,l,copaia subsp. copaia,Jacaranda,Jacaranda_copaia subsp. copaia,4.22384153705555,1,1,-8.0690797868238e-5,3.95,3.69415305626903,0.0223905904512412,27.6,38.6,2021-10-19 15:36:50,2.03444444444444,122.066666666667,2021-10-19 16:35:45,2021-10-19 18:37:49,5,9,4,8,0.0657,0.0557,0.01,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211019_gmin.csv
626,Kaw,NA,l,procera,Laetia,Laetia_procera,4.9071640803459,1,1,-0.00134189693101749,56.45,3.69415855330825,0.0224269844817504,27.6,38.5,2021-10-19 15:38:38,1.55444444444444,93.2666666666667,2021-10-19 16:36:30,2021-10-19 18:09:46,4,9,4,7,2.252,2.1257,0.1263,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211019_gmin.csv
627,Kaw,NA,l,procera,Laetia,Laetia_procera,3.96032735519839,1,1,-8.03724475901378e-4,42.1,3.69415305626903,0.0223172285765757,27.6,38.8,2021-10-19 15:39:49,2.00583333333333,120.35,2021-10-19 16:39:13,2021-10-19 18:39:34,5,9,4,8,1.6487,1.5532,0.0955000000000001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211019_gmin.csv
628,Kaw,NA,l,procera,Laetia,Laetia_procera,3.13983562911896,1,1,-0.00101438655025441,67.24,3.69415855330825,0.0222441140469054,27.6,39,2021-10-19 15:41:46,1.50055555555556,90.0333333333333,2021-10-19 17:11:32,2021-10-19 18:41:34,4,9,5,8,2.4718,2.38,0.0918000000000001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211019_gmin.csv
629,Kaw,NA,l,falcata,Eperua,Eperua_falcata,2.47224296529358,1,1,-3.29259273815981e-4,27.66,3.68982347952976,0.022291584489275,27.58,38.8,2021-10-19 15:42:59,2.00527777777778,120.316666666667,2021-10-19 16:42:36,2021-10-19 18:42:55,5,9,4,8,0.5419,0.5025,0.0394000000000001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211019_gmin.csv
630,Kaw,NA,l,falcata,Eperua,Eperua_falcata,1.15113935844405,1,1,-1.31064507538935e-4,23.6,3.69415855330825,0.0223352821384185,27.6,38.75,2021-10-19 15:44:20,1.50861111111111,90.5166666666667,2021-10-19 17:13:18,2021-10-19 18:43:49,4,9,5,8,0.4551,0.4433,0.0118,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211019_gmin.csv
631,Kaw,NA,l,falcata,Eperua,Eperua_falcata,2.04401219435494,1,1,-2.97155290003025e-4,30.06,3.69415305626903,0.0223901630497862,27.6,38.6,2021-10-19 15:45:26,2.00222222222222,120.133333333333,2021-10-19 16:44:08,2021-10-19 18:44:16,5,9,4,8,0.7179,0.6821,0.0357999999999999,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211019_gmin.csv
632,Kaw,NA,l,falcata,Eperua,Eperua_falcata,1.73348269222127,1,1,-2.983498151166e-4,35.82,3.69415305626903,0.0222447193342222,27.6,39,2021-10-19 15:47:02,1.99,119.4,2021-10-19 16:46:18,2021-10-19 18:45:42,5,9,4,8,0.6355,0.6004,0.0350999999999999,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211019_gmin.csv
633,Kaw,NA,l,procera,Laetia,Laetia_procera,2.51709783285008,1,1,-7.7045774803739e-4,63.63,3.69846064485139,0.022270658416505,27.62,39,2021-10-19 15:48:35,1.9925,119.55,2021-10-19 16:49:25,2021-10-19 18:48:58,5,9,4,8,2.3837,2.2909,0.0928,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211019_gmin.csv
634,Kaw,NA,l,falcata,Eperua,Eperua_falcata,1.47584759937059,1,1,-2.7080842581184e-4,38.27,3.69846064485139,0.0221977239432945,27.62,39.2,2021-10-19 15:50:03,1.98972222222222,119.383333333333,2021-10-19 16:50:00,2021-10-19 18:49:23,5,9,4,8,0.7654,0.7328,0.0326,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211019_gmin.csv
635,Kaw,NA,l,falcata,Eperua,Eperua_falcata,4.44484494896909,1,1,-5.34571045626738e-4,25.05,3.70134702934423,0.0222273319149092,27.6333333333333,39.1666666666667,2021-10-19 15:51:20,2.49194444444444,149.516666666667,2021-10-19 16:20:56,2021-10-19 18:50:27,6,9,3,8,0.4375,0.3574,0.0801,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211019_gmin.csv
636,Kaw,NA,l,falcata,Eperua,Eperua_falcata,1.33776640773223,1,1,-2.12851214037984e-4,32.98,3.69415855330825,0.0223352821384185,27.6,38.75,2021-10-19 15:52:33,1.50111111111111,90.0666666666667,2021-10-19 16:51:26,2021-10-19 18:21:30,4,9,4,7,0.6146,0.5955,0.0191,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211019_gmin.csv
637,Kaw,NA,l,falcata,Eperua,Eperua_falcata,1.81382032404632,1,1,-2.56601482933963e-4,29.54,3.69415305626903,0.0221717848610117,27.6,39.2,2021-10-19 15:53:27,1.99111111111111,119.466666666667,2021-10-19 16:53:12,2021-10-19 18:52:40,5,9,4,8,0.5362,0.5056,0.0306,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211019_gmin.csv
638,Kaw,NA,l,falcata,Eperua,Eperua_falcata,2.05235100631758,1,0.99,-3.07820863685731e-4,31.27,3.69775737219226,0.0222057160130069,27.6166666666667,39.1666666666667,2021-10-19 15:54:55,2.46277777777778,147.766666666667,2021-10-19 16:25:51,2021-10-19 18:53:37,6,9,3,8,0.5735,0.5271,0.0464,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211019_gmin.csv
639,Kaw,NA,l,falcata,Eperua,Eperua_falcata,1.0815458996435,1,1,-1.53752529493898e-4,29.69,3.68123019677296,0.0221673289242991,27.54,39,2021-10-19 15:57:56,1.98861111111111,119.316666666667,2021-10-19 16:58:42,2021-10-19 18:58:01,5,9,4,8,0.4932,0.4746,0.0186,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211019_gmin.csv
640,Kaw,NA,l,melinonii,Tachigali,Tachigali_melinonii,2.03612749803477,1,1,-1.19648466637306e-4,12.25,3.68800871482648,0.0222081472462404,27.5714285714286,39,2021-10-19 15:59:13,2.74222222222222,164.533333333333,2021-10-19 16:13:55,2021-10-19 18:58:27,7,9,2,8,0.217,0.1971,0.0199,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211019_gmin.csv
641,Kaw,NA,l,melinonii,Tachigali,Tachigali_melinonii,3.47885914764402,adj.PartofCurve,0.99,-3.59962155983196e-4,21.52,3.68800871482648,0.0222599395622071,27.5714285714286,38.8571428571429,2021-10-19 16:00:08,2.75416666666667,165.25,2021-10-19 16:14:24,2021-10-19 18:59:39,7,9,2,8,0.3871,0.33,0.0571,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211019_gmin.csv
642,Kaw,NA,l,melinonii,Tachigali,Tachigali_melinonii,2.29884784712079,adj.PartofCurve,1,-1.24572237857026e-4,11.28,3.68123019677296,0.0222406864670234,27.54,38.8,2021-10-19 16:02:20,1.99361111111111,119.616666666667,2021-10-19 17:01:44,2021-10-19 19:01:21,5,9,4,8,0.1952,0.1803,0.0149,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211019_gmin.csv
643,Kaw,NA,l,copaia subsp. copaia,Jacaranda,Jacaranda_copaia subsp. copaia,3.17439496357907,1,1,-5.50086032298121e-4,36.37,3.67800497893816,0.0220583286939155,27.525,39.25,2021-10-19 16:04:19,1.49666666666667,89.8,2021-10-19 17:33:08,2021-10-19 19:02:56,4,9,5,8,0.7132,0.6635,0.0497,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211019_gmin.csv
