Code,Site,Genus,Species,Weight_mg_CNS,%N,%C,%S,Remark Sample,Weight_g_trace,P (g/kg),Fe (g/kg),Mn (g/kg),Mg (g/kg),Al (g/kg),Ca (g/kg),Na (g/kg),K (g/kg),Cr (mg/kg),Cu (mg/kg),Ni (mg/kg),Pb (mg/kg),Rb (mg/kg),Sr (mg/kg),Zn (mg/kg),Commentaires
522,Kawforest,Iryanthera,sagotiana,8.196,1.64,53.68,0.152,NA,0.1995,0.590238789280895,0.0999225062656642,0.170807652464495,4.95399732664996,0.119717627401838,8.11422890559733,1.34044527986633,3.13045147484095,1.89921838687628,9.47933166248956,3.91236357560568,0,4.8280701754386,96.0846282372598,12.7619047619048,NA
523,Kawforest,Vouacapoua,americana,7.814,2.01,53.13,0.155,NA,0.2002,0.585178014293399,0.149498201798202,0.189940692640693,2.61899333999334,0.176242091242091,4.76917415917416,0.564030136530137,2.93868665949435,2.18287496594315,35.8822510822511,1.09559706959707,0,3.58291708291708,62.8315850815851,23.8611388611389,Cu revérifié sur un replicat de minéralisation de l'échantillon
524,Kawforest,Jacaranda,copaia,7.883,2.43,49.61,0.199,NA,0.2002,0.893369822485207,0.0560916083916084,0.0237868464868465,3.66494738594739,0.0284948384948385,3.67127206127206,1.47561854811855,4.29058476139245,2.70321212878031,27.2109224109224,1.80983782883783,0,11.4985014985015,38.8980186480187,15.9290709290709,NA
525,Kawforest,Licania,membranacea,8.088,1.38,50.32,0.309,NA,0.2001,0.380797793410987,0.218813293353323,0.3181965350658,1.82769848409129,0.26456105280693,8.41973346660003,1.54432200566384,4.45989539845462,2.89313377402208,5.26050308179244,8.25545993669832,0,5.49225387306347,59.3147592870232,6.23188405797102,NA
526,Kawforest,Gustavia,hexapetala,8.078,1.85,48.67,0.412,NA,0.2001,0.619453465574905,0.136529435282359,0.113348958853906,3.2899673496585,1.05823921372647,17.6551157754456,0.253117607862735,9.43390839195787,1.49211678251783,5.68529068798934,1.7720166583375,0,27.7486256871564,281.803514909212,16.0669665167416,NA
527,Kawforest,Poraqueiba,guianensis,7.926,1.03,51.15,0.184,NA,0.1995,0.399762598804704,0.172904962406015,0.0124367251461988,3.23018780284043,0.29239933166249,10.906208855472,0.58555806182122,5.33195523423945,2.68187502848029,4.82519632414369,0.344645279866333,0,11.1779448621554,78.3903926482874,7.37844611528822,NA
528,Kawforest,Tachigali,melinonii,8.144,2.95,51.98,0.123,NA,0.1997,0.689297138014714,0.0948900350525789,0.311522917709898,1.83686763478551,0.028125521615757,9.107604740444,0.0876256050742781,5.53192323100035,3.07752162334411,12.1989317309297,1.16712835920548,0,12.9894842263395,27.0750292104824,12.1331997996996,NA
529,Kawforest,Bocoa,prouacensis,7.636,2.73,53.43,0.146,NA,0.2001,0.629448468073656,0.248873263368316,0.0655728469098784,1.3844201232717,0.253766450108279,3.03217724471098,0.213687323005164,8.26449309960405,4.7984019732558,2.65880393136765,1.78767382975179,0,12.8685657171414,25.8414959187073,5.30734632683658,NA
530,Kawforest,Licania,membranacea,7.81,1.52,49.48,0.334,NA,0.2,0.410388192307692,0.1004227,0.251730633333333,2.79661233333333,0.125818333333333,9.37394333333333,1.16809416666667,6.87362534615385,2.34773784090909,6.36313333333333,4.12181766666667,0,12.475,58.7944166666667,5.6975,NA
531,Kawforest,Licania,membranacea,7.83,1.44,48.85,0.415,NA,0.2003,0.34507058642805,0.182399101347978,0.543640173073723,3.1394032284906,0.209229489099684,12.4253053752704,1.05650940256282,6.00461841852606,3.30319055507648,4.84087202529539,6.54227425528374,0,6.22566150773839,88.8111998668664,5.23964053919121,NA
