Calibration_Date,Contamination_Level,Date_Field,idTree,Plot,Subplot,Field_Nr,Species_Name,Code,idLeaf,Leaf_Health_Status,Leaf_Pheno_Status,Density_Section_Veins,Date_measure,User_initial,idVapro,Nr_Cycle,Nr_Run,C0,Comment,Posmo,Ptlp
09/03/2021,15,10/03/2021,25510,5,26,20,Jac.cop,396,1,healthy,mature,Ok,11/03/2021,PM,2,1,7,359,NA,-0.8975,-1.3821025
09/03/2021,15,10/03/2021,24905,5,9,33,Vir.mic,397,1,healthy,mature,Ok,11/03/2021,PM,2,1,4,445,NA,-1.1125,-1.5538875
09/03/2021,15,10/03/2021,373525,5,36,76,Vir.mic,398,1,healthy,mature,Ok,11/03/2021,PM,2,1,6,402,NA,-1.0050000000000001,-1.4679950000000002
09/03/2021,15,10/03/2021,25823,5,36,4,Vir.sur,399,2,healthy,mature,Ok,11/03/2021,PM,2,1,3,465,NA,-1.1625,-1.5938375000000002
09/03/2021,15,10/03/2021,25255,5,19,22,Sym.glo,400,1,healthy,mature,Ok,11/03/2021,PM,2,1,3,451,NA,-1.1275,-1.5658725
09/03/2021,15,10/03/2021,26169,5,47,8,Con.gui,401,1,healthy,mature,Ok,11/03/2021,PM,2,1,5,410,NA,-1.025,-1.483975
09/03/2021,15,10/03/2021,25232,5,18,49,Con.gui,402,1,healthy,mature,Ok,11/03/2021,PM,2,1,5,450,NA,-1.125,-1.5638750000000001
09/03/2021,15,11/03/2021,26147,5,46,21,Vir.mic,403,1,herbivory,mature,Ok,12/03/2021,PM,2,1,5,448,NA,-1.12,-1.5598800000000002
09/03/2021,15,11/03/2021,26148,5,46,28,Tac.mel,404,1,herbivory,mature,Ok,12/03/2021,PM,2,1,9,470,NA,-1.175,-1.603825
09/03/2021,15,11/03/2021,26127,5,45,44,Jac.cop,405,1,herbivory,mature,Ok,12/03/2021,PM,2,1,3,324,NA,-0.81,-1.3121900000000002
09/03/2021,15,11/03/2021,25790,5,35,7,Lae.pro,406,1,healthy,mature,Ok,12/03/2021,PM,2,1,5,508,NA,-1.27,-1.6797300000000002
09/03/2021,15,11/03/2021,26107,5,45,10,Lae.pro,407,1,healthy,mature,Ok,12/03/2021,PM,2,1,9,453,NA,-1.1325,-1.5698675
09/03/2021,15,11/03/2021,27157,5,78,12,Tac.mel,408,1,healthy,mature,Ok,12/03/2021,PM,2,1,3,479,NA,-1.1975,-1.6218025000000003
09/03/2021,15,11/03/2021,27154,5,78,3,Pte.off,409,1,healthy,mature,Ok,12/03/2021,PM,2,1,3,478,NA,-1.195,-1.6198050000000002
09/03/2021,15,11/03/2021,27466,5,88,22,Vir.sur,410,1,healthy,mature,Ok,12/03/2021,PM,2,1,6,394,NA,-0.985,-1.452015
09/03/2021,15,11/03/2021,27164,5,78,34,Pte.off,411,1,healthy,mature,Ok,12/03/2021,PM,2,1,4,505,NA,-1.2625,-1.6737375
09/03/2021,15,11/03/2021,27459,5,88,7,Vir.sur,412,1,healthy,mature,Ok,12/03/2021,PM,2,1,10,488,NA,-1.22,-1.63978
