Code,LSWC
245,1.5409326424870469
246,1.1862128146453088
247,0.8812844631852089
248,1.9547945205479453
249,1.7158010943649802
250,1.9652526113835
251,1.5302144249512668
252,1.61996336996337
253,1.6909012690901268
254,1.3990651157734535
255,0.9537351443123938
256,1.3169871102469934
257,1.3307471264367818
258,1.4001854550271557
259,1.7034782608695649
260,1.5211450878334418
261,1.2178010471204188
262,1.600587988240235
263,1.3966167701107461
264,1.374684396566235
265,1.6200145032632345
266,2.0590879897238277
267,1.8122560499609683
268,1.308624376336422
269,1.5782950423216446
270,1.500726040658277
271,1.1893393962359482
272,1.5331532416502949
273,1.4221412774814621
274,1.2202531645569619
275,1.516628440366972
276,1.2547092917949647
277,1.1632255551227115
278,1.09545239223117
279,1.0812664907651715
280,1.4756968904095804
281,1.6511526116136561
282,1.6861702127659575
283,1.8445255474452555
284,1.5685383041600363
285,1.3686135837093034
286,1.2686315789473683
287,1.4920558206971544
288,1.3444283646888564
289,1.0754167769251124
290,1.651027703306524
291,1.3962386980108499
292,1.4213795357960117
293,1.808685885436166
294,1.4430257769212236
295,1.7152166166064249
296,1.778918467231706
297,1.526973026973027
298,1.5133980582524271
299,1.446590909090909
300,1.368873602751505
301,1.4877844088026855
302,1.410528596187175
303,1.6838891498356037
304,2.221848739495798
305,1.601757758857457
306,1.4602126879354604
307,1.6818181818181817
308,1.4885245901639343
309,1.2858262573481387
310,1.2861794500723591
311,1.5707179930795852
312,1.3245700026735583
313,1.587367624810892
314,1.286808510638298
315,1.19272030651341
316,1.6686358754027926
317,1.6259936246620668
318,1.4270867700428904
319,1.2807915387239852
320,1.686761963952766
321,1.0741357767596835
322,1.0383966244725737
323,1.1559748427672956
324,1.4183985822458516
325,0.8863682398217541
326,0.7965606748864374
327,1.9327453142227122
328,1.651501959077057
329,1.705376706556548
330,1.3630074402819476
331,1.8539603960396038
332,1.7017031630170318
333,1.2955277280858672
334,2.0154888673765736
335,1.534472239170226
336,2.890434288958274
337,2.478130755064456
338,1.5553133514986375
339,1.608849557522124
340,1.1330097087378643
341,1.9247022666154439
342,1.6670551670551668
343,1.5781193922718029
344,1.5229922704048213
345,1.521122685185185
346,1.9302902143794665
347,1.8490458015267173
348,1.7998737373737375
349,2.2845440827764607
350,1.317865191559107
351,1.055899659337256
352,1.5545411985018724
353,1.0068394528437725
354,2.013707037643208
355,2.5269265099672715
356,2.1668956043956045
357,2.268495428096425
358,1.2302973100519115
359,1.424071793067042
360,1.1845930232558142
361,1.5866946045049768
362,1.4419213973799125
363,0.9697101765090436
364,1.1162097735399286
365,1.4369640787949014
366,1.320470092966146
367,1.8340961098398167
368,1.4757793227180982
369,2.315659340659341
370,2.154929577464789
371,2.1292090837901334
372,1.4872644801116537
373,1.227015651716428
374,1.5239135182354226
375,1.3110431792128392
376,1.2038375846860363
377,1.7274128628928664
378,1.3614190687361416
379,2.1182396606574763
380,0.9491395793499044
381,0.9749216300940439
382,0.8524994857025303
383,1.5348187517034613
384,1.2928286852589639
385,1.5793363280683959
386,1.1457577955039884
387,2.101382488479263
388,2.8318025258323765
389,1.6924855491329482
390,1.3172931573112974
391,2.087978142076503
392,1.8937025457793661
393,1.8532628915841949
394,1.548707753479125
395,1.4486861027585303
396,1.7672510257366654
397,1.737403100775194
398,1.4826203208556152
399,1.840886602018603
400,2.050761421319797
401,1.9872857932559425
402,1.5175622237729707
403,1.9995379995379994
404,1.294736842105263
405,2.031196823596143
406,1.5946552885695038
407,1.8122099483626377
408,1.2708102108768036
409,1.5400921658986173
410,2.07809665182253
411,1.659966499162479
412,1.3713672154617038
413,1.2169268693508626
414,1.5054317805192412
415,1.7013739224137934
416,2.5855773619351896
417,1.545597838324702
418,1.283752093802345
419,1.2211697845133789
420,1.0881612090680102
421,1.0074651087309319
422,0.7752609371530091
423,0.9796841299659084
424,1.111153334600038
425,1.2399309551208282
426,2.955439056356487
427,1.2739674827135117
428,1.4983168525142012
429,0.9574976122254059
430,1.167623909806424
431,2.49377990430622
432,1.2746734754001767
433,1.4551495016611298
434,1.1051248357424441
435,1.6246661811119205
436,1.483735830458354
437,2.177544808927967
438,1.3961685823754786
439,1.1351724137931034
440,1.5607210626185957
441,1.5799560959135428
442,1.1467188665175243
443,1.8890957446808512
444,1.5666201604464596
445,1.0348343245539506
446,1.2850896933067575
447,1.8342105263157895
448,1.5316505620193257
449,1.6778688524590164
450,1.3227893601725378
451,1.268363215731637
452,1.2242385555352906
453,1.4397677793904204
454,1.3602061315398724
455,1.4529420268902706
456,1.1790631793925817
457,1.3001839837319649
458,1.2639533342171552
459,1.2096448925909686
460,1.4110776186887717
461,1.224102695107932
462,1.3915877505841838
463,0.9983522142121524
464,1.6456552706552707
465,1.9813153961136023
466,1.1514084507042255
467,0.9295085381091212
468,1.1341836734693878
469,1.176294469883762
470,1.2397932816537467
471,0.9900741710296685
472,1.1078320090805907
473,1.2064979693845674
