Code,Site,Genus,Species,Weight_mg_CNS,%N,%C,%S,Remark Sample,Weight_g_trace,P (g/kg),Fe (g/kg),Mn (g/kg),Mg (g/kg),Al (g/kg),Ca (g/kg),Na (g/kg),K (g/kg),Cr (mg/kg),Cu (mg/kg),Ni (mg/kg),Pb (mg/kg),Rb (mg/kg),Sr (mg/kg),Zn (mg/kg),Commentaires
245,Bafog,Jacaranda,copaia,7.889,2.44,53.45,0.196,NA,0.2005,0.660349127182045,0.072568578553616,0.0246280964256027,3.08487718204489,0.0929027431421446,3.851154399715,1.29103366583541,2.69167096544353,1.02618699916874,13.6566251039069,3.86352408977556,0,5.10224438902743,48.8290523690773,7.43391521197008,NA
246,Bafog,Eschweilera,coriacea,8.344,2.14,51.69,0.244,NA,0.2003,0.747378931602596,0.0532700948577134,0.0928354135463471,1.77243072890664,0.0447528706939591,1.80257841808715,0.137504992511233,6.5757864631624,0.503517190880346,9.18948244300216,1.45181517723415,0,53.4947578632052,62.6821018472292,18.5471792311533,NA
247,Bafog,Vouacapoua,americana,7.919,2.34,52.56,0.163,NA,0.1998,0.752252252252252,0.153403403403403,0.166691358024691,1.76034972472472,0.175510510510511,2.19247476047476,0.656417667667668,3.02692706992707,0.858641107774441,8.01378044711378,5.80954744744745,0,11.7367367367367,37.838963963964,15.5105105105105,NA
248,Bafog,Casearia,javitensis,8.156,2.09,50.98,0.273,NA,0.2003,0.686470294558163,0.265476784822766,0.171891828923282,2.52729842735896,0.526595107338992,3.99229384494686,2.87345107338992,8.69760373725127,4.90124892661009,8.01374604759528,2.02516015976036,0,59.9600599101348,54.0200948577134,12.9455816275587,NA
249,Bafog,Conceveiba,guianensis,8.389,2.45,46.41,0.131,NA,0.1998,0.967467467467467,0.171596596596597,0.0601348014681348,3.45904842342342,0.142877877877878,8.11239468039468,0.244756006006006,7.78843858143858,5.22024270937604,5.75402068735402,1.5863042042042,0,31.9169169169169,37.3134384384384,8.33583583583584,NA
250,Bafog,Gustavia,hexapetala,8.059,2.07,48.86,0.323,NA,0.1999,0.600300150075038,0.0895447723861931,0.0252773053193263,5.24471173086543,0.0569634817408704,14.0413029371829,0.550536518259129,9.15022525548489,2.87411202267801,9.2178756044689,3.15609094547274,0,52.4012006003002,351.551900950475,12.4512256128064,NA
251,Bafog,Virola,michelii,8.134,2.16,53.9,0.298,NA,0.2,0.6825,0.06825,0.165974666666667,3.741589375,0.04007,3.16178228571429,1.07826125,3.37965014285714,0.962097466666667,9.74326666666667,8.4387379,0,12.52,35.601125,12.46,NA
252,Bafog,Iryanthera,sagotiana,7.659,1.65,50.64,0.19,NA,0.2002,0.496053946053946,0.0900599400599401,0.168755910755911,3.96412524975025,0.0941408591408591,7.36192036534894,1.76199925074925,3.59155858427287,3.65890356310356,7.78298368298368,3.07986803196803,0,9.43556443556444,66.6095154845155,13.9310689310689,NA
253,Bafog,Licania,membranacea,8.174,1.61,50.04,0.247,NA,0.2002,0.408541458541459,0.0758491508491508,0.528945720945721,1.63944992507493,0.061973026973027,11.0482340516626,1.05270854145854,11.4641859569002,2.05130366300366,5.37289377289377,2.11769520479521,0,47.8846153846154,104.521603396603,6.10889110889111,NA
254,Bafog,Conceveiba,guianensis,8.233,1.61,48.26,0.11,NA,0.1995,0.774937343358396,0.0695989974937343,0.097518462823726,2.16099185463659,0.0487468671679198,12.8814860007161,0.199309523809524,6.80766931614751,2.60252126984127,6.57470342522974,1.50538135338346,0,22.4260651629073,137.118922305764,7.16791979949875,NA
255,Bafog,Protium,stevensonii,8.438,1.47,45.59,0.134,NA,0.2,0.541,0.100525,0.266124666666667,2.087089375,0.073835,3.23878228571429,0.64126125,7.31565014285714,4.88177746666667,6.70326666666667,2.7707779,0,26.6575,38.636125,5.3525,NA
256,Bafog,Chrysophyllum,prieurii,8.332,1.49,53.7,0.13,NA,0.1996,0.477705410821643,0.0924098196392786,0.236322311289245,2.98756450400802,0.0956763527054108,5.82092413398225,1.94164453907816,2.88491998282279,0.974962391449566,3.17962591850367,3.2398125250501,0,9.82464929859719,48.047219438877796,5.6688376753507,NA
257,Bafog,Protium,stevensonii,8.436,1.62,47.16,0.141,NA,0.1997,0.749624436654982,0.0888582874311467,0.185778334167919,2.71215761141713,0.0750976464697046,2.50178496315902,1.00627065598398,11.2375064024608,2.15695289601068,7.21408779836421,1.81063385077616,0,47.4236354531798,25.5344266399599,11.7826740110165,NA
258,Bafog,Eschweilera,coriacea,7.733,2.05,50.9,0.197,NA,0.2004,0.734530938123752,0.0710578842315369,0.230663339986693,2.59090755988024,0.060314371257485,2.8535751354434,0.0922766966067864,5.21521970345024,1.15959827012641,7.61803060545576,1.49556676646707,0,37.9890219560878,130.814496007984,24.9101796407186,NA
259,Bafog,Dicorynia,guianensis,8.076,2.64,53.02,0.14,NA,0.2001,0.734632683658171,0.101974012993503,0.104647342995169,0.696241254372814,0.0743978010994503,2.39508474334262,0.467127686156922,5.47291368601414,1.78639926703315,13.5914709312011,1.25481549225387,0,27.9635182408796,47.3774362818591,7.38630684657671,NA
260,Bafog,Iryanthera,sagotiana,8.218,1.67,51.11,0.161,NA,0.2003,0.63854218671992,0.0744383424862706,0.13447295723082,3.3690358212681,0.0762705941088368,5.34626289137722,0.998263854218672,8.17838256900364,1.35848473955733,9.19946746546846,3.28388706939591,0,30.9785322016975,66.0270843734399,16.0908637044433,NA
