Code,Forest,idTree,specCode,Species,Genus,Plot,Subplot,FieldNbr,gmin.slope,Code_Meas_quality,R2,beta,Leaf_area,Vpsat.kPa_mean,VPD_mean,T.cels_mean,RH.perc_mean,t0,timeMeas_chosen.h,timeMeas_chosen.min,time_start,time_end,nMeas_chosen,nMeas_total,first_chosen_meas,last_chosen_meas,mass_start,mass_end,mass_Loss_Meas_chosen,file,Comment
351,Bafog,33274,Vou.ame,americana,Vouacapoua,2,5,38,8.22937823180869,1,1,-8.37495920099222e-4,55.250706,3.31895427031523,0.00852754644694613,25.78,73.98,2021-03-08 16:05:56,2.31666666666667,139,2021-03-08 16:39:00,2021-03-08 18:58:00,5,8,2,6,0.7573,0.6412,0.1161,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_08_03_2021.csv,NA
352,Bafog,840,Dic.gui,guianensis,Dicorynia,2,5,17,4.32807432268582,1,1,-7.32102579307781e-4,94.7719425,3.30637747773312,0.00826311303202393,25.7142857142857,74.7142857142857,2021-03-08 16:06:39,3.48916666666667,209.35,2021-03-08 16:06:39,2021-03-08 19:36:00,7,8,1,7,2.0174,1.8635,0.1539,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_08_03_2021.csv,NA
353,Bafog,10608,Vou.ame,americana,Vouacapoua,2,6,24,7.35098980878552,1,1,-7.76997370386001e-4,54.4897197,3.33879629827067,0.00898060103795973,25.88,72.76,2021-03-08 16:08:19,2.35,141,2021-03-08 17:05:00,2021-03-08 19:26:00,5,8,3,7,0.6297,0.5205,0.1092,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_08_03_2021.csv,NA
354,Bafog,848,Vir.mic,michelii,Virola,2,6,10,3.83953857502471,1,1,-4.44633359144916e-4,64.4112295,3.31481003852271,0.00832353226796929,25.7571428571429,74.6,2021-03-08 16:10:32,3.25777777777778,195.466666666667,2021-03-08 16:10:32,2021-03-08 19:26:00,7,8,1,7,1.3722,1.2847,0.0875000000000001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_08_03_2021.csv,NA
355,Bafog,34450,Con.gui,guianensis,Conceveiba,2,14,41,10.4338955789306,adj.PartofCurve,0.99,-0.00274121514138233,137.165633,3.33879629827067,0.00886742599751898,25.88,73.1,2021-03-08 16:11:00,2.35,141,2021-03-08 17:06:00,2021-03-08 19:27:00,5,8,3,7,2.4619,2.0742,0.3877,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_08_03_2021.csv,NA
356,Bafog,10660,Iry.sag,sagotiana,Iryanthera,2,14,23,1.486977764695,1,1,-1.33524872763094e-4,46.6252999,3.33478684169302,0.00891625147702704,25.86,72.92,2021-03-08 16:15:29,2.33333333333333,140,2021-03-08 17:07:00,2021-03-08 19:27:00,5,8,3,7,0.9506,0.9317,0.0189,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_08_03_2021.csv,NA
357,Bafog,33463,Gus.hex,hexapetala,Gustavia,2,15,36,4.62928685583258,1,1,-5.77198364008184e-4,64.7434693,3.33478684169302,0.00891581975269706,25.86,72.92,2021-03-08 16:15:49,2.35,141,2021-03-08 17:07:00,2021-03-08 19:28:00,5,8,3,7,1.6221,1.5404,0.0817000000000001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_08_03_2021.csv,NA
358,Bafog,852,Vou.ame,americana,Vouacapoua,2,6,15,2.31042618111413,1,1,-1.96543976280375e-4,46.1297339,3.32951956566685,0.00853754371174979,25.8333333333333,74.0333333333333,2021-03-08 16:16:44,2.91666666666667,175,2021-03-08 16:35:00,2021-03-08 19:30:00,6,8,2,7,0.6728,0.6384,0.0344,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_08_03_2021.csv,NA
359,Bafog,820,Con.gui,guianensis,Conceveiba,2,4,9,4.95983459531966,1,1,-0.00110070513441121,116.150473,3.33079799958421,0.00884563601720814,25.84,73.1,2021-03-08 16:19:01,2.36666666666667,142,2021-03-08 17:08:00,2021-03-08 19:30:00,5,8,3,7,2.0716,1.9146,0.157,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_08_03_2021.csv,NA
360,Bafog,783,Boc.pro,prouacensis,Bocoa,2,2,10,4.42559652737372,1,1,-4.32054536906443e-4,52.7245367,3.32619553057618,0.0085723566005458,25.8166666666667,73.9,2021-03-08 16:20:16,2.9,174,2021-03-08 16:37:00,2021-03-08 19:31:00,6,8,2,7,1.0989,1.0237,0.0751999999999999,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_08_03_2021.csv,NA
361,Bafog,3826,Vir.mic,michelii,Virola,2,3,9,5.77172273892201,1,1,-2.19463676099927e-4,19.9918804,3.33079799958421,0.00880541426811302,25.84,73.22,2021-03-08 16:21:59,2.38333333333333,143,2021-03-08 17:09:00,2021-03-08 19:32:00,5,8,3,7,0.3839,0.3527,0.0312,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_08_03_2021.csv,NA
362,Bafog,33255,Iry.sag,sagotiana,Iryanthera,2,3,48,1.95040338890003,1,0.99,-1.3905462318933e-4,37.6528078,3.33079799958421,0.00876616964752208,25.84,73.34,2021-03-08 16:23:46,2.38333333333333,143,2021-03-08 17:09:00,2021-03-08 19:32:00,5,8,3,7,0.8124,0.7925,0.0199,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_08_03_2021.csv,NA
363,Bafog,246162,Cas.jav,javitensis,Casearia,2,3,66,3.12139945315222,1,1,-2.97083118224059e-4,50.1532162,3.33079799958421,0.00878569422479288,25.84,73.28,2021-03-08 16:25:14,2.36666666666667,142,2021-03-08 17:11:00,2021-03-08 19:33:00,5,8,3,7,0.8063,0.7642,0.0421,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_08_03_2021.csv,NA
364,Bafog,925,Vou.ame,americana,Vouacapoua,2,10,24,3.85625242903719,1,1,-1.92753383955101e-4,25.8345804,3.34258579369429,0.00895738812990442,25.9,72.85,2021-03-08 16:27:19,1.75,105,2021-03-08 17:48:00,2021-03-08 19:33:00,4,8,4,7,0.3165,0.2963,0.0202,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_08_03_2021.csv,NA
365,Bafog,908,Boc.pro,prouacensis,Bocoa,2,10,1,5.67245208184593,1,1,-5.84958613150087e-4,55.9105132,3.32619553057618,0.00853900119655555,25.8166666666667,74,2021-03-08 16:29:04,2.9,174,2021-03-08 16:40:00,2021-03-08 19:34:00,6,8,2,7,1.1863,1.0844,0.1019,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_08_03_2021.csv,NA
366,Bafog,33221,Vou.ame,americana,Vouacapoua,2,1,45,5.04901706837705,1,1,-3.32172276997275e-4,36.881335,3.32011714380014,0.0082584046837207,25.7857142857143,74.8142857142857,2021-03-08 16:30:26,3.07611111111111,184.566666666667,2021-03-08 16:30:26,2021-03-08 19:35:00,7,8,1,7,0.5196,0.4585,0.0610999999999999,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_08_03_2021.csv,NA
367,Bafog,911,Vir.mic,michelii,Virola,2,10,5,9.4746593035985,1,0.99,-5.29779634531363e-4,30.865465,3.33922734528404,0.00838696985061637,25.88,74.58,2021-03-09 15:22:13,2.36666666666667,142,2021-03-09 15:55:00,2021-03-09 18:17:00,5,8,2,6,0.6675,0.592,0.0755,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_09_03_2021.csv,NA
368,Bafog,10635,Chr.pri,prieurii,Chrysophyllum,2,10,29,3.54598150222613,1,1,-5.6716266784063e-4,84.5888253,3.35248103996395,0.0087539573409091,25.95,73.55,2021-03-09 15:25:02,1.68333333333333,101,2021-03-09 17:10:00,2021-03-09 18:51:00,4,8,4,7,2.5119,2.4544,0.0574999999999997,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_09_03_2021.csv,NA
369,Bafog,33521,Gus.hex,hexapetala,Gustavia,2,18,46,1.74451917511192,adj.PartofCurve,0.97,-1.99643276634621e-4,60.5574394,3.34752064400546,0.00874898530885796,25.925,73.525,2021-03-09 15:26:51,1.7,102,2021-03-09 17:10:00,2021-03-09 18:52:00,4,8,4,7,1.3378,1.3172,0.0206000000000002,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_09_03_2021.csv,NA
370,Bafog,33527,Gus.hex,hexapetala,Gustavia,2,18,52,8.85690438185441,adj.PartofCurve,0.99,-7.24064762592073e-4,44.9678914,3.32629705050407,0.00841664833585848,25.8166666666667,74.3833333333333,2021-03-09 15:28:11,2.91666666666667,175,2021-03-09 15:57:00,2021-03-09 18:52:00,6,8,2,7,1.3624,1.2417,0.1207,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_09_03_2021.csv,NA
371,Bafog,1074,Jac.cop,copaia subsp. copaia,Jacaranda,2,19,23,8.45417447976448,1,1,-3.61477791614777e-4,22.9680287,3.33871419659994,0.00861852489350514,25.88,73.86,2021-03-09 15:29:33,2.26666666666667,136,2021-03-09 16:37:00,2021-03-09 18:53:00,5,8,3,7,0.5622,0.5126,0.0496000000000001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_09_03_2021.csv,NA
372,Bafog,1073,Boc.pro,prouacensis,Bocoa,2,19,22,2.78414271003567,1,1,-2.60188577121297e-4,51.236828,3.32629705050407,0.00844424347569352,25.8166666666667,74.3,2021-03-09 15:31:34,2.91666666666667,175,2021-03-09 15:58:00,2021-03-09 18:53:00,6,8,2,7,1.1257,1.0801,0.0455999999999999,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_09_03_2021.csv,NA
373,Bafog,1082,Boc.pro,prouacensis,Bocoa,2,20,9,3.22793500061047,adj.PartofCurve,1,-5.22212456741979e-4,88.1748766,3.32629705050407,0.0084942264447337,25.8166666666667,74.15,2021-03-09 15:34:12,2.91666666666667,175,2021-03-09 15:59:00,2021-03-09 18:54:00,6,8,2,7,1.7454,1.6544,0.091,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_09_03_2021.csv,NA
374,Bafog,33661,Chr.pri,prieurii,Chrysophyllum,2,27,49,3.76527119199035,adj.PartofCurve,0.97,-0.00156110236220471,217.42125,3.35248103996395,0.00882834669674307,25.95,73.325,2021-03-09 15:36:47,1.7,102,2021-03-09 17:13:00,2021-03-09 18:55:00,4,8,4,7,5.6592,5.498,0.1612,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_09_03_2021.csv,NA
375,Bafog,1061,Vir.mic,michelii,Virola,2,19,9,10.4596213003362,1,0.99,-6.74024372551863e-4,34.5274335,3.33474587983315,0.00864055405262325,25.86,73.76,2021-03-09 15:39:23,2.2,132,2021-03-09 16:44:00,2021-03-09 18:56:00,5,8,3,7,0.7205,0.6313,0.0892000000000001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_09_03_2021.csv,NA
376,Bafog,33692,Chr.pri,prieurii,Chrysophyllum,2,28,51,11.1103947465381,1,1,-0.00129560679796214,62.1308939,3.33865315231157,0.00868925165773385,25.88,73.64,2021-03-09 15:40:36,2.13333333333333,128,2021-03-09 16:48:00,2021-03-09 18:56:00,5,8,3,7,2.0668,1.9015,0.1653,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_09_03_2021.csv,NA
377,Bafog,10873,Boc.pro,prouacensis,Bocoa,2,44,37,8.25660830249759,adj.PartofCurve,0.93,-0.00197994414607949,125.706271,3.34752064400546,0.00883162382621228,25.925,73.275,2021-03-09 15:44:02,1.71666666666667,103,2021-03-09 17:14:00,2021-03-09 18:57:00,4,8,4,7,3.079,2.8726,0.2064,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_09_03_2021.csv,NA
378,Bafog,10818,Vir.mic,michelii,Virola,2,36,24,2.1553093859234,1,1,-1.6651128017943e-4,40.4610053,3.34752064400546,0.00883982402034904,25.925,73.25,2021-03-09 15:45:14,1.7,102,2021-03-09 17:15:00,2021-03-09 18:57:00,4,8,4,7,0.7779,0.7609,0.017,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_09_03_2021.csv,NA
379,Bafog,33880,Gus.hex,hexapetala,Gustavia,2,37,50,2.246312592023,1,1,-3.81753815031444e-4,88.2630241,3.34752064400546,0.00891416440879941,25.925,73.025,2021-03-09 15:46:52,1.7,102,2021-03-09 17:16:00,2021-03-09 18:58:00,4,8,4,7,2.2493,2.2103,0.0389999999999997,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_09_03_2021.csv,NA
380,Bafog,34229, Cas.jav,javitensis,Casearia,2,52,44,3.70410461769926,1,1,-6.01198592956094e-4,84.7662972,3.34752064400546,0.0088645715049101,25.925,73.175,2021-03-09 15:48:39,1.71666666666667,103,2021-03-09 17:16:00,2021-03-09 18:59:00,4,8,4,7,1.5193,1.4575,0.0618000000000001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_09_03_2021.csv,NA
381,Bafog,34016,Vou.ame,americana,Vouacapoua,2,43,33,1.84264560947864,1,1,-1.45842266113215e-4,41.2353712,3.35248103996395,0.00888623772953633,25.95,73.15,2021-03-09 15:50:30,1.66666666666667,100,2021-03-09 17:19:00,2021-03-09 18:59:00,4,8,4,7,0.3881,0.3736,0.0145,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_09_03_2021.csv,NA
382,Bafog,1681,Boc.pro,prouacensis,Bocoa,2,51,22,2.68596744206576,1,1,-2.35098730850366e-4,46.740718,3.33079799958421,0.00866962694181059,25.84,73.64,2021-03-09 15:52:49,2.28333333333333,137,2021-03-09 16:43:00,2021-03-09 19:00:00,5,8,3,7,0.9339,0.9015,0.0324,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_09_03_2021.csv,NA
383,Bafog,1787,Chr.pri,prieurii,Chrysophyllum,2,57,4,2.3229848559481,1,0.99,-9.16429645542427e-4,205.005007,3.34258579369429,0.00890911431923437,25.9,73,2021-03-09 15:54:44,1.71666666666667,103,2021-03-09 17:18:00,2021-03-09 19:01:00,4,8,4,7,6.2117000000000004,6.1166,0.0951000000000004,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_09_03_2021.csv,NA
384,Bafog,25140,Tac.mel,melinonii,Tachigali,5,16,1,3.34224669987753,1,1,-1.16826227339965e-4,19.9648668,3.26473901565126,0.00810553491634918,25.5,74.9,2021-03-10 15:23:32,3.44111111111111,206.466666666667,2021-03-10 15:23:32,2021-03-10 18:50:00,7,8,1,7,0.2381,0.2136,0.0245,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_10_03_2021.csv,NA
385,Bafog,25118,Lae.pro,procera,Laetia,5,15,23,3.45160703788775,1,1,-3.15578370383262e-4,50.0275587,3.29834963447477,0.00846102195473373,25.675,74.025,2021-03-10 15:25:43,1.7,102,2021-03-10 16:36:00,2021-03-10 18:18:00,4,8,3,6,1.2999,1.2675,0.0324,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_10_03_2021.csv,NA
386,Bafog,24822,Tac.mel,melinonii,Tachigali,5,6,23,6.71468794990747,1,1,-1.59371119863831e-4,13.2601222,3.28703714402187,0.00828671708996435,25.6166666666667,74.4833333333333,2021-03-10 15:27:42,2.83333333333333,170,2021-03-10 16:01:00,2021-03-10 18:51:00,6,8,2,7,0.247,0.2199,0.0271,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_10_03_2021.csv,NA
387,Bafog,24775,Gus.hex,hexapetala,Gustavia,5,4,48,4.62092554673128,1,0.99,-4.30983182406211e-4,52.13105,3.29024299358538,0.00828287541414311,25.6333333333333,74.5166666666667,2021-03-10 15:28:51,2.81666666666667,169,2021-03-10 16:02:00,2021-03-10 18:51:00,6,8,2,7,1.3014,1.2301,0.0712999999999999,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_10_03_2021.csv,NA
388,Bafog,373422,Gus.hex,hexapetala,Gustavia,5,4,71,1.16711322051437,1,1,-2.00263170044775e-4,99.9085905,3.27886348229349,0.00795117871024108,25.575,75.45,2021-03-10 15:31:00,1.63333333333333,98,2021-03-10 16:06:00,2021-03-10 17:44:00,4,8,2,5,2.9082,2.8885,0.0196999999999998,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_10_03_2021.csv,NA
389,Bafog,24790,Pte.off,officinalis,Pterocarpus,5,5,12,8.86818906082635,1,1,-5.61889785923249e-4,36.2870645,3.27285562482682,0.00808370779366041,25.5428571428571,75.0142857142857,2021-03-10 15:32:46,3.32055555555556,199.233333333333,2021-03-10 15:32:46,2021-03-10 18:52:00,7,8,1,7,0.7731,0.6606,0.1125,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_10_03_2021.csv,NA
390,Bafog,24845,Con.gui,guianensis,Conceveiba,5,7,30,5.66650566477275,1,1,-0.00174184642167398,170.927783,3.29024299358538,0.00832584118667149,25.6333333333333,74.3833333333333,2021-03-10 15:35:24,2.65,159,2021-03-10 16:14:00,2021-03-10 18:53:00,6,8,2,7,4.051,3.7744,0.2766,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_10_03_2021.csv,NA
391,Bafog,24842,Sym.glo,globulifera,Symphonia,5,7,21,4.66167224538824,1,1,-1.70975100021781e-4,22.1405354,3.26058461796975,0.00766918582470243,25.48,76.2,2021-03-10 15:37:06,2.13166666666667,127.9,2021-03-10 15:37:06,2021-03-10 17:45:00,5,8,1,5,0.6473,0.6256,0.0216999999999999,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_10_03_2021.csv,NA
392,Bafog,25187,Pte.off,officinalis,Pterocarpus,5,17,28,10.3376774741771,1,1,-9.41695611171708e-4,51.6276488,3.2755610174553,0.00816867221945518,25.5571428571429,74.7714285714286,2021-03-10 15:39:13,3.24638888888889,194.783333333333,2021-03-10 15:39:13,2021-03-10 18:54:00,7,8,1,7,0.9805,0.7934,0.1871,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_10_03_2021.csv,NA
393,Bafog,25264,Vir.mic,michelii,Virola,5,19,34,2.25310710293228,1,1,-2.94587701898558e-4,70.4287326,3.29931634468702,0.00859466891730681,25.68,73.62,2021-03-10 15:40:36,2.23333333333333,134,2021-03-10 16:40:00,2021-03-10 18:54:00,5,8,3,7,1.7822,1.7425,0.0397000000000001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_10_03_2021.csv,NA
394,Bafog,25514,Lae.pro,procera,Laetia,5,26,29,6.27589331847655,1,1,-7.87695837665364e-4,68.0735131,3.29931634468702,0.00853593467595413,25.68,73.8,2021-03-10 15:50:07,2.21666666666667,133,2021-03-10 16:41:00,2021-03-10 18:54:00,5,8,3,7,1.8138,1.7084,0.1054,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_10_03_2021.csv,NA
395,Bafog,25526,Chr.pri,prieurii,Chrysophyllum,5,26,53,11.3426893422057,1,1,-0.00210440944881889,102.111668,3.29834963447477,0.00841172534423209,25.675,74.175,2021-03-10 15:50:51,1.7,102,2021-03-10 16:41:00,2021-03-10 18:23:00,4,8,3,6,3.1529,2.9383,0.2146,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_10_03_2021.csv,NA
396,Bafog,25510,Jac.cop,copaia subsp. copaia,Jacaranda,5,26,20,13.1177318871106,1,1,-2.90429905867926e-4,11.6868542,3.29931634468702,0.00877063841446531,25.68,73.08,2021-03-10 15:51:23,2.21666666666667,133,2021-03-10 16:42:00,2021-03-10 18:55:00,5,8,3,7,0.3223,0.2837,0.0386,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_10_03_2021.csv,NA
397,Bafog,24905,Vir.mic,michelii,Virola,5,9,33,7.2400616544758,1,1,-7.03140374476743e-4,55.315464,3.27828050775455,0.00812829506469531,25.5714285714286,74.9142857142857,2021-03-10 15:52:04,3.06555555555556,183.933333333333,2021-03-10 15:52:04,2021-03-10 18:56:00,7,8,1,7,1.375,1.2429,0.1321,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_10_03_2021.csv,NA
398,Bafog,373525,Vir.mic,michelii,Virola,5,36,76,7.12874841305791,1,1,-5.15439093484418e-4,37.7179639,3.30809260085258,0.00887487152802256,25.725,72.825,2021-03-10 15:53:44,1.66666666666667,100,2021-03-10 17:16:00,2021-03-10 18:56:00,4,8,4,7,0.7816,0.73,0.0516,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_10_03_2021.csv,NA
399,Bafog,25823,Vir.sur,surinamensis,Virola,5,36,4,4.71519888625902,1,1,-4.04152507108678e-4,46.8245006,3.29351593712976,0.00847458336037649,25.65,73.95,2021-03-10 15:57:31,2.75,165,2021-03-10 16:11:00,2021-03-10 18:56:00,6,8,2,7,1.1812,1.1142,0.0669999999999999,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_10_03_2021.csv,NA
400,Bafog,25255,Sym.glo,globulifera,Symphonia,5,19,22,4.15844265634449,1,1,-2.19916560856157e-4,27.2865231,3.30809260085258,0.00897274377848578,25.725,72.525,2021-03-10 15:58:15,1.65,99,2021-03-10 17:18:00,2021-03-10 18:57:00,4,8,4,7,0.5487,0.527,0.0216999999999999,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_10_03_2021.csv,NA
