Code,Forest,idTree,specCode,Species,Genus,Plot,Subplot,FieldNbr,gmin.slope,Code_Meas_quality,R2,beta,Leaf_area,Vpsat.kPa_mean,VPD_mean,T.cels_mean,RH.perc_mean,t0,timeMeas_chosen.h,timeMeas_chosen.min,time_start,time_end,nMeas_chosen,nMeas_total,first_chosen_meas,last_chosen_meas,mass_start,mass_end,mass_Loss_Meas_chosen,file,Comment
301,Bafog,5107,Esc.cor,coriacea,Eschweilera,3,52,15,1.16028011158815,1,1,-1.85568297745109e-4,93.4130843,3.2680040652457,0.00792646366051434,25.5166666666667,75.4333333333333,2021-03-03 14:47:21,2.78333333333333,167,2021-03-03 15:13:00,2021-03-03 18:00:00,6,8,2,7,2.0698,2.0391,0.0306999999999999,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_03_03_2021.csv,NA
302,Bafog,42935,Con.gui,guianensis,Conceveiba,3,52,80,5.24051858702808,1,1,-7.71793062904175e-4,84.225643,3.27901488297794,0.00809521744291826,25.575,74.975,2021-03-03 14:49:04,1.78333333333333,107,2021-03-03 16:14:00,2021-03-03 18:01:00,4,8,4,7,1.6264,1.5441,0.0823,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_03_03_2021.csv,NA
303,Bafog,4667,NA,heteromorphus,Hymenopus,3,44,3,NA,NA,NA,NA,24.1890469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,Bafog,42653,Sym.glo,globulifera,Symphonia,3,44,57,4.37310507426643,1,1,-6.67998004283912e-4,90.6251413,3.27119332323347,0.00780338087098654,25.5333333333333,75.8333333333333,2021-03-03 14:50:40,2.8,168,2021-03-03 15:15:00,2021-03-03 18:03:00,6,8,2,7,1.7745,1.6621,0.1124,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_03_03_2021.csv,NA
305,Bafog,15582,Esc.cor,coriacea,Eschweilera,3,44,17,2.36205341333126,1,1,-2.38915794407122e-4,61.4823997,3.25497046736067,0.00761641476163893,25.45,76.3,2021-03-03 14:53:41,1.58333333333333,95,2021-03-03 15:16:00,2021-03-03 16:51:00,4,8,2,5,1.0066,0.9838,0.0227999999999999,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_03_03_2021.csv,NA
306,Bafog,15586,Vir.mic,michelii,Virola,3,44,24,12.5788693788247,1,0.99,-0.00110670897552131,50.8399235,3.29180517213471,0.0080118569274943,25.64,75.34,2021-03-03 14:54:37,2.18333333333333,131,2021-03-03 15:53:00,2021-03-03 18:04:00,5,8,3,7,1.5254,1.3795,0.1459,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_03_03_2021.csv,NA
307,Bafog,42419,Vir.mic,michelii,Virola,3,37,50,2.72662758045881,1,1,-9.28630217519106e-5,19.5626701,3.30338578403586,0.00806000118695741,25.7,75.275,2021-03-03 14:55:57,1.8,108,2021-03-03 16:17:00,2021-03-03 18:05:00,4,8,4,7,0.3021,0.2922,0.00989999999999996,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_03_03_2021.csv,NA
308,Bafog,42426,Iry.hos,hostmannii,Iryanthera,3,37,57,2.34192418008704,1,1,-2.08187870843108e-4,51.6004185,3.28783685536792,0.00797582502694741,25.62,75.42,2021-03-03 14:57:14,2.25,135,2021-03-03 15:50:00,2021-03-03 18:05:00,5,8,3,7,1.0891,1.0606,0.0285,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_03_03_2021.csv,NA
309,Bafog,4636,Esc.cor,coriacea,Eschweilera,3,37,13,1.94618679594997,1,1,-2.88477366255145e-4,85.6587198,3.30338578403586,0.00801127965246532,25.7,75.425,2021-03-03 14:58:03,1.8,108,2021-03-03 16:18:00,2021-03-03 18:06:00,4,8,4,7,2.359,2.328,0.0310000000000001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_03_03_2021.csv,NA
310,Bafog,4632,Esc.cor,coriacea,Eschweilera,3,37,3,1.52879532310532,adj.PartofCurve,1,-2.37938784246577e-4,90.3396681,3.28783685536792,0.00797597255551587,25.62,75.42,2021-03-03 15:00:00,2.2,132,2021-03-03 15:54:00,2021-03-03 18:06:00,5,8,3,7,2.1324,2.1016,0.0308000000000002,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_03_03_2021.csv,NA
311,Bafog,3475,Lae.pro,procera,Laetia,3,37,17,7.61090022520034,1,1,-9.80354824751192e-4,75.2563414,3.28783685536792,0.00792410842946083,25.62,75.58,2021-03-03 15:01:25,2.18333333333333,131,2021-03-03 15:56:00,2021-03-03 18:07:00,5,8,3,7,1.9307,1.7998,0.1309,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_03_03_2021.csv,NA
312,Bafog,15532,Hym.het,heteromorphus,Hymenopus,3,36,27,6.54673985878003,1,1,-0.0012394828303595399,111.033531,3.28020245936364,0.00789418916095461,25.58,75.62,2021-03-03 15:02:00,2.76666666666667,166,2021-03-03 15:22:00,2021-03-03 18:08:00,5,7,2,6,1.7951,1.5884,0.2067,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_03_03_2021.csv,NA
313,Bafog,4556,Hym.het,heteromorphus,Hymenopus,3,21,1,3.55601196364085,1,1,-8.94338971801832e-4,121.34009,3.33136798557902,0.00959579317473129,25.8428571428571,70.8142857142857,2021-03-04 14:38:42,3.38333333333333,203,2021-03-04 14:58:00,2021-03-04 18:21:00,7,9,2,8,2.4176,2.2363,0.1813,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_04_03_2021.csv,NA
314,Bafog,5095,Esc.cor,coriacea,Eschweilera,3,45,10,3.76100256929449,1,1,-9.23945512991274e-4,117.392661,3.32290817895832,0.00968831012785669,25.8,70.4571428571429,2021-03-04 14:40:04,3.35,201,2021-03-04 15:00:00,2021-03-04 18:21:00,7,9,2,8,3.3482,3.1629,0.1853,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_04_03_2021.csv,NA
315,Bafog,3466,Esc.cor,coriacea,Eschweilera,3,36,17,2.29255915873653,1,1,-5.55038734243705e-4,117.326802,3.32619567786203,0.00955326349438661,25.8166666666667,70.9,2021-03-04 14:41:59,2.8,168,2021-03-04 15:00:00,2021-03-04 17:48:00,6,9,2,7,2.4042,2.3118,0.0924,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_04_03_2021.csv,NA
316,Bafog,41772,Vir.mic,michelii,Virola,3,20,49,5.85039031838175,1,1,-7.93771786149256e-4,64.0834026,3.33279250870847,0.00980192786781585,25.85,70.2,2021-03-04 14:42:35,1.71666666666667,103,2021-03-04 16:06:00,2021-03-04 17:49:00,4,9,4,7,1.2563,1.175,0.0812999999999999,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_04_03_2021.csv,NA
317,Bafog,41790,Chr.pri,prieurii,Chrysophyllum,3,21,78,13.1145776372022,1,1,-0.00681702566748357,246.127586,3.33279250870847,0.00977747192122995,25.85,70.275,2021-03-04 14:43:40,1.7,102,2021-03-04 16:07:00,2021-03-04 17:49:00,4,9,4,7,6.1017,5.412,0.6897,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_04_03_2021.csv,NA
318,Bafog,3258,Lae.pro,procera,Laetia,3,21,3,2.4690094380601,1,1,-2.39624126654388e-4,45.8532173,3.32619567786203,0.00979905574694123,25.8166666666667,70.15,2021-03-04 14:44:21,2.85,171,2021-03-04 15:33:00,2021-03-04 18:24:00,6,9,3,8,1.0983,1.0568,0.0415000000000001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_04_03_2021.csv,NA
319,Bafog,15386,Lic.mem,membranacea,Licania,3,15,32,6.42674149558759,1,1,-8.08157546753981e-4,58.646047,3.32571355913921,0.0099268784928912,25.8142857142857,69.7571428571429,2021-03-04 14:46:11,3.35,201,2021-03-04 15:03:00,2021-03-04 18:24:00,7,9,2,8,1.3224,1.1597,0.1627,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_04_03_2021.csv,NA
320,Bafog,4518,Jac.cop,copaia subsp. copaia,Jacaranda,3,14,2,3.11865789195935,1,1,-1.84517271922055e-4,27.2480831,3.33079817632724,0.0100526273181241,25.84,69.42,2021-03-04 14:46:45,2.23333333333333,134,2021-03-04 16:10:00,2021-03-04 18:24:00,5,9,4,8,0.4635,0.4387,0.0248,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_04_03_2021.csv,NA
321,Bafog,41539,Tac.mel,melinonii,Tachigali,3,14,35,3.88305033900161,1,1,-1.26232461301711e-4,15.0818852,3.32292265022605,0.00997903734027268,25.8,69.5714285714286,2021-03-04 14:49:15,3.33333333333333,200,2021-03-04 15:05:00,2021-03-04 18:25:00,7,9,2,8,0.1594,0.1343,0.0251,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_04_03_2021.csv,NA
322,Bafog,3060,Tac.mel,melinonii,Tachigali,3,6,8,3.03593566687166,1,1,-9.37595210259678e-5,14.2415315,3.33079817632724,0.0100395066040203,25.84,69.46,2021-03-04 14:50:39,2.23333333333333,134,2021-03-04 16:11:00,2021-03-04 18:25:00,5,9,4,8,0.2726,0.26,0.0126,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_04_03_2021.csv,NA
323,Bafog,NA,Tac.mel,melinonii,Tachigali,3,14,NA,4.81684261424939,1,1,-1.00207406901614e-4,9.71435053,3.32621256100772,0.00991447783017448,25.8166666666667,69.8,2021-03-04 14:51:02,2.76666666666667,166,2021-03-04 15:06:00,2021-03-04 17:52:00,6,9,2,7,0.1165,0.0999,0.0166,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_04_03_2021.csv,NA
324,Bafog,15309,Chr.pri,prieurii,Chrysophyllum,3,6,17,1.54496265561449,1,1,-3.08293184072551e-4,91.8950985,3.33079817632724,0.0100530961945515,25.84,69.42,2021-03-04 14:51:49,2.23333333333333,134,2021-03-04 16:12:00,2021-03-04 18:26:00,5,9,4,8,2.4043,2.3631,0.0411999999999999,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_04_03_2021.csv,NA
325,Bafog,15322,Pro.ste,stevensonii,Protium,3,8,27,17.6048447176545,rapid_weight_loss,1,-0.00116502869372711,31.0932014,3.3204552171398,0.00985338000269062,25.7875,69.9375,2021-03-04 14:52:28,3.57555555555556,214.533333333333,2021-03-04 14:52:28,2021-03-04 18:27:00,8,9,1,8,0.7048,0.4559,0.2489,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_04_03_2021.csv,NA
326,Bafog,3096,Pro.ste,stevensonii,Protium,3,8,15,6.42777116736281,adj.PartofCurve,1,-5.5222315743248e-4,40.0041639,3.32292265022605,0.00994249218923093,25.8,69.6857142857143,2021-03-04 14:53:10,3.33333333333333,200,2021-03-04 15:08:00,2021-03-04 18:28:00,7,9,2,8,0.8161,0.7058,0.1103,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_04_03_2021.csv,NA
327,Bafog,15326,Vir.mic,michelii,Virola,3,8,31,4.37983885344387,1,1,-5.44240599397802e-4,57.1850368,3.33079817632724,0.0100599691358884,25.84,69.4,2021-03-04 14:53:56,2.25,135,2021-03-04 16:13:00,2021-03-04 18:28:00,5,9,4,8,0.9299,0.8568,0.0730999999999999,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_04_03_2021.csv,NA
328,Bafog,41941,Gus.hex,hexapetala,Gustavia,3,24,68,2.82349759510237,3,0.99,-4.01470588235307e-4,65.0506587,3.32292273431766,0.0101195421216944,25.8,69.1333333333333,2021-03-04 14:55:45,1.13333333333333,68,2021-03-04 17:20:00,2021-03-04 18:28:00,3,9,6,8,1.5745,1.5472,0.0273000000000001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_04_03_2021.csv,NA
329,Bafog,26512,Vir.sur,surinamensis,Virola,5,58,2,5.4228661289044,1,1,-6.92414602270605e-4,65.3444661,3.28042438250286,0.00904637881270082,25.5833333333333,72.0666666666667,2021-03-05 13:46:12,4.24333333333333,254.6,2021-03-05 14:18:00,2021-03-05 18:32:36,6,8,2,7,1.3756,1.1988,0.1768,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_05_03_2021.csv,NA
330,Bafog,265510,Chr.pri,prieurii,Chrysophyllum,5,57,57,6.47984139092469,1,1,-7.75165456817436e-4,61.650169,3.27392907158431,0.00898342637960893,25.55,72.2,2021-03-05 13:47:45,2.10861111111111,126.516666666667,2021-03-05 14:43:13,2021-03-05 16:49:44,4,8,3,6,1.4673,1.3689,0.0984,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_05_03_2021.csv,NA
331,Bafog,26207,Vir.sur,surinamensis,Virola,5,48,30,3.18333631218503,1,1,-3.87871540349196e-4,63.1617915,3.27587262189623,0.00893094059815415,25.56,72.38,2021-03-05 13:49:21,3.82527777777778,229.516666666667,2021-03-05 14:43:39,2021-03-05 18:33:10,5,8,3,7,2.2063,2.1173,0.089,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_05_03_2021.csv,NA
332,Bafog,25882,Pte.off,officinalis,Pterocarpus,5,38,4,2.76048810542211,adj.PartofCurve,0.97,-3.43541608178138e-4,64.4795585,3.27392907158431,0.0089354752841124,25.55,72.35,2021-03-05 13:50:27,3.04861111111111,182.916666666667,2021-03-05 15:30:33,2021-03-05 18:33:28,4,8,4,7,1.1425,1.0783,0.0642,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_05_03_2021.csv,NA
333,Bafog,25869,Iry.hos,hostmannii,Iryanthera,5,37,15,2.71755199096929,1,1,-3.49758104761652e-4,66.2067199,3.27392907158431,0.00899982577659502,25.55,72.15,2021-03-05 13:51:36,3.03,181.8,2021-03-05 15:32:14,2021-03-05 18:34:02,4,8,4,7,1.5764,1.5125,0.0639000000000001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_05_03_2021.csv,NA
334,Bafog,25857,Sym.glo,globulifera,Symphonia,5,37,2,3.29677908855757,1,1,-1.99212196737204e-4,31.3005901,3.27587262189623,0.0089375771012847,25.56,72.36,2021-03-05 13:53:05,3.82222222222222,229.333333333333,2021-03-05 14:45:09,2021-03-05 18:34:29,5,8,3,7,1.1566,1.1108,0.0458000000000001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_05_03_2021.csv,NA
335,Bafog,26196,Pte.off,officinalis,Pterocarpus,5,48,9,2.89810005585069,adj.PartofCurve,0.99,-1.23182752752323e-4,22.5916711,3.27587262189623,0.00871032624573068,25.56,73.06,2021-03-05 13:53:56,4.29833333333333,257.9,2021-03-05 14:16:47,2021-03-05 18:34:41,5,7,2,6,0.3558,0.3248,0.031,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_05_03_2021.csv,NA
336,Bafog,26197,Sym.glo,globulifera,Symphonia,5,48,11,2.65473600145747,1,1,-3.34674525283295e-4,64.6500723,3.26907019580453,0.00902772976671197,25.525,72.025,2021-03-05 13:55:08,2.99611111111111,179.766666666667,2021-03-05 15:35:33,2021-03-05 18:35:19,4,8,4,7,1.6187,1.5582,0.0605,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_05_03_2021.csv,NA
337,Bafog,26235,Sym.glo,globulifera,Symphonia,5,49,20,2.82569048204393,1,1,-2.36532166527618e-4,43.2957955,3.27587262189623,0.00895088847971384,25.56,72.32,2021-03-05 13:56:07,3.82694444444444,229.616666666667,2021-03-05 14:46:38,2021-03-05 18:36:15,5,8,3,7,0.959,0.9043,0.0547,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_05_03_2021.csv,NA
338,Bafog,26224,Pte.off,officinalis,Pterocarpus,5,49,9,3.9918401706186,1,1,-2.25559509460591e-4,30.1454715,3.28042438250286,0.00867785052257504,25.5833333333333,73.2,2021-03-05 13:57:19,4.2875,257.25,2021-03-05 14:19:54,2021-03-05 18:37:09,6,8,2,7,0.5304,0.4719,0.0585,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_05_03_2021.csv,NA
339,Bafog,26221,Vir.sur,surinamensis,Virola,5,49,6,10.413816339011,1,1,-5.2266132822504e-4,26.9859642,3.28757426747691,0.00861030950220612,25.62,73.46,2021-03-05 13:59:56,2.62972222222222,157.783333333333,2021-03-05 14:20:21,2021-03-05 16:58:08,5,8,2,6,1.4987,1.4159,0.0828,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_05_03_2021.csv,NA
340,Bafog,26562,Tac.mel,melinonii,Tachigali,5,60,32,3.88765969566296,adj.PartofCurve,0.99,-1.72832159169666e-4,23.7588764,3.28368044290155,0.00866276760951742,25.6,73.2666666666667,2021-03-05 14:00:52,4.295,257.7,2021-03-05 14:20:48,2021-03-05 18:38:30,6,8,2,7,0.3259,0.2825,0.0434,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_05_03_2021.csv,NA
341,Bafog,26555,Pte.off,officinalis,Pterocarpus,5,60,19,3.02520246801649,1,0.99,-1.62780162849433e-4,27.1738217,3.2787879473641,0.00916732355921924,25.575,71.675,2021-03-05 14:01:46,2.93861111111111,176.316666666667,2021-03-05 15:42:29,2021-03-05 18:38:48,4,8,4,7,0.4318,0.4027,0.0291,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_05_03_2021.csv,NA
342,Bafog,26257,Pte.off,officinalis,Pterocarpus,5,50,43,2.06809120145134,1,1,-1.67091057253964e-4,41.0782319,3.27392907158431,0.00910579830927375,25.55,71.825,2021-03-05 14:02:46,2.92083333333333,175.25,2021-03-05 15:43:51,2021-03-05 18:39:06,4,8,4,7,0.7854,0.7556,0.0297999999999999,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_05_03_2021.csv,NA
343,Bafog,25945,Lae.pro,procera,Laetia,5,40,7,4.36493900422698,1,1,-9.18892060084266e-4,105.983284,3.26909530109742,0.00919592024588529,25.525,71.5,2021-03-05 14:04:01,2.91444444444444,174.866666666667,2021-03-05 15:44:30,2021-03-05 18:39:22,4,8,4,7,3.277,3.115,0.162,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_05_03_2021.csv,NA
344,Bafog,26245,Lae.pro,procera,Laetia,5,50,12,4.20645637658171,1,1,-4.39182705961611e-4,52.436498,3.27392907158431,0.00921809989725291,25.55,71.475,2021-03-05 14:07:05,2.89111111111111,173.466666666667,2021-03-05 15:46:12,2021-03-05 18:39:40,4,8,4,7,1.6862,1.6095,0.0767,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_05_03_2021.csv,NA
345,Bafog,26247,Vir.mic,surinamensis,Virola,5,50,15,5.08479506433205,1,1,-2.77762199143269e-4,29.0361415,3.28368716685308,0.00870977693920243,25.6,73.12,2021-03-05 14:07:50,2.64416666666667,158.65,2021-03-05 14:22:59,2021-03-05 17:01:38,5,8,2,6,0.8338,0.7895,0.0443,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_05_03_2021.csv,NA
346,Bafog,26228,Sym.glo,globulifera,Symphonia,5,49,13,3.48754636602392,1,1,-2.21228107689711e-4,34.6742603,3.26723058138353,0.00846953092536198,25.5142857142857,73.7571428571429,2021-03-05 14:08:24,4.54416666666667,272.65,2021-03-05 14:08:24,2021-03-05 18:41:03,7,8,1,7,1.2119,1.1513,0.0606,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_05_03_2021.csv,NA
347,Bafog,25915,Sym.glo,globulifera,Symphonia,5,39,8,5.73595200427512,1,1,-2.61989617329951e-4,24.1230163,3.28368044290155,0.00876583336010989,25.6,72.95,2021-03-05 14:11:23,4.28972222222222,257.383333333333,2021-03-05 14:23:59,2021-03-05 18:41:22,6,8,2,7,0.8283,0.7608,0.0675,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_05_03_2021.csv,NA
348,Bafog,2529,Pte.off,officinalis,Pterocarpus,5,39,39,2.1781611170031,1,0.99,-1.06023742791319e-4,24.8596075,3.27392907158431,0.00906494371243872,25.55,71.95,2021-03-05 14:11:00,2.88333333333333,173,2021-03-05 15:49:00,2021-03-05 18:42:00,4,8,4,7,0.2823,0.2637,0.0186,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_05_03_2021.csv,NA
349,Bafog,26218,Sym.glo,globulifera,Symphonia,5,49,3,2.07334670605252,1,0.99,-2.36845647141788e-4,60.1097689,3.28368044290155,0.00879821695341947,25.6,72.85,2021-03-05 14:12:47,4.29444444444444,257.666666666667,2021-03-05 14:24:50,2021-03-05 18:42:30,6,8,2,7,1.7042,1.6427,0.0614999999999999,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_05_03_2021.csv,NA
350,Bafog,26186,Iry.hos,hostmannii,Iryanthera,5,47,40,4.78358860020549,1,0.99,-5.3893147638832e-4,57.1146539,3.26907019580453,0.00913226334308868,25.525,71.7,2021-03-05 14:13:52,2.86666666666667,172,2021-03-05 15:50:00,2021-03-05 18:42:00,4,8,4,7,1.2728,1.1797,0.0931,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Bafog/input/g_min_METRADICA_BAFOG_05_03_2021.csv,NA
