Code,DateField,Forest,idTree,Plot,Subplot,FieldNbr,Genus,Species,Name,Habitat,Type,TreeHeight,TreeDawkins,BranchHeight,BranchDawkins,CrownPosition,Circ,DBH,CommentField,CommentLab
397,2021-03-10T00:00:00Z,Bafog,24905,5,9,33,Virola,michelii,Virola_michelii,BF,Generalists,27,3,23,3,Sup,59.5,18.94904459,,
398,2021-03-10T00:00:00Z,Bafog,373525,5,36,76,Virola,michelii,Virola_michelii,BF,Generalists,14,2,12,2,Inf,48,15.2866242,,
399,2021-03-10T00:00:00Z,Bafog,25823,5,36,4,Virola,surinamensis,Virola_surinamensis,BF,BF,35,5,28,2,Inf,141.4,45.03184713,,
400,2021-03-10T00:00:00Z,Bafog,25255,5,19,22,Symphonia,globulifera,Symphonia_globulifera,BF,BF,24,4,18,4,Inf,70.5,22.4522293,,
401,2021-03-10T00:00:00Z,Bafog,26169,5,47,8,Conceveiba,guianensis,Conceveiba_guianensis,BF,Generalists,24,3,20,2,Inf,71,22.61146497,,
402,2021-03-10T00:00:00Z,Bafog,25232,5,18,49,Conceveiba,guianensis,Conceveiba_guianensis,BF,Generalists,18,2,17,2,Sup,49,15.60509554,,
403,2021-03-11T00:00:00Z,Bafog,26147,5,46,21,Virola,michelii,Virola_michelii,BF,Generalists,24,3,20,2,Inf,77.5,24.68152866,,
404,2021-03-11T00:00:00Z,Bafog,26148,5,46,28,Tachigali,melinonii,Tachigali_melinonii,BF,Generalists,22,3,18,3,Sup,42.5,13.53503185,,
405,2021-03-11T00:00:00Z,Bafog,26127,5,45,44,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,BF,Generalists,8,2,6,2,Inf,39.5,12.57961783,,
406,2021-03-11T00:00:00Z,Bafog,25790,5,35,7,Laetia,procera,Laetia_procera,BF,BF,32,5,27,4,Mid,128,40.76433121,lianes,
407,2021-03-11T00:00:00Z,Bafog,26107,5,45,10,Laetia,procera,Laetia_procera,BF,BF,22,4,20,4,Mid,90,28.66242038,,
408,2021-03-11T00:00:00Z,Bafog,27157,5,78,12,Tachigali,melinonii,Tachigali_melinonii,BF,Generalists,26,4,22,2,Inf,78.5,25,,
409,2021-03-11T00:00:00Z,Bafog,27154,5,78,3,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,22,4,16,4,Mid,70,22.29299363,,
410,2021-03-11T00:00:00Z,Bafog,27466,5,88,22,Virola,surinamensis,Virola_surinamensis,BF,BF,28,3,26,2,Inf,110,35.03184713,,
411,2021-03-11T00:00:00Z,Bafog,27164,5,78,34,Pterocarpus,officinalis,Pterocarpus_officinalis,BF,BF,20,2,16,2,Inf,52,16.56050955,,
412,2021-03-11T00:00:00Z,Bafog,27459,5,88,7,Virola,surinamensis,Virola_surinamensis,BF,BF,32,3,28,4,Mid,172.8,55.03184713,ficelle + sac,
413,2021-03-11T00:00:00Z,Bafog,373740,5,98,43,Tachigali,melinonii,Tachigali_melinonii,BF,Generalists,27,4,20,4,Mid,52.5,16.71974522,,
414,2021-03-11T00:00:00Z,Bafog,27776,5,98,36,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,9,2,9,2,Sup,39,12.42038217,,
415,2021-03-11T00:00:00Z,Bafog,27754,5,97,36,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,10,3,10,3,Sup,42,13.37579618,,
416,2021-03-12T00:00:00Z,Bafog,25976,5,41,16,Casearia,javitensis,Casearia_javitensis,TF,TF,21,2,19,2,Sup,54,17.19745223,TMS ; doute bota,
417,2021-03-12T00:00:00Z,Bafog,25699,5,32,21,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,22,2,18,2,Inf,74.5,23.72611465,,
418,2021-03-12T00:00:00Z,Bafog,25328,5,21,8,Protium,stevensonii,Protium_stevensonii,TF,Generalists,26,4,19,3,Mid,81,25.79617834,,
419,2021-03-12T00:00:00Z,Bafog,25386,5,22,58,Hymenopus,heteromorphus,Hymenopus_heteromorphus,TF,Generalists,16,2,13,2,Inf,48,15.2866242,,
420,2021-03-12T00:00:00Z,Bafog,25395,5,23,11,Protium,stevensonii,Protium_stevensonii,TF,Generalists,21,4,19,4,Mid,58,18.47133758,,
421,2021-03-12T00:00:00Z,Bafog,25405,5,23,28,Protium,stevensonii,Protium_stevensonii,TF,Generalists,24,3,22,2,Mid,63,20.06369427,,
422,2021-03-12T00:00:00Z,Bafog,26307,5,52,21,Protium,stevensonii,Protium_stevensonii,TF,Generalists,24,3,17,2,Inf,77.5,24.68152866,,
423,2021-03-12T00:00:00Z,Bafog,26670,5,63,55,Casearia,javitensis,Casearia_javitensis,TF,TF,8,2,8,2,Sup,35,11.14649682,,
424,2021-03-12T00:00:00Z,Bafog,27038,5,74,42,Casearia,javitensis,Casearia_javitensis,TF,TF,7,3,7,3,Sup,36,11.46496815,,
425,2021-03-12T00:00:00Z,Bafog,26707,5,64,42,Chrysophyllum,prieurii,Chrysophyllum_prieurii,TF,Generalists,26,3,24,4,Mid,67,21.33757962,doute bota,
426,2021-03-12T00:00:00Z,Bafog,27354,5,84,69,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,TF,Generalists,18,3,17,3,Mid,50,15.92356688,,
427,2021-03-15T16:46:50Z,Bafog,26575,5,61,16,Hymenopus,heteromorphus,Hymenopus_heteromorphus,TF,Generalists,16,2,16,2,Sup,61.5,19.58598726,,
428,2021-03-15T16:46:50Z,Bafog,27215,5,81,10,Conceveiba,guianensis,Conceveiba_guianensis,TF,Generalists,13,3,13,3,Sup,53,16.87898089,,
429,2021-03-15T16:46:50Z,Bafog,27233,5,81,39,Casearia,javitensis,Casearia_javitensis,TF,TF,15,4,15,4,Sup,52.5,16.71974522,,
430,2021-03-15T16:46:50Z,Bafog,27624,5,93,13,Chrysophyllum,prieurii,Chrysophyllum_prieurii,TF,Generalists,24,3,20,3,Sup,90.5,28.82165605,,
431,2021-03-15T16:46:50Z,Bafog,27632,5,93,21,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,18,2,15,2,Inf,57,18.15286624,,
432,2021-03-15T16:46:50Z,Bafog,26771,5,66,15,Conceveiba,guianensis,Conceveiba_guianensis,TF,Generalists,24,2,18,3,Inf,63,20.06369427,,
433,2021-03-15T16:46:50Z,Bafog,26174,5,47,16,Laetia,procera,Laetia_procera,BF,BF,34,5,34,5,Sup,138,43.94904459,fruits,
434,2021-03-15T16:46:50Z,Bafog,25856,5,37,1,Tachigali,melinonii,Tachigali_melinonii,BF,Generalists,39,5,30,4,Inf,172.8,55.03184713,,
435,2021-03-15T16:46:50Z,Bafog,26217,5,49,2,Virola,surinamensis,Virola_surinamensis,BF,BF,35,5,30,4,Mid,172.8,55.03184713,,
436,2021-03-15T16:46:50Z,Bafog,25880,5,38,2,Virola,surinamensis,Virola_surinamensis,BF,BF,36,5,30,4,Inf,204.2,65.03184713,,
437,2021-03-15T16:46:50Z,Bafog,25888,5,38,10,Virola,surinamensis,Virola_surinamensis,BF,BF,28,3,24,3,Mid,94.2,30,,
438,2021-03-16T16:30:31Z,Bafog,26559,5,60,28,Tachigali,melinonii,Tachigali_melinonii,BF,Generalists,14,2,14,2,Sup,51,16.24203822,,
439,2021-03-16T16:30:31Z,Bafog,26915,5,70,52,Tachigali,melinonii,Tachigali_melinonii,BF,Generalists,17,3,15,2,Mid,57.5,18.31210191,,
440,2021-03-16T16:30:31Z,Bafog,373713,5,90,42,Conceveiba,guianensis,Conceveiba_guianensis,BF,Generalists,13,1,13,2,Sup,48.5,15.44585987,,
441,2021-03-16T16:30:31Z,Bafog,26866,5,69,29,Laetia,procera,Laetia_procera,BF,BF,24,4,24,4,Sup,121.5,38.69426752,,
442,2021-03-16T16:30:31Z,Bafog,27788,5,99,14,Protium,stevensonii,Protium_stevensonii,BF,Generalists,23,3,23,3,Sup,110,35.03184713,,
443,2021-03-16T16:30:31Z,Bafog,27799,5,99,27,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,14,2,14,3,Sup,35.5,11.30573248,,
444,2021-03-16T16:30:31Z,Bafog,25275,5,19,50,Conceveiba,guianensis,Conceveiba_guianensis,TF,Generalists,17,2,15,2,Inf,50.5,16.08280255,,
445,2021-03-16T16:30:31Z,Bafog,25207,5,18,10,Protium,stevensonii,Protium_stevensonii,BF,Generalists,24,3,18,3,Sup,172.8,55.03184713,,
446,2021-03-16T16:30:31Z,Bafog,25442,5,24,25,Chrysophyllum,prieurii,Chrysophyllum_prieurii,TF,Generalists,16,2,14,2,Inf,64,20.38216561,,
447,2021-03-16T16:30:31Z,Bafog,24752,5,4,8,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,TF,Generalists,28,4,24,5,Mid,109.5,34.87261146,,
448,2021-03-16T16:30:31Z,Bafog,24733,5,3,39,Hymenopus,heteromorphus,Hymenopus_heteromorphus,TF,Generalists,12,2,11,2,Mid,36.5,11.62420382,,
449,2021-03-16T16:30:31Z,Bafog,25360,5,22,10,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,TF,Generalists,22,4,20,4,Sup,98.5,31.36942675,,
450,2021-03-16T16:30:31Z,Bafog,26697,5,64,14,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,TF,Generalists,28,5,24,4,Sup,98.5,31.36942675,,
451,2021-03-17T00:00:00Z,Bafog,4699,3,57,12,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,24,4,15,3,Mid,98.5,31.36942675,,
452,2021-03-17T00:00:00Z,Bafog,15745,3,58,28,Hymenopus,heteromorphus,Hymenopus_heteromorphus,TF,Generalists,16,2,14,2,Mid,71,22.61146497,,
453,2021-03-17T00:00:00Z,Bafog,15746,3,58,29,Bocoa,prouacensis,Bocoa_prouacensis,TF,Generalists,23,3,17,3,Inf,65,20.70063694,,
454,2021-03-17T00:00:00Z,Bafog,3709,3,57,4,Eschweilera,coriacea,Eschweilera_coriacea,TF,Generalists,13,3,12,3,Mid,84,26.75159236,,
455,2021-03-17T00:00:00Z,Bafog,3736,3,58,18,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,23,4,16,3,Mid,77.5,24.68152866,,
456,2021-03-17T00:00:00Z,Bafog,3624,3,50,4,Eschweilera,coriacea,Eschweilera_coriacea,TF,Generalists,24,2,22,3,Mid,98.5,31.36942675,,
457,2021-03-17T00:00:00Z,Bafog,3744,3,59,6,Hymenopus,heteromorphus,Hymenopus_heteromorphus,TF,Generalists,23,3,19,3,Inf,70.5,22.4522293,,
458,2021-03-17T00:00:00Z,Bafog,3751,3,59,13,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,21,3,16,3,Mid,95,30.25477707,,
459,2021-03-17T00:00:00Z,Bafog,3630,3,50,11,Eschweilera,coriacea,Eschweilera_coriacea,TF,Generalists,13,3,13,3,Sup,62.5,19.9044586,,
460,2021-03-17T00:00:00Z,Bafog,15759,3,59,29,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,27,4,25,4,Sup,71,22.61146497,,
461,2021-03-17T00:00:00Z,Bafog,3636,3,51,3,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,14,3,12,2,Inf,70.5,22.4522293,,
462,2021-03-17T00:00:00Z,Bafog,43001,3,54,55,Conceveiba,guianensis,Conceveiba_guianensis,TF,Generalists,13,2,13,2,Sup,37.5,11.94267516,,
463,2021-03-17T00:00:00Z,Bafog,42991,3,54,45,Bocoa,prouacensis,Bocoa_prouacensis,TF,Generalists,18,3,12,3,Mid,41,13.05732484,,
464,2021-03-17T00:00:00Z,Bafog,43017,3,54,72,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,TF,Generalists,21,3,20,3,Sup,39.5,12.57961783,,
465,2021-03-17T00:00:00Z,Bafog,41503,3,12,65,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,TF,Generalists,9,3,9,3,Sup,40.5,12.89808917,pas BF,
466,2021-03-17T00:00:00Z,Bafog,15361,3,12,24,Virola,michelii,Virola_michelii,BF,Generalists,28,3,25,2,Inf,82.5,26.27388535,en limite BF,
467,2021-03-18T14:42:33Z,Bafog,33216,2,1,40,Casearia,javitensis,Casearia_javitensis,TF,TF,13,2,10,2,Sup,36,11.46496815,,
468,2021-03-18T14:42:33Z,Bafog,33214,2,1,38,Conceveiba,guianensis,Conceveiba_guianensis,TF,Generalists,12,2,12,2,Sup,42,13.37579618,,
469,2021-03-18T14:42:33Z,Bafog,10616,2,8,29,Bocoa,prouacensis,Bocoa_prouacensis,TF,Generalists,18,3,15,3,Mid,62,19.74522293,,
470,2021-03-18T14:42:33Z,Bafog,3856,2,8,4,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,TF,Generalists,28,4,28,4,Sup,90.5,28.82165605,,
471,2021-03-18T14:42:33Z,Bafog,33461,2,15,34,Casearia,javitensis,Casearia_javitensis,TF,TF,17,4,17,4,Sup,43,13.69426752,,
472,2021-03-18T14:42:33Z,Bafog,1012,2,16,17,Bocoa,prouacensis,Bocoa_prouacensis,TF,Generalists,14,1,14,2,Sup,102.5,32.6433121,,
473,2021-03-18T14:42:33Z,Bafog,4215,4,16,6,Licania,membranacea,Licania_membranacea,TF,TF,12,1,11,2,Mid,38.6746512,12.3167679,,
