Code,Genus,Species,midribVLA,SecondaryVLA,TertiaryVLA,MajVLA
389,Pterocarpus,officinalis,0.248472364,1.2158045734999998,2.308570294,3.772847232
392,Pterocarpus,officinalis,0.1905018565,1.1339302505000002,2.169145752,3.493577859
409,Pterocarpus,officinalis,0.318568583,2.3658895615,3.107766578,5.7922247225
411,Pterocarpus,officinalis,0.38863885499999995,2.5084650465,4.8361609770000005,7.733264879
304,Symphonia,globulifera,0.1807848185,1.544433246,4.814880471,6.540098536
334,Symphonia,globulifera,0.3703022835,2.352233058,3.5455757315,6.268111073
336,Symphonia,globulifera,0.218420489,1.9698319140000002,2.585770122,4.774022525
337,Symphonia,globulifera,0.2941526715,2.99150047,2.3265659459999997,5.6122190875
346,Symphonia,globulifera,0.322899521,2.934372871,3.6647765935,6.922048986
347,Symphonia,globulifera,0.424697405,4.425616922,3.4870244855,8.3373388125
349,Symphonia,globulifera,0.232728416,3.2765541635,3.4714385915,6.9807211715
391,Symphonia,globulifera,0.468799011,4.250062888,3.6429018895,8.361763788000001
400,Symphonia,globulifera,0.39374175749999996,3.5055577815000003,3.662850347,7.562149886
261,Tachigali,melinonii,0.3012986015,1.442336265,4.251108937,5.9947438035000005
268,Tachigali,melinonii,0.45415711599999997,1.7505646745,5.373589903,7.5783116935
279,Tachigali,melinonii,0.566614877,1.982704172,6.0316899159999995,8.5810089645
299,Tachigali,melinonii,0.4970647285,2.074654988,5.789248146,8.360967862999999
321,Tachigali,melinonii,0.4654154865,2.011051955,5.7256494075,8.202116849
322,Tachigali,melinonii,0.571709288,2.0659695559999998,5.581995646,8.21967449
323,Tachigali,melinonii,0.676043121,2.461654171,6.138659831,9.276357123
340,Tachigali,melinonii,0.4089250125,1.777150201,4.514098595,6.700173808000001
384,Tachigali,melinonii,0.426003555,1.604912384,3.7767678804999996,5.807683819
386,Tachigali,melinonii,0.558261841,2.090434422,5.581207598,8.2299038615
404,Tachigali,melinonii,0.394771267,1.391816805,3.205774088,4.992362159500001
408,Tachigali,melinonii,0.46841562999999997,2.021205426,5.596791166499999,8.0864122225
413,Tachigali,melinonii,0.614535964,2.0643453474999998,6.8099693605,9.4888506725
434,Tachigali,melinonii,0.455408642,1.809596564,4.627647174,6.8926523799999995
438,Tachigali,melinonii,0.330408608,1.573476724,4.2727123355000005,6.1765976675
439,Tachigali,melinonii,0.34845121300000004,1.553229345,6.33288791,8.234568468500001
251,Virola,michelii,0.28549687300000004,1.9033386449999998,4.081385202,6.270220720499999
266,Virola,michelii,0.30260872949999995,2.019947432,2.8272406290000003,5.14979679
307,Virola,michelii,0.5251762504999999,2.3863164980000002,4.0656179565,6.977110704999999
327,Virola,michelii,0.2489249,1.553332573,4.3652487515,6.1675062245
354,Virola,michelii,0.3063488325,1.446972164,1.8213178509999999,3.574638847
361,Virola,michelii,0.4418418285,2.5144230710000004,3.8777861700000003,6.834051069
367,Virola,michelii,0.3881717785,2.1198101234999998,2.503558082,5.011539984000001
375,Virola,michelii,0.36745420900000003,2.1611204195,2.3771347425,4.9057093715
378,Virola,michelii,0.351814771,2.128685765,1.830521168,4.311021704
393,Virola,michelii,0.2382701635,1.641553414,3.8309320849999997,5.7107556625
397,Virola,michelii,0.27039489650000004,1.8175658865,5.369066043,7.4570268265
398,Virola,michelii,0.3123134405,1.970869633,4.588300094,6.871483167
403,Virola,michelii,0.21744798199999998,1.706197435,3.8164663880000003,5.7401118055
466,Virola,michelii,0.3448420505,1.834885692,5.017795316,7.197523059
