Code,idTree,Name,Genus,Species,Family,TLP,ptlp_Marechaux2016,Forest,Habitat,Type,Gmin,DateField,Plot,SubPlot,FieldNbr,midribVLA,SecondaryVLA,TertiaryVLA,MajVLA,Nitrogen,Carbon,X.S,Phosphorous,Fe..g.kg.,Mn..g.kg.,Mg..g.kg.,Al..g.kg.,Ca..g.kg.,Na..g.kg.,Potassium,Cr..mg.kg.,Cu..mg.kg.,Ni..mg.kg.,Pb..mg.kg.,Rb..mg.kg.,Sr..mg.kg.,Zn..mg.kg.,LSWC,SD,fvfm,Xutm,Yutm,Latitude,Longitude,DBH,TWI
361,3826,Virola_michelii,Virola,michelii,Myristicaceae,-1.63772,-1.63179,Bafog,TF,Generalist,5.771723,2021-03-08T00:00:00Z,2,3,9,0.441841829,2.514423071,3.87778617,6.834051069,2.17,51.92,0.288,0.6795,0.098025,0.340424667,2.869089375,0.129385,7.729282286,1.31676125,3.251900143,1.263432467,14.44576667,6.9391879,0,9.225,78.126125,19.505,158.6695,NA,0.782,"168,032.52","607,207.25",NA,NA,40.92,5.393234
362,33255,Iryanthera_sagotiana,Iryanthera,sagotiana,Myristicaceae,-1.64396,-1.6377825,Bafog,TF,TF,1.950403,2021-03-08T00:00:00Z,2,3,48,0.339042243,2.127843374,4.29144522,6.758330836,1.69,54.55,0.176,0.589820359,0.142065868,0.149700266,3.620348678,0.242225549,4.04219789,1.615031188,5.724201739,1.159882701,9.761244178,4.364414072,0,16.75648703,36.67277944,18.76247505,144.1921,NA,0.767,"168,025.45","607,203.81",NA,NA,19.43,5.393234
363,246162,Casearia_javitensis,Casearia,javitensis,Salicaceae,-1.81452,-1.8015775,Bafog,TF,TF,3.121399,2021-03-08T00:00:00Z,2,3,66,0.275088182,1.270313331,3.658652124,5.204053637,1.61,52.63,0.116,0.47735,0.122125,0.041389667,2.133589375,0.167035,6.844282286,0.25636125,3.229650143,3.439652467,10.55076667,1.7265829,0,8.985,74.426125,16.545,96.971,NA,0.822,"168,031.73","607,203.13",NA,NA,10.83,5.393234
364,925,Vouacapoua_americana,Vouacapoua,americana,Fabaceae,-1.86028,-1.8455225,Bafog,TF,TF,3.856252,2021-03-08T00:00:00Z,2,10,24,0.480560366,1.966235523,4.850365027,7.297160916,2.23,52.82,0.155,0.736368184,0.123461731,0.210905119,1.785482116,0.146508254,3.123844208,0.521021761,3.797048667,1.582648791,10.17585459,1.56411996,0,11.52576288,41.05665333,27.14357179,111.621,NA,0.789,"168,030.70","607,231.00",NA,NA,37.1,5.393234
365,908,Bocoa_prouacensis,Bocoa,prouacensis,Fabaceae,-1.32364,-1.3301675,Bafog,TF,Generalist,5.672452,2021-03-08T00:00:00Z,2,10,1,0.219770101,1.031792152,3.299534966,4.551097218,2.12,55.71,0.176,0.320610305,0.115332666,0.10232583,2.170174462,0.143306653,2.33244851,1.635078789,1.945122704,1.084659797,2.211872603,2.548602201,0,6.503251626,25.77901451,8.594297149,143.6964,NA,0.767,"168,028.98","607,237.44",NA,NA,17.83,5.393234
366,33221,Vouacapoua_americana,Vouacapoua,americana,Fabaceae,-1.84156,-1.827545,Bafog,TF,TF,5.049017,2021-03-08T00:00:00Z,2,1,45,0.380353908,1.776431504,4.166216381,6.323001792,2.47,53.39,0.144,0.927608587,0.112606091,0.485196871,1.093449201,0.119505741,3.966332787,0.633810534,4.922765994,2.492740855,10.11309702,2.410522117,0,24.16375437,57.83936595,25.34697953,132.047,NA,0.812,"168,019.42","607,248.94",NA,NA,13.38,5.393234
367,911,Virola_michelii,Virola,michelii,Myristicaceae,-1.51916,-1.5179325,Bafog,TF,Generalist,9.474659,2021-03-09T00:00:00Z,2,10,5,0.388171779,2.119810124,2.503558082,5.011539984,2.24,49.62,0.31,0.730404393,0.090688967,0.301322683,3.766938967,0.100384423,7.398185008,1.244893909,4.179880322,1.087456282,13.73516392,3.957027359,0,19.13629556,79.80641538,16.43035447,183.4096,NA,0.821,"168,050.92","607,235.06",NA,NA,33.76,5.510303
368,10635,Chrysophyllum_prieurii,Chrysophyllum,prieurii,Sapotaceae,-1.983,-1.963375,Bafog,TF,Generalist,3.545982,2021-03-09T00:00:00Z,2,10,29,0.218248311,1.234692031,2.252949871,3.705890212,1.24,54.82,0.199,0.436125,0.08915,0.082324667,1.289589375,0.124285,2.948282286,1.44401125,2.362150143,0.844207467,3.493266667,1.4631779,0,8.58,9.281125,6.8125,147.5779,NA,0.821,"168,047.81","607,233.94",NA,NA,23.41,5.510303
369,33521,Gustavia_hexapetala,Gustavia,hexapetala,Lecythidaceae,-1.74796,-1.7376575,Bafog,TF,TF,1.744519,2021-03-09T00:00:00Z,2,18,46,0.285505018,1.188674637,1.98755129,3.461730943,2.5,46.55,0.43,0.798302546,0.111932102,0.022196372,7.10642973,0.091947079,13.57891391,0.339651772,9.591263248,5.540894458,8.066167416,3.958415277,0,51.50024963,285.0485522,31.26809785,231.5659,212.585034,0.828,"168,057.66","607,218.94",NA,NA,14.49,5.510303
370,33527,Gustavia_hexapetala,Gustavia,hexapetala,Lecythidaceae,-1.95388,-1.93541,Bafog,TF,TF,8.856904,2021-03-09T00:00:00Z,2,18,52,0.27948508,1.23700884,1.226373362,2.742867281,1.87,46.02,0.437,0.50872818,0.176483791,0.022792685,4.470912095,0.202778055,12.04417186,0.558365337,8.319850517,3.968005786,5.948395677,2.320636309,0,37.43142145,239.8265586,16.00997506,215.493,352.8911565,0.696,"168,070.52","607,233.44",NA,NA,12.74,5.510303
371,1074,Jacaranda_copaia subsp. copaia,Jacaranda,copaia subsp. copaia,Bignoniaceae,-1.35692,-1.3621275,Bafog,TF,Generalist,8.454174,2021-03-09T00:00:00Z,2,19,23,0.372312331,1.442437976,4.14053744,5.955287746,2.78,55.24,0.289,0.705294705,0.096753247,0.03270696,2.443146229,0.113271728,3.743039246,1.568942308,3.023376766,2.100949018,17.103663,2.104178721,0,5.564435564,35.91021479,14.1958042,212.9209,208.3333333,0.865,"168,058.77","607,213.81",NA,NA,36.62,5.510303
372,1073,Bocoa_prouacensis,Bocoa,prouacensis,Fabaceae,-1.41724,-1.420055,Bafog,TF,Generalist,2.784143,2021-03-09T00:00:00Z,2,19,22,0.249249056,1.235633851,1.609910559,3.094793467,2.53,52.56,0.145,0.840100251,0.082080201,0.036982122,1.40510213,0.101889724,0.622338131,1.194246867,7.514436233,2.011852097,2.906532999,1.332303659,0,32.84210526,6.196616541,9.764411028,148.7264,191.3265306,0.821,"168,066.02","607,201.19",NA,NA,35.02,5.510303
373,1082,Bocoa_prouacensis,Bocoa,prouacensis,Fabaceae,-1.7646,-1.7536375,Bafog,TF,Generalist,3.227935,2021-03-09T00:00:00Z,2,20,9,0.167534203,0.939150641,2.67856075,3.785245594,2.62,54.14,0.142,0.52173913,0.122838581,0.10067433,2.046066342,0.139465267,1.836863854,1.068726887,4.099100593,2.516761586,2.262635349,1.573086357,0,12.89355322,18.2470015,6.856571714,122.7016,246.5986395,0.86,"168,083.47","607,188.56",NA,NA,31.21,5.510303
374,33661,Chrysophyllum_prieurii,Chrysophyllum,prieurii,Sapotaceae,-1.88732,-1.87149,Bafog,TF,Generalist,3.765271,2021-03-09T00:00:00Z,2,27,49,0.129615785,0.786358168,1.24019928,2.156173233,1.42,52.01,0.183,0.475901804,0.108016032,0.187624916,2.356301979,0.115966934,5.715713713,0.547355962,2.568286716,1.519456379,5.033333333,1.142628156,0,8.496993988,40.70754008,10.46092184,152.3914,NA,0.841,"168,088.50","607,209.75",NA,NA,15.92,5.510303
375,1061,Virola_michelii,Virola,michelii,Myristicaceae,-1.59196,-1.587845,Bafog,TF,Generalist,10.45962,2021-03-09T00:00:00Z,2,19,9,0.367454209,2.16112042,2.377134743,4.905709372,1.72,55.05,0.459,0.543543544,0.176826827,0.10898365,2.8354248,0.290675676,3.333615902,1.521282533,3.511161304,1.857309776,7.490757424,3.207945846,0,8.753753754,44.79341842,14.3993994,131.1043,NA,0.77,"168,082.42","607,205.19",NA,NA,32.8,5.510303
376,33692,Chrysophyllum_prieurii,Chrysophyllum,prieurii,Sapotaceae,-2.0766,-2.0532625,Bafog,TF,Generalist,11.11039,2021-03-09T00:00:00Z,2,28,51,0.228240662,1.417411726,2.225092764,3.870745153,1.13,54.11,0.144,0.41855,0.261175,0.123749667,2.025089375,0.360835,4.832282286,0.88376125,2.174150143,1.284207467,5.528266667,2.0824779,0,5.39,27.336125,7.4025,120.3838,NA,0.865,"168,104.64","607,202.31",NA,NA,14.65,5.510303
377,10873,Bocoa_prouacensis,Bocoa,prouacensis,Fabaceae,-1.44636,-1.44802,Bafog,TF,Generalist,8.256608,2021-03-09T00:00:00Z,2,44,37,0.133024775,0.802689243,1.716123368,2.651837385,0.96,48.17,0.272,0.360170341,0.073221443,0.017214095,2.93145228,0.093371743,4.605493272,2.643047345,3.994889923,1.974927321,3.289846359,5.038815531,0,10.56112224,58.94401303,6.27004008,172.7413,204.0816327,0.87,"168,139.95","607,191.81",NA,NA,18.79,5.865359
378,10818,Virola_michelii,Virola,michelii,Myristicaceae,-1.74796,-1.7376575,Bafog,TF,Generalist,2.155309,2021-03-09T00:00:00Z,2,36,24,0.351814771,2.128685765,1.830521168,4.311021704,1.95,55.28,0.315,0.56159601,0.060174564,0.176832585,3.39809414,0.077591022,4.910506021,0.872081047,2.904139793,0.593209443,8.736425603,2.763429327,0,9.586034913,61.0734414,13.79551122,136.1419,272.1088435,0.892,"168,121.81","607,201.81",NA,NA,24.36,5.510303
379,33880,Gustavia_hexapetala,Gustavia,hexapetala,Lecythidaceae,-2.03292,-2.011315,Bafog,TF,TF,2.246313,2021-03-09T00:00:00Z,2,37,50,0.210641607,0.921051887,2.495911329,3.627604822,2.01,43.17,0.256,0.573573574,0.145745746,0.053578245,8.140229605,0.151486486,12.45173402,0.344956206,5.571221364,2.436781748,7.670937604,3.866439339,0,24.31681682,260.9871121,17.08208208,211.824,327.3809524,0.796,"168,141.86","607,182.31",NA,NA,10.67,5.865359
380,34229,Casearia_javitensis,Casearia,javitensis,Salicaceae,-1.91644,-1.899455,Bafog,TF,TF,3.704105,2021-03-09T00:00:00Z,2,52,44,0.235967017,1.033408423,2.852322679,4.121698119,1.49,57.16,0.12,0.384692346,0.088469235,0.039644489,2.328753752,0.116443222,8.318441506,0.564543522,2.48689359,1.402668801,7.652092713,1.800082941,0,7.113556778,115.1837169,11.63081541,94.914,395.4081633,0.847,"168,177.55","607,215.75",NA,NA,12.42,5.865359
381,34016,Vouacapoua_americana,Vouacapoua,americana,Fabaceae,-1.87276,-1.8575075,Bafog,TF,TF,1.842646,2021-03-09T00:00:00Z,2,43,33,0.362598687,1.605078369,4.194177783,6.161854838,2.37,49.59,0.141,0.771534727,0.186659359,0.169950584,1.159271605,0.198742075,2.578021355,0.747842009,3.604229576,1.630448289,8.739372706,1.87021288,0,9.824824825,34.05597264,31.52652653,97.4922,NA,0.823,"168,137.17","607,233.13",NA,NA,11.62,5.865359
382,1681,Bocoa_prouacensis,Bocoa,prouacensis,Fabaceae,-2.01836,-1.9973325,Bafog,TF,Generalist,2.685967,2021-03-09T00:00:00Z,2,51,22,0.275560497,1.355611311,2.146481549,3.777653357,2.38,55.82,0.155,0.428220861,0.163876885,0.094014611,2.490376768,0.168690298,2.362898985,1.079974205,3.809660855,0.892119661,2.439474122,3.168095523,0,15.87618572,29.24055583,10.91862207,85.2499,297.6190476,0.843,"168,164.55","607,230.44",NA,NA,37.58,5.865359
383,1787,Chrysophyllum_prieurii,Chrysophyllum,prieurii,Sapotaceae,-2.07868,-2.05526,Bafog,TF,Generalist,2.322985,2021-03-09T00:00:00Z,2,57,4,0.127179872,0.819508813,1.218164375,2.16485306,1.28,53.12,0.159,0.388665523,0.162347395,0.054664963,1.946004342,0.188219773,2.824091516,3.010114395,2.767159665,0.553941223,5.474081496,2.082312291,0,8.70240481,13.54400468,10.81412826,153.4819,80.78231293,0.875,"168,174.78","607,272.63",NA,NA,31.05,7.52824
384,25140,Tachigali_melinonii,Tachigali,melinonii,Fabaceae,-1.5982,-1.5938375,Bafog,BF,Generalist,3.342247,2021-03-10T00:00:00Z,5,16,1,0.426003555,1.604912384,3.776767881,5.807683819,3.3,50.54,0.141,0.784302436,0.115533865,0.380504372,2.318316542,0.118621779,6.402935993,0.38777473,8.891396854,1.978077647,16.45948462,1.305533832,0,50.28428928,35.83732336,19.82044888,129.2829,NA,0.829,"179,920.98","604,166.50",NA,NA,50.03,11.113003
385,25118,Laetia_procera,Laetia,procera,Salicaceae,-1.86236,-1.84752,Bafog,BF,BF,3.451607,2021-03-10T00:00:00Z,5,15,23,0.313974344,1.781307529,8.681617313,10.77689919,2.08,53.29,0.133,1.010252939,0.164058641,0.079626007,1.198413919,0.220947386,3.73995338,1.822022145,7.765859487,1.67192092,6.356776557,1.72630636,0,21.04895105,57.88653014,26.39360639,157.9336,NA,0.795,"179,915.64","604,172.00",NA,NA,47.93,10.762482
386,24822,Tachigali_melinonii,Tachigali,melinonii,Fabaceae,-1.72924,-1.71968,Bafog,BF,Generalist,6.714688,2021-03-10T00:00:00Z,5,6,23,0.558261841,2.090434422,5.581207598,8.229903862,2.82,52.93,0.107,0.728083401,0.09939619,0.252837728,1.434699081,0.173777778,4.154329156,0.148866332,6.775564257,1.07547152,12.2136675,1.670178112,0,36.08270677,33.49816207,16.49122807,114.5758,NA,0.809,"179,896.38","604,144.88",NA,NA,65.03,10.762482
387,24775,Gustavia_hexapetala,Gustavia,hexapetala,Lecythidaceae,-1.6918,-1.683725,Bafog,TF,TF,4.620926,2021-03-10T00:00:00Z,5,4,48,0.287647747,1.494686564,3.22813291,5.010467221,2.25,49.16,0.492,0.655263192,0.1689477,0.021960633,5.386612333,0.276793333,13.82394333,0.356194167,6.468625346,4.071569508,6.293133333,1.646852667,0,28.87,418.4444167,48.41,210.1382,NA,0.803,"179,884.98","604,191.63",NA,NA,12.1,10.762482
388,373422,Gustavia_hexapetala,Gustavia,hexapetala,Lecythidaceae,-1.85404,-1.83953,Bafog,TF,TF,1.167113,2021-03-10T00:00:00Z,5,4,71,0.209905926,0.878637106,3.047042713,4.135585744,1.89,49.66,0.313,0.62607623,0.172809105,0.033017142,6.194709688,0.363650158,9.428657662,0.393140737,9.238244468,2.625650666,7.834550609,3.243484409,0,58.12906453,243.9163749,24.012006,283.1803,NA,0.822,"179,875.83","604,197.69",NA,NA,12.1,10.762482
389,24790,Pterocarpus_officinalis,Pterocarpus,officinalis,Fabaceae,-1.4318,-1.4340375,Bafog,BF,BF,8.868189,2021-03-10T00:00:00Z,5,5,12,0.248472364,1.215804574,2.308570294,3.772847232,2.85,50.16,0.16,1.247386886,0.243394397,0.111336301,1.72397432,0.234685676,4.637762214,0.040614474,15.47636353,1.120548115,4.430348508,1.368036685,0,67.73386693,38.9038686,29.06453227,169.2486,NA,0.814,"179,889.36","604,168.63",NA,NA,50.03,10.762482
390,24845,Conceveiba_guianensis,Conceveiba,guianensis,Euphorbiaceae,-1.63356,-1.627795,Bafog,BF,Generalist,5.666506,2021-03-10T00:00:00Z,5,7,30,0.118851032,0.630941394,1.81567181,2.565464235,2.08,49.22,0.117,0.877885307,0.074598102,0.088167466,1.972639694,0.142600733,11.27766567,0.212631535,5.006119227,1.794143697,6.696436896,0.642240426,0,10.52947053,71.62279387,13.76623377,131.7293,246.5986395,0.823,"179,896.38","604,136.50",NA,NA,15.76,10.762482
391,24842,Symphonia_globulifera,Symphonia,globulifera,Clusiaceae,-1.65852,-1.651765,Bafog,BF,BF,4.661672,2021-03-10T00:00:00Z,5,7,21,0.468799011,4.250062888,3.64290189,8.361763788,1.67,47.9,0.641,0.738132258,0.078987194,0.029895581,2.685955311,0.166076372,11.79984325,1.127157746,13.99062066,1.49981775,6.191228948,1.33768651,0,59.42971486,86.93788561,28.92946473,208.7978,NA,0.829,"179,885.08","604,135.94",NA,NA,30,10.762482
392,25187,Pterocarpus_officinalis,Pterocarpus,officinalis,Fabaceae,-1.41932,-1.4220525,Bafog,BF,BF,10.33768,2021-03-10T00:00:00Z,5,17,28,0.190501857,1.133930251,2.169145752,3.493577859,3.52,52.21,0.241,1.207743833,0.180995212,0.160329809,2.879413799,0.202287614,6.512661679,0.077799667,13.56471356,1.25804024,15.04551953,5.997743308,0,68.67830424,57.70016625,47.90523691,189.3703,NA,0.816,"179,901.63","604,134.00",NA,NA,45.03,10.762482
393,25264,Virola_michelii,Virola,michelii,Myristicaceae,-1.463,-1.464,Bafog,BF,Generalist,2.253107,2021-03-10T00:00:00Z,5,19,34,0.238270164,1.641553414,3.830932085,5.710755663,1.62,45.32,0.158,0.577340533,0.156253954,0.059014648,6.958570904,0.268661995,17.08102436,0.312806974,4.812437784,1.900195536,12.44557891,6.023711378,0,15.22522523,151.9964131,18.63363363,185.3263,225.3401361,0.789,"179,897.92","604,091.81",NA,NA,17.04,8.238202
394,25514,Laetia_procera,Laetia,procera,Salicaceae,-1.8894,-1.8734875,Bafog,BF,BF,6.275893,2021-03-10T00:00:00Z,5,26,29,0.250105234,1.430059601,4.123148404,5.803313239,2.22,54.81,0.225,0.937419643,0.120496459,0.049880931,2.072431255,0.151040732,8.163534497,2.0429867,6.537282141,1.688461687,8.402128013,1.155369244,0,16.71820449,104.8323358,18.61346633,154.8708,NA,0.804,"179,924.69","604,145.38",NA,NA,29.14,11.113003
395,25526,Chrysophyllum_prieurii,Chrysophyllum,prieurii,Sapotaceae,-2.0558,-2.0332875,Bafog,BF,Generalist,11.34269,2021-03-10T00:00:00Z,5,26,53,0.196185432,1.244812206,2.981435717,4.422433354,1.62,50.29,0.148,0.676586606,0.18766004,0.198881752,1.84926307,0.301017316,6.182760573,0.151542624,2.945429916,0.98212072,6.746386946,1.084443223,0,8.901098901,31.56285381,15.48451548,144.8686,NA,0.796,"179,929.94","604,152.94",NA,NA,20.22,11.113003
396,25510,Jacaranda_copaia subsp. copaia,Jacaranda,copaia subsp. copaia,Bignoniaceae,-1.37772,-1.3821025,Bafog,BF,Generalist,13.11773,2021-03-10T00:00:00Z,5,26,20,0.464517086,1.805206619,3.787698554,6.057422258,2.02,50.57,0.198,0.589943078,0.418384469,0.032665965,3.547206747,0.358986306,5.610163661,1.389372912,2.842560467,1.12469473,12.64342017,1.355323313,0,6.23246493,78.2008183,16.45290581,176.7251,NA,0.757,"179,940.75","604,150.19",NA,NA,25.32,11.113003
397,24905,Virola_michelii,Virola,michelii,Myristicaceae,-1.5566,-1.5538875,Bafog,BF,Generalist,7.240062,2021-03-10T00:00:00Z,5,9,33,0.270394897,1.817565887,5.369066043,7.457026827,2.12,49.84,0.339,0.731494687,0.097870571,0.231311945,2.563175509,0.162330664,5.719662996,1.215309476,5.984609956,0.554963304,14.42005339,4.369131798,0,26.40890891,47.67208876,20.63563564,173.7403,NA,0.768,"179,891.80","604,087.63",NA,NA,18.95,8.238202
398,373525,Virola_michelii,Virola,michelii,Myristicaceae,-1.46716,-1.467995,Bafog,BF,Generalist,7.128748,2021-03-10T00:00:00Z,5,36,76,0.312313441,1.970869633,4.588300094,6.871483167,1.78,53.09,0.369,0.593263192,0.1392977,0.631955633,1.869112333,0.166318333,8.388943333,0.957094167,4.991125346,1.817042841,9.718133333,3.386132667,0,15.18,56.04441667,23.53,148.262,NA,0.774,"179,956.31","604,151.25",NA,NA,15.29,11.113003
399,25823,Virola_surinamensis,Virola,surinamensis,Myristicaceae,-1.5982,-1.5938375,Bafog,BF,BF,4.715199,2021-03-10T00:00:00Z,5,36,4,0.305625311,1.991890096,5.547028899,7.844544306,2,53.41,0.393,0.804458734,0.08736034,0.366788844,6.255356976,0.142151182,12.64629704,0.109484682,10.73788746,1.588764077,11.44418914,2.153379287,0,36.44855145,107.3870296,19.28071928,184.0887,NA,0.798,"179,960.02","604,155.56",NA,NA,45.03,11.113003
400,25255,Symphonia_globulifera,Symphonia,globulifera,Clusiaceae,-1.56908,-1.5658725,Bafog,BF,BF,4.158443,2021-03-10T00:00:00Z,5,19,22,0.393741758,3.505557782,3.662850347,7.562149886,1.68,48.73,0.377,0.487895035,0.140683726,0.029339643,6.080733433,0.23497079,9.988926723,1.781516441,3.265523632,1.541910707,4.965581706,2.259121349,0,12.69904857,91.88224003,16.90035053,205.0761,NA,0.762,"179,909.20","604,088.56",NA,NA,22.45,8.238202
401,26169,Conceveiba_guianensis,Conceveiba,guianensis,Euphorbiaceae,-1.4838,-1.483975,Bafog,BF,Generalist,3.446251,2021-03-10T00:00:00Z,5,47,8,0.109939067,0.629824613,1.136823639,1.876587319,2.14,46.12,0.148,0.825698945,0.528152319,0.067437041,2.192132003,0.334731505,6.737100582,0.52777473,4.902369423,11.24981331,15.87594347,5.504526351,0,18.63341646,60.54305902,50.02493766,NA,NA,0.798,"179,985.13","604,130.94",NA,NA,22.61,11.113003
402,25232,Conceveiba_guianensis,Conceveiba,guianensis,Euphorbiaceae,-1.567,-1.563875,Bafog,BF,Generalist,2.327593,2021-03-10T00:00:00Z,5,18,49,0.194556107,1.007397113,2.490241772,3.692194991,2.03,46.88,0.135,1.08858602,0.096928842,0.079746141,2.801010313,0.12092648,12.84325682,0.141161843,6.21120294,2.264421498,9.766101131,0.527377911,0,22.63473054,71.95051564,14.18662675,151.7562,378.4013605,0.796,"179,912.33","604,101.94",NA,NA,15.61,8.238202
403,26147,Virola_michelii,Virola,michelii,Myristicaceae,-1.56284,-1.55988,Bafog,BF,Generalist,4.623361,2021-03-11T00:00:00Z,5,46,21,0.217447982,1.706197435,3.816466388,5.740111806,2.22,55.47,0.461,0.694610498,0.100748074,0.282446857,2.812018343,0.136011339,6.357121894,0.857022678,6.361806249,2.180835759,12.14670669,4.477836585,0,25.62031016,61.02492913,29.43971986,199.9538,NA,0.873,"179,986.09","604,162.75",NA,NA,24.68,11.113003
404,26148,Tachigali_melinonii,Tachigali,melinonii,Fabaceae,-1.6086,-1.603825,Bafog,BF,Generalist,5.011782,2021-03-11T00:00:00Z,5,46,28,0.394771267,1.391816805,3.205774088,4.99236216,3.35,51.51,0.151,0.637488216,0.103041617,0.296163307,1.57795642,0.132902528,4.834025283,0.198596973,5.637350645,2.295182476,12.28855622,1.31713839,0,26.23003992,32.45201264,13.79740519,129.4737,NA,0.826,"179,992.23","604,149.56",NA,NA,13.54,11.113003
405,26127,Jacaranda_copaia subsp. copaia,Jacaranda,copaia subsp. copaia,Bignoniaceae,-1.30492,-1.31219,Bafog,BF,Generalist,6.656671,2021-03-11T00:00:00Z,5,45,44,0.459607027,1.659616271,3.100927911,5.220151208,2.23,51.06,0.29,0.560043214,0.133664532,0.039210238,4.626925796,0.282434551,3.690538603,1.979834084,2.316283488,1.20261915,8.664965816,1.751403368,0,2.165582791,54.99691512,16.02301151,203.1197,NA,0.831,"179,993.20","604,181.13",NA,NA,12.58,11.113003
406,25790,Laetia_procera,Laetia,procera,Salicaceae,-1.68764,-1.67973,Bafog,BF,BF,1.715535,2021-03-11T00:00:00Z,5,35,7,0.26725206,1.412345865,7.533248182,9.212846106,2.37,47.35,0.152,0.938386419,0.124024651,0.046512608,3.358395542,0.16586161,3.960272788,1.460173819,3.969186972,1.872368105,7.647837658,1.461379907,0,8.143712575,52.04033599,15.98802395,159.4655,NA,0.812,"179,968.19","604,179.31",NA,NA,40.76,11.113003
407,26107,Laetia_procera,Laetia,procera,Salicaceae,-1.57324,-1.5698675,Bafog,BF,BF,11.63632,2021-03-11T00:00:00Z,5,45,10,0.18862928,0.912489454,4.761730052,5.862848785,1.64,50.73,0.119,0.625514221,0.158088878,0.045671977,3.814240815,0.216801937,4.846386106,2.455505177,3.709043433,3.845942225,8.670474282,1.394651971,0,7.910821643,60.91624916,11.61823647,181.221,NA,0.833,"179,976.27","604,177.50",NA,NA,28.66,11.113003
408,27157,Tachigali_melinonii,Tachigali,melinonii,Fabaceae,-1.62732,-1.6218025,Bafog,BF,Generalist,4.961254,2021-03-11T00:00:00Z,5,78,12,0.46841563,2.021205426,5.596791167,8.086412223,2.76,54.3,0.118,0.682921731,0.113565917,0.257976645,2.071576545,0.144670998,9.604141263,0.194346993,7.474887902,2.770305188,11.05760453,0.497403965,0,49.58770615,42.9479427,18.87056472,127.081,NA,0.83,"180,045.56","604,102.81",NA,NA,25,12.552481
409,27154,Pterocarpus_officinalis,Pterocarpus,officinalis,Fabaceae,-1.62524,-1.619805,Bafog,BF,BF,3.229643,2021-03-11T00:00:00Z,5,78,3,0.318568583,2.365889562,3.107766578,5.792224723,2.74,51.05,0.142,0.91343632,0.259229242,0.121412808,4.088435462,0.340587159,7.034873586,0.19031354,8.326971403,2.734793254,11.32049235,4.106230206,0,52.17065868,61.62117432,15.94810379,154.0092,NA,0.849,"180,047.98","604,117.13",NA,NA,22.29,7.888434
410,27466,Virola_surinamensis,Virola,surinamensis,Myristicaceae,-1.45052,-1.452015,Bafog,BF,BF,2.42196,2021-03-11T00:00:00Z,5,88,22,0.197182285,1.147871984,5.163227435,6.508281702,2.28,50.64,0.201,0.931228807,0.541993697,0.219490379,5.854539603,0.465200934,13.5707287,0.096392363,8.893071882,18.52089829,13.85255961,5.575825579,0,27.43621811,118.0034184,132.116058,207.8097,229.5918367,0.771,"180,077.38","604,099.06",NA,NA,35.03,12.552481
411,27164,Pterocarpus_officinalis,Pterocarpus,officinalis,Fabaceae,-1.6814,-1.6737375,Bafog,BF,BF,3.141546,2021-03-11T00:00:00Z,5,78,34,0.388638855,2.508465047,4.836160977,7.733264879,3.24,51.33,0.156,1.168011176,0.130002696,0.154748511,2.302159095,0.155909469,8.221610917,0.217268264,15.70007523,3.493934439,11.65564986,0.969578299,0,114.3784324,68.49167915,19.16125811,165.9966,NA,0.857,"180,046.05","604,103.50",NA,NA,16.56,12.552481
412,27459,Virola_surinamensis,Virola,surinamensis,Myristicaceae,-1.64604,-1.63978,Bafog,BF,BF,4.282368,2021-03-11T00:00:00Z,5,88,7,0.34025853,2.003990182,6.891470287,9.235718998,1.52,52.77,0.14,0.740763192,0.1583227,0.172030633,3.466612333,0.281468333,10.89394333,0.045094167,7.538625346,3.265257841,12.29063333,2.754597667,0,34.415,99.64441667,20.265,137.1367,NA,0.808,"180,079.33","604,111.94",NA,NA,55.03,7.888434
413,373740,Tachigali_melinonii,Tachigali,melinonii,Fabaceae,-1.879,-1.8635,Bafog,BF,Generalist,4.605319,2021-03-11T00:00:00Z,5,98,43,0.614535964,2.064345348,6.809969361,9.488850673,2.88,49.68,0.114,0.694263192,0.1368727,0.091655633,1.487112333,0.200568333,2.215943333,0.587094167,7.543625346,2.360950341,9.438133333,0.887772667,0,40.5925,16.70941667,13.31,121.6927,NA,0.789,"180,107.75","604,114.81",NA,NA,16.72,12.710695
414,27776,Iryanthera_hostmannii,Iryanthera,hostmannii,Myristicaceae,-1.45884,-1.460005,Bafog,BF,BF,4.847344,2021-03-11T00:00:00Z,5,98,36,0.18255438,1.095178186,1.477145879,2.754878445,1.68,51.87,0.12,0.693416484,0.169063168,0.115497884,2.088568049,0.16528569,7.345270698,0.154117108,7.175037827,6.757825595,8.823721473,2.538088622,0,25.77211394,75.3567383,27.90604698,150.5432,165.8163265,0.814,"180,116.52","604,101.38",NA,NA,12.42,6.470211
415,27754,Iryanthera_hostmannii,Iryanthera,hostmannii,Myristicaceae,-1.49836,-1.4979575,Bafog,BF,BF,NA,2021-03-11T00:00:00Z,5,97,36,0.256843945,1.380271447,2.436171792,4.073287184,1.89,52.37,0.15,0.828520412,0.098125512,0.143740023,2.387031786,0.144851057,4.158705275,0.189909303,9.963679826,1.963694799,12.02010318,1.881305708,0,53.54468298,40.28149443,29.40589116,NA,NA,NA,"180,113.88","604,120.69",NA,NA,13.38,12.710695
