Code,idTree,Name,Genus,Species,Family,TLP,ptlp_Marechaux2016,Forest,Habitat,Type,Gmin,DateField,Plot,SubPlot,FieldNbr,midribVLA,SecondaryVLA,TertiaryVLA,MajVLA,Nitrogen,Carbon,X.S,Phosphorous,Fe..g.kg.,Mn..g.kg.,Mg..g.kg.,Al..g.kg.,Ca..g.kg.,Na..g.kg.,Potassium,Cr..mg.kg.,Cu..mg.kg.,Ni..mg.kg.,Pb..mg.kg.,Rb..mg.kg.,Sr..mg.kg.,Zn..mg.kg.,LSWC,SD,fvfm,Xutm,Yutm,Latitude,Longitude,DBH,TWI
41,181305,Protium_opacum subsp. rabelianum,Protium,opacum subsp. rabelianum,Burseraceae,-2.0246,-2.003325,Paracou,BF,BF,3.412960903,29/10/2020,6,2,2924,0.199435545,1.247886426,1.811660417,3.258982387,1.46,50.67,0.122,0.880263529,0.081326642,0.015097257,1.466110391,0.025439583,4.135101791,0.1804399,10.11867071,2.986768229,7.07042394,1.445970891,0,51.75311721,43.42584448,11.58553616,107.345,432.6923077,0.815,"286,530.13","583,173.94",NA,NA,13.05732484,9.227782
42,102701,Protium_opacum subsp. rabelianum,Protium,opacum subsp. rabelianum,Burseraceae,-2.2222,-2.1930875,Paracou,BF,BF,2.804040638,29/10/2020,6,2,2354,0.189103003,1.080299801,1.862597995,3.132000799,1.18,50.14,0.173,0.52849268,0.124254213,0.021796797,2.135411078,0.091719902,5.538978524,0.906397397,4.456423808,3.651681832,4.537637638,2.496407225,0,12.5975976,50.02443352,8.530530531,118.219,621.7948718,0.837,"286,536.88","583,143.44",NA,NA,26.27388535,9.227782
43,178746,Carapa_surinamensis,Carapa,surinamensis,Meliaceae,-1.6398,-1.6337875,Paracou,BF,BF,1.51701814,29/10/2020,6,2,2901,0.142844112,0.629806868,0.990105521,1.762756501,1.43,51.05,0.181,0.58279859,0.173133691,0.026462076,2.054167332,0.079569044,12.01441072,0.3455998,4.405656072,2.343543064,12.01656687,1.086398022,0,10.25449102,151.4839412,13.61227545,111.5842,NA,0.814,"286,551.59","583,131.50",NA,NA,20.38216561,10.622149
44,205764,Protium_opacum subsp. rabelianum,Protium,opacum subsp. rabelianum,Burseraceae,-2.13484,-2.1091925,Paracou,BF,BF,7.279240712,29/10/2020,6,2,2961,0.276557807,1.456040938,4.097344828,5.829943572,1.22,48.5,0.162,0.609573761,0.179484443,0.02982983,1.979755422,0.187640823,8.922361907,0.329520521,6.645612998,5.115397214,3.731831832,1.798929748,0,23.63113113,70.95786696,7.767267267,127.0851,NA,0.804,"286,548.88","583,098.19",NA,NA,19.10828025,10.622149
60,205758,Conceveiba_guianensis,Conceveiba,guianensis,Euphorbiaceae,-1.93308,-1.915435,Paracou,BF,Generalist,1.36397623,29/10/2020,6,2,2955,0.138633934,0.514938015,1.670397421,2.323969369,1.57,47.94,0.103,0.907371559,0.105685644,0.070720721,3.595371038,0.023346528,10.75919874,0.061352352,4.855823208,0.911341491,5.853953954,0.943744563,0,11.66166166,118.0549641,9.041041041,133.7944,326.9230769,0.778,"286,584.59","583,109.63",NA,NA,14.49044586,11.244987
61,102799,Jacaranda_copaia subsp. copaia,Jacaranda,copaia subsp. copaia,Bignoniaceae,-1.39852,-1.4020775,Paracou,TF,Generalist,2.345965003,29/10/2020,6,2,2866,0.324545275,1.415417382,3.8380024,5.577965057,2.94,51.39,0.241,0.995470981,0.091517682,0.024937594,3.777110002,0.039349158,2.655705986,1.561648527,6.858679366,3.181552821,15.44742886,2.707963872,0,34.85022466,33.94099759,15.54118822,265.0262,256.4102564,0.777,"286,618.88","583,160.56",NA,NA,14.33121019,6.146161
64,205745,Symphonia_globulifera,Symphonia,globulifera,Clusiaceae,-1.4942,-1.4939625,Paracou,BF,BF,2.482584354,29/10/2020,6,1,2924,0.216572197,2.019380744,0.688402905,2.924355846,1.39,49.87,0.265,0.480126813,0.420666206,0.07620336,2.733281936,0.47939521,12.88661277,2.077708868,6.974641075,5.58220045,4.558490163,2.049765469,0,30.79840319,79.63160044,44.22654691,227.5479,185.8974359,0.811,"286,516.88","583,184.13",NA,NA,14.17197452,9.227782
65,179841,Tachigali_melinonii,Tachigali,melinonii,Fabaceae,-1.78748,-1.77561,Paracou,BF,Generalist,2.407274269,29/10/2020,6,1,2874,0.327266049,1.335183459,3.537247772,5.19969728,3.27,53.22,0.124,0.831164979,0.096273222,0.264216307,1.463407018,0.026014035,3.811414536,0.290841389,5.893323666,4.454920486,13.22065879,2.302531328,0,35.12030075,25.34923673,9.736842105,112.6976,573.7179487,0.835,"286,521.81","583,154.75",NA,NA,22.92993631,9.227782
66,101665,Protium_stevensonii,Protium,stevensonii,Burseraceae,-2.18476,-2.1571325,Paracou,BF,Generalist,8.635477184,29/10/2020,6,1,2359,0.451756252,1.695144261,1.139637129,3.286537642,1.24,44.5,0.138,0.512843488,0.154384731,0.347579556,2.408952976,0.062085043,4.329050525,0.652190381,6.016598656,8.232264317,6.685950118,3.520465233,0,13.71685843,43.19996362,5.595297649,94.6763,442.3076923,0.807,"286,502.03","583,156.63",NA,NA,14.64968153,9.227782
67,101138,Eschweilera_coriacea,Eschweilera,coriacea,Lecythidaceae,-1.5566,-1.5538875,Paracou,TF,Generalist,1.020000699,29/10/2020,6,1,538,0.265666267,1.436958809,4.589516348,6.292141424,1.53,53.59,0.3,0.587119268,0.125119739,0.025152884,1.881544638,0.094118703,1.121582045,1.594877093,5.040987887,1.258679818,4.261952262,1.61359601,0,31.08229426,34.9709363,16.81296758,110.8003,288.4615385,0.819,"286,469.84","583,151.31",NA,NA,38.85350318,9.678321
68,101016,Bocoa_prouacensis,Bocoa,prouacensis,Fabaceae,-1.8374,-1.82355,Paracou,BF,Generalist,0.764152423,29/10/2020,6,1,405,0.240342965,1.224630667,1.58289933,3.047872961,2.42,53.57,0.145,0.883320426,0.079298941,0.164102562,2.369509481,0.033322355,1.586213573,0.314235814,8.187215925,1.351039439,4.613380382,2.6124002,0,36.8488024,26.24088187,7.025948104,NA,192.3076923,0.661,"286,447.34","583,177.88",NA,NA,21.97452229,9.678321
69,101485,Tachigali_melinonii,Tachigali,melinonii,Fabaceae,-2.13484,-2.1091925,Paracou,BF,Generalist,2.334865053,29/10/2020,6,1,890,0.568803302,1.940763239,2.998025835,5.507592375,3.01,52.29,0.125,0.793190471,0.173021028,0.130790371,1.499498751,0.029074463,2.303734133,0.236196188,10.98809631,16.79755774,15.43738845,2.04982009,0,51.92403798,21.3626823,10.08495752,114.8148,538.4615385,0.824,"286,510.88","583,197.69",NA,NA,54.81687898,9.227782
54,249664,Protium_opacum subsp. rabelianum,Protium,opacum subsp. rabelianum,Burseraceae,-2.05788,-2.035285,Paracou,BF,BF,3.743419358,30/10/2020,6,1,2962,0.204554235,1.337248714,3.456979749,4.998782696,1.18,48.7,0.167,0.568100388,0.16786569,0.021207415,1.84797161,0.137152487,9.457354254,1.855201403,3.624215816,9.798128073,5.308717435,2.323071962,0,8.947895792,85.50792494,8.180861723,125.3005,455.1282051,0.829,"286,532.38","583,097.25",NA,NA,13.37579618,10.622149
56,100766,Chrysophyllum_prieurii,Chrysophyllum,prieurii,Sapotaceae,-2.0662,-2.043275,Paracou,TF,Generalist,2.022898165,30/10/2020,6,1,149,0.138708988,0.684166392,4.367297769,5.190173148,1.69,51.55,0.106,0.557743059,0.070190053,0.013411706,2.34194664,0.054005184,14.27057483,0.27848024,3.223829299,2.712764032,8.509854927,2.301116376,0,4.326663332,188.8313248,6.885442721,111.6904,157.0512821,0.804,"286,432.75","583,081.44",NA,NA,20.70063694,6.401391
57,100765,Conceveiba_guianensis,Conceveiba,guianensis,Euphorbiaceae,-1.70012,-1.691715,Paracou,TF,Generalist,2.104823454,30/10/2020,6,1,148,0.158223386,0.601873459,2.545327518,3.305424363,1.71,48.47,0.099,0.695421056,0.160389374,0.091462806,3.208462972,0.086598284,13.0288962,0.154708937,2.882643419,3.051677634,5.769445831,1.584998321,0,3.285072391,104.5301139,8.856215676,118.866,230.7692308,0.82,"286,435.53","583,078.50",NA,NA,14.17197452,6.401391
62,102878,Chrysophyllum_prieurii,Chrysophyllum,prieurii,Sapotaceae,-2.39484,-2.35888,Paracou,TF,Generalist,3.394213615,30/10/2020,6,3,75,0.186187696,1.036178233,5.640520247,6.862886175,1.48,55.41,0.095,0.464702431,0.222423899,0.026852868,1.720973234,0.254043074,7.654303786,0.371761596,5.814431306,2.37923207,6.796109726,4.284913534,0,10.85785536,105.1739742,6.4159601,100.6535,118.5897436,0.834,"286,435.34","583,031.25",NA,NA,32.00636943,6.044918
63,103035,Bocoa_prouacensis,Bocoa,prouacensis,Fabaceae,-1.70012,-1.691715,Paracou,TF,Generalist,2.706064796,30/10/2020,6,3,236,0.206363093,0.812842732,1.059612334,2.07881816,2.35,53.16,0.12,0.533921871,0.085145402,0.023534603,1.565662657,0.053487719,0.566803008,0.441518081,8.113875045,4.534539533,3.536448264,1.434591479,0,21.69924812,7.05349738,6.002506266,114.0677,NA,0.823,"286,449.19","583,050.75",NA,NA,16.71974522,6.401391
70,103472,Conceveiba_guianensis,Conceveiba,guianensis,Euphorbiaceae,-1.5566,-1.5538875,Paracou,BF,Generalist,3.417994117,30/10/2020,6,3,697,0.164112484,0.593329526,3.056710838,3.814152847,2.03,48.16,0.103,0.969087067,0.075632538,0.084805767,2.9317485,0.011044,10.367386,0.034659286,8.253590357,4.820481518,9.757607143,2.85111,0,28.23,104.6408636,11.61,144.9569,NA,0.824,"286,520.22","583,075.06",NA,NA,15.76433121,10.622149
74,102971,Licania_membranacea,Licania,membranacea,Chrysobalanaceae,-1.95804,-1.939405,Paracou,TF,TF,3.349009769,30/10/2020,6,3,171,0.181806865,0.707489313,3.094582709,3.983878885,1.25,49.9,0.214,0.405703511,0.100082415,0.160589882,1.744132302,0.045136296,6.81716026,1.492625348,12.1453723,7.370259462,6.582733043,2.452401398,0,50.52421368,85.81214542,7.001997004,157.7732,NA,0.793,"286,481.44","582,963.81",NA,NA,17.67515924,9.552659
75,103117,Bocoa_prouacensis,Bocoa,prouacensis,Fabaceae,-1.67308,-1.6657475,Paracou,BF,Generalist,2.113938192,30/10/2020,6,3,324,0.172988807,0.935209114,0.944361645,2.052559566,1.81,55.08,0.119,0.47660197,0.119636994,0.049840527,1.539057086,0.114876314,1.011903856,0.284140496,3.897686887,1.651806728,2.414228486,1.302919379,0,19.38407611,12.10401967,6.805207812,114.7411,164.1414141,0.818,"286,500.81","582,951.50",NA,NA,20.70063694,10.206395
76,103259,Eschweilera_coriacea,Eschweilera,coriacea,Lecythidaceae,-1.81452,-1.8015775,Paracou,BF,Generalist,1.22747956,30/10/2020,6,3,473,0.16028206,0.979902062,3.143336146,4.283520267,1.59,51.2,0.217,0.489187067,0.147157538,0.478005767,1.9917485,0.135304,4.584636,0.131114286,4.968090357,1.789179018,4.512607143,0.83615,0,35.27,221.7908636,17.475,103.4916,330.1282051,0.818,"286,507.94","582,973.44",NA,NA,24.84076433,9.552659
77,103275,Laetia_procera,Laetia,procera,Salicaceae,-1.89772,-1.8814775,Paracou,BF,BF,1.4468976,30/10/2020,6,3,489,0.211595752,1.291209276,5.467983426,6.970788453,1.34,50.57,0.098,0.76585292,0.082940479,0.071126894,2.615864364,0.035019019,4.668054054,1.822186472,11.28988024,3.212794312,5.823430573,1.517767768,0,84.23423423,75.16602967,10.81831832,158.0238,NA,0.83,"286,518.22","582,974.94",NA,NA,50.31847134,9.552659
78,103288,Carapa_surinamensis,Carapa,surinamensis,Meliaceae,-1.7542,-1.74365,Paracou,BF,BF,2.012129671,30/10/2020,6,3,502,0.14592684,0.660514187,0.689533398,1.495974424,1.25,49.77,0.178,0.534019029,0.174882773,0.014436893,2.808631238,0.120662675,10.91555489,0.668527231,6.934720915,3.895595327,6.11537639,1.47000499,0,10.14471058,129.6815006,10.21956088,133.9223,NA,0.827,"286,512.03","582,985.38",NA,NA,35.03184713,9.552659
79,103499,Jacaranda_copaia subsp. copaia,Jacaranda,copaia subsp. copaia,Bignoniaceae,-1.34444,-1.3501425,Paracou,TF,Generalist,2.639649517,30/10/2020,6,3,726,0.410317053,1.80199693,5.059110492,7.271424474,2.72,50.67,0.35,0.676910157,0.240591947,0.031659108,3.79845005,0.214514486,3.876759241,2.089774511,3.779311046,3.886989528,15.51209505,1.230874126,0,11.77322677,60.48038325,11.18381618,259.6947,150.6410256,0.829,"286,525.13","583,033.75",NA,NA,16.87898089,9.552659
72,104032,Conceveiba_guianensis,Conceveiba,guianensis,Euphorbiaceae,-1.69596,-1.68772,Paracou,BF,Generalist,1.467754842,03/11/2020,6,4,105,0.146079027,0.580538952,2.210701136,2.937319115,1.43,47.82,0.105,1.022087067,0.133882538,0.051505767,2.3512485,0.196254,7.457386,0.054214286,7.828590357,9.684048185,7.950107143,0.9344,0,30.0075,53.26586364,6.835,150.1162,221.1538462,0.819,"286,589.34","582,976.94",NA,NA,11.94267516,10.639692
73,104806,Carapa_surinamensis,Carapa,surinamensis,Meliaceae,-1.7438,-1.7336625,Paracou,BF,BF,2.787273918,03/11/2020,6,4,2803,0.182658295,0.796328995,1.756210414,2.735197702,1.46,50.51,0.25,0.586967518,0.187689072,0.016846036,1.585126189,0.17721983,7.708949424,1.333364332,5.581963302,2.633193809,6.186887474,1.965338007,0,8.477716575,72.54968817,7.521281923,139.6102,NA,0.824,"286,579.72","582,980.81",NA,NA,15.92356688,10.639692
80,104037,Eschweilera_coriacea,Eschweilera,coriacea,Lecythidaceae,-1.69388,-1.6857225,Paracou,BF,Generalist,0.999133448,03/11/2020,6,4,110,0.242709828,1.278446204,3.185407646,4.706563677,1.69,51.61,0.188,0.420012067,0.147582538,0.128455767,1.8552485,0.168354,3.475636,0.135214286,3.648090357,2.723319018,7.605107143,0.631895,0,21.045,105.0408636,11.365,96.2852,506.4102564,0.798,"286,592.06","582,994.25",NA,NA,43.31210191,10.639692
81,104123,Eschweilera_coriacea,Eschweilera,coriacea,Lecythidaceae,-1.66892,-1.6617525,Paracou,BF,Generalist,0.870216161,03/11/2020,6,4,196,0.304938256,1.698575077,4.226253502,6.229766835,1.5,51.03,0.185,0.571873003,0.061613345,0.332171853,1.652074537,0.011304652,2.754263132,0.048738655,4.658169442,5.657460248,14.31726578,4.535837919,0,37.05852926,135.4585929,17.26363182,114.4437,NA,0.823,"286,603.00","582,989.13",NA,NA,17.67515924,10.639692
82,104116,Conceveiba_guianensis,Conceveiba,guianensis,Euphorbiaceae,-1.93308,-1.915435,Paracou,BF,Generalist,1.737831724,03/11/2020,6,4,189,0.202156371,0.693807038,2.042346727,2.938310135,1.88,47.32,0.138,0.822087067,0.125932538,0.193180767,3.0612485,0.095604,19.032386,0.222264286,3.323840357,2.806059018,6.757607143,0.841645,0,6.185,173.3408636,14.165,142.3601,115.3846154,0.834,"286,596.31","583,001.50",NA,NA,18.47133758,10.639692
83,104783,Eschweilera_coriacea,Eschweilera,coriacea,Lecythidaceae,-1.4526,-1.4540125,Paracou,BF,Generalist,2.231808673,03/11/2020,6,4,2351,0.30414519,1.379469725,5.801830543,7.485445457,1.7,52.24,0.309,0.584463762,0.124995031,0.045604173,3.477965448,0.055136705,3.67364647,2.248236641,4.764487088,9.849388935,10.95904571,1.338247371,0,24.26139209,67.79255247,20.72108162,172.1163,189.1025641,0.769,"286,598.69","583,004.19",NA,NA,13.69426752,10.639692
84,236720,Conceveiba_guianensis,Conceveiba,guianensis,Euphorbiaceae,-1.83324,-1.819555,Paracou,BF,Generalist,1.333014705,03/11/2020,6,4,2969,0.135349976,0.455780077,2.062308339,2.653438391,1.45,49.95,0.108,0.673760827,0.210493031,0.141046813,3.286535035,0.186465465,13.80118719,0.283547834,2.526116474,4.023781966,3.786393536,3.199814815,0,3.524524525,181.1720357,8.851351351,135.865,NA,0.819,"286,573.03","583,007.19",NA,NA,13.21656051,10.639692
85,104225,Eperua_falcata,Eperua,falcata,Fabaceae,-1.70428,-1.69571,Paracou,BF,BF,1.214006488,03/11/2020,6,4,298,0.229096548,1.628124035,3.683970977,5.541191559,2.14,51.81,0.133,0.872459526,0.068225764,0.274079847,2.136885385,0.024798799,6.578964965,0.108973259,9.663253611,4.479689541,10.46557272,3.136686687,0,33.42092092,75.16602967,9.066566567,134.1307,423.0769231,0.761,"286,622.38","583,004.81",NA,NA,45.06369427,10.639692
86,104374,Chrysophyllum_prieurii,Chrysophyllum,prieurii,Sapotaceae,-1.92476,-1.907445,Paracou,TF,Generalist,4.039894091,03/11/2020,6,4,450,0.123840522,0.617156416,2.467864537,3.208861474,1.93,51.67,0.307,0.911220236,0.06790568,0.026496023,1.802544683,0.010223665,3.914514229,0.100613366,13.41347015,4.010975055,10.08747593,1.738841737,0,57.06440339,25.01583988,18.10284573,NA,112.1794872,0.734,"286,645.41","583,000.13",NA,NA,23.24840764,10.639692
87,104726,Protium_stevensonii,Protium,stevensonii,Burseraceae,-2.10364,-2.07923,Paracou,TF,Generalist,6.425506846,03/11/2020,6,4,2050,0.245911162,1.241990959,4.151390511,5.639292631,1.14,45.01,0.177,0.482387067,0.113007538,0.190155767,2.6212485,0.053904,3.235386,0.617864286,5.368590357,8.967314851,7.625107143,3.632235,0,14.855,39.32336364,7.53,NA,NA,0.822,"286,664.44","583,113.25",NA,NA,20.22292994,6.746623
88,203357,Virola_michelii,Virola,michelii,Myristicaceae,-1.7334,-1.723675,Paracou,TF,Generalist,2.145659967,03/11/2020,6,4,2930,0.342616666,1.67134795,5.746271819,7.760236435,2.11,53.23,0.45,0.67892653,0.15218363,0.201856695,4.305401201,0.106457229,5.18998099,1.015872222,5.7914861,6.051557297,10.12516973,3.424492246,0,30.43021511,49.93082905,23.87693847,155.03,272.4358974,0.815,"286,603.31","583,089.88",NA,NA,13.37579618,11.244987
89,178762,Eschweilera_coriacea,Eschweilera,coriacea,Lecythidaceae,-1.59404,-1.5898425,Paracou,TF,Generalist,0.934291771,03/11/2020,6,4,2895,0.248269286,1.223128199,6.316828322,7.788225806,2.03,50.99,0.426,0.734219957,0.116824126,0.025967783,2.882307346,0.111298351,2.686042979,3.456635968,6.380400157,3.303229903,5.025094596,0.653418291,0,54.22288856,30.73799464,20.85457271,181.5963,320.5128205,0.814,"286,594.41","583,097.00",NA,NA,13.53503185,11.244987
90,104801,Conceveiba_guianensis,Conceveiba,guianensis,Euphorbiaceae,-1.62732,-1.6218025,Paracou,BF,Generalist,1.299687271,03/11/2020,6,4,2653,0.175002054,0.543700347,2.475299496,3.194001897,1.96,48.48,0.11,1.010608283,0.076134808,0.061729225,3.27830511,0.00311022,8.684755511,0.059232751,6.456503364,3.578754026,10.27565846,0.714123246,0,18.91783567,101.3435507,12.21442886,157.5914,173.0769231,0.831,"286,610.75","583,074.56",NA,NA,13.37579618,11.244987
91,104363,Conceveiba_guianensis,Conceveiba,guianensis,Euphorbiaceae,-1.78332,-1.771615,Paracou,TF,Generalist,2.370898386,03/11/2020,6,4,439,0.125420281,0.50777249,1.624005596,2.257198366,1.65,48.18,0.115,0.910810042,0.048486323,0.057362361,1.920946135,0.025555112,7.728065835,0.057819736,5.484878162,2.197874332,7.488884931,1.113137157,0,11.51620948,106.8736794,12.6234414,134.1405,NA,0.8,"286,636.06","583,003.00",NA,NA,24.20382166,10.639692
92,104378,Chrysophyllum_prieurii,Chrysophyllum,prieurii,Sapotaceae,-2.4822,-2.442775,Paracou,TF,Generalist,0.941058178,03/11/2020,6,4,454,0.161250799,0.831413909,4.80576492,5.798429628,2.06,53.17,0.106,0.676940949,0.055418375,0.01788153,1.668084669,0.011787575,9.035456914,0.263240767,7.308206771,2.906657333,9.995097338,1.323396794,0,18.25651303,110.8124886,5.986973948,111.1265,266.025641,0.797,"286,643.81","582,992.50",NA,NA,20.22292994,10.639692
93,104500,Chrysophyllum_prieurii,Chrysophyllum,prieurii,Sapotaceae,-2.34908,-2.314935,Paracou,TF,Generalist,1.345493307,03/11/2020,6,4,594,0.12906692,0.716998154,4.442866502,5.288931575,2.1,53.41,0.112,0.71744579,0.045612845,0.009940737,1.306401701,0.007062531,5.685228614,0.42692775,7.337258987,1.10586445,11.05063246,1.3216008,0,22.43121561,83.23247988,6.778389195,115.9338,176.7676768,0.802,"286,675.59","582,999.31",NA,NA,24.20382166,5.654278
94,104355,Licania_membranacea,Licania,membranacea,Chrysobalanaceae,-1.9206,-1.90345,Paracou,TF,TF,3.927597246,03/11/2020,6,4,431,0.232575213,1.280719927,3.344658025,4.857953165,1.75,47.4,0.142,0.613200267,0.092124663,0.021682449,1.904653153,0.029558559,6.278664665,0.313728014,8.97256292,6.223071256,6.874481624,2.46458959,0,27.90790791,69.21007371,10.48798799,145.0477,NA,0.817,"286,640.22","583,020.63",NA,NA,13.85350318,10.639692
95,104215,Tachigali_melinonii,Tachigali,melinonii,Fabaceae,-1.8062,-1.7935875,Paracou,BF,Generalist,2.768026004,03/11/2020,6,4,288,0.491428676,1.889785552,3.134207188,5.515421415,2.62,53.36,0.109,0.698839967,0.043194552,0.075267598,0.693514713,0.004333167,0.613851372,0.080562879,8.602085144,1.572243409,10.52878518,1.846947631,0,40.67581047,2.827794151,7.3840399,113.7717,349.3589744,0.809,"286,616.69","583,025.19",NA,NA,51.91082803,10.639692
96,104562,Iryanthera_sagotiana,Iryanthera,sagotiana,Myristicaceae,-1.59404,-1.5898425,Paracou,TF,TF,3.257,03/11/2020,6,4,658,0.347600639,1.872738033,5.997719321,8.218057992,1.6,54.01,0.124,0.82473654,0.039596732,0.062480728,3.632012525,0.005855711,1.58455511,0.907178643,9.913417192,2.505111741,8.750107358,3.098862725,0,23.81262525,16.02040445,20.80661323,158.2896,163.4615385,0.682,"286,661.88","583,089.25",NA,NA,26.11464968,6.746623
97,104319,Laetia_procera,Laetia,procera,Salicaceae,-1.99964,-1.979355,Paracou,BF,BF,1.806463283,03/11/2020,6,4,395,0.183899436,1.314042961,4.935295035,6.433237432,1.48,51.33,0.111,0.61186334,0.062183172,0.050754258,3.847553393,0.050053892,6.219946108,1.659794696,4.796746863,1.657673671,6.464677787,2.632899202,0,9.411177645,81.97690982,6.749001996,154.2619,NA,0.807,"286,623.22","583,075.56",NA,NA,57.48407643,11.244987
98,145049,Iryanthera_sagotiana,Iryanthera,sagotiana,Myristicaceae,-1.60444,-1.59983,Paracou,TF,TF,0.68027718,04/11/2020,14,4,807,0.31244608,1.73768121,6.774644008,8.824771298,1.26,54.39,0.116,0.63045661,0.054153385,0.04382694,4.792955544,0.036857143,1.728657343,1.510353932,7.256334023,1.476170348,4.742864279,3.266543457,0,21.07892108,18.19267097,19.56043956,152.264,118.5897436,0.824,"285,998.88","583,213.69",NA,NA,25.47770701,5.770796
99,145228,Vouacapoua_americana,Vouacapoua,americana,Fabaceae,-2.12652,-2.1012025,Paracou,TF,TF,1.444987466,04/11/2020,14,4,991,0.407560097,1.678934302,5.907814423,7.994308821,2.19,53.96,0.13,0.770127321,0.078389317,0.043507782,0.930609719,0.059723447,0.988863727,0.253270827,5.419429216,1.735136791,6.004616376,0.885290581,0,9.934869739,12.2578794,14.8496994,93.5798,NA,0.78,"286,002.44","583,248.44",NA,NA,28.30414013,5.588491
100,145138,Eschweilera_coriacea,Eschweilera,coriacea,Lecythidaceae,-1.5774,-1.5738625,Paracou,TF,Generalist,0.928350705,04/11/2020,14,4,897,0.201958738,1.020041919,3.786102787,5.008103443,1.48,51.69,0.206,0.889697369,0.044812726,0.011739028,2.18806044,0.005458541,1.056829171,1.823041244,11.12746289,2.700198819,8.161945198,1.122227772,0,52.37262737,13.05530833,13.47152847,170.9274,246.7948718,0.824,"285,975.50","583,309.38",NA,NA,21.33757962,5.588491
101,145139,Poraqueiba_guianensis,Poraqueiba,guianensis,Metteniusaceae,-2.01836,-1.9973325,Paracou,TF,TF,1.741044923,04/11/2020,14,4,898,0.275785386,1.309822604,5.077607958,6.663215948,1.12,51.68,0.149,0.664590181,0.053976574,0.012771609,6.647776835,0.034317524,5.628942586,0.406754154,6.44392447,3.592902165,5.239747522,1.221757364,0,19.5107339,62.99636908,9.972541188,137.3893,349.3589744,0.792,"285,974.66","583,312.19",NA,NA,27.07006369,5.588491
102,145294,Hymenopus_heteromorphus,Hymenopus,heteromorphus,Chrysobalanaceae,-1.51292,-1.51194,Paracou,TF,Generalist,4.202933337,04/11/2020,14,4,2539,0.23556873,1.233077785,4.354290197,5.822936712,1.27,50.93,0.222,0.420710291,0.085817993,0.022629194,3.138901247,0.072672319,2.715597007,1.921061632,2.307322052,3.434884307,9.59112932,2.199376559,0,4.579052369,29.33502607,5.610972569,131.9701,233.974359,0.828,"285,971.09","583,318.94",NA,NA,14.8089172,5.588491
103,145148,Eschweilera_coriacea,Eschweilera,coriacea,Lecythidaceae,-1.60236,-1.5978325,Paracou,TF,Generalist,1.695928262,04/11/2020,14,4,907,0.16054692,0.905751987,4.012971504,5.079270411,1.51,52.21,0.475,0.412924992,0.198506045,0.042898665,3.479227728,0.235564565,3.301437437,2.093207493,2.566907264,1.505234252,2.965072215,1.390620621,0,7.492492492,59.55041405,10.53053053,139.4844,278.8461538,0.812,"285,977.16","583,322.81",NA,NA,17.99363057,6.136616
105,144423,Casearia_javitensis,Casearia,javitensis,Salicaceae,-1.70428,-1.69571,Paracou,TF,TF,2.957916063,04/11/2020,14,4,180,0.285451901,0.897313395,2.524325038,3.707090333,1.56,53.08,0.122,0.42443819,0.170441655,0.069516733,2.308631238,0.179894212,4.50562475,0.147419447,2.805479398,3.498379758,8.380845452,2.086037924,0,6.397205589,59.77132099,14.74550898,90.2105,307.6923077,0.804,"285,888.25","583,425.56",NA,NA,14.01273885,11.366833
106,144254,Dicorynia_guianensis,Dicorynia,guianensis,Fabaceae,-1.45884,-1.460005,Paracou,TF,TF,7.215293764,04/11/2020,14,4,11,0.161355236,1.010902781,2.195857575,3.368115591,1.83,50.62,0.176,0.482513297,0.404400937,0.178512997,1.307287569,0.448331503,2.8683335,1.242500535,5.115916482,6.699548861,4.99012196,1.704078882,0,19.90514229,51.81314392,10.14727908,160.057,NA,0.806,"285,910.81","583,195.63",NA,NA,27.07006369,6.838751
108,144866,Vouacapoua_americana,Vouacapoua,americana,Fabaceae,-2.12652,-2.1012025,Paracou,TF,TF,7.689722234,04/11/2020,14,4,624,0.290932546,0.905520992,3.865960222,5.06241376,2.03,53.3,0.139,0.902990057,0.198180719,0.069475242,1.938687187,0.213417417,1.766652653,0.208873159,2.416006364,3.32292194,9.522129272,0.792927928,0,4.916416416,25.24110474,17.08708709,77.3905,NA,0.831,"285,974.25","583,216.69",NA,NA,21.97452229,5.770796
109,145008,Vouacapoua_americana,Vouacapoua,americana,Fabaceae,-2.14732,-2.1211775,Paracou,TF,TF,2.139768556,04/11/2020,14,4,766,0.34696639,1.494819482,3.02764358,4.869429452,2,53.5,0.12,0.729451793,0.105835456,0.067089311,0.705601301,0.077842921,1.78677939,0.34948903,6.266723719,3.448673355,8.0141142,2.812196098,0,10.13006503,23.5251262,12.7813907,83.0418,NA,0.795,"285,975.81","583,252.94",NA,NA,39.49044586,5.588491
110,174162,Protium_stevensonii,Protium,stevensonii,Burseraceae,-2.19308,-2.1651225,Paracou,TF,Generalist,7.266987414,04/11/2020,14,4,2572,0.245370112,1.022580135,3.380178289,4.648128535,1.19,45.12,0.218,0.418177978,0.207178949,0.199456039,3.533981509,1.072067966,4.808481759,1.497615478,4.113783465,5.628400651,5.229992147,3.593193403,0,7.971014493,59.86093317,6.364317841,106.3503,407.0512821,0.801,"285,945.44","583,273.44",NA,NA,12.57961783,5.588491
