"","class","min","max","mean","ranges","sd","ITI","ITI_sd"
"1",1,1.68514520499287,1.81813261197355,1.75163890848321,2.54144982423802,0.888156158838894,-0.166024159597464,0.0138257364015903
"2",2,1.81813261197355,1.95112001895423,1.88462631546389,2.49464850450188,0.781023881759783,0.170854751206295,-0.733759724440048
"3",3,1.95112001895423,2.08410742593491,2.01761372244457,2.46286721426053,0.780128156442256,0.0526997173089407,-0.730783309140851
"4",4,2.08410742593491,2.21709483291558,2.15060112942524,2.73208601454681,0.870213653715608,0.82731437925528,0.361366032697597
"5",5,2.21709483291558,2.35008223989626,2.28358853640592,1.80147159222654,0.745788964412292,-2.55269259158466,-1.20275319526624
"6",6,2.35008223989626,2.61605705385761,2.48306964687694,3.86622164716386,1.18583606483284,5.49701685609815,5.75858139738026
