Code,idTree,Genus,Species,gmin,TLP,midribVLA,SecondaryVLA,TertiaryVLA,MajVLA,N,C,P,Ca,Na,K,FW,SW,DW,LSWC,SD,FVFM,DateField,Forest,Plot,SubPlot,FieldNbr,Habitat,Type,TreeHeight,TreeDawkins,BranchHeight,BranchDawkins,CrownPosition
62,102878,Chrysophyllum,prieurii,3.40798780455475,-2.35888,0.1861876955,1.036178233,5.6405202469999995,6.862886175,1.48,55.41,0.464702431421446,7.65430378598957,0.371761596009975,5.81443130634951,1.8303999999999991,1.9036,0.9487,1.006535258775166,118.5897436,0.834,30/10/2020,Paracou,6,3,75,TF,Generalist,32,4,30,4,Sup
63,103035,Bocoa,prouacensis,2.70133910262778,-1.691715,0.2063630925,0.812842732,1.059612334,2.0788181595,2.35,53.16,0.533921871345029,0.566803007518797,0.441518080916577,8.11387504475475,1.2508999999999997,1.2204,0.5701,1.140677074197509,NA,0.823,30/10/2020,Paracou,6,3,236,TF,Generalist,16,3,14,3,Mid
70,103472,Conceveiba,guianensis,3.42763695158909,-1.5538875,0.1641124835,0.5933295255,3.0567108375,3.8141528465,2.03,48.16,0.969087066666667,10.367386,0.0346592857142857,8.25359035714286,3.912600000000001,4.0048,1.6349,1.449568780965197,NA,0.824,30/10/2020,Paracou,6,3,697,BF,Generalist,12,2,11,3,Mid
71,103306,Jacaranda,copaia subsp. copaia,2.75209036719759,NA,0.424135451,1.480993373,4.065846443,5.970975267,1.98,53.22,0.69763351694208,3.07224436654982,1.02440088704485,4.48782209027828,0.6126000000000005,0.6265,0.2234,1.8043867502238138,250,0.799,30/10/2020,Paracou,6,3,521,TF,Generalist,32,4,28,3,Mid
74,102971,Licania,membranacea,3.35319262873287,-1.939405,0.1818068645,0.7074893125,3.0945827085,3.983878885,1.25,49.9,0.405703511399567,6.81716025961058,1.49262534769275,12.1453722986948,1.1796999999999995,1.2386,0.4805,1.5777315296566077,NA,0.793,30/10/2020,Paracou,6,3,171,TF,TF,22,3,20,3,Mid
75,103117,Bocoa,prouacensis,2.11159822188251,-1.6657475,0.172988807,0.9352091135,0.9443616444999999,2.0525595655,1.81,55.08,0.476601969621098,1.01190385578368,0.284140496458974,3.89768688747407,1.2643999999999993,1.2732,0.5929,1.147411030527914,164.1414141,0.818,30/10/2020,Paracou,6,3,324,BF,Generalist,19,3,17,3,Mid
76,103259,Eschweilera,coriacea,1.22850106682317,-1.8015775000000003,0.16028205950000002,0.9799020620000001,3.1433361455,4.283520267,1.59,51.2,0.489187066666667,4.584636,0.131114285714286,4.96809035714286,1.6579999999999995,1.7018,0.8363,1.0349157001076168,330.1282051,0.818,30/10/2020,Paracou,6,3,473,BF,Generalist,18,3,18,4,Sup
77,103275,Laetia,procera,1.4396136108564,-1.8814775000000001,0.211595752,1.2912092755,5.4679834255,6.970788453,1.34,50.57,0.765852919586253,4.66805405405405,1.82218647218647,11.2898802373802,2.400899999999999,2.4311,0.9422,1.580237741456166,330.1282051,0.83,30/10/2020,Paracou,6,3,489,BF,BF,32,5,24,3,Inf
78,103288,Carapa,surinamensis,2.01346393553094,-1.7436500000000001,0.14592683950000002,0.6605141864999999,0.689533398,1.495974424,1.25,49.77,0.534019028609448,10.9155548902196,0.668527231251782,6.93472091531223,3.1529,3.2038,1.3696,1.3392231308411218,NA,0.827,30/10/2020,Paracou,6,3,502,BF,BF,26,4,21,3,Inf
79,103499,Jacaranda,copaia subsp. copaia,2.62344910285203,-1.3501425,0.410317053,1.80199693,5.0591104915,7.271424474,2.72,50.67,0.676910156510157,3.87675924075924,2.08977451120308,3.77931104609676,0.23459999999999948,0.2356,0.0655,2.596946564885496,150.6410256,0.829,30/10/2020,Paracou,6,3,726,TF,Generalist,17,2,14,3,Inf
72,104032,Conceveiba,guianensis,1.46775484204363,-1.68772,0.146079027,0.5805389519999999,2.2107011355,2.937319115,1.43,47.82,1.02208706666667,7.457386,0.0542142857142857,7.82859035714286,0.7887000000000004,0.7536,0.3013,1.501161632923996,221.1538462,0.819,3/11/2020,Paracou,6,4,105,BF,Generalist,12,2,10,3,Mid
73,104806,Carapa,surinamensis,2.78727391797541,-1.7336625,0.18265829449999998,0.7963289945,1.7562104134999998,2.735197702,1.46,50.51,0.586967517943582,7.7089494241362,1.3333643322126,5.581963302096,2.0035999999999996,1.9545,0.8157,1.3961015079073187,NA,0.824,3/11/2020,Paracou,6,4,2803,BF,BF,14,2,12,3,Mid
80,104037,Eschweilera,coriacea,0.999133447887106,-1.6857225000000002,0.24270982749999997,1.278446204,3.1854076454999998,4.706563677,1.69,51.61,0.420012066666667,3.475636,0.135214285714286,3.64809035714286,2.4644000000000004,2.494,1.2706,0.962852195813002,506.4102564,0.798,3/11/2020,Paracou,6,4,110,BF,Generalist,30,4,26,3,Inf
81,104123,Eschweilera,coriacea,0.870216161100333,-1.6617525000000002,0.304938256,1.6985750765,4.226253502,6.2297668344999995,1.5,51.03,0.571873003168251,2.75426313156578,0.0487386550418066,4.65816944186379,1.5475000000000003,1.5322,0.7145,1.1444366689993002,NA,0.823,3/11/2020,Paracou,6,4,196,BF,Generalist,15,3,15,3,Sup
82,104116,Conceveiba,guianensis,1.73783172438145,-1.915435,0.202156371,0.6938070375000001,2.0423467265,2.938310135,1.88,47.32,0.822087066666667,19.032386,0.222264285714286,3.32384035714286,0.9869999999999992,0.9612,0.3966,1.4236006051437216,115.3846154,0.834,3/11/2020,Paracou,6,4,189,BF,Generalist,14,2,14,3,Sup
83,104783,Eschweilera,coriacea,2.23180867271813,-1.4540125000000002,0.3041451895,1.3794697244999998,5.801830542499999,7.485445457,1.7,52.24,0.584463762310132,3.67364646970456,2.2482366406753,4.76448708777452,1.3929999999999998,1.3848,0.5089,1.7211632933778738,189.1025641,0.769,3/11/2020,Paracou,6,4,2351,BF,Generalist,14,2,10,3,Sup
84,236720,Conceveiba,guianensis,1.33301470456654,-1.8195550000000003,0.1353499755,0.45578007649999996,2.062308339,2.653438391,1.45,49.95,0.673760827494161,13.8011871871872,0.283547833547834,2.52611647361647,1.4230999999999998,1.4192,0.6017,1.358650490277547,NA,0.819,3/11/2020,Paracou,6,4,2969,BF,Generalist,12,3,12,3,Sup
85,104225,Eperua,falcata,1.21400648786581,-1.69571,0.229096548,1.6281240345,3.6839709765,5.541191559,2.14,51.81,0.872459526192859,6.57896496496496,0.108973258973259,9.66325361075361,0.8388,0.8417,0.3595,1.3413073713490962,423.0769231,0.761,3/11/2020,Paracou,6,4,298,BF,BF,30,4,15,3,Inf
86,104374,Chrysophyllum,prieurii,4.03989409115585,-1.907445,0.12384052200000001,0.6171564155,2.4678645364999996,3.208861474,1.93,51.67,0.911220236312198,3.91451422865702,0.100613365665787,13.413470151915,NA,NA,0.2834,NA,112.1794872,0.734,3/11/2020,Paracou,6,4,450,TF,Generalist,18,2,16,2,Mid
87,104726,Protium,stevensonii,6.42550684596758,-2.07923,0.2459111615,1.2419909585,4.151390511000001,5.639292631,1.14,45.01,0.482387066666667,3.235386,0.617864285714286,5.36859035714286,0.6330999999999998,0.6334,NA,NA,221.1538462,0.822,3/11/2020,Paracou,6,4,2050,TF,Generalist,20,3,16,3,Inf
88,203357,Virola,michelii,2.14565996692779,-1.723675,0.34261666550000003,1.6713479494999999,5.746271819,7.7602364345,2.11,53.23,0.678926529931633,5.18998099049525,1.0158722218252,5.79148610019295,0.7597000000000005,0.7656,0.3002,1.5502998001332442,272.4358974,0.815,3/11/2020,Paracou,6,4,2930,TF,Generalist,12,2,11,3,Mid
89,178762,Eschweilera,coriacea,0.934291771456379,-1.5898425,0.24826928599999998,1.2231281985,6.3168283215,7.788225806,2.03,50.99,0.734219956688323,2.68604297851075,3.45663596773042,6.38040015706432,0.9713000000000003,0.9808,0.3483,1.8159632500717773,320.5128205,0.814,3/11/2020,Paracou,6,4,2895,TF,Generalist,12,3,10,3,Mid
90,104801,Conceveiba,guianensis,1.29968727081395,-1.6218025000000003,0.175002054,0.5437003469999999,2.475299496,3.1940018965,1.96,48.48,1.01060828323313,8.68475551102205,0.0592327512167192,6.4565033638706,1.601799999999999,1.6491,0.6402,1.575913776944705,173.0769231,0.831,3/11/2020,Paracou,6,4,2653,BF,Generalist,NA,2,NA,3,NA
91,104363,Conceveiba,guianensis,2.37089838605502,-1.7716150000000002,0.12542028049999998,0.5077724895,1.6240055955,2.2571983655,1.65,48.18,0.91081004156276,7.72806583541147,0.0578197363733523,5.48487816173851,1.6944000000000008,1.6727,0.7144,1.3414053751399775,NA,0.8,3/11/2020,Paracou,6,4,439,TF,Generalist,21,4,18,3,Mid
92,104378,Chrysophyllum,prieurii,0.941058177659357,-2.442775,0.16125079850000001,0.8314139085,4.80576492,5.7984296275,2.06,53.17,0.676940948563794,9.03545691382766,0.263240767248783,7.30820677068423,3.4560999999999993,3.5123,1.6636,1.1112647270978602,266.025641,0.797,3/11/2020,Paracou,6,4,454,TF,Generalist,22,2,22,3,Sup
93,104500,Chrysophyllum,prieurii,1.3454933072953,-2.314935,0.1290669195,0.7169981535000001,4.442866502,5.2889315745,2.1,53.41,0.717445789561447,5.68522861430715,0.42692774958908,7.33725898663618,2.0635000000000003,2.0626,0.9552,1.1593383584589616,176.7676768,0.802,3/11/2020,Paracou,6,4,594,TF,Generalist,29,2,29,3,Sup
94,104355,Licania,membranacea,3.92759724557281,-1.90345,0.232575213,1.280719927,3.344658025,4.8579531645,1.75,47.4,0.6132002669336,6.27866466466467,0.313728013728014,8.97256292006292,1.2641999999999998,1.336,0.5452,1.450476889214967,NA,0.817,3/11/2020,Paracou,6,4,431,TF,TF,21,2,19,2,Mid
95,104215,Tachigali,melinonii,2.76802600447398,-1.7935875000000001,0.4914286755,1.889785552,3.1342071875,5.5154214145000005,2.62,53.36,0.698839966749792,0.613851371571072,0.0805628785179907,8.60208514428215,0.5144000000000002,0.5169,0.2418,1.1377171215880895,346.1538462,0.809,3/11/2020,Paracou,6,4,288,BF,Generalist,38,5,31,5,Mid
96,104562,Iryanthera,sagotiana,13.5212709823385,-1.5898425,0.34760063900000004,1.8727380325,5.9977193205,8.218057992,1.6,54.01,0.824736539746159,1.58455511022044,0.907178643000286,9.91341719152591,0.8244999999999996,0.8366,0.3239,1.5828959555418336,163.4615385,0.682,3/11/2020,Paracou,6,4,658,TF,TF,26,3,20,3,Sup
97,104319,Laetia,procera,1.80646328325044,-1.9793550000000002,0.183899436,1.3140429605000001,4.935295034999999,6.433237432,1.48,51.33,0.611863339986693,6.21994610778443,1.65979469632164,4.79674686341603,2.2061,2.2581,0.8881,1.5426190744285555,516.025641,0.807,3/11/2020,Paracou,6,4,395,BF,BF,32,5,26,5,Sup
98,145049,Iryanthera,sagotiana,0.677984513281894,-1.5998299999999999,0.31244607999999996,1.7376812094999998,6.774644008,8.8247712975,1.26,54.39,0.63045661005661,1.72865734265734,1.5103539317825,7.25633402311974,0.9222000000000001,0.9248,0.3666,1.5226404800872888,118.5897436,0.824,4/11/2020,Paracou,14,4,807,TF,TF,16,2,14,3,Inf
99,145228,Vouacapoua,americana,1.44363469604001,-2.1012025000000003,0.407560097,1.6789343015,5.907814423,7.994308821000001,2.19,53.96,0.770127321309285,0.98886372745491,0.253270827369024,5.419429215574,0.49710000000000054,0.4975,0.257,0.9357976653696497,NA,0.78,4/11/2020,Paracou,14,4,991,TF,TF,16,3,12,4,Inf
100,145138,Eschweilera,coriacea,0.927688649624878,-1.5738625000000002,0.20195873749999999,1.0200419185,3.7861027865,5.0081034424999995,1.48,51.69,0.889697369297369,1.05682917082917,1.82304124446982,11.1274628942486,2.9551,3.0119,1.1117,1.7092740847350905,246.7948718,0.824,4/11/2020,Paracou,14,4,897,TF,Generalist,25,3,21,2,Inf
101,145139,Poraqueiba,guianensis,1.73826009471166,-1.9973325000000002,0.2757853855,1.309822604,5.077607958,6.6632159474999995,1.12,51.68,0.664590181394575,5.62894258612082,0.406754154482562,6.4439244704372,1.9404000000000003,1.9568,0.8243,1.373893000121315,349.3589744,0.792,4/11/2020,Paracou,14,4,898,TF,TF,22,2,20,2,Mid
102,145294,Hymenopus,heteromorphus,4.200351846305,-1.51194,0.23556873,1.2330777849999999,4.3542901965,5.8229367115,1.27,50.93,0.420710290939318,2.7155970074813,1.9210616316352,2.30732205201283,1.0455000000000005,1.055,0.4548,1.3197009674582234,230.7692308,0.828,4/11/2020,Paracou,14,4,2539,TF,Generalist,22,2,18,3,Inf
103,145148,Eschweilera,coriacea,1.68926875871199,-1.5978325,0.16054691999999998,0.905751987,4.012971504,5.079270411,1.51,52.21,0.412924991658325,3.30143743743744,2.09320749320749,2.56690726440726,3.0965999999999996,3.1212,1.3033,1.394843857899179,278.8461538,0.812,4/11/2020,Paracou,14,4,907,TF,Generalist,18,2,14,3,Inf
104,143133,Casearia,javitensis,5.35786079235369,NA,NA,NA,NA,NA,2.12,49.04,0.747717772236077,1.03978653366584,0.95048806555041,8.33774599216245,0.6202000000000005,NA,NA,NA,NA,0.82,4/11/2020,Paracou,14,2,929,TF,TF,16,2,13,3,Inf
105,144423,Casearia,javitensis,2.82665601322099,-1.69571,0.2854519005,0.8973133945,2.5243250375,3.7070903325,1.56,53.08,0.424438190286094,4.505624750499,0.147419446820644,2.80547939834616,1.3756000000000004,1.3465,0.7079,0.9021048170645573,307.6923077,0.804,4/11/2020,Paracou,14,4,180,TF,TF,12,3,10,3,Mid
106,144254,Dicorynia,guianensis,7.2174952166888096,-1.4600050000000002,0.1613552355,1.0109027805,2.195857575,3.368115591,1.83,50.62,0.482513296721584,2.86833349975037,1.24250053491192,5.11591648241923,1.021,0.9128,0.351,1.6005698005698006,NA,0.806,4/11/2020,Paracou,14,4,11,TF,TF,8,2,8,3,Sup
108,144866,Vouacapoua,americana,7.69201300846017,-2.1012025000000003,0.29093254550000003,0.905520992,3.8659602215,5.0624137595,2.03,53.3,0.90299005672339006,1.76665265265265,0.208873158873159,2.41600636350636,0.5831999999999997,0.5751,0.3242,0.7739049969154842,NA,0.831,4/11/2020,Paracou,14,4,624,TF,TF,23,3,21,4,Mid
109,145008,Vouacapoua,americana,2.13581576334571,-2.1211775,0.3469663895,1.494819482,3.02764358,4.869429452,2,53.5,0.729451792562948,1.78677938969485,0.3494890302294,6.26672371900236,0.5946999999999996,0.5861,0.3202,0.830418488444722,NA,0.795,4/11/2020,Paracou,14,4,766,TF,TF,23,3,21,3,Sup
110,174162,Protium,stevensonii,7.26271517223436,-2.1651225,0.2453701115,1.0225801345,3.3801782885,4.6481285345,1.19,45.12,0.418177977677828,4.80848175912044,1.4976154779753,4.11378346541015,1.5352800000000002,1.5565,0.7543,1.063502585178311,407.0512821,0.801,4/11/2020,Paracou,14,4,2572,TF,Generalist,16,2,13,3,Mid
111,144753,Eschweilera,coriacea,1.93184834614195,-1.5279200000000002,0.220102185,0.995681331,5.3955428995000005,6.611326415,1.39,52.16,0.525535994677312,1.17303992015968,2.29801824921585,3.56121792130026,1.7603000000000009,1.6989,0.7521,1.2588751495811727,314.1025641,0.784,4/11/2020,Paracou,14,4,511,TF,Generalist,20,5,17,5,Sup
112,144939,Vouacapoua,americana,1.52569937866684,-1.9453975000000001,0.3635367765,1.4086207305,3.8572248055,5.629382312500001,2.09,54.14,0.769587066666667,1.230886,0.572364285714286,4.01009035714286,0.4218000000000002,0.4187,0.2136,0.9602059925093632,NA,0.823,4/11/2020,Paracou,14,4,697,TF,TF,15,2,12,3,Mid
113,144945,Gustavia,hexapetala,5.42011841742956,-1.7736125,0.3094478035,1.1482268415,4.1750679035000005,5.6327425485,2.24,50.31,0.770930670660676,8.68435946080879,0.156080165466087,10.6875590186149,1.7026000000000003,1.6986,0.4942,2.437070012140834,304.4871795,0.788,4/11/2020,Paracou,14,4,703,TF,TF,13,2,11,3,Mid
114,144726,Licania,membranacea,5.30631446120161,-2.1451475,0.29421893200000004,1.7094025015,4.2853364295,6.2889578625,1.26,50.39,0.391516308512411,8.49813693153423,1.02835011065896,5.5358224459199,0.7660999999999998,0.7705,0.363,1.1225895316804406,NA,0.837,4/11/2020,Paracou,14,4,484,TF,TF,27,4,25,3,Sup
115,205904,Tachigali,melinonii,3.06641547001102,-1.7716150000000002,0.4096374115,1.7521158505,4.4145624445,6.576315707,3.18,52.55,0.723777622610141,2.38342743142145,0.414478090488066,6.79659885999288,0.3521000000000001,0.3116,0.1406,1.216216216216216,384.6153846,0.693,4/11/2020,Paracou,14,4,3013,TF,Generalist,25,3,23,3,Mid
107,142693,Poraqueiba,guianensis,2.9904218852317,-1.83953,0.1966357355,1.115899073,3.1032927519999998,4.4158275605,0.86,52.82,0.468389651143382,6.98286029043565,0.339473495958223,4.04465734315759,2.2627000000000006,2.2573,0.9832,1.2958706265256303,358.974359,0.825,5/11/2020,Paracou,14,2,487,TF,TF,24,4,24,4,Sup
117,142689,Eschweilera,coriacea,3.03688706780644,-1.4380325,0.221642189,1.0637910119999998,4.9811311485,6.266564349499999,1.15,52.51,0.391295770895771,2.4888971028971,1.7603539317825,3.35448587127159,2.9502999999999995,3.0216,1.2982,1.3275304267447232,237.1794872,0.755,5/11/2020,Paracou,14,2,483,TF,Generalist,16,3,11,3,Inf
118,142325,Eschweilera,coriacea,1.31500183576555,-1.5878450000000002,0.11954487,0.7314954545000001,3.6949934190000002,4.546033743000001,1.52,52.75,0.449064405652535,1.65225536159601,1.76345564659779,4.21430459565372,2.2585999999999995,2.2711,0.9865,1.302179422199696,189.1025641,0.837,5/11/2020,Paracou,14,2,114,TF,Generalist,16,3,12,3,Inf
119,142517,Carapa,surinamensis,2.2911408870301,-1.6977075000000001,0.130115578,0.573400012,1.08083358,1.7843491705,1.22,50.95,0.471394157903522,9.49663094641963,0.368066385292224,4.70164282137492,6.4289,6.5701,2.4308,1.7028550271515552,NA,0.818,5/11/2020,Paracou,14,2,310,BF,BF,15,4,15,4,Sup
120,142667,Iryanthera,hostmannii,0.759170046857876,-1.5598800000000002,0.22132815449999999,1.0852256224999999,2.560894257,3.867448034,1.3,53.1,0.744725253532835,4.23405087281795,0.02222372639829,12.9911125757036,2.6356,2.7163,1.0459,1.5970934123721194,99.35897436,0.816,5/11/2020,Paracou,14,2,461,BF,BF,12,2,11,3,Sup
121,142472,Iryanthera,sagotiana,1.74310237166373,-1.4819775000000002,0.2759185155,1.3017882410000001,3.77000639,5.3477131465,1.37,52.87,0.800387454120788,2.65954554554555,0.958823108823109,14.3879783354783,1.1741000000000001,1.1667,0.4727,1.468161624709118,51.28205128,0.801,5/11/2020,Paracou,14,2,265,TF,TF,14,2,12,3,Mid
122,143155,Eschweilera,coriacea,1.83227859156341,-1.71968,0.1426103695,0.9556155035,2.8850597000000002,3.983285573,0.86,49.05,0.328844756179025,2.24637875751503,1.64515459490409,2.83976989693673,1.3123000000000005,1.3192,0.4678,1.8200085506626762,NA,0.792,5/11/2020,Paracou,14,2,953,BF,Generalist,8,3,8,3,Sup
123,142984,Iryanthera,hostmannii,1.40041232294664,-1.6198050000000002,0.32169896,1.5210368355,3.4328532285,5.275589024,1.33,50.62,0.604076874480466,10.2816817955112,0.0999144994656216,8.2479704310652,1.0418000000000003,1.0601,0.4885,1.1701125895598774,134.6153846,0.814,5/11/2020,Paracou,14,2,779,BF,BF,10,2,7,4,Mid
124,142990,Eschweilera,coriacea,1.56116386628098,-1.6337875000000002,0.223612391,1.3421661105,4.340639026,5.906417527,1.44,52.79,0.480667734401068,3.73912512512513,2.03289718289718,2.51560596310596,2.780999999999999,2.822,1.4052,1.0082550526615428,471.1538462,0.813,5/11/2020,Paracou,14,2,785,BF,Generalist,23,3,18,4,Mid
125,143065,Eperua,falcata,1.04796991129922,-1.8375325,0.33011547750000003,2.050657586,5.556037135,7.9368101985,1.85,52.92,0.845972136325852,4.92507331670823,0.128842180263627,5.57465372283577,0.7437000000000005,0.752,0.3724,1.0193340494092373,528.8461538,0.739,5/11/2020,Paracou,14,2,861,BF,BF,29,4,27,4,Mid
126,142950,Vouacapoua,americana,2.53237326538484,-2.29496,0.35322807050000005,1.275505457,4.3190339705,5.947767498,1.96,52.49,0.679587066666667,2.933386,0.548864285714286,4.12134035714286,0.8483999999999998,0.8366,0.4407,0.8983435443612435,NA,0.831,5/11/2020,Paracou,14,2,745,TF,TF,22,2,18,3,Mid
127,142685,Eschweilera,coriacea,0.874238095163191,-1.56787,0.135477486,0.725958545,3.4313226334999998,4.292758665,1.27,52.06,0.767052960745176,1.78731137724551,2.23314798973482,7.49859317080126,2.6297999999999995,2.6377,1.0341,1.5507204332269608,403.8461538,0.824,5/11/2020,Paracou,14,2,479,TF,Generalist,16,4,13,4,Mid
128,142527,Protium,opacum subsp. rabelianum,3.37522070829383,-2.075235,0.2093235095,1.060842208,2.7037041295,3.9738698465,1.47,49.83,0.827087066666667,8.027386,0.0910642857142857,10.9835903571429,0.8693,0.8606,0.349,1.4659025787965618,384.6153846,0.778,5/11/2020,Paracou,14,2,320,BF,BF,28,4,24,4,Mid
129,142291,Virola,michelii,5.15592242831623,-1.75164,0.385003576,1.8161548884999998,2.535440275,4.73659874,1.43,53.38,0.498734535738143,7.68776152304609,0.604072430575437,5.09878793300888,0.9219999999999997,0.9315,0.4033,1.3096950161170344,205.1282051,0.765,5/11/2020,Paracou,14,2,80,TF,Generalist,24,4,24,4,Sup
130,142646,Casearia,javitensis,3.49984736119214,-2.131165,0.1796662335,0.7219084315,1.9519520815,2.853526747,0.92,51.45,0.461242688010672,3.52314757378689,0.0330758236260988,4.91479775602087,1.1584000000000003,0.5791,0.5821,NA,407.0512821,0.801,5/11/2020,Paracou,14,2,440,TF,TF,13,2,10,3,Mid
131,142662,Laetia,procera,1.48493893883209,-1.963375,0.1726137055,1.2342689070000001,4.139716036499999,5.5465986485,1.68,50.79,0.673924028681007,9.22199699849925,1.7534910312299,5.7014410776817,2.2317,2.2531,0.936,1.4071581196581195,650.6410256,0.818,5/11/2020,Paracou,14,2,456,BF,BF,34,4,31,4,Sup
132,143007,Eperua,falcata,2.19726046374908,-1.7216775000000002,0.27843192250000004,1.838854648,5.863625227,7.980911798,1.95,52.54,0.844698813700919,5.12018646616541,0.0974078052273541,7.34194522019334,0.5979000000000001,0.6017,0.2786,1.1597272074659009,512.8205128,0.785,5/11/2020,Paracou,14,2,802,BF,BF,26,4,23,4,Mid
133,143035,Virola,surinamensis,5.80321712574748,-1.71968,0.495977035,2.6323030775,7.7742702575000004,10.90255037,1.45,52.39,0.936491804373227,5.07499849774662,0.0136597753773517,14.4953333571786,0.8621999999999996,0.9097,0.3209,1.8348395138672482,NA,0.826,5/11/2020,Paracou,14,2,831,BF,BF,36,5,31,5,Mid
135,143058,Jacaranda,copaia subsp. copaia,9.31729114886209,NA,0.3761604115,1.5869389,2.7494402605,4.7125395725,1.75,54.28,0.45380635713097,3.41301647528707,1.43870622637472,4.08146815491049,0.8835000000000006,0.913,0.4585,0.9912758996728462,269.2307692,0.81,5/11/2020,Paracou,14,2,854,BF,Generalist,29,4,27,4,Sup
134,141912,Bocoa,prouacensis,1.98602447304041,-1.8315400000000002,0.17120866699999998,1.088512412,0.8902674015,2.1499884810000003,2.3,53.64,0.521087066666667,0.565886,0.683864285714286,8.04359035714286,0.6733000000000002,0.9538,0.4268,1.23477038425492,217.9487179,0.829,6/11/2020,Paracou,14,1,763,BF,Generalist,23,5,20,5,Sup
136,141725,Symphonia,globulifera,2.44379777633826,-1.6577575,0.497614153,5.3149894115,2.4460529725,8.258656537,1.5,48.96,0.570943481889501,7.39347621432148,1.27127119250304,10.7296848844696,0.5689000000000002,0.5593,0.207,1.7019323671497588,137.8205128,0.782,6/11/2020,Paracou,14,1,576,BF,BF,39,4,30,4,Inf
137,143297,Bocoa,prouacensis,0.948448663577321,-1.464,0.27884477399999996,1.7775934755,1.030532021,3.086970271,1.83,51.39,1.02861568234902,0.32421021021021,0.194959244959245,13.076667024167,0.42129999999999956,0.407,0.1396,1.9154727793696273,NA,0.82,6/11/2020,Paracou,14,3,67,BF,Generalist,22,3,18,3,Inf
138,141168,Laetia,procera,2.47037331380196,-1.7456475,0.150675805,0.906621933,2.480291942,3.5375896805,1.44,50.52,0.507094160827494,12.6700560560561,1.81943371943372,5.68927963677964,4.282500000000001,4.3345,1.7737,1.4437616282347636,NA,0.842,6/11/2020,Paracou,14,1,10,BF,BF,26,4,22,4,Mid
139,141172,Symphonia,globulifera,3.81383691357254,-1.7376575,0.3204487715,3.1673313380000003,2.5333709,6.0211510090000004,0.95,48.98,0.625525354698715,8.55021131697546,1.80006438228772,16.5634355104085,1.4579999999999993,1.4531,0.5437,1.6726135736619463,198.7179487,0.798,6/11/2020,Paracou,14,1,14,BF,BF,27,4,23,5,Mid
141,141732,Tachigali,melinonii,3.12651835463911,-1.8575075,0.5904713305,2.0032616705,2.7093868325,5.3031198335,2.8,51.92,0.660587066666667,1.892386,0.165814285714286,9.67859035714286,0.2629999999999999,0.2674,0.1146,1.333333333333334,310.8974359,0.787,6/11/2020,Paracou,14,1,583,BF,Generalist,34,5,26,4,Inf
142,141516,Chrysophyllum,prieurii,3.28781635017457,-1.2982075000000002,0.2279974265,0.7801871819999999,2.2720504110000004,3.2802350195,1.15,53.34,0.474712927883018,0.821421734795613,0.752107961828799,3.52102727531691,1.8290999999999995,1.842,0.7909,1.3289922872676696,185.8974359,0.822,6/11/2020,Paracou,14,1,367,BF,Generalist,18,3,14,3,Inf
143,143313,Protium,opacum subsp. rabelianum,5.23773955572151,-1.9234250000000002,0.20699293600000002,1.2213031540000001,2.5667031375000002,3.9949992275,1.32,49.46,0.598988078588079,9.29309290709291,0.574289995718567,7.24134900813472,1.6469999999999994,1.659,0.71,1.3366197183098594,NA,0.831,6/11/2020,Paracou,14,3,83,BF,BF,18,3,14,3,Inf
144,143306,Carapa,surinamensis,1.29035187368191,-1.763625,0.1754985385,0.8970454615,1.8833859355,2.9559299350000003,1.3,49.43,0.793793273393273,5.31207392607393,0.498865420293992,10.3632271300128,3.8415999999999997,3.909,1.4664,1.6657119476268412,NA,0.83,6/11/2020,Paracou,14,3,76,BF,BF,24,5,24,4,Sup
145,141465,Protium,stevensonii,2.14115017459136,-2.091215,0.34593597200000004,1.5191184795,3.6645099004999997,5.5295643514999995,1.34,47.34,0.517881771094403,2.00790576441103,0.120415324024347,7.98856176154673,0.4745999999999997,0.4686,0.2279,1.056164984642387,435.8974359,0.831,6/11/2020,Paracou,14,1,316,TF,Generalist,14,2,12,3,Mid
146,142036,Licania,membranacea,4.51787261716089,-1.8814775000000001,0.3971866295,1.8619883485,4.8350996955,7.094274673499999,1.21,50.31,0.408812066666667,5.547386,2.02036428571429,9.00859035714286,0.9266999999999994,0.9432,0.4496,1.097864768683274,NA,0.797,6/11/2020,Paracou,14,1,887,TF,TF,18,3,14,3,Inf
151,141222,Poraqueiba,guianensis,1.33504389277156,-2.0572575,0.1990926235,1.089156934,3.838488915,5.126738473,0.95,43.42,0.514587066666667,4.194886,0.729864285714286,6.11859035714286,2.1961000000000004,2.241,0.876,1.5582191780821921,275.6410256,0.828,6/11/2020,Paracou,14,1,64,TF,TF,20,3,17,3,Mid
152,141631,Casearia,javitensis,4.17955029463933,-2.1211775,0.23884244100000002,0.8053141855,2.2732423195,3.317398946,1.31,59.99,0.358337066666667,10.897386,0.173064285714286,2.42109035714286,1.7852999999999994,1.791,0.9693,0.8477251624883935,328.2828283,0.727,6/11/2020,Paracou,14,1,482,TF,TF,13,2,13,2,Sup
153,141607,Dicorynia,guianensis,6.94441667734922,-1.69571,0.2122405155,1.446032969,3.2714835310000003,4.9297570155,1.9,51.73,0.556973120425815,1.13810978043912,0.157998289136014,5.49260514684916,1.0381,0.9955,0.4264,1.3346622889305817,368.5897436,0.834,6/11/2020,Paracou,14,1,458,TF,TF,40,5,31,4,Mid
