"sample_id","RWCnr_original","Date_collect","Forest","Habitat","Type","idTree","SpecCode_CorrBota","spName_CorrBota","Genus_CorrBota","Species_CorrBota","Family_CorrBota","gmin.slope","Code_Meas_quality","R2","beta","LA_cm2","Vpsat.kPa_mean","VPD_mean","T.cels_mean","RH.perc_mean","t0","timeMeas_chosen.h","timeMeas_chosen.min","time_start","time_end","nMeas_chosen","nMeas_total","first_chosen_meas","last_chosen_meas","mass_start","mass_end","mass_Loss_Meas_chosen","file"
"69","M69",2020-10-29,"Paracou","BF","Generalist",101485,"Tac.mel","Tachigali_melinonii","Tachigali","melinonii","Fabaceae",2.33486505269986,"1",1,-0.00014961390167726,14.8277583333333,3.13423625606486,0.0200069512333481,24.8166666666667,35.3333333333333,2020-10-29 16:25:19,2.89666666666667,173.8,2020-10-29 16:34:25,2020-10-29 19:28:13,6,8,2,7,0.2329,0.2065,0.0264,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_4_Gmin_29_10_2020.csv"
"54","M54",2020-10-30,"Paracou","BF","BF",249664,"Pro.opa","Protium_opacum subsp. rabelianum","Protium","opacum subsp. rabelianum","Burseraceae",3.74341935797762,"1",1,-0.00149746953376309,85.7182555555556,3.33643931833767,0.0216054063178872,25.8666666666667,34.4166666666667,2020-10-30 15:17:03,2.71666666666667,163,2020-10-30 15:49:50,2020-10-30 18:32:50,6,8,2,7,1.841,1.5957,0.2453,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_5_Gmin_30_10_2020.csv"
"55","M55",2020-10-30,"Paracou","TF","Generalist",101083,"Jac.cop","Jacaranda_copaia subsp. copaia","Jacaranda","copaia subsp. copaia","Bignoniaceae",9.49696212079515,"1",1,-0.00088881232436389,20.1203083333333,3.32987603272714,0.0215346084278338,25.8333333333333,34.5,2020-10-30 15:19:51,2.71111111111111,162.666666666667,2020-10-30 15:50:34,2020-10-30 18:33:14,6,8,2,7,0.5045,0.3592,0.1453,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_5_Gmin_30_10_2020.csv"
"56","M56",2020-10-30,"Paracou","TF","Generalist",100766,"Chr.pri","Chrysophyllum_prieurii","Chrysophyllum","prieurii","Sapotaceae",2.02289816482054,"1",1,-0.00136280022009743,147.552344444444,3.27246842838636,0.0211377281958671,25.54,34.56,2020-10-30 15:19:51,2.49888888888889,149.933333333333,2020-10-30 16:09:22,2020-10-30 18:39:18,5,8,3,7,3.9194,3.7143,0.2051,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_5_Gmin_30_10_2020.csv"
"57","M57",2020-10-30,"Paracou","TF","Generalist",100765,"Con.gui","Conceveiba_guianensis","Conceveiba","guianensis","Euphorbiaceae",2.10482345417931,"1",1,-0.00096841406141323,100.365408333333,3.30343643497607,0.0212230406210662,25.7,34.925,2020-10-30 15:23:23,1.83138888888889,109.883333333333,2020-10-30 16:44:12,2020-10-30 18:34:05,4,8,4,7,1.6062,1.4996,0.1066,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_5_Gmin_30_10_2020.csv"
"62","M62",2020-10-30,"Paracou","TF","Generalist",102878,"Chr.pri","Chrysophyllum_prieurii","Chrysophyllum","prieurii","Sapotaceae",3.39421361485086,"1",1,-0.00142363310869159,89.6462166666667,3.33643931833767,0.0216607351161325,25.8666666666667,34.25,2020-10-30 15:24:53,2.66194444444444,159.716666666667,2020-10-30 15:55:00,2020-10-30 18:34:43,6,8,2,7,2.4129,2.1848,0.2281,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_5_Gmin_30_10_2020.csv"
"63","M63",2020-10-30,"Paracou","TF","Generalist",103035,"Boc.pro","Bocoa_prouacensis","Bocoa","prouacensis","Fabaceae",2.70606479640768,"1",1,-0.00103466248194182,81.8440527777778,3.33643931833767,0.0216281628985657,25.8666666666667,34.35,2020-10-30 15:26:52,2.65416666666667,159.25,2020-10-30 15:55:59,2020-10-30 18:35:14,6,8,2,7,1.745,1.5806,0.1644,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_5_Gmin_30_10_2020.csv"
"70","M70",2020-10-30,"Paracou","BF","Generalist",103472,"Con.gui","Conceveiba_guianensis","Conceveiba","guianensis","Euphorbiaceae",3.41799411679532,"1",1,-0.00152854044480926,95.5821194444444,3.33643931833767,0.0216608360975346,25.8666666666667,34.25,2020-10-30 15:34:38,2.65111111111111,159.066666666667,2020-10-30 15:56:45,2020-10-30 18:35:49,6,8,2,7,1.7913,1.5467,0.2446,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_5_Gmin_30_10_2020.csv"
"71","M71",2020-10-30,"Paracou","TF","Generalist",103306,"Jac.cop","Jacaranda_copaia subsp. copaia","Jacaranda","copaia subsp. copaia","Bignoniaceae",2.75442378294028,"1",0.99,-0.00021642591765341,17.1800861111111,3.30343643497607,0.0211738299344826,25.7,35.075,2020-10-30 15:35:29,1.82722222222222,109.633333333333,2020-10-30 16:46:37,2020-10-30 18:36:15,4,8,4,7,0.3501,0.3264,0.0237,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_5_Gmin_30_10_2020.csv"
"74","M74",2020-10-30,"Paracou","TF","TF",102971,"Lic.mem","Licania_membranacea","Licania","membranacea","Chrysobalanaceae",3.34900976871587,"1",1,-0.00164471797311272,105.098730555556,3.333115283247,0.02163335128385,25.85,34.2666666666667,2020-10-30 15:36:19,2.6475,158.85,2020-10-30 15:58:09,2020-10-30 18:37:00,6,8,2,7,2.1122,1.8502,0.262,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_5_Gmin_30_10_2020.csv"
"75","M75",2020-10-30,"Paracou","BF","Generalist",103117,"Boc.pro","Bocoa_prouacensis","Bocoa","prouacensis","Fabaceae",2.11393819225824,"1",1,-0.00077056463171058,77.961525,3.33323346877416,0.0216462519618704,25.85,34.2333333333333,2020-10-30 15:37:32,2.64944444444444,158.966666666667,2020-10-30 15:58:30,2020-10-30 18:37:28,6,8,2,7,1.6611,1.5384,0.1227,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_5_Gmin_30_10_2020.csv"
"76","M76",2020-10-30,"Paracou","BF","Generalist",103259,"Esc.cor","Eschweilera_coriacea","Eschweilera","coriacea","Lecythidaceae",1.22747955955655,"1",1,-0.0007845030175957,136.900238888889,3.32987500171025,0.0216133652356893,25.8333333333333,34.2666666666667,2020-10-30 15:44:11,2.64472222222222,158.683333333333,2020-10-30 15:59:02,2020-10-30 18:37:43,6,8,2,7,3.4382,3.3137,0.1245,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_5_Gmin_30_10_2020.csv"
"77","M77",2020-10-30,"Paracou","BF","BF",103275,"Lae.pro","Laetia_procera","Laetia","procera","Salicaceae",1.44689759979749,"1",0.99,-0.0004279588931083,63.9220222222222,3.31138249488084,0.0214219993821601,25.74,34.48,2020-10-30 15:45:22,2.35305555555556,141.183333333333,2020-10-30 16:16:59,2020-10-30 18:38:10,5,8,3,7,1.9599,1.8995,0.0604,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_5_Gmin_30_10_2020.csv"
"78","M78",2020-10-30,"Paracou","BF","BF",103288,"Car.sur","Carapa_surinamensis","Carapa","surinamensis","Meliaceae",2.01212967141741,"1",1,-0.00177006228248269,188.911786154167,3.32996052522979,0.02155856140733,25.8333333333333,34.4333333333333,2020-10-30 15:47:20,2.76388888888889,165.833333333333,2020-10-30 15:52:57,2020-10-30 18:38:47,6,8,2,7,5.484,5.1902,0.2938,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_5_Gmin_30_10_2020.csv"
"79","M79",2020-10-30,"Paracou","TF","Generalist",103499,"Jac.cop","Jacaranda_copaia subsp. copaia","Jacaranda","copaia subsp. copaia","Bignoniaceae",2.63964951687091,"1",1,-0.0002059000654307,17.0531722222222,3.29862766063082,0.0211763588957752,25.675,34.975,2020-10-30 15:47:59,1.83472222222222,110.083333333333,2020-10-30 16:49:55,2020-10-30 18:40:00,4,8,4,7,0.1928,0.17,0.0228,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_5_Gmin_30_10_2020.csv"
"72","M72",2020-11-03,"Paracou","BF","Generalist",104032,"Con.gui","Conceveiba_guianensis","Conceveiba","guianensis","Euphorbiaceae",1.46775484204365,"1",1,-0.00070047079952057,117.555627777778,3.0725207243755,0.0187948704959914,24.4833333333333,38.0333333333333,2020-11-03 15:23:33,2.55388888888889,153.233333333333,2020-11-03 15:54:31,2020-11-03 18:27:45,6,8,2,7,1.7954,1.6874,0.108,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_6_Gmin_3_11_2020.csv"
"73","M73",2020-11-03,"Paracou","BF","BF",104806,"Car.sur","Carapa_surinamensis","Carapa","surinamensis","Meliaceae",2.78727391797543,"1",1,-0.00105242884796511,92.7299888888889,3.08160262345959,0.0188512057781331,24.5333333333333,38.0333333333333,2020-11-03 15:23:59,2.54861111111111,152.916666666667,2020-11-03 15:55:06,2020-11-03 18:28:01,6,8,2,7,1.918,1.7551,0.1629,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_6_Gmin_3_11_2020.csv"
"80","M80",2020-11-03,"Paracou","BF","Generalist",104037,"Esc.cor","Eschweilera_coriacea","Eschweilera","coriacea","Lecythidaceae",0.999133447887129,"1",1,-0.00026318703542096,64.8369638888889,3.07237717281541,0.0188089509086793,24.4833333333333,37.9833333333333,2020-11-03 15:24:39,2.55055555555556,153.033333333333,2020-11-03 15:55:22,2020-11-03 18:28:24,6,8,2,7,1.4343,1.3937,0.0406,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_6_Gmin_3_11_2020.csv"
"81","M81",2020-11-03,"Paracou","BF","Generalist",104123,"Esc.cor","Eschweilera_coriacea","Eschweilera","coriacea","Lecythidaceae",0.87021616110037,"1",1,-0.00017027719908557,48.3653777777778,3.08008912610251,0.0187301397520418,24.525,38.4,2020-11-03 15:26:37,1.70638888888889,102.383333333333,2020-11-03 16:46:25,2020-11-03 18:28:48,4,8,4,7,1.3234,1.3058,0.0175999999999998,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_6_Gmin_3_11_2020.csv"
"82","M82",2020-11-03,"Paracou","BF","Generalist",104116,"Con.gui","Conceveiba_guianensis","Conceveiba","guianensis","Euphorbiaceae",1.73783172438147,"1",1,-0.00059575350158853,84.1450722222222,3.08653249490327,0.0188615093782091,24.56,38.1,2020-11-03 15:28:41,2.25472222222222,135.283333333333,2020-11-03 16:13:42,2020-11-03 18:28:59,5,8,3,7,1.4726,1.3915,0.0810999999999999,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_6_Gmin_3_11_2020.csv"
"83","M83",2020-11-03,"Paracou","BF","Generalist",104783,"Esc.cor","Eschweilera_coriacea","Eschweilera","coriacea","Lecythidaceae",2.23180867271813,"1",1,-0.00041100420031276,45.5382,3.08008912610251,0.0187223210407236,24.525,38.425,2020-11-03 15:30:49,1.69333333333333,101.6,2020-11-03 16:47:49,2020-11-03 18:29:25,4,8,4,7,1.2301,1.1885,0.0416000000000001,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_6_Gmin_3_11_2020.csv"
"84","M84",2020-11-03,"Paracou","BF","Generalist",236720,"Con.gui","Conceveiba_guianensis","Conceveiba","guianensis","Euphorbiaceae",1.33301470456655,"1",1,-0.0007976009475408,147.591258333333,3.0724248114463,0.0187687925645398,24.4833333333333,38.1166666666667,2020-11-03 15:32:22,2.60166666666667,156.1,2020-11-03 15:56:36,2020-11-03 18:32:42,6,8,2,7,2.6761,2.5492,0.1269,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_6_Gmin_3_11_2020.csv"
"85","M85",2020-11-03,"Paracou","BF","BF",104225,"Epe.fal","Eperua_falcata","Eperua","falcata","Fabaceae",1.21400648786583,"1",1,-0.00032036018992717,64.883725,3.07286444722032,0.0188290326574182,24.4857142857143,37.9285714285714,2020-11-03 15:34:00,2.93083333333333,175.85,2020-11-03 15:34:00,2020-11-03 18:29:51,7,8,1,7,1.0569,1,0.0569,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_6_Gmin_3_11_2020.csv"
"86","M86",2020-11-03,"Paracou","TF","Generalist",104374,"Chr.pri","Chrysophyllum_prieurii","Chrysophyllum","prieurii","Sapotaceae",4.03989409115586,"1",1,-0.00318588930740833,194.648386111111,3.07551912048731,0.0187566875539854,24.5,38.22,2020-11-03 15:37:08,2.20833333333333,132.5,2020-11-03 16:20:28,2020-11-03 18:32:58,5,8,3,7,5.9342,5.5071,0.427099999999999,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_6_Gmin_3_11_2020.csv"
"87","M87",2020-11-03,"Paracou","TF","Generalist",104726,"Pro.ste","Protium_stevensonii","Protium","stevensonii","Burseraceae",6.42550684596756,"potential_measurement_error",0.99,-0.00101133799048836,38.5566194444444,3.0791137417759,0.0188988871126139,24.52,37.82,2020-11-03 15:39:24,1.77138888888889,106.283333333333,2020-11-03 15:39:24,2020-11-03 17:25:41,5,10,1,5,0.8285,0.7184,0.1101,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_6_Gmin_3_11_2020.csv"
"88","M88",2020-11-03,"Paracou","TF","Generalist",203357,"Vir.mic","Virola_michelii","Virola","michelii","Myristicaceae",2.14565996692782,"1",0.99,-0.00048586023835211,56.4339694444444,3.06622649637063,0.0185761671702643,24.45,38.625,2020-11-03 15:40:45,1.60333333333333,96.2,2020-11-03 16:54:15,2020-11-03 18:30:27,4,8,4,7,0.8753,0.8282,0.0470999999999999,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_6_Gmin_3_11_2020.csv"
"89","M89",2020-11-03,"Paracou","TF","Generalist",178762,"Esc.cor","Eschweilera_coriacea","Eschweilera","coriacea","Lecythidaceae",0.934291771456393,"1",1,-0.00024988994464583,65.7725305555556,3.07849524423939,0.0188264291564247,24.5166666666667,38.05,2020-11-03 15:41:43,2.47805555555556,148.683333333333,2020-11-03 16:02:01,2020-11-03 18:30:42,6,8,2,7,1.3364,1.2991,0.0373000000000001,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_6_Gmin_3_11_2020.csv"
"90","M90",2020-11-03,"Paracou","BF","Generalist",104801,"Con.gui","Conceveiba_guianensis","Conceveiba","guianensis","Euphorbiaceae",1.29968727081395,"1",1,-0.00047655068009189,90.9817972222222,3.07088714263963,0.0186578658244336,24.475,38.45,2020-11-03 15:42:28,1.6725,100.35,2020-11-03 16:50:35,2020-11-03 18:30:56,4,8,4,7,1.3274,1.2794,0.0479999999999998,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_6_Gmin_3_11_2020.csv"
"91","M91",2020-11-03,"Paracou","TF","Generalist",104363,"Con.gui","Conceveiba_guianensis","Conceveiba","guianensis","Euphorbiaceae",2.37089838605502,"1",1,-0.00129187567628494,134.613961111111,3.06933359388329,0.0187397557154213,24.4666666666667,38.15,2020-11-03 15:43:49,2.55027777777778,153.016666666667,2020-11-03 16:00:25,2020-11-03 18:33:26,6,8,2,7,2.4911,2.2905,0.2006,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_6_Gmin_3_11_2020.csv"
"92","M92",2020-11-03,"Paracou","TF","Generalist",104378,"Chr.pri","Chrysophyllum_prieurii","Chrysophyllum","prieurii","Sapotaceae",0.941058177659374,"1",1,-0.00038743744116394,102.358444444444,3.05102624415502,0.0186212009307226,24.3666666666667,38.1666666666667,2020-11-03 15:45:02,2.54916666666667,152.95,2020-11-03 16:00:47,2020-11-03 18:33:44,6,8,2,7,2.5251,2.4652,0.0599000000000003,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_6_Gmin_3_11_2020.csv"
"93","M93",2020-11-03,"Paracou","TF","Generalist",104500,"Chr.pri","Chrysophyllum_prieurii","Chrysophyllum","prieurii","Sapotaceae",1.34549330729531,"1",1,-0.00089203781796839,163.955886111111,3.06624237632029,0.0187206516022947,24.45,38.15,2020-11-03 15:45:50,2.54666666666667,152.8,2020-11-03 16:01:05,2020-11-03 18:33:53,6,8,2,7,3.3316,3.1947,0.1369,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_6_Gmin_3_11_2020.csv"
"94","M94",2020-11-03,"Paracou","TF","TF",104355,"Lic.mem","Licania_membranacea","Licania","membranacea","Chrysobalanaceae",3.92759724557281,"1",1,-0.00101531662965565,63.5863638888889,3.07808092451919,0.0188216117434619,24.5142857142857,38.0571428571429,2020-11-03 15:45:50,2.75638888888889,165.383333333333,2020-11-03 15:45:50,2020-11-03 18:31:13,7,8,1,7,1.1536,0.9786,0.175,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_6_Gmin_3_11_2020.csv"
"95","M95",2020-11-03,"Paracou","BF","Generalist",104215,"Tac.mel","Tachigali_melinonii","Tachigali","melinonii","Fabaceae",2.76802600447405,"1",1,-0.00017007975426114,15.1191722222222,3.0724248114463,0.0188148468948024,24.4833333333333,37.9666666666667,2020-11-03 15:47:07,2.48638888888889,149.183333333333,2020-11-03 16:02:43,2020-11-03 18:31:54,6,8,2,7,0.3,0.2748,0.0252,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_6_Gmin_3_11_2020.csv"
"96","M96",2020-11-03,"Paracou","TF","TF",104562,"Iry.sag","Iryanthera_sagotiana","Iryanthera","sagotiana","Myristicaceae",9.00987464486404,"adj.PartofCurve",0.98,-0.00104273989772058,28.7483777777778,3.06632240808256,0.0186376069229028,24.45,38.425,2020-11-03 15:47:51,1.68027777777778,100.816666666667,2020-11-03 16:51:15,2020-11-03 18:32:04,4,8,4,7,0.6374,0.5324,0.105,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_6_Gmin_3_11_2020.csv"
"96","M96",2020-11-03,"Paracou","TF","TF",104562,"Iry.sag","Iryanthera_sagotiana","Iryanthera","sagotiana","Myristicaceae",9.00987464486404,"adj.PartofCurve",0.98,-0.00104273989772058,28.7483777777778,3.06632240808256,0.0186376069229028,24.45,38.425,2020-11-03 15:47:51,1.68027777777778,100.816666666667,2020-11-03 16:51:15,2020-11-03 18:32:04,4,8,4,7,0.6374,0.5324,0.105,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_6_Gmin_3_11_2020.csv"
"97","M97",2020-11-03,"Paracou","BF","BF",104319,"Lae.pro","Laetia_procera","Laetia","procera","Salicaceae",1.80646328325047,"1",0.99,-0.00043599913576824,59.8633472222222,3.07088714263963,0.018665590852226,24.475,38.425,2020-11-03 15:49:11,1.66277777777778,99.7666666666667,2020-11-03 16:51:45,2020-11-03 18:31:31,4,8,4,7,1.9842,1.9407,0.0434999999999999,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_6_Gmin_3_11_2020.csv"
"98","M98",2020-11-04,"Paracou","TF","TF",145049,"Iry.sag","Iryanthera_sagotiana","Iryanthera","sagotiana","Myristicaceae",0.68027717959052,"1",1,-9.2749791049937e-05,37.5330805555556,2.85808446261444,0.0168174085734963,23.28,40.4,2020-11-04 15:49:20,2.20277777777778,132.166666666667,2020-11-04 16:25:58,2020-11-04 18:38:08,5,8,3,7,0.81,0.7976,0.0124000000000001,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_7_Gmin_04_11_2020.csv"
"99","M99",2020-11-04,"Paracou","TF","TF",145228,"Vou.ame","Vouacapoua_americana","Vouacapoua","americana","Fabaceae",1.44498746636337,"1",1,-0.0001473519098978,28.0914,2.85808446261444,0.0168060075480472,23.28,40.44,2020-11-04 15:50:05,2.19583333333333,131.75,2020-11-04 16:26:38,2020-11-04 18:38:23,5,8,3,7,0.3878,0.3684,0.0194,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_7_Gmin_04_11_2020.csv"
"100","M100",2020-11-04,"Paracou","TF","Generalist",145138,"Esc.cor","Eschweilera_coriacea","Eschweilera","coriacea","Lecythidaceae",0.928350705112686,"1",1,-0.00025854732637214,75.5150416666667,2.85808446261444,0.0170742156366796,23.28,39.48,2020-11-04 15:50:30,2.18416666666667,131.05,2020-11-04 16:27:35,2020-11-04 18:38:38,5,8,3,7,2.163,2.1291,0.0338999999999996,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_7_Gmin_04_11_2020.csv"
"101","M101",2020-11-04,"Paracou","TF","TF",145139,"Por.gui","Poraqueiba_guianensis","Poraqueiba","guianensis","Metteniusaceae",1.74104492295051,"1",1,-0.00027901905127433,44.1664666666667,2.85733228934134,0.0167987695569279,23.275,40.45,2020-11-04 15:50:46,1.63361111111111,98.0166666666667,2020-11-04 17:00:51,2020-11-04 18:38:52,4,8,4,7,0.9471,0.9197,0.0274000000000001,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_7_Gmin_04_11_2020.csv"
"102","M102",2020-11-04,"Paracou","TF","Generalist",145294,"Hym.het","Hymenopus_heteromorphus","Hymenopus","heteromorphus","Chrysobalanaceae",4.20293333694409,"1",1,-0.00075450858318636,49.1666583333333,2.86506940849724,0.0169039126476145,23.32,40.24,2020-11-04 15:51:14,2.17777777777778,130.666666666667,2020-11-04 16:28:32,2020-11-04 18:39:12,5,8,3,7,0.9927,0.8935,0.0992000000000001,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_7_Gmin_04_11_2020.csv"
"103","M103",2020-11-04,"Paracou","TF","Generalist",145148,"Esc.cor","Eschweilera_coriacea","Eschweilera","coriacea","Lecythidaceae",1.69592826163092,"1",1,-0.0006732011534126,108.644541666667,2.86506940849724,0.0169151444399396,23.32,40.2,2020-11-04 15:52:59,2.17388888888889,130.433333333333,2020-11-04 16:28:58,2020-11-04 18:39:24,5,8,3,7,3.3031,3.2147,0.0884,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_7_Gmin_04_11_2020.csv"
"104","M104",2020-11-04,"Paracou","TF","TF",143133,"Cas.jav","Casearia_javitensis","Casearia","javitensis","Salicaceae",5.34731761798423,"1",1,-0.00144662336535768,74.0684666666667,2.86506940849724,0.0169095631958914,23.32,40.22,2020-11-04 15:54:16,2.17416666666667,130.45,2020-11-04 16:29:14,2020-11-04 18:39:41,5,8,3,7,1.7669,1.5768,0.1901,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_7_Gmin_04_11_2020.csv"
"105","M105",2020-11-04,"Paracou","TF","TF",144423,"Cas.jav","Casearia_javitensis","Casearia","javitensis","Salicaceae",2.95791606268719,"1",1,-0.000485232694859,44.9546472222222,2.86156773866958,0.0168941312925777,23.3,40.2,2020-11-04 15:55:17,2.17111111111111,130.266666666667,2020-11-04 16:29:39,2020-11-04 18:39:55,5,8,3,7,0.7873,0.7238,0.0635,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_7_Gmin_04_11_2020.csv"
"106","M106",2020-11-04,"Paracou","TF","TF",144254,"Dic.gui","Dicorynia_guianensis","Dicorynia","guianensis","Fabaceae",7.2152937636833,"1",1,-0.00318782076352807,120.683508333333,2.86506940849724,0.0169487705126863,23.32,40.08,2020-11-04 15:56:29,2.16638888888889,129.983333333333,2020-11-04 16:30:09,2020-11-04 18:40:08,5,8,3,7,1.5251,1.1099,0.4152,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_7_Gmin_04_11_2020.csv"
"108","M108",2020-11-04,"Paracou","TF","TF",144866,"Vou.ame","Vouacapoua_americana","Vouacapoua","americana","Fabaceae",7.68972223412113,"1",0.99,-0.00143136898020652,50.6323027777778,2.87893615264922,0.0170199985088228,23.4,40.1166666666667,2020-11-04 15:57:51,2.43472222222222,146.083333333333,2020-11-04 16:14:21,2020-11-04 18:40:26,6,8,2,7,0.8982,0.6898,0.2084,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_7_Gmin_04_11_2020.csv"
"109","M109",2020-11-04,"Paracou","TF","TF",145008,"Vou.ame","Vouacapoua_americana","Vouacapoua","americana","Fabaceae",2.13976855648411,"1",1,-0.00027392011434754,34.8618916666667,2.87189051463486,0.0170001370602822,23.36,40.04,2020-11-04 15:59:09,2.16666666666667,130,2020-11-04 16:30:44,2020-11-04 18:40:44,5,8,3,7,0.4861,0.4505,0.0356,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_7_Gmin_04_11_2020.csv"
"110","M110",2020-11-04,"Paracou","TF","Generalist",174162,"Pro.ste","Protium_stevensonii","Protium","stevensonii","Burseraceae",7.26698741406709,"1",1,-0.0018448896774026,68.2754916666667,2.90489454975723,0.0172146186135088,23.55,39.9666666666667,2020-11-04 16:00:05,2.15055555555556,129.033333333333,2020-11-04 16:00:05,2020-11-04 18:09:07,6,8,1,6,1.3275,1.0802,0.2473,"D:/Mes Donnees/R/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Paracou/input/Campaign_2020/Jour_7_Gmin_04_11_2020.csv"
